Module,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_startTime,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_stopTime,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER1.0/nodebug-0.sca_nodebug-0-20170522-18:58:56-8096_totalTime
RSUExampleScenario.node[1077].veinsmobility,16.9,6.9,27306,27380,231.87,1039.74,73.5
RSUExampleScenario.node[741].veinsmobility,20.4697,0,27204,27380.5,465.199,1292.51,176
RSUExampleScenario.node[339].veinsmobility,21.2686,0,27091.5,27380.5,579.387,1406.39,288.5
RSUExampleScenario.node[836].veinsmobility,15.5,0,27231,27380.5,285.215,991.374,149
RSUExampleScenario.node[852].veinsmobility,19.2407,0,27235.5,27380.5,349.778,908.793,144.5
RSUExampleScenario.node[1069].veinsmobility,16.25,0,27303.5,27380.5,187.487,622.012,76.5
RSUExampleScenario.node[242].veinsmobility,18,0,27065,27380.5,609.706,1569.94,315
RSUExampleScenario.node[897].veinsmobility,16.8199,0,27251.5,27381,286.278,975.014,129
RSUExampleScenario.node[601].veinsmobility,22.5,0,27162.5,27381.5,509.017,1283.52,218.5
RSUExampleScenario.node[916].veinsmobility,19.6405,0,27257,27381.5,329.112,909.128,124
RSUExampleScenario.node[893].veinsmobility,16.25,0,27250.5,27381.5,258.764,663.037,130.5
RSUExampleScenario.node[1047].veinsmobility,16.25,-2.50756,27298,27382,205.464,626.514,83.5
RSUExampleScenario.node[1093].veinsmobility,16.9293,1.98205,27310.5,27382,209.208,798.712,71
RSUExampleScenario.node[895].veinsmobility,19.25,0,27251,27382.5,288.166,991.548,131
RSUExampleScenario.node[1084].veinsmobility,17.2176,0,27308,27382.5,251.601,1033.01,74
RSUExampleScenario.node[596].veinsmobility,18.2798,0,27161.5,27383,487.216,1558.71,221
RSUExampleScenario.node[748].veinsmobility,22.5,0,27205,27383.5,453.785,1285.13,178
RSUExampleScenario.node[1018].veinsmobility,16.25,-0.472919,27290.5,27383.5,215.255,658.51,92.5
RSUExampleScenario.node[781].veinsmobility,21.3603,0,27216,27384,446.104,1280.38,167.5
RSUExampleScenario.node[679].veinsmobility,16.25,0,27184,27384.5,419.04,1301.22,200
RSUExampleScenario.node[732].veinsmobility,21.6944,0,27202,27384.5,451.411,1286.63,182
RSUExampleScenario.node[956].veinsmobility,18.15,0,27267.5,27384.5,272.402,972.954,116.5
RSUExampleScenario.node[991].veinsmobility,16.4701,0,27281.5,27384.5,230.576,659.985,102.5
RSUExampleScenario.node[655].veinsmobility,21.2994,0,27180,27385,526.363,1416.86,204.5
RSUExampleScenario.node[1180].veinsmobility,16.25,6.9,27335.5,27385,160.332,623.799,49
RSUExampleScenario.node[913].veinsmobility,18,0,27256,27385,277.85,998.868,128.5
RSUExampleScenario.node[660].veinsmobility,18.8594,0,27180,27385.5,438.459,1322.75,205
RSUExampleScenario.node[1287].veinsmobility,16.25,6.9,27364,27385.5,81.2971,282.946,21
RSUExampleScenario.node[912].veinsmobility,19.4,0,27255.5,27385.5,326.387,906.501,129.5
RSUExampleScenario.node[376].veinsmobility,16.5731,0,27100.5,27386.5,545.028,1342.62,285.5
RSUExampleScenario.node[947].veinsmobility,19.25,0,27265.5,27386.5,283.497,989.001,120.5
RSUExampleScenario.node[997].veinsmobility,18.15,0,27283,27387,246.155,978.089,103.5
RSUExampleScenario.node[1002].veinsmobility,18.7044,0,27285,27387.5,294.411,916.901,102
RSUExampleScenario.node[1022].veinsmobility,18.2932,0,27291.5,27388.5,248.203,978.119,96.5
RSUExampleScenario.node[190].veinsmobility,16,0,27051,27388.5,655.906,1723.38,337
RSUExampleScenario.node[1025].veinsmobility,15,0,27292.5,27388.5,207.739,667.377,95.5
RSUExampleScenario.node[979].veinsmobility,16.25,0,27278.5,27388.5,256.59,856.048,109.5
RSUExampleScenario.node[654].veinsmobility,15,-1.3497,27179,27389.5,397.509,1182.94,210
RSUExampleScenario.node[203].veinsmobility,16.239,0,27054.5,27390,670.993,1709.03,335
RSUExampleScenario.node[998].veinsmobility,16.9,0,27283.5,27390,240.134,859.334,106
RSUExampleScenario.node[801].veinsmobility,18.75,0,27223,27390.5,444.264,1602.93,167
RSUExampleScenario.node[577].veinsmobility,16.75,0,27155.5,27391,543.121,1467.53,235
RSUExampleScenario.node[469].veinsmobility,17.5077,0,27122,27391,595.835,1734.84,268.5
RSUExampleScenario.node[1039].veinsmobility,15,0,27295.5,27391,198.332,671.216,95
RSUExampleScenario.node[1033].veinsmobility,16.9,0,27294,27391.5,219.027,861.738,97
RSUExampleScenario.node[602].veinsmobility,23.4333,-0.177779,27163,27392,509.161,1295.21,228.5
RSUExampleScenario.node[369].veinsmobility,15.8237,0,27099.5,27392.5,612.982,1845.93,292.5
RSUExampleScenario.node[1363].veinsmobility,11.3314,5.4,27380.5,27393,31.2238,104.488,12
RSUExampleScenario.node[1015].veinsmobility,16.25,0,27290,27393.5,229.916,857.76,103
RSUExampleScenario.node[988].veinsmobility,19.25,0,27281,27394,255.542,767.065,112.5
RSUExampleScenario.node[871].veinsmobility,15.65,0,27241,27394.5,395.4,1468.03,153
RSUExampleScenario.node[977].veinsmobility,18.9382,0,27276.5,27394.5,269.534,767.423,117.5
RSUExampleScenario.node[1003].veinsmobility,18.8958,0,27285.5,27394.5,259.504,767.632,108.5
RSUExampleScenario.node[538].veinsmobility,15.0988,0,27145,27395,522.31,1853.76,249.5
RSUExampleScenario.node[550].veinsmobility,21.7091,-3.40486,27148,27395,598.258,1605.05,246.5
RSUExampleScenario.node[1005].veinsmobility,18.7222,0,27286,27395.5,251.836,782.291,109
RSUExampleScenario.node[1012].veinsmobility,19.2743,0,27288.5,27395.5,259.884,784.54,106.5
RSUExampleScenario.node[696].veinsmobility,16.7786,0,27187.5,27396,545.007,1862.15,208
RSUExampleScenario.node[636].veinsmobility,16.9,0,27171,27396.5,520.657,1851.95,225
RSUExampleScenario.node[548].veinsmobility,16.25,0,27147.5,27396.5,562.089,1858.09,248.5
RSUExampleScenario.node[1034].veinsmobility,17.9984,0,27294,27396.5,235.005,771.425,102
RSUExampleScenario.node[625].veinsmobility,21.9891,0,27169,27396.5,559.471,1627.56,227
RSUExampleScenario.node[1337].veinsmobility,16.25,6.9,27375.5,27397,81.421,282.548,21
RSUExampleScenario.node[1040].veinsmobility,18.872,0,27296,27397,247.916,780.729,100.5
RSUExampleScenario.node[1045].veinsmobility,18.8269,0,27297.5,27397.5,227.87,754.444,99.5
RSUExampleScenario.node[1066].veinsmobility,19.25,0,27303,27397.5,226.621,763.756,94
RSUExampleScenario.node[686].veinsmobility,16.9,0,27185.5,27398,499.545,1851.25,212
RSUExampleScenario.node[1102].veinsmobility,19.6023,0,27312,27398,224.771,781.22,85.5
RSUExampleScenario.node[917].veinsmobility,15.65,0,27257.5,27398.5,302.383,688.169,140.5
RSUExampleScenario.node[959].veinsmobility,15.1941,0,27268,27398.5,270.952,692.913,130
RSUExampleScenario.node[689].veinsmobility,16.25,0,27186,27398.5,511.955,1867.17,212
RSUExampleScenario.node[476].veinsmobility,16.1544,0,27125.5,27398.5,610.9,1755.51,272.5
RSUExampleScenario.node[759].veinsmobility,16.9168,0,27208,27399.5,512.531,1852.12,191
RSUExampleScenario.node[619].veinsmobility,20.9433,0,27167,27399.5,496.456,1611.19,232
RSUExampleScenario.node[1109].veinsmobility,19.0062,0,27314,27399.5,221.568,790.816,85
RSUExampleScenario.node[1294].veinsmobility,18.7289,2.26952,27365.5,27400,111.161,325.044,34
RSUExampleScenario.node[722].veinsmobility,16.25,0,27199.5,27400,496.179,1851.36,200
RSUExampleScenario.node[1090].veinsmobility,18.1611,0,27309.5,27400.5,212.231,773.986,90.5
RSUExampleScenario.node[1107].veinsmobility,18.4771,0,27313.5,27401,220.062,779.296,87
RSUExampleScenario.node[1171].veinsmobility,19.25,1.2017,27332,27401,192.816,783.702,68.5
RSUExampleScenario.node[921].veinsmobility,15.65,0,27259.5,27401.5,271.635,691.336,141.5
RSUExampleScenario.node[1042].veinsmobility,21.25,0,27296.5,27401.5,230.28,594.202,104.5
RSUExampleScenario.node[153].veinsmobility,17.5,0,27043,27401.5,724.371,1522.64,358
RSUExampleScenario.node[763].veinsmobility,16.2084,0,27209,27402,504.072,1851.09,192.5
RSUExampleScenario.node[1335].veinsmobility,14.4463,6.75,27375,27402.5,78.6614,325.971,27
RSUExampleScenario.node[950].veinsmobility,19.9144,0,27266.5,27402.5,370.533,1420.27,135.5
RSUExampleScenario.node[1120].veinsmobility,18.1108,0,27316.5,27402.5,208.585,779.458,85.5
RSUExampleScenario.node[1123].veinsmobility,18,0,27318,27403,207.485,786.611,84.5
RSUExampleScenario.node[1147].veinsmobility,18.7238,0,27325.5,27403.5,214.898,776.22,77.5
RSUExampleScenario.node[1129].veinsmobility,19.8564,0,27319.5,27404,222.425,792.8,84
RSUExampleScenario.node[1237].veinsmobility,21.9915,0,27351,27404.5,169.567,484.596,53
RSUExampleScenario.node[987].veinsmobility,16.1933,0,27281,27405,256.32,859.963,123.5
RSUExampleScenario.node[295].veinsmobility,15.9667,0,27079.5,27405,612.229,1520.97,325
RSUExampleScenario.node[1221].veinsmobility,18,4.25405,27347.5,27405,193.371,773.223,57
RSUExampleScenario.node[1158].veinsmobility,18.2565,0,27329,27405,193.853,764.375,75.5
RSUExampleScenario.node[1159].veinsmobility,18.2955,0,27330,27406,203.068,775.868,75.5
RSUExampleScenario.node[1379].veinsmobility,16.9,6.9,27385.5,27406.5,85.2013,284.088,20.5
RSUExampleScenario.node[701].veinsmobility,16.4688,0,27189.5,27406.5,372.153,885.859,216.5
RSUExampleScenario.node[1346].veinsmobility,15.0948,6.2545,27377.5,27406.5,83.395,346.208,28.5
RSUExampleScenario.node[925].veinsmobility,14.9175,-1.67102,27260.5,27407,256.783,669.434,146
RSUExampleScenario.node[1155].veinsmobility,15.0537,0,27328.5,27407,183.908,690.117,78
RSUExampleScenario.node[965].veinsmobility,16.25,0,27270,27407,298.33,885.365,136.5
RSUExampleScenario.node[737].veinsmobility,16.25,0,27203,27407,397.725,1146.37,203.5
RSUExampleScenario.node[1286].veinsmobility,16.0097,4,27364,27407.5,140.774,477.524,43
RSUExampleScenario.node[904].veinsmobility,15.4083,0,27253.5,27407.5,273.22,663.709,153.5
RSUExampleScenario.node[1203].veinsmobility,19.3209,4.59896,27343.5,27407.5,195.551,771.869,63.5
RSUExampleScenario.node[791].veinsmobility,18.2222,0,27220.5,27407.5,453.42,1295.98,186.5
RSUExampleScenario.node[1254].veinsmobility,18.5078,4.59964,27356,27408,178.623,772.336,51.5
RSUExampleScenario.node[1036].veinsmobility,16.9,0,27295,27408.5,234.752,490.206,113
RSUExampleScenario.node[957].veinsmobility,14.5713,0,27268,27409.5,246.168,663.255,141
RSUExampleScenario.node[1055].veinsmobility,16.9,0,27300,27410,252.161,758.715,109.5
RSUExampleScenario.node[779].veinsmobility,16.25,0,27215.5,27410,390.872,1129.5,194
RSUExampleScenario.node[820].veinsmobility,18.0694,0,27227.5,27410,414.262,1305.71,182
RSUExampleScenario.node[1028].veinsmobility,15.9155,0,27293,27410.5,234.52,661.602,117
RSUExampleScenario.node[1041].veinsmobility,17.1,0,27296.5,27410.5,238.477,491.313,113.5
RSUExampleScenario.node[809].veinsmobility,19.25,0,27225,27410.5,428.961,1295.75,185
RSUExampleScenario.node[744].veinsmobility,16.25,0,27204.5,27412,415.595,1102.95,207
RSUExampleScenario.node[975].veinsmobility,16.25,-0.927783,27276,27412.5,351.276,1040.05,136
RSUExampleScenario.node[952].veinsmobility,19.25,0,27267,27413,326.708,987.259,145.5
RSUExampleScenario.node[854].veinsmobility,18,0,27237,27413,429.616,1300.87,175.5
RSUExampleScenario.node[1115].veinsmobility,16.8451,0,27315.5,27413,299.285,1083.89,97
RSUExampleScenario.node[1104].veinsmobility,15.5137,0,27313,27413.5,207.833,667.207,100
RSUExampleScenario.node[512].veinsmobility,15.151,0,27137.5,27413.5,551.499,1736.47,275.5
RSUExampleScenario.node[1292].veinsmobility,18.2654,6.9,27365,27413.5,170.479,768.988,48
RSUExampleScenario.node[922].veinsmobility,16,0,27259.5,27413.5,348.137,1082.26,153.5
RSUExampleScenario.node[953].veinsmobility,19.4,0,27267,27414,394.665,1296.65,146.5
RSUExampleScenario.node[1060].veinsmobility,19,0,27301,27414.5,285.919,887.014,113
RSUExampleScenario.node[706].veinsmobility,16.25,0,27191.5,27414.5,415.305,1100.19,222.5
RSUExampleScenario.node[889].veinsmobility,15.2966,0,27248.5,27414.5,350.309,1056.9,165.5
RSUExampleScenario.node[1049].veinsmobility,15.7353,0,27298.5,27415,230.891,495.692,116
RSUExampleScenario.node[1300].veinsmobility,19.0172,6.9,27366.5,27415,181.629,783.65,48
RSUExampleScenario.node[1085].veinsmobility,16.25,0,27308.5,27415,313.377,1064.79,106
RSUExampleScenario.node[870].veinsmobility,19.25,0,27240.5,27416,441.405,1294.79,175
RSUExampleScenario.node[1135].veinsmobility,15.7503,0,27321.5,27416,279.226,1068.68,94
RSUExampleScenario.node[292].veinsmobility,22.3599,0,27079,27416,780.978,2669.79,336.5
RSUExampleScenario.node[1138].veinsmobility,16.25,0,27323,27416.5,213.669,647.489,93
RSUExampleScenario.node[792].veinsmobility,16.25,0,27221,27416.5,399.438,1085.98,195
RSUExampleScenario.node[1307].veinsmobility,19.25,5.4,27369.5,27417,188.223,771.159,47
RSUExampleScenario.node[813].veinsmobility,15.7219,0,27226,27418,395.863,1082.84,191.5
RSUExampleScenario.node[944].veinsmobility,15.65,0,27264.5,27418,336.923,1037.1,153
RSUExampleScenario.node[1444].veinsmobility,13.6966,4.69664,27406.5,27418.5,38.1772,109.312,11.5
RSUExampleScenario.node[1209].veinsmobility,14.6744,0,27344.5,27418.5,164.451,494.855,73.5
RSUExampleScenario.node[1184].veinsmobility,18.75,0,27336.5,27419,236.38,861.642,82
RSUExampleScenario.node[857].veinsmobility,16.25,0,27237.5,27419,332.873,775.584,181
RSUExampleScenario.node[1191].veinsmobility,16,0.0635686,27338.5,27419,231.61,867.807,80
RSUExampleScenario.node[1219].veinsmobility,16.9,2.59843,27347,27419,225.189,857.809,71.5
RSUExampleScenario.node[1317].veinsmobility,18.6836,7.1,27371.5,27420.5,173.31,777.381,48.5
RSUExampleScenario.node[454].veinsmobility,15.3,0,27120,27421,631.3,1921.07,300.5
RSUExampleScenario.node[1340].veinsmobility,14.7593,4.5,27376.5,27421,134.301,481.034,44
RSUExampleScenario.node[1096].veinsmobility,18,0,27311,27421.5,281.238,977.064,110
RSUExampleScenario.node[873].veinsmobility,19.25,0,27241,27421.5,455.83,1314.59,180
RSUExampleScenario.node[1004].veinsmobility,19.277,0,27285.5,27421.5,379.151,1306.32,135.5
RSUExampleScenario.node[1253].veinsmobility,15.5814,6.9,27356,27421.5,174.203,879.441,65
RSUExampleScenario.node[1083].veinsmobility,19.25,0,27308,27422,322.151,994.299,113.5
RSUExampleScenario.node[1206].veinsmobility,15.8339,0,27344,27422.5,236.842,882.385,78
RSUExampleScenario.node[1230].veinsmobility,15.5,0,27349,27423,182.588,639.714,73.5
RSUExampleScenario.node[782].veinsmobility,16.6113,0,27216,27423,416.468,1084.86,206.5
RSUExampleScenario.node[1086].veinsmobility,15.85,0.317793,27309,27423,305.471,1119.66,113.5
RSUExampleScenario.node[1241].veinsmobility,16.25,0,27352,27423,215.118,873.59,70.5
RSUExampleScenario.node[1334].veinsmobility,18,6.9,27375,27423.5,171.285,776.77,48
RSUExampleScenario.node[943].veinsmobility,18.15,0,27264.5,27424,390.891,1302.25,159
RSUExampleScenario.node[1310].veinsmobility,16.25,7.1,27370,27424.5,175.913,748.181,54
RSUExampleScenario.node[1202].veinsmobility,16.25,0,27342.5,27424.5,239.025,872.932,81.5
RSUExampleScenario.node[1349].veinsmobility,18.8958,6.9,27378,27426,173.786,770.241,47.5
RSUExampleScenario.node[752].veinsmobility,16.25,0,27206,27426.5,424.197,1084.94,220
RSUExampleScenario.node[1222].veinsmobility,15.7866,0,27347.5,27426.5,240.296,864.972,78.5
RSUExampleScenario.node[976].veinsmobility,21.1136,0,27276.5,27427,339.167,683.017,150
RSUExampleScenario.node[1225].veinsmobility,15.8743,0,27348,27427,221.971,887.529,78.5
RSUExampleScenario.node[1290].veinsmobility,16.25,6.9,27364.5,27427,177.554,862.883,62
RSUExampleScenario.node[523].veinsmobility,15.3534,-0.629599,27141.5,27428,550.534,1374.75,286
RSUExampleScenario.node[884].veinsmobility,17.5,0,27246,27428,424.523,1298.97,181.5
RSUExampleScenario.node[703].veinsmobility,15.9117,0,27189.5,27428.5,511.732,1383.06,238.5
RSUExampleScenario.node[1299].veinsmobility,16.25,6.9,27366.5,27429,177.898,866.595,62
RSUExampleScenario.node[1054].veinsmobility,19.2189,0,27300,27429.5,281.175,679.31,129
RSUExampleScenario.node[908].veinsmobility,16.4288,0,27254.5,27430,429.045,1152.9,175
RSUExampleScenario.node[842].veinsmobility,16.9,0,27232,27430,490.194,1338.74,197.5
RSUExampleScenario.node[963].veinsmobility,16.25,0,27269.5,27430.5,371.787,1126.86,160.5
RSUExampleScenario.node[1046].veinsmobility,18.886,0,27297.5,27431,366.853,1300.52,133
RSUExampleScenario.node[1289].veinsmobility,20,3.32857,27364.5,27432,251.419,992.25,67
RSUExampleScenario.node[1238].veinsmobility,15.4327,-0.12521,27351,27432,227.948,893.84,80.5
RSUExampleScenario.node[769].veinsmobility,15.939,0,27210,27432.5,500.022,1381.15,222
RSUExampleScenario.node[1030].veinsmobility,19.6149,0,27293,27432.5,410.663,1315.38,139
RSUExampleScenario.node[1200].veinsmobility,19.2846,0,27341.5,27433,205.586,538.587,91
RSUExampleScenario.node[1403].veinsmobility,15.65,6.9,27395.5,27433,125.666,483.921,37
RSUExampleScenario.node[1013].veinsmobility,16.25,0,27289.5,27433.5,268.09,693.563,143.5
RSUExampleScenario.node[1382].veinsmobility,18.7685,6.9,27386,27434.5,172.309,766.834,48
RSUExampleScenario.node[754].veinsmobility,16.5046,0,27206.5,27435,475.758,1343,228
RSUExampleScenario.node[948].veinsmobility,19.7442,0,27265.5,27435.5,355.85,935.101,169.5
RSUExampleScenario.node[1007].veinsmobility,16.2119,0,27287,27437,274.61,986.89,149.5
RSUExampleScenario.node[742].veinsmobility,15.65,0,27204,27437,470.006,1309.6,232.5
RSUExampleScenario.node[1010].veinsmobility,15.7047,0,27287.5,27437.5,325.34,1108.66,149.5
RSUExampleScenario.node[1216].veinsmobility,19.3073,0,27345.5,27437.5,234.477,680.643,91.5
RSUExampleScenario.node[985].veinsmobility,19.25,0,27280.5,27438,396.231,1414.16,157
RSUExampleScenario.node[1319].veinsmobility,16.7566,0.747258,27371.5,27438,211.245,890.527,66
RSUExampleScenario.node[1088].veinsmobility,15.65,0,27309.5,27438.5,249.174,797.97,128.5
RSUExampleScenario.node[574].veinsmobility,16.9,0,27154.5,27439,551.855,1311,284
RSUExampleScenario.node[641].veinsmobility,19.25,0,27172.5,27440,469.362,1119.9,267
RSUExampleScenario.node[1166].veinsmobility,18.5259,0,27331,27440,258.419,697.699,108.5
RSUExampleScenario.node[1355].veinsmobility,17.5,2.33572,27379,27440,218.111,870.739,60.5
RSUExampleScenario.node[1122].veinsmobility,15.6762,0,27318,27440.5,252.735,801.371,122
RSUExampleScenario.node[578].veinsmobility,16.1102,0,27155.5,27440.5,554.327,1305.79,284.5
RSUExampleScenario.node[566].veinsmobility,16,0,27152,27441,557.08,1311.77,288.5
RSUExampleScenario.node[1297].veinsmobility,16.3946,1.68242,27366,27442,185.051,795.389,75.5
RSUExampleScenario.node[966].veinsmobility,16.1146,0,27270.5,27442,327.732,1052.13,171
RSUExampleScenario.node[1474].veinsmobility,18.7804,6.03668,27416.5,27442.5,88.6648,346.844,25.5
RSUExampleScenario.node[789].veinsmobility,15.65,0,27220,27442.5,458.114,1303.62,222
RSUExampleScenario.node[1151].veinsmobility,18.3245,0,27327.5,27443,311.341,1047.64,115
RSUExampleScenario.node[1117].veinsmobility,19.75,0,27316.5,27443.5,324.316,992.684,126.5
RSUExampleScenario.node[841].veinsmobility,19.4121,0,27232,27444,481.39,1276.13,211.5
RSUExampleScenario.node[923].veinsmobility,16.2571,0,27260,27444.5,404.917,1307.4,184
RSUExampleScenario.node[1373].veinsmobility,16.5342,5.5,27383.5,27445,212.367,873.852,61
RSUExampleScenario.node[1146].veinsmobility,19.25,-0.769438,27325.5,27445.5,313.566,992.821,119.5
RSUExampleScenario.node[1152].veinsmobility,20.5,0,27327.5,27446,320.444,987.45,118
RSUExampleScenario.node[1157].veinsmobility,16.3068,0,27329,27447,237.174,673.225,117.5
RSUExampleScenario.node[1201].veinsmobility,16.25,0,27342,27447,223.119,673.788,104.5
RSUExampleScenario.node[1212].veinsmobility,16.25,0,27344.5,27447,226.273,694.134,102
RSUExampleScenario.node[1176].veinsmobility,17.5725,0,27334.5,27447.5,297.78,1051.3,112.5
RSUExampleScenario.node[1020].veinsmobility,17.5,0,27291,27448.5,288.071,643.219,157
RSUExampleScenario.node[794].veinsmobility,16.25,0,27221.5,27448.5,558.587,1974.85,226.5
RSUExampleScenario.node[1127].veinsmobility,16.6204,0,27319,27448.5,303.119,913.227,129
RSUExampleScenario.node[1031].veinsmobility,15,0,27293.5,27449,281.761,655.408,155
RSUExampleScenario.node[1207].veinsmobility,19.25,-0.1392,27344,27449,273.914,856.034,104.5
RSUExampleScenario.node[1188].veinsmobility,15.5037,0,27338,27449.5,238.103,936.539,111
RSUExampleScenario.node[1079].veinsmobility,15.65,0,27307,27449.5,253.739,639.19,142
RSUExampleScenario.node[1342].veinsmobility,20.5,0,27376.5,27449.5,229.71,851.869,72.5
RSUExampleScenario.node[1044].veinsmobility,22.5,0,27296.5,27450,402.522,1098.84,153
RSUExampleScenario.node[1035].veinsmobility,16.25,0,27294.5,27450,324.171,883.393,155
RSUExampleScenario.node[1194].veinsmobility,17.4998,0,27340,27450.5,254.376,636.916,110
RSUExampleScenario.node[1136].veinsmobility,15.2434,0,27322,27451,243.91,639.017,128.5
RSUExampleScenario.node[1205].veinsmobility,15.8683,0,27344,27452.5,227.44,643.843,108
RSUExampleScenario.node[1125].veinsmobility,16.25,0,27318.5,27452.5,307.026,891.558,133.5
RSUExampleScenario.node[996].veinsmobility,18.0048,0,27283,27453,379.155,1261.29,169.5
RSUExampleScenario.node[1145].veinsmobility,15.65,0,27324.5,27453,245.013,637.17,128
RSUExampleScenario.node[1142].veinsmobility,15.2554,0,27324,27453,260.286,639.561,128.5
RSUExampleScenario.node[1383].veinsmobility,17.8804,3.1836,27386,27453,236.718,891.138,66.5
RSUExampleScenario.node[1259].veinsmobility,15.8838,0,27358.5,27454,217.644,633.079,95
RSUExampleScenario.node[1396].veinsmobility,16.25,5.39832,27392,27454,199.412,882.072,61.5
RSUExampleScenario.node[1139].veinsmobility,18.0343,0,27323,27454.5,353.641,1098.91,131
RSUExampleScenario.node[960].veinsmobility,20,0,27268.5,27454.5,403.903,1104.06,185.5
RSUExampleScenario.node[1282].veinsmobility,17.1,0,27362,27454.5,224.542,645.991,92
RSUExampleScenario.node[460].veinsmobility,17.5088,0,27120.5,27455,537.318,962.686,334
RSUExampleScenario.node[1227].veinsmobility,15.65,0,27348.5,27455,234.052,634.519,106
RSUExampleScenario.node[739].veinsmobility,22.25,0,27203,27455.5,488.012,1152.39,252
RSUExampleScenario.node[1313].veinsmobility,17.5,1.85655,27370.5,27455.5,239.182,965.787,84.5
RSUExampleScenario.node[693].veinsmobility,16.6578,0,27186,27456,526.553,1278.43,269.5
RSUExampleScenario.node[1303].veinsmobility,16.0603,0,27368,27456,219.329,656.857,87.5
RSUExampleScenario.node[1343].veinsmobility,15.895,0,27377,27456,203.666,637.465,78.5
RSUExampleScenario.node[1113].veinsmobility,16,0,27315.5,27456.5,362.196,1143.73,140.5
RSUExampleScenario.node[1231].veinsmobility,15.7517,0,27349.5,27457,219.135,634.671,107
RSUExampleScenario.node[931].veinsmobility,20.6115,0,27261.5,27458,412.447,1143.72,196
RSUExampleScenario.node[833].veinsmobility,16.25,0,27231,27458.5,492.378,1357.83,227
RSUExampleScenario.node[681].veinsmobility,22.6052,0,27184.5,27458.5,585.84,1432.58,273.5
RSUExampleScenario.node[1359].veinsmobility,15,0,27380,27458.5,195.5,646.98,78
RSUExampleScenario.node[1423].veinsmobility,16.25,3.5,27398.5,27458.5,200.398,860.51,59.5
RSUExampleScenario.node[1105].veinsmobility,17.1281,0,27313.5,27459,285.465,754.546,145
RSUExampleScenario.node[1112].veinsmobility,16.1597,0,27315.5,27459,300.839,988.072,143
RSUExampleScenario.node[1293].veinsmobility,15.8311,0,27365.5,27459.5,205.739,654.467,93.5
RSUExampleScenario.node[1016].veinsmobility,22.43,0,27290,27460,407.628,1143.41,169.5
RSUExampleScenario.node[1275].veinsmobility,16.0378,0,27360,27460.5,226.375,674.629,100
RSUExampleScenario.node[1173].veinsmobility,22.5,0,27333,27460.5,403.911,1294.78,127
RSUExampleScenario.node[1447].veinsmobility,15.035,6.9,27407.5,27460.5,150.562,638.453,52.5
RSUExampleScenario.node[1186].veinsmobility,17.5,0,27337,27461.5,323.406,1126,124
RSUExampleScenario.node[1314].veinsmobility,14.9011,0,27371,27461.5,208.085,638.933,90
RSUExampleScenario.node[1475].veinsmobility,13.15,0,27417,27462,101.364,275.104,44.5
RSUExampleScenario.node[572].veinsmobility,16.7385,-0.10383,27153.5,27462.5,557.63,1507.6,308.5
RSUExampleScenario.node[1435].veinsmobility,16.25,1.6371,27402.5,27462.5,176.048,639.205,59.5
RSUExampleScenario.node[1162].veinsmobility,16.05,0,27330.5,27462.5,274.069,987.788,131.5
RSUExampleScenario.node[1316].veinsmobility,15.4145,0,27371.5,27463,218.854,639.039,91
RSUExampleScenario.node[1179].veinsmobility,16.25,0,27335,27463,293.338,894.278,127.5
RSUExampleScenario.node[1092].veinsmobility,22.5,0,27310,27464,396.822,1314.12,153.5
RSUExampleScenario.node[710].veinsmobility,18.679,-0.807914,27193.5,27464,505.969,1444.45,270
RSUExampleScenario.node[1345].veinsmobility,15.6382,0,27377.5,27464,205.39,634.976,86
RSUExampleScenario.node[807].veinsmobility,19.5005,-2.20904,27225,27465.5,583.454,1660.34,240
RSUExampleScenario.node[1143].veinsmobility,21.25,0,27324,27466,394.64,1282.25,141.5
RSUExampleScenario.node[474].veinsmobility,16.0362,0,27124.5,27467,519.425,977.435,342
RSUExampleScenario.node[1056].veinsmobility,14.1265,0,27300,27468.5,288.786,681.141,168
RSUExampleScenario.node[708].veinsmobility,19.25,0,27192,27468.5,597.132,1551.95,276
RSUExampleScenario.node[1360].veinsmobility,17.9879,0,27380,27469,246.276,755.85,88.5
RSUExampleScenario.node[760].veinsmobility,16.0077,0,27208,27469,501.393,1534.47,260.5
RSUExampleScenario.node[972].veinsmobility,17.2135,0,27273.5,27469,454.999,1423.53,195
RSUExampleScenario.node[1038].veinsmobility,23.5,0,27295,27470.5,493.75,1229.16,175
RSUExampleScenario.node[800].veinsmobility,18.8392,-1.24494,27222.5,27470.5,551.462,1547.92,247.5
