Module,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_maxSpeed,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_minSpeed,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_startTime,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_stopTime,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_totalDistance,/veins-4.4/examples/pveins_providencia/results/20Demand_PER00/nodebug-0.sca_nodebug-0-20170616-12:29:20-3796_totalTime
ProvidenciaExampleScenario.node[107].veinsmobility,16.25,3.5,27096.5,27156.5,199.349,857.29,59.5
ProvidenciaExampleScenario.node[66].veinsmobility,16.3243,0,27062.5,27158,225.705,947.702,95
ProvidenciaExampleScenario.node[35].veinsmobility,16.9,0,27033.5,27158.5,254.84,758.538,124.5
ProvidenciaExampleScenario.node[49].veinsmobility,15.65,0,27051,27159.5,254.362,687.054,108
ProvidenciaExampleScenario.node[2].veinsmobility,19,0,27001.5,27160,427.156,1300.35,158
ProvidenciaExampleScenario.node[100].veinsmobility,15.7512,0.872904,27094,27161,186.701,752.113,66.5
ProvidenciaExampleScenario.node[19].veinsmobility,18.5986,0,27016.5,27161,365.401,1420.19,144
ProvidenciaExampleScenario.node[6].veinsmobility,19.4,0,27005.5,27161,413.03,1299.69,155
ProvidenciaExampleScenario.node[99].veinsmobility,15.65,0,27091.5,27161.5,186.447,693.006,69.5
ProvidenciaExampleScenario.node[130].veinsmobility,18,5.4,27112.5,27162.5,175.894,767.83,49.5
ProvidenciaExampleScenario.node[105].veinsmobility,15.65,0,27095.5,27163,187.283,694.254,67
ProvidenciaExampleScenario.node[175].veinsmobility,19.6,6.03643,27140,27165,89.0928,336.157,24.5
ProvidenciaExampleScenario.node[102].veinsmobility,16.75,0,27095,27166,163.431,498.808,70.5
ProvidenciaExampleScenario.node[58].veinsmobility,19.75,0,27058,27166,268.124,855.203,107.5
ProvidenciaExampleScenario.node[137].veinsmobility,18.75,5.5,27118,27168.5,153.423,659.602,50
ProvidenciaExampleScenario.node[113].veinsmobility,16.0748,6.9,27105.5,27169,186.693,856.535,63
ProvidenciaExampleScenario.node[54].veinsmobility,17.5,0,27054.5,27169.5,329.558,1131.43,114.5
ProvidenciaExampleScenario.node[79].veinsmobility,18.342,0,27072.5,27170,244.608,859.332,97
ProvidenciaExampleScenario.node[115].veinsmobility,15,3.5,27107.5,27171,185.861,859.424,63
ProvidenciaExampleScenario.node[97].veinsmobility,17.9999,0,27089.5,27172,224.558,875.792,82
ProvidenciaExampleScenario.node[116].veinsmobility,15.7355,4.07639,27108,27172.5,211.002,887.066,64
ProvidenciaExampleScenario.node[145].veinsmobility,16.9,6.9,27121,27173,186.915,693.621,51.5
ProvidenciaExampleScenario.node[128].veinsmobility,15.65,6.9,27112,27174.5,172.737,857.996,62
ProvidenciaExampleScenario.node[155].veinsmobility,19.2839,6.9,27129,27175.5,184.723,770.608,46
ProvidenciaExampleScenario.node[169].veinsmobility,16.1996,0,27135.5,27176,102.431,273.7,40
ProvidenciaExampleScenario.node[65].veinsmobility,19.25,0,27062,27178.5,316.781,978.112,116
ProvidenciaExampleScenario.node[59].veinsmobility,15.65,0,27058.5,27179,244.425,645.485,120
ProvidenciaExampleScenario.node[64].veinsmobility,16.6207,0,27061.5,27179,288.193,876.396,117
ProvidenciaExampleScenario.node[131].veinsmobility,19.25,6.9,27112.5,27179.5,249.097,977.757,66.5
ProvidenciaExampleScenario.node[151].veinsmobility,15.3534,2.32147,27125,27180.5,180.265,703.607,55
ProvidenciaExampleScenario.node[25].veinsmobility,15.0988,0,27022,27182,301.758,773.474,159.5
ProvidenciaExampleScenario.node[139].veinsmobility,15.5,3.85658,27118.5,27182,196.839,884.836,63
ProvidenciaExampleScenario.node[53].veinsmobility,19.75,0,27053.5,27183,403.803,1307.74,129
ProvidenciaExampleScenario.node[156].veinsmobility,16.25,6.9,27129.5,27184,172.301,747.007,54
ProvidenciaExampleScenario.node[75].veinsmobility,16.25,0,27068.5,27185,233.221,491.195,116
ProvidenciaExampleScenario.node[34].veinsmobility,22.6772,0,27032,27186,406.857,1050.22,153.5
ProvidenciaExampleScenario.node[167].veinsmobility,17.5,6.9,27134.5,27187.5,175.765,751.16,52.5
ProvidenciaExampleScenario.node[61].veinsmobility,20.4494,0,27059.5,27187.5,291.3,687.941,127.5
ProvidenciaExampleScenario.node[87].veinsmobility,16.25,0,27084.5,27187.5,224.778,489.416,102.5
ProvidenciaExampleScenario.node[174].veinsmobility,18.5562,6.9,27139,27187.5,170.198,767.228,48
ProvidenciaExampleScenario.node[84].veinsmobility,19.327,0,27080.5,27191,265.04,675.072,110
ProvidenciaExampleScenario.node[88].veinsmobility,19.4,0,27085,27191,371.16,1300.52,105.5
ProvidenciaExampleScenario.node[182].veinsmobility,19.3202,6.9,27148,27195,180.481,766.35,46.5
ProvidenciaExampleScenario.node[42].veinsmobility,20.5,0,27040.5,27195.5,418.981,1415.44,154.5
ProvidenciaExampleScenario.node[165].veinsmobility,16,3.5,27134,27196,192.571,860.964,61.5
ProvidenciaExampleScenario.node[46].veinsmobility,18.5,0,27049.5,27202.5,363.054,1211.16,152.5
ProvidenciaExampleScenario.node[173].veinsmobility,20.5789,0,27139,27205.5,201.18,679.606,66
ProvidenciaExampleScenario.node[60].veinsmobility,17.25,0,27059,27206,313.051,989.031,146.5
ProvidenciaExampleScenario.node[95].veinsmobility,19.25,0,27088.5,27206,283.466,852.672,117
ProvidenciaExampleScenario.node[82].veinsmobility,16.3437,0,27077,27207,265.324,928.74,129.5
ProvidenciaExampleScenario.node[103].veinsmobility,16.25,0,27095,27207,248.862,635.387,111.5
ProvidenciaExampleScenario.node[110].veinsmobility,16.4433,0,27101.5,27207,234.369,636.089,105
ProvidenciaExampleScenario.node[71].veinsmobility,16.25,0,27067,27207,271.509,641.461,139.5
ProvidenciaExampleScenario.node[212].veinsmobility,16.25,6.9,27169,27207,130.522,495.532,37.5
ProvidenciaExampleScenario.node[109].veinsmobility,19.1067,0,27100.5,27207.5,276.62,855.468,106.5
ProvidenciaExampleScenario.node[168].veinsmobility,15.85,0,27135,27209,178.959,640.237,73.5
ProvidenciaExampleScenario.node[179].veinsmobility,16.25,0,27145.5,27209,177.174,637.823,63
ProvidenciaExampleScenario.node[118].veinsmobility,15,0,27109,27209.5,212.333,662.568,100
ProvidenciaExampleScenario.node[160].veinsmobility,18,0,27131.5,27211,231.218,866.26,79
ProvidenciaExampleScenario.node[159].veinsmobility,18.5,5.92034,27131.5,27212,266.298,1107.4,80
ProvidenciaExampleScenario.node[161].veinsmobility,18.5893,7.1,27132,27214,268.584,1153.47,81.5
ProvidenciaExampleScenario.node[62].veinsmobility,22.5,0,27061,27215.5,423.162,1477.52,154
ProvidenciaExampleScenario.node[117].veinsmobility,16.4144,0,27108.5,27220.5,263.938,990.319,111.5
ProvidenciaExampleScenario.node[89].veinsmobility,16.25,0,27085,27223,333.511,1126.41,137.5
ProvidenciaExampleScenario.node[185].veinsmobility,16.9,6.9,27150,27223,215.278,995.477,72.5
ProvidenciaExampleScenario.node[80].veinsmobility,16.9,0,27075,27224,351.958,1141.7,148.5
ProvidenciaExampleScenario.node[144].veinsmobility,15.3,0,27120,27224.5,236.386,677.109,104
ProvidenciaExampleScenario.node[150].veinsmobility,15.0988,0,27125,27225.5,205.282,689.982,100
ProvidenciaExampleScenario.node[125].veinsmobility,16.25,1.83953,27111,27226,299.926,1085.85,114.5
ProvidenciaExampleScenario.node[187].veinsmobility,15.85,0,27151.5,27227,181.591,677.644,75
ProvidenciaExampleScenario.node[217].veinsmobility,16.25,0,27174.5,27228,126.482,270.93,53
ProvidenciaExampleScenario.node[123].veinsmobility,16.25,0,27110.5,27229,316.409,1358.81,118
ProvidenciaExampleScenario.node[190].veinsmobility,15.85,1.09772,27155,27229,179.964,677.446,73.5
ProvidenciaExampleScenario.node[178].veinsmobility,16,0,27142,27233,262.327,858.067,90.5
ProvidenciaExampleScenario.node[114].veinsmobility,16,0,27106,27233,319.6,1063.31,126.5
ProvidenciaExampleScenario.node[69].veinsmobility,16.6389,0,27065.5,27233.5,383.857,1071.45,167.5
ProvidenciaExampleScenario.node[68].veinsmobility,21.9686,0,27064.5,27235,399.224,1073.44,170
ProvidenciaExampleScenario.node[180].veinsmobility,16.2797,0,27145.5,27235,260.872,880.772,89
ProvidenciaExampleScenario.node[93].veinsmobility,21.5,0,27088,27235.5,353.072,1068.21,147
ProvidenciaExampleScenario.node[194].veinsmobility,17.45,0,27157.5,27235.5,241.513,864.455,77.5
ProvidenciaExampleScenario.node[171].veinsmobility,21.5435,0,27136.5,27237,292.206,1062.87,100
ProvidenciaExampleScenario.node[206].veinsmobility,15.9628,6.9,27164.5,27237.5,192.87,989.713,72.5
ProvidenciaExampleScenario.node[101].veinsmobility,21.5417,0,27094.5,27238,358.324,1069.7,143
ProvidenciaExampleScenario.node[246].veinsmobility,16.75,4.65919,27185,27238,170.77,674.31,52.5
ProvidenciaExampleScenario.node[203].veinsmobility,16.5301,0,27163,27238,247.858,861.419,74.5
ProvidenciaExampleScenario.node[133].veinsmobility,21.2065,0,27113.5,27238.5,339.841,1064.7,124.5
ProvidenciaExampleScenario.node[172].veinsmobility,21,0,27138,27241,324.47,1065.68,102.5
ProvidenciaExampleScenario.node[243].veinsmobility,16.5841,3.5,27182,27242,210.132,864.078,59.5
ProvidenciaExampleScenario.node[77].veinsmobility,21.25,0,27070,27242.5,436.717,1114.17,172
ProvidenciaExampleScenario.node[146].veinsmobility,15.6771,0,27121.5,27244.5,270.001,1034.66,122.5
ProvidenciaExampleScenario.node[10].veinsmobility,21.6116,0,27007,27245,497.368,1321.54,237.5
ProvidenciaExampleScenario.node[39].veinsmobility,18.5,0,27037,27246.5,448.43,1096.08,209
ProvidenciaExampleScenario.node[63].veinsmobility,18,0,27061,27247.5,448.058,1327.68,186
ProvidenciaExampleScenario.node[198].veinsmobility,18.15,0,27160,27248.5,239.956,977.096,88
ProvidenciaExampleScenario.node[120].veinsmobility,17.6782,0,27109,27249,387.82,1364.9,139.5
ProvidenciaExampleScenario.node[152].veinsmobility,19.4884,0,27127,27249,335.022,1052.67,121.5
ProvidenciaExampleScenario.node[129].veinsmobility,19.75,0,27112.5,27250,340.093,993.13,137
ProvidenciaExampleScenario.node[40].veinsmobility,18.7797,0,27037.5,27250.5,461.63,1138.41,212.5
ProvidenciaExampleScenario.node[38].veinsmobility,21.3461,0,27036,27252,506.202,1281.7,215.5
ProvidenciaExampleScenario.node[18].veinsmobility,22.25,0,27016,27253,608.154,1409.43,236.5
ProvidenciaExampleScenario.node[262].veinsmobility,16.25,0,27200,27253.5,127.945,279.885,53
ProvidenciaExampleScenario.node[322].veinsmobility,15.65,6.9,27244.5,27253.5,37.9131,104.936,8.5
ProvidenciaExampleScenario.node[258].veinsmobility,16.4313,3.5,27195,27256,204.801,863.068,60.5
ProvidenciaExampleScenario.node[204].veinsmobility,21.9,0,27163,27256.5,313.749,913.068,93
ProvidenciaExampleScenario.node[308].veinsmobility,16.25,6.9,27236.5,27258,87.3569,277.466,21
ProvidenciaExampleScenario.node[32].veinsmobility,15.6213,0,27029,27258.5,477.262,1545.08,229
ProvidenciaExampleScenario.node[132].veinsmobility,16.25,0,27113,27259,273.554,624.678,145.5
ProvidenciaExampleScenario.node[248].veinsmobility,16.25,0,27186.5,27259.5,183.56,623.906,72.5
ProvidenciaExampleScenario.node[29].veinsmobility,15.65,0,27025.5,27260,496.319,1587.9,234
ProvidenciaExampleScenario.node[220].veinsmobility,21.6136,0,27176,27260,301.216,918.252,83.5
ProvidenciaExampleScenario.node[138].veinsmobility,16.25,0,27118.5,27261,267.374,621.046,142
ProvidenciaExampleScenario.node[300].veinsmobility,15.5,5.5,27229,27263.5,117.129,455.604,34
ProvidenciaExampleScenario.node[265].veinsmobility,15.1959,3.5,27202.5,27265.5,186.915,856.943,62.5
ProvidenciaExampleScenario.node[44].veinsmobility,16,0,27047.5,27268.5,559.636,1848.71,220.5
ProvidenciaExampleScenario.node[158].veinsmobility,15.65,0,27131.5,27269,386.654,1468.6,137
ProvidenciaExampleScenario.node[127].veinsmobility,16.3189,0,27112,27270,453.465,1845.73,157.5
ProvidenciaExampleScenario.node[55].veinsmobility,15.65,0,27055.5,27270.5,523.956,1848.83,214.5
ProvidenciaExampleScenario.node[287].veinsmobility,16.25,5.4,27220.5,27270.5,153.53,663.44,49.5
ProvidenciaExampleScenario.node[229].veinsmobility,20.7409,0,27180,27272.5,256.029,766.95,92
ProvidenciaExampleScenario.node[200].veinsmobility,19.75,0,27161,27273,273.716,765.391,111.5
ProvidenciaExampleScenario.node[215].veinsmobility,19.75,0,27171.5,27273.5,264.875,772.774,101.5
ProvidenciaExampleScenario.node[94].veinsmobility,15.65,0,27088,27274,329.24,900.74,185.5
ProvidenciaExampleScenario.node[135].veinsmobility,18.75,0,27115.5,27274.5,418.489,1431.66,158.5
ProvidenciaExampleScenario.node[282].veinsmobility,16.25,6.9,27218,27275,181.127,796.115,56.5
ProvidenciaExampleScenario.node[218].veinsmobility,19.6481,0,27174.5,27275,248.585,774.697,100
ProvidenciaExampleScenario.node[266].veinsmobility,18.4258,0,27205.5,27275.5,207.131,768.788,69.5
ProvidenciaExampleScenario.node[219].veinsmobility,16.9,0,27175.5,27276,241.738,935.165,100
ProvidenciaExampleScenario.node[256].veinsmobility,19.3678,0,27193,27276.5,230.713,774.831,83
ProvidenciaExampleScenario.node[252].veinsmobility,18.7443,0,27189.5,27276.5,221.435,772.068,86.5
ProvidenciaExampleScenario.node[197].veinsmobility,16.9,0,27159,27277,252.178,751.978,117.5
ProvidenciaExampleScenario.node[273].veinsmobility,20.0692,0,27209.5,27277,210.739,769.163,67
ProvidenciaExampleScenario.node[202].veinsmobility,16.25,0,27163,27278,287.723,694.388,114.5
ProvidenciaExampleScenario.node[263].veinsmobility,18.0426,0,27202,27278,205.348,770.694,75.5
ProvidenciaExampleScenario.node[272].veinsmobility,15.65,0,27208.5,27278.5,201.219,690.956,69.5
ProvidenciaExampleScenario.node[181].veinsmobility,16.25,0,27147.5,27279.5,299.731,693.118,131.5
ProvidenciaExampleScenario.node[244].veinsmobility,15.65,0,27182.5,27279.5,224.295,750.414,96.5
ProvidenciaExampleScenario.node[279].veinsmobility,18.6583,1.10225,27214,27279.5,198.296,769.924,65
ProvidenciaExampleScenario.node[148].veinsmobility,19.4,0,27122.5,27280,435.201,1300.57,157
ProvidenciaExampleScenario.node[355].veinsmobility,15.65,6.9,27271.5,27280.5,37.9131,104.936,8.5
ProvidenciaExampleScenario.node[261].veinsmobility,16.1895,0,27198.5,27281.5,217.289,753.694,82.5
ProvidenciaExampleScenario.node[192].veinsmobility,19.4,0,27157,27281.5,373.555,1299.87,124
ProvidenciaExampleScenario.node[176].veinsmobility,19.5553,0,27140.5,27282,425.732,1303.86,141
ProvidenciaExampleScenario.node[254].veinsmobility,16.0584,0,27190.5,27282.5,219.389,755.037,91.5
ProvidenciaExampleScenario.node[191].veinsmobility,19.7195,0,27155.5,27283,415.121,1300.96,127
ProvidenciaExampleScenario.node[201].veinsmobility,18.35,0,27162.5,27285,361.276,1302.64,122
ProvidenciaExampleScenario.node[317].veinsmobility,20.0895,5.11682,27240.5,27286,197.449,763.248,45
ProvidenciaExampleScenario.node[278].veinsmobility,15.65,0,27210.5,27287,206.051,695.608,76
ProvidenciaExampleScenario.node[208].veinsmobility,16.9,0,27166.5,27289.5,314.284,1128.48,122.5
ProvidenciaExampleScenario.node[295].veinsmobility,15.25,0,27225.5,27289.5,176.318,595.583,63.5
ProvidenciaExampleScenario.node[121].veinsmobility,19.25,0,27109.5,27289.5,442.196,1561.21,179.5
ProvidenciaExampleScenario.node[320].veinsmobility,19.25,6.9,27244,27290.5,182.503,771.884,46
ProvidenciaExampleScenario.node[162].veinsmobility,15.7566,-0.373322,27132.5,27291.5,300.583,647.851,158.5
ProvidenciaExampleScenario.node[91].veinsmobility,16.6858,0,27086.5,27292,504.433,1745.11,205
ProvidenciaExampleScenario.node[245].veinsmobility,16.9,0,27183,27293.5,278.932,870.049,110
ProvidenciaExampleScenario.node[285].veinsmobility,15.65,0,27219.5,27294.5,164.992,643.824,74.5
ProvidenciaExampleScenario.node[326].veinsmobility,18.5524,6.9,27248,27296,172.843,768.263,47.5
ProvidenciaExampleScenario.node[277].veinsmobility,15.65,0,27210.5,27297.5,198.814,495.152,86.5
ProvidenciaExampleScenario.node[291].veinsmobility,19.25,3.02768,27223.5,27300.5,242.925,974.136,76.5
ProvidenciaExampleScenario.node[334].veinsmobility,19.9141,6.9,27255,27301,190.965,768.875,45.5
ProvidenciaExampleScenario.node[226].veinsmobility,20.65,0,27179,27301.5,410.914,1299.26,122
ProvidenciaExampleScenario.node[348].veinsmobility,17.5,6.9,27266,27302.5,145.424,491.827,36
ProvidenciaExampleScenario.node[223].veinsmobility,19.4,0,27177,27303.5,382.133,1297.6,126
ProvidenciaExampleScenario.node[339].veinsmobility,19.25,7.1,27256.5,27304,179.395,775.613,47
ProvidenciaExampleScenario.node[330].veinsmobility,17.5,6.9,27254,27305,204.1,693.16,50.5
ProvidenciaExampleScenario.node[209].veinsmobility,17.7064,0,27167,27308.5,296.396,679.807,141
ProvidenciaExampleScenario.node[253].veinsmobility,19.25,0,27189.5,27311,375.271,1299.4,121
ProvidenciaExampleScenario.node[269].veinsmobility,19.25,0,27206.5,27313.5,379.802,1297.21,106.5
ProvidenciaExampleScenario.node[360].veinsmobility,15.5,5.5,27276,27314.5,114.671,484.535,38
ProvidenciaExampleScenario.node[241].veinsmobility,18.5,0,27180.5,27315,318.6,899.994,134
ProvidenciaExampleScenario.node[106].veinsmobility,18.5,0,27095.5,27316,481.394,1324.4,220
ProvidenciaExampleScenario.node[352].veinsmobility,19.6592,6.9,27269.5,27316,186.391,771.548,46
ProvidenciaExampleScenario.node[122].veinsmobility,20.6782,0,27109.5,27318.5,512.504,1104.68,208.5
ProvidenciaExampleScenario.node[292].veinsmobility,20.9772,0,27224,27319,284.354,679.995,94.5
ProvidenciaExampleScenario.node[225].veinsmobility,16.5205,0,27177.5,27321,350.938,1034.35,143
ProvidenciaExampleScenario.node[301].veinsmobility,16.25,0,27229.5,27323,288.196,1065.79,93
ProvidenciaExampleScenario.node[214].veinsmobility,17.75,0,27170.5,27323,359.345,1069.69,152
ProvidenciaExampleScenario.node[189].veinsmobility,16.2,-0.479612,27153.5,27323,379.944,1038,169
ProvidenciaExampleScenario.node[196].veinsmobility,17.45,0,27158.5,27324.5,370.023,1083.06,165.5
ProvidenciaExampleScenario.node[104].veinsmobility,16.25,0,27095,27325,479.635,1263.66,229.5
ProvidenciaExampleScenario.node[350].veinsmobility,19.4833,0,27266.5,27325,182.972,650.747,58
ProvidenciaExampleScenario.node[310].veinsmobility,16.2,0,27237.5,27325,256.34,858.322,87
ProvidenciaExampleScenario.node[154].veinsmobility,16.25,0,27128.5,27325.5,454.482,1181.11,196.5
ProvidenciaExampleScenario.node[312].veinsmobility,16.25,0,27240,27326.5,250.16,888.283,86
ProvidenciaExampleScenario.node[257].veinsmobility,16.25,0,27194,27327,261.981,635.368,132.5
ProvidenciaExampleScenario.node[260].veinsmobility,16.25,0,27198.5,27327,254.389,642.853,128
ProvidenciaExampleScenario.node[281].veinsmobility,15.558,0,27214.5,27327.5,228.644,677.627,112.5
ProvidenciaExampleScenario.node[36].veinsmobility,18.8757,0,27033.5,27328,615.014,1851.15,294
ProvidenciaExampleScenario.node[250].veinsmobility,16.25,0,27188,27329,277.467,639.635,140.5
ProvidenciaExampleScenario.node[271].veinsmobility,15.65,0,27208.5,27330,242.419,658.665,121
ProvidenciaExampleScenario.node[331].veinsmobility,16.5,0,27254,27330,240.211,896.371,75.5
ProvidenciaExampleScenario.node[268].veinsmobility,15.85,0,27206.5,27330.5,254.372,634.238,123.5
ProvidenciaExampleScenario.node[307].veinsmobility,16.25,0,27236,27331,213.583,635.494,94.5
ProvidenciaExampleScenario.node[319].veinsmobility,15.85,0,27244,27331.5,207.452,640.766,87
ProvidenciaExampleScenario.node[147].veinsmobility,15,0,27122.5,27332.5,409.087,1328.29,209.5
ProvidenciaExampleScenario.node[316].veinsmobility,15.95,0,27240,27333.5,219.88,680.992,93
ProvidenciaExampleScenario.node[362].veinsmobility,15.65,3.29905,27276.5,27333.5,154.027,639.311,56.5
ProvidenciaExampleScenario.node[224].veinsmobility,16.5,0,27177.5,27334,390.555,1155.57,156
ProvidenciaExampleScenario.node[343].veinsmobility,16.5,0,27260,27339,248.767,886.126,78.5
ProvidenciaExampleScenario.node[264].veinsmobility,15.65,0,27202.5,27342.5,309.792,1128.41,139.5
ProvidenciaExampleScenario.node[299].veinsmobility,16.5842,0,27229,27343,341.796,1547.32,113.5
ProvidenciaExampleScenario.node[124].veinsmobility,21.9,0,27110.5,27343.5,531.72,1139.45,232.5
ProvidenciaExampleScenario.node[210].veinsmobility,16.5,-0.889762,27168,27343.5,437.365,1359,175
ProvidenciaExampleScenario.node[327].veinsmobility,15.5,0,27249,27343.5,195.595,678.424,94
ProvidenciaExampleScenario.node[270].veinsmobility,15,0,27207.5,27344.5,285.637,1129.68,136.5
ProvidenciaExampleScenario.node[242].veinsmobility,22.5,0,27182,27345,418.661,1498.19,162.5
ProvidenciaExampleScenario.node[221].veinsmobility,20.9666,0,27176.5,27345.5,390.469,1142.34,168.5
ProvidenciaExampleScenario.node[302].veinsmobility,17.1,0,27230,27346,330.075,1084.63,115.5
ProvidenciaExampleScenario.node[235].veinsmobility,15.4194,0,27180,27349.5,343.541,1041.7,169
ProvidenciaExampleScenario.node[255].veinsmobility,22.3929,0,27191.5,27354.5,403.595,1067.95,162.5
ProvidenciaExampleScenario.node[213].veinsmobility,20.6979,0,27169.5,27356,412.071,1063.54,186
ProvidenciaExampleScenario.node[296].veinsmobility,17.1287,0,27226,27357,358.193,1326.24,130.5
ProvidenciaExampleScenario.node[195].veinsmobility,21.4179,0,27158,27357.5,397.935,1061.74,199
ProvidenciaExampleScenario.node[240].veinsmobility,23.5,-1.36945,27180.5,27358,420.479,1064.95,177
ProvidenciaExampleScenario.node[335].veinsmobility,16.25,0,27255,27359.5,324.655,1124.4,104
