"(PDH-CSV 4.0) (Hora est. Sudamérica Pacífico)(240)","\\ARACHNID92ROG\Disco físico(_Total)\Escrituras en disco/s","\\ARACHNID92ROG\Disco físico(_Total)\Lecturas de disco/s","\\ARACHNID92ROG\Disco físico(_Total)\Transferencias de disco/s","\\ARACHNID92ROG\Información del procesador(_Total)\% de frecuencia máxima","\\ARACHNID92ROG\Información del procesador(_Total)\% de rendimiento del procesador","\\ARACHNID92ROG\Información del procesador(_Total)\% de utilidad del procesador","\\ARACHNID92ROG\Información del procesador(_Total)\% de tiempo de procesador","\\ARACHNID92ROG\Memoria\Mbytes disponibles"
"05/31/2017 14:58:43.211","5.2015658856850377","0","5.2015658856850377","100","133.13480085947427","19.827938391904365","13.372784216317823","6051"
"05/31/2017 14:58:48.212","4.3995067677340209","3.5995964463278356","7.9991032140618561","100","133.2081862970729","19.739042788070471","13.212394652003267","6060"
"05/31/2017 14:58:53.213","15.39825666900915","0","15.39825666900915","100","133.22784230120598","19.831870263838795","13.7986096659934","6053"
"05/31/2017 14:58:58.210","6.2029868859578414","3.6017343208787467","9.8047212068365877","100","132.12279867721105","24.060482501386272","16.872756410115318","6033"
"05/31/2017 14:59:03.213","11.394253413789372","0.59969754809417741","11.993950961883549","100","130.84955822674951","31.123303207055059","21.992675273782691","6014"
"05/31/2017 14:59:08.210","20.409855225039266","5.6027053558931321","26.012560580932398","100","130.96826990688106","31.484839187901429","23.008891666792731","5947"
"05/31/2017 14:59:13.206","27.424778791831841","6.405787746997218","33.830566538829061","100","129.30321756083472","56.603799855801704","41.743921554936577","5803"
"05/31/2017 14:59:18.206","29.197685584734685","4.9996036960162131","34.197289280750901","100","131.16503472141261","30.196578351876891","22.117756129440469","5756"
"05/31/2017 14:59:23.200","22.227630897145083","0","22.227630897145083","100","131.17234881719858","34.271975842470141","25.024061385684703","5766"
"05/31/2017 14:59:28.214","16.953180138288104","3.7895343838526352","20.742714522140741","100","132.90085007177254","20.556719349165796","13.987291859218786","5801"
"05/31/2017 14:59:33.212","8.602471521791168","0.40011495450191475","9.0025864762930823","100","132.62457043104803","22.944368102795242","16.381433681888112","5873"
"05/31/2017 14:59:38.210","33.816558474128975","3.601763624463441","37.418322098592419","100","132.58619525793483","23.457760009554651","16.130484716817438","5874"
"05/31/2017 14:59:43.201","10.417769206946044","0","10.417769206946044","100","133.0719599242307","20.13412946340306","13.642978735688871","5883"
"05/31/2017 14:59:48.210","13.976074351560166","3.5938476904011853","17.569922041961352","100","133.08716289060249","20.393744254290446","14.325800207294471","5883"
"05/31/2017 14:59:53.215","16.581777906379667","0","16.581777906379667","100","133.11527422442154","20.204265364121564","14.11879018962826","5920"
"05/31/2017 14:59:58.213","7.0033805884805336","3.601738588361417","10.605119176841951","100","133.05143252063107","20.560584838742802","14.567002650634608","5912"
"05/31/2017 15:00:03.215","11.794136472222922","6.1969191633713656","17.991055635594289","100","130.65468613040645","35.615727262884811","26.638965856868214","5816"
"05/31/2017 15:00:08.214","16.40482196109922","4.0011760880729801","20.405998049172201","100","133.50143218714496","19.228524874264789","13.216727523520856","5847"
"05/31/2017 15:00:13.211","13.209158571311418","0.20013876623199117","13.409297337543409","100","132.03394855707037","25.191836524441001","17.559786528163833","5874"
"05/31/2017 15:00:18.203","6.6098280829909717","4.6068498760240102","11.216677959014982","100","130.48792557879403","36.009925374668505","24.536507529427954","5761"
"05/31/2017 15:00:23.206","32.783908344030586","1.3993131610256959","34.183221505056281","100","130.2553208288976","30.201671176250006","20.547191989762194","5674"
"05/31/2017 15:00:28.210","15.185536259995974","3.7963840649989935","18.981920324994967","100","132.83090706991976","21.830135329255544","14.807362105484678","5738"
"05/31/2017 15:00:33.207","6.6044159657488786","0.60040145143171619","7.2048174171805952","100","132.00133303437863","23.816369961457607","15.837812609935442","5793"
"05/31/2017 15:00:38.204","18.410824646941407","4.0023531841176974","22.413177831059105","100","130.19611414858457","45.394054076770701","32.462899169029512","5638"
"05/31/2017 15:00:43.211","32.95251481123266","0.39942442195433531","33.351939233186997","100","132.49784605009668","23.791677651371334","16.956477334020125","5658"
"05/31/2017 15:00:48.200","16.236262923680012","4.409849189147657","20.646112112827669","100","130.88142831563749","32.621511244411977","23.227191179012429","5666"
"05/31/2017 15:00:53.213","10.373600882576708","0","10.373600882576708","100","131.8565703482524","23.661306697604065","17.08599624020777","5677"
"05/31/2017 15:00:58.214","19.793953689801562","3.798839597032623","23.592793286834187","100","132.60618999363876","22.639606057831646","15.846238407796099","5739"
"05/31/2017 15:01:03.204","11.624351774507645","0.20041985818116628","11.82477163268881","100","131.12644407730434","27.001415880136918","19.088214424490889","5745"
"05/31/2017 15:01:08.209","17.380598176098303","3.7957628200674454","21.176360996165748","100","130.6084412096738","33.139006535568342","24.224422695429581","5717"
"05/31/2017 15:01:13.203","17.621494649656654","1.802198316442158","19.423692966098812","100","130.89189710802518","31.951520070674931","22.796618530519876","5682"
"05/31/2017 15:01:18.210","13.382165621166104","4.1944101200669879","17.576575741233093","100","132.27684182029736","23.269208449762516","16.2840884821168","5720"
"05/31/2017 15:01:23.210","13.000650748977174","0.80004004609090307","13.800690795068077","100","132.04954555374857","23.694730525684147","16.753568431990029","5716"
"05/31/2017 15:01:28.208","17.606726565670982","4.0015287649252231","21.608255330596204","100","132.36991637171212","24.10304568768472","16.842586903523259","5745"
"05/31/2017 15:01:33.210","13.992984748733271","0.59969934637428302","14.592684095107552","100","131.8754045492166","29.170663335118842","20.509016952372605","5929"
"05/31/2017 15:01:38.208","3.001501931088109","4.2021027035233525","7.2036046346114615","100","132.83608158335849","20.156440110839736","13.863596975950554","5932"
"05/31/2017 15:01:43.205","12.406033548501249","0.40019463059681448","12.806228179098063","100","133.3147412832945","20.346428025271628","14.098439461650825","5930"
"05/31/2017 15:01:48.208","11.794028512080494","4.1978745551472949","15.99190306722779","100","132.60714036569959","21.600281744911957","15.121188416268893","5912"
"05/31/2017 15:01:53.208","9.1990238868577752","0.19997878014908207","9.399002667006858","100","133.30037394280302","19.912782801536295","13.524650297001994","5920"
"05/31/2017 15:01:58.212","6.5953271530903237","4.1970263701483876","10.792353523238711","100","132.92702074282568","20.567119715118487","14.27961147585215","5925"
"05/31/2017 15:02:03.207","13.614870323799659","0","13.614870323799659","100","133.17387048839836","20.088625739554242","13.577334789619755","5924"
"05/31/2017 15:02:08.200","3.2041591199847521","4.6059787349780814","7.8101378549628331","100","132.87029929034247","20.425920456564924","14.381474396913163","5919"
"05/31/2017 15:02:13.202","6.1980377346577171","0","6.1980377346577171","100","133.35069165449704","20.381914546676615","13.698299854550534","5879"
"05/31/2017 15:02:18.213","4.5894417085414867","3.9908188769925972","8.5802605855340843","100","132.8420818469354","20.696733759698937","14.221468034466266","5894"
"05/31/2017 15:02:23.213","3.0002733542173221","0","3.0002733542173221","100","133.2089063049057","19.755061156463078","13.624758372470646","5913"
"05/31/2017 15:02:28.200","10.827083008656475","3.6090276695521584","14.436110678208633","100","133.31317675367475","20.171679352723022","13.651555209731947","5917"
"05/31/2017 15:02:33.202","12.396049053214119","0.59980882515552192","12.995857878369641","100","132.75799946881321","20.515002273071676","14.089115192113489","5917"
"05/31/2017 15:02:38.208","15.979235638023704","3.5953280185553336","19.574563656579038","100","133.16508834886079","19.709133372757737","13.238572443899487","5915"
"05/31/2017 15:02:43.214","6.5926880002725525","1.5982273940054674","8.1909153942780204","100","132.89716391623","21.113172049540335","14.703767928184597","5912"
"05/31/2017 15:02:48.211","10.405006150895115","3.801829170519369","14.206835321414482","100","133.32014371544685","19.673145892858329","13.551078812501849","5912"
"05/31/2017 15:02:53.209","8.2041318483962566","0.80040310716061047","9.004534955556867","100","132.63725296012106","21.158696255253698","14.449974195266913","5898"
"05/31/2017 15:02:58.200","12.621198684103762","3.8063932539360552","16.427591938039818","100","133.34202033886896","20.051052390496725","13.447124235282025","5904"
"05/31/2017 15:03:03.201","4.1996203576406277","0.39996384358482173","4.5995842012254498","100","132.79556716490896","20.580206049881173","13.798270068791252","5909"
"05/31/2017 15:03:08.205","10.992160755208273","3.5974344289772531","14.589595184185526","100","133.24109903154729","19.694537680938058","13.342599972923175","5908"
"05/31/2017 15:03:13.201","11.407947529693732","0.60041829103651223","12.008365820730246","100","132.8800574638654","20.549551243560977","14.315522977119333","5884"
"05/31/2017 15:03:18.203","7.7975541145853597","3.5988711298086273","11.396425244393987","100","133.35338077378688","19.689381292020467","13.151665912498222","5903"
"05/31/2017 15:03:23.201","5.0015017093741019","0","5.0015017093741019","100","133.17104730229278","19.63064528153593","13.451210128470837","5903"
"05/31/2017 15:03:28.207","11.786957706413734","3.995578883530079","15.782536589943811","100","132.97740365219565","20.483781459640241","14.235565513687654","5904"
"05/31/2017 15:03:33.205","6.8019305908140177","0","6.8019305908140177","100","133.24089655010289","19.695728181040792","13.255917258076044","5902"
"05/31/2017 15:03:38.214","7.9862432256098703","4.1927776934451817","12.179020919055052","100","132.33181311999061","22.778788096607247","15.495611560709154","5882"
"05/31/2017 15:03:43.211","14.407352663311947","0.40020424064755411","14.807556903959501","100","130.41941353590573","36.799398405014976","26.330813102277382","5749"
"05/31/2017 15:03:48.204","16.424717396937243","4.0060286333993274","20.430746030336572","100","131.57463490452412","30.093813176998069","21.601536457157099","5722"
"05/31/2017 15:03:53.207","12.192354053181228","0.19987465660952836","12.392228709790757","100","132.98744307882967","21.743247576449615","15.05324971988059","5805"
"05/31/2017 15:03:58.208","1.199664140564656","3.5989924216939682","4.7986565622586239","100","133.43662206697414","19.200122497947845","13.344620567038534","5823"
"05/31/2017 15:04:03.207","22.006444153134204","0.20005858321031095","22.206502736344515","100","134.04229791782555","19.411010101137737","13.099512086895082","5812"
"05/31/2017 15:04:08.210","4.396914601802866","3.5974755832932543","7.9943901850961208","100","133.97902326087294","19.04772311491929","13.108343158049996","5825"
"05/31/2017 15:04:13.202","11.819971451933107","0.20033849918530691","12.020309951118413","100","132.31514844611428","25.623584417720739","18.533845895100065","5833"
"05/31/2017 15:04:18.209","9.5855588933240057","8.5870631752694209","18.172622068593427","100","131.31280638571579","28.904382427405473","20.471476698005208","5822"
"05/31/2017 15:04:23.205","8.4075173561791008","1.8016108620383786","10.209128218217479","100","131.20044441780178","30.439507180419721","21.414165844048394","5783"
"05/31/2017 15:04:28.215","6.986673180879734","3.5931462073095775","10.579819388189312","100","133.03746721772356","20.434509135690863","14.57705751655266","5804"
"05/31/2017 15:04:33.206","6.8114933503987611","0.20033803971761063","7.011831390116372","100","132.28692248933595","24.379391425932251","17.438221764308494","5755"
"05/31/2017 15:04:38.212","16.578688350603304","5.7925537610541662","22.37124211165747","100","130.9760052207512","31.967319177120871","23.26190307358118","5668"
"05/31/2017 15:04:43.203","19.037589576356549","0","19.037589576356549","100","133.01394925278706","21.953341600567295","14.676977620456944","5732"
"05/31/2017 15:04:48.211","15.174784251105079","3.5940278489459399","18.768812100051019","100","133.20763510938707","21.490967670132761","14.984595021428005","5735"
"05/31/2017 15:04:53.215","14.389417574497914","0.19985302186802659","14.589270596365941","100","133.15855180267494","20.81158740206978","14.906620392589144","5840"
"05/31/2017 15:04:58.211","11.007638230449881","3.6024997845108704","14.610138014960752","100","133.50473265479397","20.125134744717421","13.924374124227034","5845"
"05/31/2017 15:05:03.206","65.071086829700718","0.40043745741354292","65.471524287114264","100","133.212333056858","19.904312518909773","13.421213564968326","5841"
"05/31/2017 15:05:08.214","8.7849734841722746","3.5938527889795671","12.378826273151841","100","133.54618403059047","19.334759174861471","13.468118836852394","5840"
"05/31/2017 15:05:13.205","3.8072290833958893","0","3.8072290833958893","100","133.39361373726067","19.004712872327197","12.881745090183539","5840"
"05/31/2017 15:05:18.212","12.98038293813995","3.5945675828695247","16.574950521009473","100","133.56750470952707","18.869781203361018","13.138838587544232","5826"
"05/31/2017 15:05:23.206","6.0075955575111069","0.40050637050074045","6.4081019280118472","100","133.33892342569715","19.044432484871177","12.858477631934552","5830"
"05/31/2017 15:05:28.202","7.0048241661325221","3.6024809997252971","10.60730516585782","100","133.37406462142124","19.421549619587115","13.181965802398487","5826"
"05/31/2017 15:05:33.212","1.3973450968293799","0","1.3973450968293799","100","133.7642798058059","19.471142589668183","13.836295028375057","5829"
"05/31/2017 15:05:38.203","18.835510163175424","15.829843647775093","34.665353810950521","100","133.28699520248651","19.321516418469585","13.155785635887185","5823"
"05/31/2017 15:05:43.202","4.6004580103608603","0","4.6004580103608603","100","133.51413824649677","19.174900069736417","13.116911184431268","5835"
"05/31/2017 15:05:48.215","6.9823990736155581","3.590948095002287","10.573347168617845","100","133.92536842196944","19.375074066945494","13.343310731007795","5837"
"05/31/2017 15:05:53.206","32.054185219669158","0.60101597286879671","32.655201192537959","100","134.04424578153095","19.267034866119882","13.055818211679682","5830"
"05/31/2017 15:05:58.215","11.180846262745966","3.5938434415969178","14.774689704342885","100","133.98767054466794","19.25459734711082","13.351128936663281","5833"
"05/31/2017 15:06:03.214","6.4006726092166826","0","6.4006726092166826","100","133.72289258381807","19.502769581786517","13.702898562030041","5819"
"05/31/2017 15:06:08.201","4.2113435935288717","3.6097230801676043","7.8210666736964756","100","133.91520389171643","19.229834505020772","13.360262839531512","5828"
"05/31/2017 15:06:13.203","13.593090790925027","0","13.593090790925027","100","133.8513403524085","19.361842267238785","13.325209720134145","5829"
"05/31/2017 15:06:18.201","5.6027447435136404","3.8018625045271128","9.4046072480407528","100","134.16321059597902","18.927758123269523","13.043036912691242","5828"
"05/31/2017 15:06:23.201","7.3992393984468094","0","7.3992393984468094","100","133.66910820209989","19.09152392729165","13.251468357915074","5828"
"05/31/2017 15:06:28.205","19.586152420572947","6.5953370395806861","26.181489460153632","100","133.96922377592102","19.531662347400299","13.576759800117399","5850"
"05/31/2017 15:06:33.203","5.8016718802690486","0","5.8016718802690486","100","132.92513707415659","22.293641534866634","15.639319012266295","5972"
"05/31/2017 15:06:38.211","1.5975891187446365","3.5945755171754321","5.1921646359200686","100","133.96624441067178","19.234858054608694","13.528833060897494","5964"
"05/31/2017 15:06:43.212","14.998466528279231","0","14.998466528279231","100","133.73120546765924","19.326712116810448","13.681110394809959","5982"
"05/31/2017 15:06:48.211","5.2004824370413738","3.6003339948747972","8.8008164319161715","100","134.26946818720458","18.823506671686328","13.155964662145102","5980"
"05/31/2017 15:06:53.215","5.3961597323372352","0","5.3961597323372352","100","133.58424565007095","19.78509788847937","13.733028655985768","5964"
"05/31/2017 15:06:58.203","5.6129137377769656","3.6083016885709061","9.2212154263478716","100","134.03282256871702","19.217903482147069","13.316588752097235","5972"
"05/31/2017 15:07:03.206","34.58132243173435","0.79956814871062076","35.380890580444969","100","130.6439655538021","36.947579348258024","25.899337969046531","5812"
"05/31/2017 15:07:08.213","4.1941872311586135","3.5950176267073828","7.7892048578659958","100","133.01367646184488","22.577436823161619","16.209901510328351","5813"
"05/31/2017 15:07:13.202","6.2136168338689677","0.20043925270545057","6.4140560865744183","100","132.84122451781178","21.438953857314083","14.61757754413332","5840"
"05/31/2017 15:07:18.207","24.176935970726898","3.5965689873808606","27.773504958107758","100","133.55827604134083","19.533573095333949","13.051790756719884","5886"
"05/31/2017 15:07:23.209","3.7980622926711707","0","3.7980622926711707","100","133.38770801033041","19.742602165383101","13.403316888944216","5888"
"05/31/2017 15:07:28.205","10.008927087654012","3.6032137515554448","13.612140839209458","100","133.39810676355017","19.358292916368491","13.008402128649221","5890"
"05/31/2017 15:07:33.208","6.1956387067536962","0","6.1956387067536962","100","133.51783339193713","19.293112757961122","13.186186375842301","5890"
"05/31/2017 15:07:38.206","19.409617430467108","3.6017846778186389","23.011402108285747","100","133.2560528779762","19.695831900975183","13.355909614675266","5882"
"05/31/2017 15:07:43.208","3.7980218323936841","0","3.7980218323936841","100","133.51640881693757","19.367968721148355","13.091517411166576","5882"
"05/31/2017 15:07:48.206","7.4036883882989608","3.6017943510643593","11.00548273936332","100","133.30697055241774","19.679880932896634","13.355380555705743","5887"
"05/31/2017 15:07:53.206","11.598750020229085","0","11.598750020229085","100","133.44719729415584","20.120583392856126","13.525074250387403","5888"
"05/31/2017 15:07:58.210","8.394067309864969","3.5974574185135579","11.991524728378527","100","133.19965298867049","20.762628647023998","14.747802289528522","5889"
"05/31/2017 15:08:03.209","4.0003859510653843","0","4.0003859510653843","100","133.53621773252391","19.695751126585652","13.233905308600757","5874"
"05/31/2017 15:08:08.200","18.434728380289503","3.6067946831001203","22.041523063389626","100","133.32666462250705","19.536298520949888","13.234270032958563","5869"
"05/31/2017 15:08:13.211","6.3865834773011905","0","6.3865834773011905","100","133.54929818147994","19.456617289047372","13.424714674052696","5897"
"05/31/2017 15:08:18.208","2.2010619490836008","3.601737734864074","5.8027996839476748","100","133.2516197832729","19.305992183819576","13.316609882651708","5897"
"05/31/2017 15:08:23.210","4.3986907459543598","0","4.3986907459543598","100","133.51214353001626","19.687787789652344","13.385974899388897","5905"
"05/31/2017 15:08:28.208","17.805271558304227","3.6010661578592815","21.406337716163506","100","132.95196425171267","20.734009293104283","14.037280257281882","5949"
"05/31/2017 15:08:33.212","6.595322990366407","0","6.595322990366407","100","133.50695454535716","19.66805533026546","13.342360967046041","5931"
"05/31/2017 15:08:38.212","8.1991040956709114","3.5996066761482051","11.798710771819117","100","133.53371004436852","19.349499344774777","13.17332293337593","5938"
"05/31/2017 15:08:43.211","5.2015552050650067","0","5.2015552050650067","100","133.25406562730205","19.542723571829537","13.412129754017933","5946"
"05/31/2017 15:08:48.209","2.8007889770654577","3.6010143990841601","6.4018033761496183","100","133.4679784458481","19.537711894657768","13.177853809686923","5934"
"05/31/2017 15:08:53.210","19.597939020027201","0","19.597939020027201","100","133.10952889670918","20.065675816578214","13.837355465735401","5941"
"05/31/2017 15:08:58.207","3.4016578531196258","3.6017553738913684","7.0034132270109941","100","133.40847098723088","19.786875347555736","13.74631149675648","5976"
"05/31/2017 15:09:03.212","8.7921200196381086","0","8.7921200196381086","100","133.18543647893333","19.893171727982274","13.633259006286435","5961"
"05/31/2017 15:09:08.203","10.217336989823599","3.6061189375847991","13.823455927408396","100","133.53804702844536","19.206595415887016","13.016681204298941","5965"
"05/31/2017 15:09:13.202","3.4009913485239864","0","3.4009913485239864","100","133.17503569121996","19.802302825793241","13.490250690527528","5978"
"05/31/2017 15:09:18.201","12.001138901263483","3.6003416703790445","15.601480571642526","100","133.5484723016973","19.38628547425072","13.312029831330086","5979"
"05/31/2017 15:09:23.200","3.2009368257808415","0","3.2009368257808415","100","133.33404073420007","19.509708780801546","13.373227876776694","5979"
"05/31/2017 15:09:28.205","14.986433451500634","3.5967440283601522","18.583177479860787","100","133.63360133607895","19.288282165500192","12.852322334868926","5979"
"05/31/2017 15:09:33.203","6.4018488780389031","0","6.4018488780389031","100","132.97547495053968","20.786713693181998","14.232872634704719","5930"
"05/31/2017 15:09:38.206","9.3951978273608532","3.7980586961671539","13.193256523528008","100","132.81125286535644","22.311276978479714","15.081923549907417","5928"
"05/31/2017 15:09:43.204","17.605199814030613","0.20005908879580242","17.805258902826413","100","133.55610514384412","19.541318691663477","13.099525995050188","5931"
"05/31/2017 15:09:48.206","10.996680863873587","3.5989137372677198","14.595594601141308","100","133.27310047522937","19.637434032649338","13.229972646463183","5932"
"05/31/2017 15:09:53.214","2.5955689396857404","0","2.5955689396857404","100","133.56296022217586","19.574237785510238","13.429130359519871","5973"
"05/31/2017 15:09:58.202","16.841793204680886","3.6089556867173331","20.45074889139822","100","133.25483601954522","20.134853839086546","13.377639337277003","5973"
"05/31/2017 15:10:03.209","4.9925254254965488","0","4.9925254254965488","100","133.5120104511694","19.560682174864382","13.373051865468909","5950"
"05/31/2017 15:10:08.207","8.0039589961117006","3.6017815482502651","11.605740544361966","100","133.23587812319511","19.606808287179177","13.394524631012406","5952"
"05/31/2017 15:10:13.214","4.1936691225282834","0","4.1936691225282834","100","133.65380386839968","19.396833845637676","13.333807950990707","5957"
"05/31/2017 15:10:18.203","3.0068828579968088","3.6082594295961705","6.6151422875929793","100","133.4587280934042","19.38251002370491","12.886042829317867","5966"
"05/31/2017 15:10:23.203","6.9992843798636413","0.3999591074207795","7.3992434872844202","100","133.41861122377654","19.527766848530742","13.329584001103568","5968"
"05/31/2017 15:10:28.208","12.788371765948282","3.5967295591729544","16.385101325121237","100","133.31071666239529","19.531047506061903","13.281620008832807","5970"
"05/31/2017 15:10:33.205","5.8028638549978995","1.6007900289649377","7.4036538839628365","100","133.39599561726388","19.694995015711175","13.277719219017225","5969"
"05/31/2017 15:10:38.202","10.207088367736294","3.6025017768481034","13.809590144584396","100","133.55109408689472","19.359279857005433","13.025612564875001","5969"
"05/31/2017 15:10:43.210","12.780802621035052","0","12.780802621035052","100","133.23461852212975","19.519314999120226","13.60664275014396","5970"
"05/31/2017 15:10:48.209","3.2002852605912508","3.6003209181651576","6.800606178756408","100","133.57044730562063","19.321608032265502","12.999914132204927","5971"
"05/31/2017 15:10:53.206","3.4023633268606228","0","3.4023633268606228","100","133.32150213844005","19.574499969977659","13.260218679501158","5971"
"05/31/2017 15:10:58.214","11.180851550143082","3.5938451411174195","14.774696691260502","100","133.53329058389684","19.498515412096886","13.273070621067241","5966"
"05/31/2017 15:11:03.206","29.850795212174287","0.4006818149285139","30.251477027102798","100","131.41168193040863","32.37834089603458","23.033465645176044","5770"
"05/31/2017 15:11:08.214","5.9897588971236386","3.5938553382741829","9.5836142353978211","100","131.72577826789637","36.076987100246193","26.219791681079542","5767"
"05/31/2017 15:11:13.202","15.638983741854721","0","15.638983741854721","100","131.93999440358644","35.379120748656298","25.517300091305795","5771"
"05/31/2017 15:11:18.215","11.568650754313085","3.7897304195163555","15.358381173829441","100","131.95157524276101","35.543677214615784","25.825900548364757","5759"
"05/31/2017 15:11:23.203","5.2129937554162353","0","5.2129937554162353","100","131.77565507823829","37.547539461878578","26.887925155852287","5829"
"05/31/2017 15:11:28.207","18.383372867954368","3.5967468654693326","21.980119733423699","100","131.50037829256667","37.949068507197794","27.682801394294955","5913"
"05/31/2017 15:11:33.207","5.8005403928665613","0","5.8005403928665613","100","131.14191246897508","41.903216708388371","30.579493000130132","5912"
"05/31/2017 15:11:38.211","8.9918827678132089","7.1935062142505677","16.185388982063778","100","132.05268901371576","34.438968627834555","24.79480169283995","5992"
