Module,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_maxSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_minSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_startTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_stopTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalDistance,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalTime
ProvidenciaExampleScenario.node[3461].veinsmobility,15.0101,0,27507.5,27900,517.537,736.989,392.5
ProvidenciaExampleScenario.node[3462].veinsmobility,15.25,0,27507.5,27655,279.257,861.762,147
ProvidenciaExampleScenario.node[3463].veinsmobility,15.65,6.9,27507.5,27516.5,36.9386,105.346,8.5
ProvidenciaExampleScenario.node[3464].veinsmobility,16.4543,0,27507.5,27686.5,391.275,1039.41,178.5
ProvidenciaExampleScenario.node[3465].veinsmobility,18.6766,0,27508,27755.5,506.412,1425.64,247
ProvidenciaExampleScenario.node[3466].veinsmobility,22.2305,0,27508.5,27864.5,676.278,1431.67,355.5
ProvidenciaExampleScenario.node[3467].veinsmobility,19.3822,0,27509,27732,410.397,1000.35,222.5
ProvidenciaExampleScenario.node[3468].veinsmobility,15.0139,0,27509,27624.5,224.409,624.427,115
ProvidenciaExampleScenario.node[3469].veinsmobility,16.25,0,27509,27843.5,618.048,1839.78,334
ProvidenciaExampleScenario.node[3470].veinsmobility,16.4366,-0.471904,27509,27745.5,475.591,1566.47,236
ProvidenciaExampleScenario.node[3471].veinsmobility,16.9,0,27509,27900,560.395,704.105,391
ProvidenciaExampleScenario.node[3472].veinsmobility,15.3862,0,27509.5,27613.5,257.576,971.908,103.5
ProvidenciaExampleScenario.node[3473].veinsmobility,16.25,0,27510,27900,617.157,1309.2,390
ProvidenciaExampleScenario.node[3474].veinsmobility,19.25,0,27510,27679,413.184,1299.53,168.5
ProvidenciaExampleScenario.node[3475].veinsmobility,18.357,0,27510,27855.5,572.21,1146.65,345
ProvidenciaExampleScenario.node[3476].veinsmobility,18.75,0,27510.5,27726.5,423.784,857.98,215.5
ProvidenciaExampleScenario.node[3477].veinsmobility,1.54856,-3.47452,27510.5,27900,385.117,14.3577,389.5
ProvidenciaExampleScenario.node[3478].veinsmobility,15.65,0,27510.5,27900,524.787,633.807,389.5
ProvidenciaExampleScenario.node[3479].veinsmobility,16.25,0,27510.5,27691.5,404.325,1112.92,180.5
ProvidenciaExampleScenario.node[3480].veinsmobility,15.5076,0.850848,27511,27593,202.233,636.142,81.5
ProvidenciaExampleScenario.node[3481].veinsmobility,15.407,0,27511,27900,532.647,876.311,389
ProvidenciaExampleScenario.node[3482].veinsmobility,18.8645,0,27511,27639,276.469,781.185,127.5
ProvidenciaExampleScenario.node[3483].veinsmobility,15.0675,0,27511.5,27900,583.562,1154.97,388.5
ProvidenciaExampleScenario.node[3484].veinsmobility,16.3618,0,27511.5,27900,615.863,1210.07,388.5
ProvidenciaExampleScenario.node[3485].veinsmobility,18.75,-0.745001,27511.5,27900,558.852,881.81,388.5
ProvidenciaExampleScenario.node[3486].veinsmobility,0.85183,-4.20325,27512,27900,406.883,28.6329,388
ProvidenciaExampleScenario.node[3487].veinsmobility,16.0957,0,27512,27615.5,264.787,994.703,103
ProvidenciaExampleScenario.node[3488].veinsmobility,15.5345,0,27512,27749.5,416.003,1021.54,237
ProvidenciaExampleScenario.node[3489].veinsmobility,18.5396,0,27512,27649,278.124,789.001,136.5
ProvidenciaExampleScenario.node[3490].veinsmobility,15.2685,0,27512,27637,277.286,985.45,124.5
ProvidenciaExampleScenario.node[3491].veinsmobility,18.3196,0,27512.5,27737.5,411.143,995.383,224.5
ProvidenciaExampleScenario.node[3492].veinsmobility,14.9735,1.61282,27512.5,27546,101.301,338.175,33
ProvidenciaExampleScenario.node[3493].veinsmobility,21.6273,0,27513,27741.5,552.168,1290.74,228
ProvidenciaExampleScenario.node[3494].veinsmobility,22.75,0,27513,27900,715.776,1567.28,387
ProvidenciaExampleScenario.node[3495].veinsmobility,16.0894,0,27513,27627.5,229.391,626.744,114
ProvidenciaExampleScenario.node[3496].veinsmobility,19.25,-0.714584,27513,27754,488.923,1285.26,240.5
ProvidenciaExampleScenario.node[3497].veinsmobility,15.25,0,27513,27730.5,491.136,1766.9,217
ProvidenciaExampleScenario.node[3498].veinsmobility,19,0,27513.5,27726.5,421.68,862.257,212.5
ProvidenciaExampleScenario.node[3499].veinsmobility,15.7223,0,27513.5,27900,599.609,1001.1,386.5
ProvidenciaExampleScenario.node[3500].veinsmobility,19.2248,0,27513.5,27644,282.706,784.246,130
ProvidenciaExampleScenario.node[3501].veinsmobility,16.0523,0,27513.5,27900,640.788,1193.39,386.5
ProvidenciaExampleScenario.node[3502].veinsmobility,15.9361,0,27513.5,27709,416.014,1152.51,195
ProvidenciaExampleScenario.node[3503].veinsmobility,22.0619,0,27514,27733.5,463.748,1082.45,219
ProvidenciaExampleScenario.node[3504].veinsmobility,18.9067,-2.10526,27514,27900,602.888,948.498,386
ProvidenciaExampleScenario.node[3505].veinsmobility,15.6989,1.44137,27514.5,27596,212.937,648.581,81
ProvidenciaExampleScenario.node[3506].veinsmobility,19.1167,0,27514.5,27643,284.623,782.463,128
ProvidenciaExampleScenario.node[3507].veinsmobility,15.65,0,27515,27613.5,165.393,279.447,98
ProvidenciaExampleScenario.node[3508].veinsmobility,15.9986,2.15723,27515,27583,179.933,648.272,67.5
ProvidenciaExampleScenario.node[3509].veinsmobility,15.4383,0,27515,27900,611.09,1323.59,385
ProvidenciaExampleScenario.node[3510].veinsmobility,7.74465,-1.52602,27515,27900,418.689,175.862,385
ProvidenciaExampleScenario.node[3511].veinsmobility,16.4186,0,27515.5,27755.5,344.977,494.356,239.5
ProvidenciaExampleScenario.node[3512].veinsmobility,19.7301,-1.38771,27515.5,27673.5,341.081,686.213,157.5
ProvidenciaExampleScenario.node[3513].veinsmobility,16.25,0,27515.5,27613.5,170.702,281.849,97.5
ProvidenciaExampleScenario.node[3514].veinsmobility,16.25,0,27515.5,27900,563.034,1049.34,384.5
ProvidenciaExampleScenario.node[3515].veinsmobility,11.8655,0,27515.5,27900,495.76,665.742,384.5
ProvidenciaExampleScenario.node[3516].veinsmobility,14.7899,3.52027,27515.5,27553.5,103.215,349.461,37.5
ProvidenciaExampleScenario.node[3517].veinsmobility,16.3261,0,27515.5,27900,533.345,717.021,384.5
ProvidenciaExampleScenario.node[3518].veinsmobility,16.25,0,27515.5,27610,268.296,871.256,94
ProvidenciaExampleScenario.node[3519].veinsmobility,18.635,0,27516,27771,511.451,1424.73,254.5
ProvidenciaExampleScenario.node[3520].veinsmobility,15.8981,0.826363,27516.5,27594.5,200.505,610.115,77.5
ProvidenciaExampleScenario.node[3521].veinsmobility,16.25,-2.5318,27516.5,27845.5,475.395,1016.15,328.5
ProvidenciaExampleScenario.node[3522].veinsmobility,13.627,0,27516.5,27900,599.258,1256.12,383.5
ProvidenciaExampleScenario.node[3523].veinsmobility,18.75,0,27517,27716.5,337.838,696.127,199
ProvidenciaExampleScenario.node[3524].veinsmobility,14.9051,0,27517,27900,514.048,707.797,383
ProvidenciaExampleScenario.node[3525].veinsmobility,18.5773,0,27517,27641,268.461,786.897,123.5
ProvidenciaExampleScenario.node[3526].veinsmobility,15.579,0,27517,27616.5,262.882,867.638,99
ProvidenciaExampleScenario.node[3527].veinsmobility,15.9326,0.737739,27517.5,27592.5,198.179,656.27,74.5
ProvidenciaExampleScenario.node[3528].veinsmobility,15.2936,5.4,27517.5,27528,40.9549,107.499,10
ProvidenciaExampleScenario.node[3529].veinsmobility,16.25,0,27518,27721,334.163,659.363,202.5
ProvidenciaExampleScenario.node[3530].veinsmobility,15.8001,0,27518,27620.5,262.099,902.621,102
ProvidenciaExampleScenario.node[3531].veinsmobility,16.5441,0,27518.5,27757,330.684,487.34,238
ProvidenciaExampleScenario.node[3532].veinsmobility,18,0,27518.5,27647,273.875,793.458,128
ProvidenciaExampleScenario.node[3533].veinsmobility,16.25,0,27518.5,27900,597.693,1152.01,381.5
ProvidenciaExampleScenario.node[3534].veinsmobility,16.3673,-0.102203,27518.5,27900,563.484,868.82,381.5
ProvidenciaExampleScenario.node[3535].veinsmobility,16.5379,0,27519,27663,289.073,748.139,143.5
ProvidenciaExampleScenario.node[3536].veinsmobility,14.6991,0,27519,27900,623.079,1253.47,381
ProvidenciaExampleScenario.node[3537].veinsmobility,16.5302,0,27519.5,27829,602.321,1571.72,309
ProvidenciaExampleScenario.node[3538].veinsmobility,15.8303,0,27519.5,27618.5,272.376,902.848,98.5
ProvidenciaExampleScenario.node[3539].veinsmobility,8.60098,-0.707748,27519.5,27900,451.64,318.132,380.5
ProvidenciaExampleScenario.node[3540].veinsmobility,15.2539,0,27520,27666.5,266.005,755.937,146
ProvidenciaExampleScenario.node[3541].veinsmobility,17.959,0,27520,27651.5,268.642,784.506,131
ProvidenciaExampleScenario.node[3542].veinsmobility,15.1664,0,27520.5,27743.5,397.501,1028.37,222.5
ProvidenciaExampleScenario.node[3543].veinsmobility,19.3306,0,27520.5,27675.5,355.143,1283.85,154.5
ProvidenciaExampleScenario.node[3544].veinsmobility,7.64208,-2.97969,27520.5,27900,437.537,271.758,379.5
ProvidenciaExampleScenario.node[3545].veinsmobility,15.7778,0,27521,27765.5,353.157,492.334,244
ProvidenciaExampleScenario.node[3546].veinsmobility,15.5,0,27521.5,27760.5,339.772,473.485,238.5
ProvidenciaExampleScenario.node[3547].veinsmobility,15.1412,2.73271,27521.5,27606.5,225.263,995.244,84.5
ProvidenciaExampleScenario.node[3548].veinsmobility,13.6979,0,27521.5,27900,624.642,1266.33,378.5
ProvidenciaExampleScenario.node[3549].veinsmobility,18.199,0,27521.5,27675,392.347,1298.62,153
ProvidenciaExampleScenario.node[3550].veinsmobility,15.4383,0,27521.5,27811,468.012,909.104,289
ProvidenciaExampleScenario.node[3551].veinsmobility,19.7319,0,27522,27652.5,283.729,790.853,130
ProvidenciaExampleScenario.node[3552].veinsmobility,19.5,-4.26307,27522,27900,583.923,874.614,378
ProvidenciaExampleScenario.node[3553].veinsmobility,18.7659,0,27522,27900,549.366,848.113,378
ProvidenciaExampleScenario.node[3554].veinsmobility,2.65053,0,27522.5,27900,375.588,31.5657,377.5
ProvidenciaExampleScenario.node[3555].veinsmobility,18.0694,0,27523,27771.5,500.62,1411.02,248
ProvidenciaExampleScenario.node[3556].veinsmobility,16.2554,0,27523,27658,272.045,874.547,134.5
ProvidenciaExampleScenario.node[3557].veinsmobility,15.4188,0,27523,27900,606.177,1395.42,377
ProvidenciaExampleScenario.node[3558].veinsmobility,16.25,0,27523,27615.5,253.172,856.296,92
ProvidenciaExampleScenario.node[3559].veinsmobility,16.25,0,27523,27698,327.43,860.208,174.5
ProvidenciaExampleScenario.node[3560].veinsmobility,16.2251,0,27523.5,27711,358.879,1060.36,187
ProvidenciaExampleScenario.node[3561].veinsmobility,15.3534,0,27523.5,27658.5,259.124,763.208,134.5
ProvidenciaExampleScenario.node[3562].veinsmobility,18.9179,0,27523.5,27653.5,269.028,788.946,129.5
ProvidenciaExampleScenario.node[3563].veinsmobility,2.15,-3.68759,27524,27900,375.725,12.2727,376
ProvidenciaExampleScenario.node[3564].veinsmobility,16.25,0,27524,27900,579.753,1145.83,376
ProvidenciaExampleScenario.node[3565].veinsmobility,16.0748,0,27524.5,27762.5,332.742,489.411,237.5
ProvidenciaExampleScenario.node[3566].veinsmobility,19.9838,0,27524.5,27646,273.632,785.824,121
ProvidenciaExampleScenario.node[3567].veinsmobility,16.2022,0,27525,27770.5,354.565,496.401,245
ProvidenciaExampleScenario.node[3568].veinsmobility,15.4383,0,27525,27900,569.934,1104.68,375
ProvidenciaExampleScenario.node[3569].veinsmobility,16,0,27525,27900,641.926,1233.18,375
ProvidenciaExampleScenario.node[3570].veinsmobility,14.9641,0.903044,27525.5,27593.5,167.005,640.117,67.5
ProvidenciaExampleScenario.node[3571].veinsmobility,16.6491,0,27526,27636,270.691,974.624,109.5
ProvidenciaExampleScenario.node[3572].veinsmobility,16.25,-0.939571,27526,27900,619.515,1440.43,374
ProvidenciaExampleScenario.node[3573].veinsmobility,15,0,27526.5,27632,166.566,282.187,105
ProvidenciaExampleScenario.node[3574].veinsmobility,14.6715,0,27526.5,27673,260.027,766.284,146
ProvidenciaExampleScenario.node[3575].veinsmobility,15.8222,-0.924563,27526.5,27900,519.571,808.197,373.5
ProvidenciaExampleScenario.node[3576].veinsmobility,15.2319,0,27527,27615,152.592,293.905,87.5
ProvidenciaExampleScenario.node[3577].veinsmobility,15.017,0,27527,27731.5,499.199,1736.99,204
ProvidenciaExampleScenario.node[3578].veinsmobility,5.68732,-1.59871,27527.5,27900,443.286,297.2,372.5
ProvidenciaExampleScenario.node[3579].veinsmobility,14,0,27527.5,27900,526.568,747.365,372.5
ProvidenciaExampleScenario.node[3580].veinsmobility,16.25,0,27527.5,27657.5,264.304,867.466,129.5
ProvidenciaExampleScenario.node[3581].veinsmobility,18.5063,0,27527.5,27656,266.331,790.016,128
ProvidenciaExampleScenario.node[3582].veinsmobility,15.1412,0,27528,27703.5,363.1,1074.07,175
ProvidenciaExampleScenario.node[3583].veinsmobility,14.7861,0,27528,27626,210.16,661.419,97.5
ProvidenciaExampleScenario.node[3584].veinsmobility,17.9606,0,27528,27886.5,639.602,1654.05,358
ProvidenciaExampleScenario.node[3585].veinsmobility,16.5025,5.7,27528,27548.5,79.781,269.079,20
ProvidenciaExampleScenario.node[3586].veinsmobility,16.4568,0,27528.5,27754,389.541,999.596,225
ProvidenciaExampleScenario.node[3587].veinsmobility,16.25,0,27528.5,27687.5,355.22,1033.38,158.5
ProvidenciaExampleScenario.node[3588].veinsmobility,18.355,0,27529,27793.5,434.869,699.505,264
ProvidenciaExampleScenario.node[3589].veinsmobility,15.3632,0,27529,27641,266.839,983.256,111.5
ProvidenciaExampleScenario.node[3590].veinsmobility,15.6979,0,27529.5,27641.5,220.792,694.553,111.5
ProvidenciaExampleScenario.node[3591].veinsmobility,19.222,-1.91822,27529.5,27900,548.174,859.773,370.5
ProvidenciaExampleScenario.node[3592].veinsmobility,15.7699,0,27529.5,27624.5,233.588,901.772,94.5
ProvidenciaExampleScenario.node[3593].veinsmobility,21.5874,0,27530,27734.5,445.538,1068.11,204
ProvidenciaExampleScenario.node[3594].veinsmobility,15.935,0,27530,27645.5,236.483,703.624,115
ProvidenciaExampleScenario.node[3595].veinsmobility,18.8707,0,27530,27657.5,281.586,794.288,127
ProvidenciaExampleScenario.node[3596].veinsmobility,19.3184,0,27530,27639,276.053,989.364,108.5
ProvidenciaExampleScenario.node[3597].veinsmobility,16.5,-1.32218,27530,27622,237.557,840.887,91.5
ProvidenciaExampleScenario.node[3598].veinsmobility,18.7905,-2.87537,27530,27900,522.398,820.936,370
ProvidenciaExampleScenario.node[3599].veinsmobility,15.659,-0.00855064,27530.5,27895.5,632.479,1520.87,364.5
ProvidenciaExampleScenario.node[3600].veinsmobility,19.25,0,27530.5,27652.5,274.923,789.801,121.5
ProvidenciaExampleScenario.node[3601].veinsmobility,22.112,0,27531,27699,448.601,1427.15,167.5
ProvidenciaExampleScenario.node[3602].veinsmobility,18.9136,0,27531,27647,255.012,745.432,115.5
ProvidenciaExampleScenario.node[3603].veinsmobility,16.5,0,27531,27618,249.304,850.442,86.5
ProvidenciaExampleScenario.node[3604].veinsmobility,15,0,27531.5,27689,269.069,636.944,157
ProvidenciaExampleScenario.node[3605].veinsmobility,19.349,0,27531.5,27651,282.231,992.98,119
ProvidenciaExampleScenario.node[3606].veinsmobility,16.3594,0,27531.5,27612,258.258,909.053,80
ProvidenciaExampleScenario.node[3607].veinsmobility,19.75,0,27532,27850,536.562,1022.91,317.5
ProvidenciaExampleScenario.node[3608].veinsmobility,22.1192,0,27532,27823,582.944,1434.91,290.5
ProvidenciaExampleScenario.node[3609].veinsmobility,19.7652,0,27532,27658.5,274.377,796.705,126
ProvidenciaExampleScenario.node[3610].veinsmobility,4.09327,-2.7975,27532,27900,371.548,51.886,368
ProvidenciaExampleScenario.node[3611].veinsmobility,19.25,0,27532.5,27738,399.089,994.228,205
ProvidenciaExampleScenario.node[3612].veinsmobility,16.8914,0,27532.5,27739.5,419.764,1063.48,206.5
ProvidenciaExampleScenario.node[3613].veinsmobility,19.0142,0,27532.5,27826,558.125,1234.83,293
ProvidenciaExampleScenario.node[3614].veinsmobility,15.3958,0,27532.5,27642.5,234.763,702.147,109.5
ProvidenciaExampleScenario.node[3615].veinsmobility,17.5,0,27532.5,27900,523.611,814.644,367.5
ProvidenciaExampleScenario.node[3616].veinsmobility,15.0988,-0.249519,27533,27644,220.034,695.142,110.5
ProvidenciaExampleScenario.node[3617].veinsmobility,15.3979,-0.979942,27533.5,27719,341.884,799.442,185
ProvidenciaExampleScenario.node[3618].veinsmobility,15.2404,0,27533.5,27689.5,277.224,656.698,155.5
ProvidenciaExampleScenario.node[3619].veinsmobility,16.25,-0.586243,27533.5,27656,258.581,754.426,122
ProvidenciaExampleScenario.node[3620].veinsmobility,15.9756,0,27533.5,27900,543.347,854.992,366.5
ProvidenciaExampleScenario.node[3621].veinsmobility,16.364,3.61404,27533.5,27610,238.115,994.429,76
ProvidenciaExampleScenario.node[3622].veinsmobility,19.3745,0,27534,27733,415.865,1001.9,198.5
ProvidenciaExampleScenario.node[3623].veinsmobility,16.25,0,27534,27616.5,151.471,277.906,82
ProvidenciaExampleScenario.node[3624].veinsmobility,18.9191,0,27534.5,27724,341.976,704.427,189
ProvidenciaExampleScenario.node[3625].veinsmobility,15.8035,0,27534.5,27756.5,380.439,923.076,221.5
ProvidenciaExampleScenario.node[3626].veinsmobility,19.25,0,27534.5,27654,268.173,787.176,119
ProvidenciaExampleScenario.node[3627].veinsmobility,21.7616,6.9,27534.5,27569,135.535,494.624,34
ProvidenciaExampleScenario.node[3628].veinsmobility,15.4184,0,27535,27627,156.308,280.595,91.5
ProvidenciaExampleScenario.node[3629].veinsmobility,13.9,0,27535,27900,484.706,597.517,365
ProvidenciaExampleScenario.node[3630].veinsmobility,18,0,27535,27652,248.32,795.356,116.5
ProvidenciaExampleScenario.node[3631].veinsmobility,19.7487,0,27535,27676.5,369.493,1294.84,141
ProvidenciaExampleScenario.node[3632].veinsmobility,17.5306,0,27535,27691,355.68,1087.89,155.5
ProvidenciaExampleScenario.node[3633].veinsmobility,15.2627,0,27535.5,27721,326.786,811.935,185
ProvidenciaExampleScenario.node[3634].veinsmobility,15.2959,0,27535.5,27757,373.933,921.774,221
ProvidenciaExampleScenario.node[3635].veinsmobility,15.4671,0,27535.5,27900,532.092,1046.94,364.5
ProvidenciaExampleScenario.node[3636].veinsmobility,18.7423,0,27536,27735.5,410.08,1011.27,199
ProvidenciaExampleScenario.node[3637].veinsmobility,15.9095,0,27536,27900,634.072,1271.54,364
ProvidenciaExampleScenario.node[3638].veinsmobility,18.8333,0,27536,27660.5,268.09,795.42,124
ProvidenciaExampleScenario.node[3639].veinsmobility,15.5908,0,27536.5,27891.5,507.842,811.816,354.5
ProvidenciaExampleScenario.node[3640].veinsmobility,14.42,-0.986622,27536.5,27900,589.209,1246.37,363.5
ProvidenciaExampleScenario.node[3641].veinsmobility,18.7912,0,27536.5,27648.5,261.119,763.824,111.5
ProvidenciaExampleScenario.node[3642].veinsmobility,15.8202,0,27536.5,27711,286.08,595.822,174
ProvidenciaExampleScenario.node[3643].veinsmobility,16.25,0,27537,27689.5,272.697,623.889,152
ProvidenciaExampleScenario.node[3644].veinsmobility,12.4726,3.18429,27537,27551.5,46.1018,114.448,14
ProvidenciaExampleScenario.node[3645].veinsmobility,16.5072,0,27537.5,27767.5,330.33,495.629,229.5
ProvidenciaExampleScenario.node[3646].veinsmobility,16.0652,-1.85047,27537.5,27691.5,279.803,642.067,153.5
ProvidenciaExampleScenario.node[3647].veinsmobility,15.711,-1.46465,27537.5,27900,548.499,1121.14,362.5
ProvidenciaExampleScenario.node[3648].veinsmobility,16.3296,0,27537.5,27626.5,212.867,658.717,88.5
ProvidenciaExampleScenario.node[3649].veinsmobility,12.4045,5.4,27537.5,27549.5,32.2386,100.332,11.5
ProvidenciaExampleScenario.node[3650].veinsmobility,18,0,27537.5,27664.5,267.04,796.692,126.5
ProvidenciaExampleScenario.node[3651].veinsmobility,0.0508035,-3.31058,27538,27900,358.506,15.0487,362
ProvidenciaExampleScenario.node[3652].veinsmobility,14.4624,0,27538,27722.5,374.173,1067.12,184
ProvidenciaExampleScenario.node[3653].veinsmobility,13.264,0,27538,27900,492.627,761.385,362
ProvidenciaExampleScenario.node[3654].veinsmobility,2.30644,0,27538,27900,358.558,20.4813,362
ProvidenciaExampleScenario.node[3655].veinsmobility,18.0185,-0.493256,27539,27810,444.978,1017.53,270.5
ProvidenciaExampleScenario.node[3656].veinsmobility,18.468,0,27539,27743,395.461,884.22,203.5
ProvidenciaExampleScenario.node[3657].veinsmobility,16.25,0,27539,27848,527.192,1219.13,308.5
ProvidenciaExampleScenario.node[3658].veinsmobility,15.2829,0,27539.5,27694,274.901,662.868,154
ProvidenciaExampleScenario.node[3659].veinsmobility,18.4794,0,27539.5,27665.5,266.377,790.664,125.5
ProvidenciaExampleScenario.node[3660].veinsmobility,16.25,0,27540,27900,581.333,1365.85,360
ProvidenciaExampleScenario.node[3661].veinsmobility,15.4353,0,27540,27900,574.89,1298.52,360
ProvidenciaExampleScenario.node[3662].veinsmobility,15.5,0,27540,27835.5,568.653,1573.77,295
ProvidenciaExampleScenario.node[3663].veinsmobility,15.1145,0,27540,27900,574.982,1259.45,360
ProvidenciaExampleScenario.node[3664].veinsmobility,15.3,0,27540,27900,634.507,1602.91,360
ProvidenciaExampleScenario.node[3665].veinsmobility,18.6951,0,27540,27855,564.959,1325.43,314.5
ProvidenciaExampleScenario.node[3666].veinsmobility,15.3,0,27540,27730.5,345.675,1039.41,190
ProvidenciaExampleScenario.node[3667].veinsmobility,14.6,-0.399994,27540,27900,592.239,1429.34,360
ProvidenciaExampleScenario.node[3668].veinsmobility,15.3,0,27540,27900,625.272,1618.57,360
ProvidenciaExampleScenario.node[3669].veinsmobility,15.6473,-0.799988,27540,27900,576.568,1377.77,360
ProvidenciaExampleScenario.node[3670].veinsmobility,9.77373,-1.48864,27540,27900,401.552,198.541,360
ProvidenciaExampleScenario.node[3671].veinsmobility,15.8168,0,27540.5,27691,273.324,647.519,150
ProvidenciaExampleScenario.node[3672].veinsmobility,14.4936,0,27540.5,27900,487.157,983.589,359.5
ProvidenciaExampleScenario.node[3673].veinsmobility,19.1088,-0.117538,27541,27722,342.401,688.481,180.5
ProvidenciaExampleScenario.node[3674].veinsmobility,19.2021,0,27541,27656,251.73,785.693,114.5
ProvidenciaExampleScenario.node[3675].veinsmobility,15.0563,0,27541,27900,589.373,1188.43,359
ProvidenciaExampleScenario.node[3676].veinsmobility,21.4265,0,27541.5,27726.5,385.244,1066.88,184.5
ProvidenciaExampleScenario.node[3677].veinsmobility,19.0392,0,27541.5,27667,277.946,794.299,125
ProvidenciaExampleScenario.node[3678].veinsmobility,18.9376,0,27541.5,27612,203.709,628.739,70
ProvidenciaExampleScenario.node[3679].veinsmobility,18.75,0,27542,27671,260.674,678.33,128.5
ProvidenciaExampleScenario.node[3680].veinsmobility,16.25,0,27542,27701.5,304.468,731.733,159
ProvidenciaExampleScenario.node[3681].veinsmobility,12.272,0,27542,27900,450.411,481.551,358
ProvidenciaExampleScenario.node[3682].veinsmobility,16.9,0,27542,27900,505.927,716.737,358
ProvidenciaExampleScenario.node[3683].veinsmobility,18.3174,0,27542,27857.5,528.969,1127.88,315
ProvidenciaExampleScenario.node[3684].veinsmobility,19.4,0,27542.5,27747,487.915,1561.33,204
ProvidenciaExampleScenario.node[3685].veinsmobility,13.5223,0,27542.5,27900,505.914,924.837,357.5
ProvidenciaExampleScenario.node[3686].veinsmobility,22.5,0,27542.5,27766,499.201,1607.87,223
ProvidenciaExampleScenario.node[3687].veinsmobility,19.25,0,27543,27735.5,404.571,1001.43,192
ProvidenciaExampleScenario.node[3688].veinsmobility,15.6361,0,27543,27696,280.019,661.132,152.5
ProvidenciaExampleScenario.node[3689].veinsmobility,14.9797,0,27543,27900,570.051,1247.57,357
ProvidenciaExampleScenario.node[3690].veinsmobility,15.761,0,27543,27654.5,180.557,342.016,111
ProvidenciaExampleScenario.node[3691].veinsmobility,18.7084,0,27543.5,27668.5,265.808,794.67,124.5
ProvidenciaExampleScenario.node[3692].veinsmobility,15.5158,0,27543.5,27900,543.144,1112.72,356.5
ProvidenciaExampleScenario.node[3693].veinsmobility,15.0139,0,27543.5,27601.5,133.069,485.16,57.5
ProvidenciaExampleScenario.node[3694].veinsmobility,16.3132,0,27544,27662.5,254.817,755.715,118
ProvidenciaExampleScenario.node[3695].veinsmobility,18.6644,0,27544,27662,256.74,755.365,117.5
ProvidenciaExampleScenario.node[3696].veinsmobility,17.6681,0,27544,27661.5,281.86,978.276,117
ProvidenciaExampleScenario.node[3697].veinsmobility,18.2793,0,27544,27691,368.05,1133.01,146.5
ProvidenciaExampleScenario.node[3698].veinsmobility,14.6252,0,27544.5,27900,551.695,1264.75,355.5
ProvidenciaExampleScenario.node[3699].veinsmobility,22.75,0,27544.5,27876.5,642.843,1601.09,331.5
ProvidenciaExampleScenario.node[3700].veinsmobility,16.0748,0,27545,27713.5,328.925,1036.39,168
ProvidenciaExampleScenario.node[3701].veinsmobility,22.5,0,27545,27768,508.214,1330.68,222.5
ProvidenciaExampleScenario.node[3702].veinsmobility,17.7218,0,27545,27727.5,361.11,974.158,182
ProvidenciaExampleScenario.node[3703].veinsmobility,16.798,0,27545,27832.5,583.906,1758.33,287
ProvidenciaExampleScenario.node[3704].veinsmobility,16.75,0,27545.5,27859,415.002,488.611,313
ProvidenciaExampleScenario.node[3705].veinsmobility,15.9577,0,27545.5,27690.5,266.915,635.616,144.5
ProvidenciaExampleScenario.node[3706].veinsmobility,15.8587,0,27545.5,27709.5,326.001,1048.65,163.5
ProvidenciaExampleScenario.node[3707].veinsmobility,18.6717,0,27545.5,27670,264.001,790.155,124
ProvidenciaExampleScenario.node[3708].veinsmobility,16.7108,0,27546,27711.5,330.521,1067.76,165
ProvidenciaExampleScenario.node[3709].veinsmobility,14.6987,0,27546,27675,247.463,765.093,128.5
ProvidenciaExampleScenario.node[3710].veinsmobility,14.8792,0,27546,27900,519.332,899.26,354
ProvidenciaExampleScenario.node[3711].veinsmobility,22.5,0,27546.5,27900,511.974,672.963,353.5
ProvidenciaExampleScenario.node[3712].veinsmobility,16.4357,0,27546.5,27900,483.43,668.39,353.5
ProvidenciaExampleScenario.node[3713].veinsmobility,17.9626,0,27547,27654.5,228.388,773.614,107
ProvidenciaExampleScenario.node[3714].veinsmobility,19.75,0,27547,27753.5,490.91,1276.54,206
ProvidenciaExampleScenario.node[3715].veinsmobility,19.6283,0,27547.5,27757,477.909,1413.19,209
ProvidenciaExampleScenario.node[3716].veinsmobility,17.3499,-0.435711,27547.5,27732.5,347.995,981.884,184.5
ProvidenciaExampleScenario.node[3717].veinsmobility,15.6852,0,27547.5,27630.5,225.19,910.462,82.5
