Module,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_maxSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_minSpeed,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_startTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_stopTime,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalDistance,/veins-4.4/examples/pveins_providencia/results/CasoBase_NoAccidente/nodebug-0.sca_nodebug-0-20170526-23:19:29-7232_totalTime
ProvidenciaExampleScenario.node[697].veinsmobility,21.8213,0,27102,27497.5,853.893,2341,395
ProvidenciaExampleScenario.node[698].veinsmobility,18.9769,0,27102.5,27178,210.285,782.846,75
ProvidenciaExampleScenario.node[699].veinsmobility,16.25,0,27102.5,27374.5,548.747,1589.95,271.5
ProvidenciaExampleScenario.node[700].veinsmobility,20.9658,0,27102.5,27385.5,590.853,1407.63,282.5
ProvidenciaExampleScenario.node[701].veinsmobility,18.6048,0,27103,27253,358.994,970.56,149.5
ProvidenciaExampleScenario.node[702].veinsmobility,16.4846,0,27103,27263.5,343.913,1047.71,160
ProvidenciaExampleScenario.node[703].veinsmobility,16.25,0,27103,27180,192.685,693.294,76.5
ProvidenciaExampleScenario.node[704].veinsmobility,22.5,0,27103,27168,182.573,487.27,64.5
ProvidenciaExampleScenario.node[705].veinsmobility,15.3243,0,27103,27178,205.122,909.225,74.5
ProvidenciaExampleScenario.node[706].veinsmobility,16.1597,0,27103.5,27403,621.855,1854.08,299
ProvidenciaExampleScenario.node[707].veinsmobility,21.0157,0,27103.5,27252.5,353.263,1066.69,148.5
ProvidenciaExampleScenario.node[708].veinsmobility,17.1687,0,27103.5,27259.5,351.462,1050.27,155.5
ProvidenciaExampleScenario.node[709].veinsmobility,19.0548,0,27103.5,27301,420.265,1310.68,197
ProvidenciaExampleScenario.node[710].veinsmobility,18.5,0,27104,27324.5,399.087,991.793,220
ProvidenciaExampleScenario.node[711].veinsmobility,18.4259,0,27104,27183,216.966,786.699,78.5
ProvidenciaExampleScenario.node[712].veinsmobility,15.9941,0,27104.5,27226,236.104,650.911,121
ProvidenciaExampleScenario.node[713].veinsmobility,21.6978,0,27104.5,27487,798.917,2355.91,382
ProvidenciaExampleScenario.node[714].veinsmobility,18.7447,0,27105,27477.5,580.335,1055.74,372
ProvidenciaExampleScenario.node[715].veinsmobility,15.6806,0,27105,27243,259.452,679.083,137.5
ProvidenciaExampleScenario.node[716].veinsmobility,15.2787,0,27105,27512.5,708.818,1863.67,407
ProvidenciaExampleScenario.node[717].veinsmobility,16.25,0,27105,27378.5,575.15,1527.92,273
ProvidenciaExampleScenario.node[718].veinsmobility,15.4138,0,27105.5,27398.5,647.883,1861.76,292.5
ProvidenciaExampleScenario.node[719].veinsmobility,18.2431,0,27105.5,27205.5,241.881,691.462,99.5
ProvidenciaExampleScenario.node[720].veinsmobility,15.7863,0,27105.5,27441.5,574.622,1309.83,335.5
ProvidenciaExampleScenario.node[721].veinsmobility,16.25,4.64015,27105.5,27153.5,148.61,625.136,47.5
ProvidenciaExampleScenario.node[722].veinsmobility,18.2594,0,27105.5,27288,424.129,1305.26,182
ProvidenciaExampleScenario.node[723].veinsmobility,19.25,0,27106,27327.5,430.399,1015.56,221
ProvidenciaExampleScenario.node[724].veinsmobility,15,0,27106,27188,196.445,748.245,81.5
ProvidenciaExampleScenario.node[725].veinsmobility,17.8573,0,27106,27256.5,375.606,1135.71,150
ProvidenciaExampleScenario.node[726].veinsmobility,21.5592,-13.4694,27106,27372,703.492,1313.74,265.5
ProvidenciaExampleScenario.node[727].veinsmobility,18.6936,0,27106.5,27257.5,353.253,979.256,150.5
ProvidenciaExampleScenario.node[728].veinsmobility,16.25,0,27106.5,27296.5,392.89,1082.73,189.5
ProvidenciaExampleScenario.node[729].veinsmobility,15.6714,1.07751,27106.5,27178.5,181.776,688.35,71.5
ProvidenciaExampleScenario.node[730].veinsmobility,15.8821,0,27106.5,27239,313.157,1038.49,132
ProvidenciaExampleScenario.node[731].veinsmobility,20.6782,-1.152,27106.5,27329,448.65,1114.65,222
ProvidenciaExampleScenario.node[732].veinsmobility,16.25,0,27107,27238.5,265.274,693.609,131
ProvidenciaExampleScenario.node[733].veinsmobility,16.25,0,27107,27380.5,554.019,1527.59,273
ProvidenciaExampleScenario.node[734].veinsmobility,21.0779,-1.16987,27107,27499,846.125,2367.95,391.5
ProvidenciaExampleScenario.node[735].veinsmobility,16.25,0,27107,27197.5,213.021,631.923,90
ProvidenciaExampleScenario.node[736].veinsmobility,15.7353,1.38289,27107.5,27176.5,178.417,681.723,68.5
ProvidenciaExampleScenario.node[737].veinsmobility,16.5,-2.28329,27107.5,27343,480.473,1350.86,235
ProvidenciaExampleScenario.node[738].veinsmobility,21.5952,-15.6623,27107.5,27344.5,564.516,1168.65,236.5
ProvidenciaExampleScenario.node[739].veinsmobility,15.2832,0,27107.5,27179,175.199,572.059,71
ProvidenciaExampleScenario.node[740].veinsmobility,15.813,0,27108,27396.5,626.575,1865.39,288
ProvidenciaExampleScenario.node[741].veinsmobility,15.6284,0,27108,27226,234.006,651.431,117.5
ProvidenciaExampleScenario.node[742].veinsmobility,22.3563,0,27108,27405.5,610.627,1495.28,297
ProvidenciaExampleScenario.node[743].veinsmobility,17.5798,0,27108,27329.5,474.713,1333.25,221
ProvidenciaExampleScenario.node[744].veinsmobility,17.4102,0,27108,27391.5,561.974,1759.95,283
ProvidenciaExampleScenario.node[745].veinsmobility,21.4285,0,27108,27374,558.48,1279.98,265.5
ProvidenciaExampleScenario.node[746].veinsmobility,15.917,0,27108.5,27195,183.946,489.633,86
ProvidenciaExampleScenario.node[747].veinsmobility,17.9604,0,27108.5,27207,246.675,695.285,98
ProvidenciaExampleScenario.node[748].veinsmobility,16,0,27108.5,27683.5,979.391,2324.91,574.5
ProvidenciaExampleScenario.node[749].veinsmobility,16.25,0,27108.5,27182,190.455,695.626,73
ProvidenciaExampleScenario.node[750].veinsmobility,18.5397,0,27108.5,27179,201.876,768.056,70
ProvidenciaExampleScenario.node[751].veinsmobility,16.6045,0,27108.5,27239,340.226,1081.48,130
ProvidenciaExampleScenario.node[752].veinsmobility,21.5,0,27109,27393.5,578.18,1479.48,284
ProvidenciaExampleScenario.node[753].veinsmobility,17.9492,0,27109,27290,411.788,1303.91,180.5
ProvidenciaExampleScenario.node[754].veinsmobility,16.3371,0,27109.5,27400,639.563,1861.35,290
ProvidenciaExampleScenario.node[755].veinsmobility,22.1904,0,27109.5,27249.5,346.239,1067.21,139.5
ProvidenciaExampleScenario.node[756].veinsmobility,18.2731,0,27109.5,27303.5,419.198,1296.64,193.5
ProvidenciaExampleScenario.node[757].veinsmobility,16.3161,0,27110,27193,193.645,485.97,82.5
ProvidenciaExampleScenario.node[758].veinsmobility,15.3958,1.78246,27110,27181,180.549,691.155,70.5
ProvidenciaExampleScenario.node[759].veinsmobility,15.5,0,27110,27259,298.152,989.284,148.5
ProvidenciaExampleScenario.node[760].veinsmobility,17.0699,0,27110,27472,642.748,1215.14,361.5
ProvidenciaExampleScenario.node[761].veinsmobility,21.7319,0,27110.5,27278.5,446.642,1298.36,167.5
ProvidenciaExampleScenario.node[762].veinsmobility,19.25,0,27110.5,27185.5,209.795,776.295,74.5
ProvidenciaExampleScenario.node[763].veinsmobility,17.651,0,27110.5,27382,530.241,1545.25,271
ProvidenciaExampleScenario.node[764].veinsmobility,19,0,27110.5,27735,1061.12,1913.1,624
ProvidenciaExampleScenario.node[765].veinsmobility,14.7306,-1.14184,27111.5,27298.5,343.09,945.26,186.5
ProvidenciaExampleScenario.node[766].veinsmobility,17.3632,0,27111.5,27379.5,561.979,1587.33,267.5
ProvidenciaExampleScenario.node[767].veinsmobility,20.9359,-7.66088,27111.5,27496,863.216,2343.52,384
ProvidenciaExampleScenario.node[768].veinsmobility,18.9143,0,27112,27184,208.698,752.334,71.5
ProvidenciaExampleScenario.node[769].veinsmobility,15.8783,0,27112,27477,703.58,1728.3,364.5
ProvidenciaExampleScenario.node[770].veinsmobility,21.0908,0,27112.5,27256.5,349.661,1069.97,143.5
ProvidenciaExampleScenario.node[771].veinsmobility,16.1597,0,27112.5,27257,308.973,1006.25,144
ProvidenciaExampleScenario.node[772].veinsmobility,18.7221,0,27112.5,27181,206.001,768.368,68
ProvidenciaExampleScenario.node[773].veinsmobility,16.983,0,27112.5,27371,514.912,1776.28,258
ProvidenciaExampleScenario.node[774].veinsmobility,16.2708,0,27113,27167.5,159.755,494.316,54
ProvidenciaExampleScenario.node[775].veinsmobility,15.7983,-0.625762,27113,27228,236.697,644.127,114.5
ProvidenciaExampleScenario.node[776].veinsmobility,16.8143,0,27113,27190.5,220.523,760.677,77
ProvidenciaExampleScenario.node[777].veinsmobility,15.8466,0,27113.5,27221,228.833,613.581,107
ProvidenciaExampleScenario.node[778].veinsmobility,19.25,0.533463,27113.5,27186.5,207.566,779.949,72.5
ProvidenciaExampleScenario.node[779].veinsmobility,18.4018,0,27113.5,27308.5,418.865,1309.16,194.5
ProvidenciaExampleScenario.node[780].veinsmobility,16.25,0,27114,27244.5,306.156,1020.56,130
ProvidenciaExampleScenario.node[781].veinsmobility,15.2453,-0.716022,27114,27379,564.023,1737.58,264.5
ProvidenciaExampleScenario.node[782].veinsmobility,21.1611,-4.56006,27114,27347.5,448.072,1145.57,233
ProvidenciaExampleScenario.node[783].veinsmobility,18.2222,0,27114.5,27297,416.961,1309.77,182
ProvidenciaExampleScenario.node[784].veinsmobility,18.1154,0,27115,27258.5,346.042,1079.21,143
ProvidenciaExampleScenario.node[785].veinsmobility,14.6525,0,27115,27237.5,242.417,635.653,122
ProvidenciaExampleScenario.node[786].veinsmobility,16.25,0,27115,27737,1146.94,2637.22,621.5
ProvidenciaExampleScenario.node[787].veinsmobility,15.4383,-0.153063,27115,27345.5,450.434,1326.35,230
ProvidenciaExampleScenario.node[788].veinsmobility,22,-0.0591908,27115.5,27612.5,991.272,2686.45,496.5
ProvidenciaExampleScenario.node[789].veinsmobility,18.2222,-0.207245,27115.5,27306,409.97,1286.91,190
ProvidenciaExampleScenario.node[790].veinsmobility,21.4784,0,27116,27274.5,430.226,1310.82,158
ProvidenciaExampleScenario.node[791].veinsmobility,17.0361,0,27116,27260.5,313.293,995.349,144
ProvidenciaExampleScenario.node[792].veinsmobility,17.75,0,27116,27318,398.626,944.342,201.5
ProvidenciaExampleScenario.node[793].veinsmobility,15.0439,0,27116,27399.5,504.932,1227.83,283
ProvidenciaExampleScenario.node[794].veinsmobility,19.9144,0,27116.5,27255.5,338.267,996.299,138.5
ProvidenciaExampleScenario.node[795].veinsmobility,17.5941,0,27116.5,27387,547.455,1562.03,270
ProvidenciaExampleScenario.node[796].veinsmobility,19.25,0.561805,27117,27182.5,196.889,763.507,65
ProvidenciaExampleScenario.node[797].veinsmobility,15,0,27117.5,27279,295.844,689.651,161
ProvidenciaExampleScenario.node[798].veinsmobility,16.25,0,27117.5,27243,323.519,1036.55,125
ProvidenciaExampleScenario.node[799].veinsmobility,15.9934,0,27118,27628.5,867.26,1850.32,510
ProvidenciaExampleScenario.node[800].veinsmobility,15.5,0,27118,27275,387.5,1470.32,156.5
ProvidenciaExampleScenario.node[801].veinsmobility,16,0,27118,27233,289.665,892.56,114.5
ProvidenciaExampleScenario.node[802].veinsmobility,21.0264,-9.43141,27118,27401.5,640.816,1619.76,283
ProvidenciaExampleScenario.node[803].veinsmobility,16.4483,0,27118.5,27293,358.328,876.406,174
ProvidenciaExampleScenario.node[804].veinsmobility,15.9456,0,27118.5,27223,223.424,642.197,104
ProvidenciaExampleScenario.node[805].veinsmobility,16.25,0,27118.5,27258.5,268.83,618.281,139.5
ProvidenciaExampleScenario.node[806].veinsmobility,12.6305,6.14479,27118.5,27130.5,34.0251,112.645,11.5
ProvidenciaExampleScenario.node[807].veinsmobility,16.0159,0,27119,27295,353.394,893.243,175.5
ProvidenciaExampleScenario.node[808].veinsmobility,21.1136,0,27119,27307,359.286,682.435,187.5
ProvidenciaExampleScenario.node[809].veinsmobility,20.5,1.52014,27119,27186.5,213.095,777.505,67
ProvidenciaExampleScenario.node[810].veinsmobility,16.25,0,27119,27196,221.821,881.949,76.5
ProvidenciaExampleScenario.node[811].veinsmobility,21.9262,-3.27195,27119,27378,595.386,1405.67,258.5
ProvidenciaExampleScenario.node[812].veinsmobility,18.8333,0,27119.5,27308.5,341.586,678.761,188.5
ProvidenciaExampleScenario.node[813].veinsmobility,16.5149,-2.67011,27120,27628,903.043,1870.4,507.5
ProvidenciaExampleScenario.node[814].veinsmobility,15.4224,3.08608,27120,27182.5,166.094,690.707,62
ProvidenciaExampleScenario.node[815].veinsmobility,15,0,27120,27243,294.203,1070.72,122.5
ProvidenciaExampleScenario.node[816].veinsmobility,16.05,0,27120,27425.5,649.594,1928.07,305
ProvidenciaExampleScenario.node[817].veinsmobility,16.0261,0,27120,27378,588.876,1913.82,257.5
ProvidenciaExampleScenario.node[818].veinsmobility,15.25,0,27120,27900,1347.23,3450.34,780
ProvidenciaExampleScenario.node[819].veinsmobility,14.15,0,27120,27224,218.771,675.996,103.5
ProvidenciaExampleScenario.node[820].veinsmobility,15.0988,0,27120.5,27259,270.421,807.347,138
ProvidenciaExampleScenario.node[821].veinsmobility,15.3543,0,27120.5,27239,241.946,633.833,118
ProvidenciaExampleScenario.node[822].veinsmobility,16.3311,0,27120.5,27298,370.31,1127.08,177
ProvidenciaExampleScenario.node[823].veinsmobility,15,0,27120.5,27260,248.267,618.501,139
ProvidenciaExampleScenario.node[824].veinsmobility,15.85,0,27120.5,27328,421.889,1362.91,207
ProvidenciaExampleScenario.node[825].veinsmobility,17.6667,0,27121,27615.5,839.425,1503.81,494
ProvidenciaExampleScenario.node[826].veinsmobility,16.2022,0,27121,27196.5,164.889,488.919,75
ProvidenciaExampleScenario.node[827].veinsmobility,15.0925,0,27121,27516.5,698.123,1865.61,395
ProvidenciaExampleScenario.node[828].veinsmobility,19.25,0.872116,27121,27184,194.078,751.583,62.5
ProvidenciaExampleScenario.node[829].veinsmobility,15.4793,0,27121.5,27430.5,433.577,668.149,308.5
ProvidenciaExampleScenario.node[830].veinsmobility,15.5,0,27121.5,27200,173.698,486.429,78
ProvidenciaExampleScenario.node[831].veinsmobility,15.7468,0,27121.5,27224.5,213.665,651.415,102.5
ProvidenciaExampleScenario.node[832].veinsmobility,22.5,0,27121.5,27421.5,586.768,1474.02,299.5
ProvidenciaExampleScenario.node[833].veinsmobility,15.2138,0,27121.5,27265,284.25,986.169,143
ProvidenciaExampleScenario.node[834].veinsmobility,15.9788,0,27121.5,27235.5,278.467,895.206,113.5
ProvidenciaExampleScenario.node[835].veinsmobility,20.9169,0,27122,27538,917.243,2655.47,415.5
ProvidenciaExampleScenario.node[836].veinsmobility,15.0988,4.35085,27122,27185.5,159.691,687.658,63
ProvidenciaExampleScenario.node[837].veinsmobility,16.9,0,27122.5,27240.5,249.885,676.743,117.5
ProvidenciaExampleScenario.node[838].veinsmobility,21.7893,0,27122.5,27491,758.553,2343.17,368
ProvidenciaExampleScenario.node[839].veinsmobility,18.2431,0,27123,27210.5,232.407,675.933,87
ProvidenciaExampleScenario.node[840].veinsmobility,18.8653,0,27123,27185.5,194.954,763.594,62
ProvidenciaExampleScenario.node[841].veinsmobility,16.9586,1.04237,27123,27248,383.115,1421.19,124.5
ProvidenciaExampleScenario.node[842].veinsmobility,15.7828,4.10552,27124,27189.5,199.153,749.103,65
ProvidenciaExampleScenario.node[843].veinsmobility,16.25,-1.25431,27124,27235.5,283.818,892.035,111
ProvidenciaExampleScenario.node[844].veinsmobility,18.9117,0,27124.5,27254.5,312.557,1081.5,129.5
ProvidenciaExampleScenario.node[845].veinsmobility,15.3905,0,27124.5,27245,243.633,708.557,120
ProvidenciaExampleScenario.node[846].veinsmobility,21.6006,-7.58611,27124.5,27379.5,596.575,1404.53,254.5
ProvidenciaExampleScenario.node[847].veinsmobility,18.9383,0,27125,27257.5,332.726,1001.9,132
ProvidenciaExampleScenario.node[848].veinsmobility,14.8202,0,27125,27200.5,226.007,750.112,75
ProvidenciaExampleScenario.node[849].veinsmobility,14.6781,0,27125.5,27232.5,157.582,263.648,106.5
ProvidenciaExampleScenario.node[850].veinsmobility,16.3014,0,27125.5,27407,502.959,1146.56,281
ProvidenciaExampleScenario.node[851].veinsmobility,15.8184,0,27125.5,27261.5,265.458,664.359,135.5
ProvidenciaExampleScenario.node[852].veinsmobility,18,3.17769,27125.5,27191,181.577,771.516,65
ProvidenciaExampleScenario.node[853].veinsmobility,15.7234,0,27125.5,27327,452.924,1346.97,201
ProvidenciaExampleScenario.node[854].veinsmobility,16.25,0,27125.5,27482,652.082,1574.85,356
ProvidenciaExampleScenario.node[855].veinsmobility,16.0398,0,27126,27296.5,325.467,886.385,170
ProvidenciaExampleScenario.node[856].veinsmobility,15.65,0,27126,27334,442.434,1296.65,207.5
ProvidenciaExampleScenario.node[857].veinsmobility,16,0,27126,27233,267.658,847.443,106.5
ProvidenciaExampleScenario.node[858].veinsmobility,15.8322,0,27126.5,27365,418.301,859.295,238
ProvidenciaExampleScenario.node[859].veinsmobility,18,0,27126.5,27188.5,184.068,763.821,61.5
ProvidenciaExampleScenario.node[860].veinsmobility,16.5,0,27127,27288.5,415.424,1357.21,161
ProvidenciaExampleScenario.node[861].veinsmobility,14.99,0,27127,27247,245.177,678.106,119.5
ProvidenciaExampleScenario.node[862].veinsmobility,21.3217,-1.2458,27127,27386.5,563.458,1402.09,259
ProvidenciaExampleScenario.node[863].veinsmobility,16.6088,0,27127,27222,267.677,872.951,94.5
ProvidenciaExampleScenario.node[864].veinsmobility,15.3004,0,27127.5,27497,636.03,1513.84,369
ProvidenciaExampleScenario.node[865].veinsmobility,16.75,0,27127.5,27199,213.45,752.627,71
ProvidenciaExampleScenario.node[866].veinsmobility,21.1306,-12.0685,27127.5,27383.5,627.623,1421.04,255.5
ProvidenciaExampleScenario.node[867].veinsmobility,16.1525,0,27128,27409,586.854,1855.57,280.5
ProvidenciaExampleScenario.node[868].veinsmobility,19.25,-0.973071,27128,27331,381.423,1003.69,202.5
ProvidenciaExampleScenario.node[869].veinsmobility,15,0,27128,27230.5,216.36,643.256,102
ProvidenciaExampleScenario.node[870].veinsmobility,19.5034,3.3062,27128,27192,197.478,782.212,63.5
ProvidenciaExampleScenario.node[871].veinsmobility,19.2605,0,27128,27259.5,304.432,934.293,131
ProvidenciaExampleScenario.node[872].veinsmobility,19.25,-1.67687,27128.5,27255,325.682,989.328,126
ProvidenciaExampleScenario.node[873].veinsmobility,14.6071,0,27128.5,27240,234.587,639.151,111
ProvidenciaExampleScenario.node[874].veinsmobility,16.1167,-1.98346,27128.5,27198,198.909,756.137,69
ProvidenciaExampleScenario.node[875].veinsmobility,21.2777,-1.36463,27128.5,27486.5,665.185,1292.5,357.5
ProvidenciaExampleScenario.node[876].veinsmobility,16.6766,0,27129,27408,603.226,1862.39,278.5
ProvidenciaExampleScenario.node[877].veinsmobility,16.0743,0,27129,27202,161.056,488.016,72.5
ProvidenciaExampleScenario.node[878].veinsmobility,19.2353,0,27129,27256,315.334,987.776,126.5
ProvidenciaExampleScenario.node[879].veinsmobility,16.25,0,27129,27305.5,372.791,1118.36,176
ProvidenciaExampleScenario.node[880].veinsmobility,15.6247,0,27129,27247.5,267.004,890.697,118
ProvidenciaExampleScenario.node[881].veinsmobility,18,0,27129.5,27330,391.19,1013.21,200
ProvidenciaExampleScenario.node[882].veinsmobility,16.3752,0,27130,27249,286.756,901.917,118.5
ProvidenciaExampleScenario.node[883].veinsmobility,16.25,0,27130.5,27278,304.972,693.906,147
ProvidenciaExampleScenario.node[884].veinsmobility,16,0,27130.5,27559.5,713.966,1817.06,428.5
ProvidenciaExampleScenario.node[885].veinsmobility,16.5344,1.1009,27130.5,27238.5,267.693,851.283,107.5
ProvidenciaExampleScenario.node[886].veinsmobility,20.9416,-0.984326,27130.5,27710,1035.27,2363.59,579
ProvidenciaExampleScenario.node[887].veinsmobility,14.8708,0,27131,27349,401.255,1057.94,217.5
ProvidenciaExampleScenario.node[888].veinsmobility,15,0,27131,27251,270.636,902.654,119.5
ProvidenciaExampleScenario.node[889].veinsmobility,20.0153,0,27131,27260,357.197,1187.94,128.5
ProvidenciaExampleScenario.node[890].veinsmobility,16.4771,0,27131.5,27631.5,835.826,1862.81,499.5
ProvidenciaExampleScenario.node[891].veinsmobility,18.75,3.45913,27131.5,27187.5,179.113,659.45,55.5
ProvidenciaExampleScenario.node[892].veinsmobility,15.7001,-3.84371,27131.5,27396,436.818,950.319,264
ProvidenciaExampleScenario.node[893].veinsmobility,16.3409,-3.44176,27131.5,27203.5,228.233,860.259,71.5
ProvidenciaExampleScenario.node[894].veinsmobility,15.6346,0,27131.5,27262.5,282.264,978.044,130.5
ProvidenciaExampleScenario.node[895].veinsmobility,15.9939,0,27131.5,27326,433.575,1341.41,194
ProvidenciaExampleScenario.node[896].veinsmobility,15.7944,0,27131.5,27252.5,273.361,904.539,120.5
ProvidenciaExampleScenario.node[897].veinsmobility,16.25,0,27132,27302.5,339.649,899.071,170
ProvidenciaExampleScenario.node[898].veinsmobility,19.25,0,27132,27257.5,312.863,1006.75,125
ProvidenciaExampleScenario.node[899].veinsmobility,15.4383,0,27132,27261.5,244.116,623.35,129
ProvidenciaExampleScenario.node[900].veinsmobility,19.25,0.823434,27132,27189.5,191.68,771.794,57
ProvidenciaExampleScenario.node[901].veinsmobility,16.3719,0,27132,27347,439.055,1499.83,214.5
ProvidenciaExampleScenario.node[902].veinsmobility,16.25,0,27132,27247.5,269.006,868.242,115
ProvidenciaExampleScenario.node[903].veinsmobility,19,0,27132.5,27362,442.923,1069.21,229
ProvidenciaExampleScenario.node[904].veinsmobility,21.5,0,27133,27400,603.756,1560.43,266.5
ProvidenciaExampleScenario.node[905].veinsmobility,16.0953,0,27133,27265.5,278.001,976.422,132
ProvidenciaExampleScenario.node[906].veinsmobility,15.601,0,27133,27247,265.735,909.673,113.5
ProvidenciaExampleScenario.node[907].veinsmobility,16.2875,0,27133.5,27316,437.075,1374.52,182
ProvidenciaExampleScenario.node[908].veinsmobility,18.075,2.61663,27134,27194,180.874,769.972,59.5
ProvidenciaExampleScenario.node[909].veinsmobility,15.9024,0.983639,27134,27245.5,322.57,1024.1,111
ProvidenciaExampleScenario.node[910].veinsmobility,15.4965,0,27134.5,27518,661.187,1595.87,383
ProvidenciaExampleScenario.node[911].veinsmobility,15,0,27134.5,27238,235.766,822.043,103
ProvidenciaExampleScenario.node[912].veinsmobility,20.1443,0,27134.5,27501.5,652.36,1408.86,366.5
ProvidenciaExampleScenario.node[913].veinsmobility,18.0774,0,27135,27498,608.735,1378.35,362.5
ProvidenciaExampleScenario.node[914].veinsmobility,15.5561,0,27135,27241,228.898,644.757,105.5
ProvidenciaExampleScenario.node[915].veinsmobility,15.0035,0,27135,27413,456.258,1117.22,277.5
ProvidenciaExampleScenario.node[916].veinsmobility,19.2994,3.32947,27135,27192,206.582,771.479,56.5
ProvidenciaExampleScenario.node[917].veinsmobility,17.5,0,27135,27221,270.63,901.02,85.5
ProvidenciaExampleScenario.node[918].veinsmobility,19.1803,0,27135.5,27310,350.927,699.533,174
ProvidenciaExampleScenario.node[919].veinsmobility,15,0,27135.5,27267.5,240.701,658.413,131.5
ProvidenciaExampleScenario.node[920].veinsmobility,18.0506,0,27135.5,27382.5,528.371,1583.32,246.5
ProvidenciaExampleScenario.node[921].veinsmobility,15.9937,0,27135.5,27330.5,440.944,1335.89,194.5
ProvidenciaExampleScenario.node[922].veinsmobility,16.4144,0,27135.5,27348.5,412.845,1322.87,212.5
ProvidenciaExampleScenario.node[923].veinsmobility,18.5,-2.60668,27136,27370.5,437.357,1004.53,234
ProvidenciaExampleScenario.node[924].veinsmobility,16.25,0,27136,27261.5,266.753,1035.95,125
ProvidenciaExampleScenario.node[925].veinsmobility,15.254,0,27136,27658.5,890.602,2310.08,522
ProvidenciaExampleScenario.node[926].veinsmobility,18.75,0,27136.5,27469,567.454,1078.5,332
ProvidenciaExampleScenario.node[927].veinsmobility,16.9,0,27136.5,27205,164.375,488.509,68
ProvidenciaExampleScenario.node[928].veinsmobility,18,4.93596,27136.5,27198.5,188.527,788.446,61.5
ProvidenciaExampleScenario.node[929].veinsmobility,15.8762,0,27136.5,27332.5,430.827,1392.83,195.5
ProvidenciaExampleScenario.node[930].veinsmobility,18.9107,0,27137,27325.5,391.096,1013.47,188
ProvidenciaExampleScenario.node[931].veinsmobility,15.4742,0,27137,27342.5,419.812,1152.31,205
ProvidenciaExampleScenario.node[932].veinsmobility,18.4195,2.01994,27137,27191.5,189.647,748.072,54
ProvidenciaExampleScenario.node[933].veinsmobility,22.0186,0,27137,27381.5,544.788,1399.25,244
ProvidenciaExampleScenario.node[934].veinsmobility,16.0795,0,27137.5,27203.5,158.29,491.581,65.5
ProvidenciaExampleScenario.node[935].veinsmobility,15.3519,0,27138,27232.5,217.812,635.034,94
ProvidenciaExampleScenario.node[936].veinsmobility,15.9236,0.349302,27138,27202.5,192.301,761.008,64
ProvidenciaExampleScenario.node[937].veinsmobility,19.25,1.96742,27138,27195,198.441,758.784,56.5
ProvidenciaExampleScenario.node[938].veinsmobility,15.2696,0,27138.5,27442.5,429.154,625.994,303.5
ProvidenciaExampleScenario.node[939].veinsmobility,15.0139,0,27138.5,27270.5,237.214,669.235,131.5
ProvidenciaExampleScenario.node[940].veinsmobility,16.25,0,27139,27304,357.062,1086.27,164.5
ProvidenciaExampleScenario.node[941].veinsmobility,15.8454,0,27139,27264.5,269.58,1045.89,125
ProvidenciaExampleScenario.node[942].veinsmobility,21.25,6.9,27139,27171,136.905,475.652,31.5
ProvidenciaExampleScenario.node[943].veinsmobility,14.9513,0,27139.5,27402,415.638,955.496,262
ProvidenciaExampleScenario.node[944].veinsmobility,19.44,0,27139.5,27247.5,260.251,783.963,107.5
ProvidenciaExampleScenario.node[945].veinsmobility,16.0935,-0.775185,27140,27630.5,860.308,1858.93,490
ProvidenciaExampleScenario.node[946].veinsmobility,16.649,0,27140,27270,282.661,811.387,129.5
ProvidenciaExampleScenario.node[947].veinsmobility,16.4568,-3.73179,27140,27263,256.872,663.349,122.5
ProvidenciaExampleScenario.node[948].veinsmobility,19.2112,-1.21123,27140,27306,390.46,1299.65,165.5
ProvidenciaExampleScenario.node[949].veinsmobility,16.4549,0,27140.5,27264.5,244.91,670.181,123.5
ProvidenciaExampleScenario.node[950].veinsmobility,16.25,0,27140.5,27357,402.774,1155.9,216
ProvidenciaExampleScenario.node[951].veinsmobility,19.0824,0,27141,27248.5,272.804,865.523,107
ProvidenciaExampleScenario.node[952].veinsmobility,15.0022,0,27141,27276,257.934,682.391,134.5
ProvidenciaExampleScenario.node[953].veinsmobility,22.1238,7.1,27141,27173,141.632,482.274,31.5
ProvidenciaExampleScenario.node[954].veinsmobility,18.5,0,27141,27387.5,456.506,1215.62,246
ProvidenciaExampleScenario.node[955].veinsmobility,19.2439,0,27141.5,27500.5,616.433,1517.21,358.5
ProvidenciaExampleScenario.node[956].veinsmobility,22.4803,-5.83518,27141.5,27568,901.022,2343.09,426
ProvidenciaExampleScenario.node[957].veinsmobility,21.8863,0,27142,27386,501.215,1279.4,243.5
