Module,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_startTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_stopTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalTime
RSUExampleScenario.node[3517].veinsmobility,17.6207,0,27515.5,27683,317.162,689.096,167
RSUExampleScenario.node[2929].veinsmobility,19.75,0,27427.5,27683,551.153,1382.41,255
RSUExampleScenario.node[3784].veinsmobility,16,0,27556.5,27683,291.861,901.144,126
RSUExampleScenario.node[2417].veinsmobility,21.0503,0,27356,27683,669.524,1665.36,326.5
RSUExampleScenario.node[2998].veinsmobility,19.9506,0,27437,27683.5,522.547,1376.93,246
RSUExampleScenario.node[2465].veinsmobility,21.5081,0,27361,27684.5,664.824,1681.04,323
RSUExampleScenario.node[3869].veinsmobility,16.25,-1.55578,27572,27685,291.828,900.528,112.5
RSUExampleScenario.node[3429].veinsmobility,18.5833,0,27502.5,27685.5,346.959,703.426,182.5
RSUExampleScenario.node[4424].veinsmobility,17.4112,5.97916,27662,27686,80.8846,312.857,23.5
RSUExampleScenario.node[2335].veinsmobility,15,0,27344,27686.5,602.364,1491.48,342
RSUExampleScenario.node[3358].veinsmobility,19.25,0,27490,27686.5,445.779,1370.25,196
RSUExampleScenario.node[3880].veinsmobility,16.25,0,27574,27686.5,271.985,848.646,112
RSUExampleScenario.node[3026].veinsmobility,16.25,0,27442,27687,396.178,714.578,244.5
RSUExampleScenario.node[3052].veinsmobility,16.2572,0,27446,27687,377.948,657.144,240.5
RSUExampleScenario.node[3637].veinsmobility,17.6417,0,27535,27687,351.832,1084.37,151.5
RSUExampleScenario.node[1894].veinsmobility,23.9389,-2.68113,27278.5,27687.5,682.099,1099.92,408.5
RSUExampleScenario.node[2932].veinsmobility,15.5,0,27428,27687.5,394.211,703.501,259
RSUExampleScenario.node[2864].veinsmobility,18.7132,0,27419.5,27688,411.672,695.109,268
RSUExampleScenario.node[3137].veinsmobility,16.9509,0,27457,27688,507.53,1563.55,230.5
RSUExampleScenario.node[3721].veinsmobility,19.25,0,27547.5,27688,298.234,802.18,140
RSUExampleScenario.node[2837].veinsmobility,16.75,0,27415.5,27688.5,546.424,1488.93,272.5
RSUExampleScenario.node[3155].veinsmobility,15.3958,0,27459,27688.5,401.836,869.885,229
RSUExampleScenario.node[3736].veinsmobility,16.25,0,27549.5,27688.5,331.398,1026.9,138.5
RSUExampleScenario.node[3818].veinsmobility,16.25,0,27562,27688.5,296.493,899.703,126
RSUExampleScenario.node[3921].veinsmobility,17.7148,0,27580,27688.5,341.912,1009.23,108
RSUExampleScenario.node[3624].veinsmobility,15.0217,0,27533.5,27689,279.276,649.006,155
RSUExampleScenario.node[3450].veinsmobility,18.3896,0,27505,27689.5,327.655,701.151,184
RSUExampleScenario.node[3648].veinsmobility,16.25,0,27537,27689.5,272.094,615.581,152
RSUExampleScenario.node[2974].veinsmobility,15,0,27433.5,27689.5,384.34,704.14,255.5
RSUExampleScenario.node[4019].veinsmobility,19.25,0,27595,27689.5,226.822,701.416,94
RSUExampleScenario.node[3596].veinsmobility,17.5523,0,27528.5,27689.5,367.659,1032.06,160.5
RSUExampleScenario.node[3116].veinsmobility,16.3861,0,27453.5,27690,426.149,896.569,236
RSUExampleScenario.node[3751].veinsmobility,16.9032,0,27551.5,27690.5,273.881,644.75,138.5
RSUExampleScenario.node[3290].veinsmobility,15.1453,0,27479,27690.5,371.998,910.168,211
RSUExampleScenario.node[3482].veinsmobility,16.5784,-0.0602417,27510.5,27690.5,397.612,1108.27,179.5
RSUExampleScenario.node[3238].veinsmobility,15.5,-0.615975,27471,27691,349.747,718.353,219.5
RSUExampleScenario.node[3917].veinsmobility,18.177,0,27579.5,27691,265.031,862.457,111
RSUExampleScenario.node[3957].veinsmobility,14.8608,0,27585,27691,246.902,892.8,105.5
RSUExampleScenario.node[3611].veinsmobility,15,0,27531.5,27691.5,272.75,640.026,159.5
RSUExampleScenario.node[3882].veinsmobility,15.65,0,27574.5,27692,292.015,1069.37,117
RSUExampleScenario.node[3739].veinsmobility,15.8948,0,27550,27692.5,248.807,660.834,142
RSUExampleScenario.node[3149].veinsmobility,15.4807,0,27458,27692.5,399.694,904.087,234
RSUExampleScenario.node[3390].veinsmobility,16.123,0,27496,27692.5,368.368,919.177,196
RSUExampleScenario.node[3650].veinsmobility,16.45,-0.418247,27537.5,27693,277.811,635.739,155
RSUExampleScenario.node[2219].veinsmobility,15.7318,0,27328.5,27693.5,625.322,1393.47,364.5
RSUExampleScenario.node[3674].veinsmobility,15.9586,0,27540.5,27693.5,272.781,652.625,152.5
RSUExampleScenario.node[3889].veinsmobility,17.5855,-0.713399,27575.5,27693.5,329.039,1084.73,117.5
RSUExampleScenario.node[3802].veinsmobility,16.0513,0,27559.5,27694,240.769,622.771,134
RSUExampleScenario.node[3243].veinsmobility,15.4383,0,27471,27694.5,383.446,905.361,223
RSUExampleScenario.node[3567].veinsmobility,15.9921,0,27523,27694.5,330.564,890.778,171
RSUExampleScenario.node[4053].veinsmobility,15.25,0,27600,27695.5,223.685,702.017,95
RSUExampleScenario.node[3661].veinsmobility,14.9865,0,27539.5,27695.5,275.809,659.3,155.5
RSUExampleScenario.node[3853].veinsmobility,15.9422,0,27569,27695.5,237.915,645.531,126
RSUExampleScenario.node[2285].veinsmobility,15.2215,0,27336.5,27696,591.285,1381.66,359
RSUExampleScenario.node[3923].veinsmobility,15.9782,0.278839,27580.5,27696,314.412,1124.84,115
RSUExampleScenario.node[3732].veinsmobility,16.25,0,27549.5,27696.5,266.142,633.757,146.5
RSUExampleScenario.node[3349].veinsmobility,15.7778,0,27488,27696.5,377.493,925.608,208
RSUExampleScenario.node[2064].veinsmobility,16.25,0,27306.5,27696.5,750.267,1852.74,389.5
RSUExampleScenario.node[2082].veinsmobility,16.25,-1.09184,27309,27696.5,738.793,1861.27,387
RSUExampleScenario.node[2440].veinsmobility,17.6213,0,27359.5,27697.5,595.382,1375.54,337.5
RSUExampleScenario.node[3691].veinsmobility,15.0521,0,27543,27697.5,275.17,660.309,154
RSUExampleScenario.node[3860].veinsmobility,16.6283,0,27570,27697.5,251.318,672.001,127
RSUExampleScenario.node[2334].veinsmobility,17.5,-1.96593,27343.5,27697.5,729.483,1872.5,353.5
RSUExampleScenario.node[3700].veinsmobility,16.3613,0,27544,27697.5,347.851,1008.62,153
RSUExampleScenario.node[4008].veinsmobility,17.1882,1.19411,27593.5,27698,318.052,1023.52,104
RSUExampleScenario.node[3078].veinsmobility,16.25,0,27448.5,27698.5,477.069,1150.73,249.5
RSUExampleScenario.node[3765].veinsmobility,15.9283,0,27553.5,27698.5,254.166,610.005,144.5
RSUExampleScenario.node[3446].veinsmobility,15.8952,0,27504,27698.5,339.024,926.057,194
RSUExampleScenario.node[3647].veinsmobility,15.9812,-1.06805,27536.5,27698.5,293.902,582.036,161.5
RSUExampleScenario.node[3708].veinsmobility,16.1487,0,27545.5,27699,278.621,636.59,153
RSUExampleScenario.node[3558].veinsmobility,15.4383,0,27521.5,27699,318.858,891.16,177
RSUExampleScenario.node[4045].veinsmobility,16.25,0,27600,27699.5,219.984,648.627,99
RSUExampleScenario.node[2745].veinsmobility,16.946,0,27401.5,27699.5,587.02,1646.82,297.5
RSUExampleScenario.node[3655].veinsmobility,15,0,27538,27700,345.304,1118.04,161.5
RSUExampleScenario.node[3809].veinsmobility,15.6969,0,27561,27700.5,245.073,622.254,139
RSUExampleScenario.node[2275].veinsmobility,16.1173,0,27335.5,27700.5,715.403,1856.28,364.5
RSUExampleScenario.node[2320].veinsmobility,16.25,0,27342,27700.5,706.13,1839.3,358
RSUExampleScenario.node[3811].veinsmobility,14.985,0,27561.5,27701,238.977,647.895,139
RSUExampleScenario.node[2255].veinsmobility,16,0,27333,27701,690.401,1743.07,367.5
RSUExampleScenario.node[3848].veinsmobility,16.25,0,27568,27701.5,267.018,664.111,133
RSUExampleScenario.node[2709].veinsmobility,18.2754,0,27395,27701.5,626.952,1651.68,306
RSUExampleScenario.node[2731].veinsmobility,16.8977,0,27398,27701.5,594.083,1682.51,303
RSUExampleScenario.node[2170].veinsmobility,16.04,0,27322,27702.5,577.789,905.923,380
RSUExampleScenario.node[2369].veinsmobility,22.9772,0,27348.5,27702.5,624.297,1058.42,353.5
RSUExampleScenario.node[3856].veinsmobility,15.7567,0,27569.5,27702.5,249.677,656.853,132.5
RSUExampleScenario.node[3400].veinsmobility,16.25,0,27498,27702.5,429.786,1219.32,204
RSUExampleScenario.node[4098].veinsmobility,16.25,0,27606.5,27703,256.803,898.626,96
RSUExampleScenario.node[1273].veinsmobility,21.4844,-0.387852,27187,27703,946.926,2348.74,515.5
RSUExampleScenario.node[4087].veinsmobility,16.25,0,27605.5,27703,258.217,910.052,97
RSUExampleScenario.node[4052].veinsmobility,15.75,0,27600,27703.5,228.917,679.13,103
RSUExampleScenario.node[1975].veinsmobility,15.7778,0,27293,27703.5,662.296,1385.64,410
RSUExampleScenario.node[2515].veinsmobility,15.0563,-2.31187,27370,27703.5,643.466,1844.36,333
RSUExampleScenario.node[3781].veinsmobility,15.65,0,27556,27703.5,318.377,1078.98,147
RSUExampleScenario.node[3683].veinsmobility,16,0,27542,27704,304.691,779.045,161.5
RSUExampleScenario.node[3829].veinsmobility,15.4002,0,27565.5,27704.5,261.158,645.724,138.5
RSUExampleScenario.node[2310].veinsmobility,16.25,-1.59009,27340,27704.5,713.522,1864.86,364
RSUExampleScenario.node[4070].veinsmobility,15,0,27603,27705,223.281,659.582,101.5
RSUExampleScenario.node[3623].veinsmobility,15.3505,-0.795696,27533.5,27705,317.041,790.366,171
RSUExampleScenario.node[4190].veinsmobility,16.4669,0,27621.5,27705,264.265,889.468,83
RSUExampleScenario.node[3506].veinsmobility,15.9313,0,27513.5,27705.5,396.784,1155.85,191.5
RSUExampleScenario.node[3947].veinsmobility,15,0,27583.5,27705.5,235.034,618.636,121.5
RSUExampleScenario.node[3878].veinsmobility,15.4,0,27573.5,27705.5,302.092,1069.92,131.5
RSUExampleScenario.node[1916].veinsmobility,15.4383,0,27283,27706,751.899,1753.16,422.5
RSUExampleScenario.node[3884].veinsmobility,14.7672,0,27575,27706.5,263.208,635.677,131
RSUExampleScenario.node[4287].veinsmobility,16.1597,0,27637.5,27706.5,145.94,454.37,68.5
RSUExampleScenario.node[3013].veinsmobility,15.3761,0,27439,27706.5,534.334,1594.11,267
RSUExampleScenario.node[2190].veinsmobility,15.5,0,27324,27706.5,713.881,1722.86,382
RSUExampleScenario.node[4025].veinsmobility,15.2192,-1.32972,27596.5,27707,237.506,645.703,110
RSUExampleScenario.node[2262].veinsmobility,16.25,0,27334,27707,708.886,1973.34,372.5
RSUExampleScenario.node[3638].veinsmobility,15,0,27535.5,27707,314.985,815.499,171
RSUExampleScenario.node[4041].veinsmobility,14.5965,0,27598.5,27707,265.351,919.381,108
RSUExampleScenario.node[4119].veinsmobility,15,0,27611,27707.5,212.939,617.964,96
RSUExampleScenario.node[1548].veinsmobility,18.75,0,27233,27708,690.713,1061.78,474.5
RSUExampleScenario.node[3868].veinsmobility,15.45,0,27572,27708,261.318,660.89,135.5
RSUExampleScenario.node[3395].veinsmobility,16.1597,0,27496.5,27708.5,428.519,1208.34,211.5
RSUExampleScenario.node[4446].veinsmobility,16.25,3.24255,27666,27708.5,126.098,452.089,42
RSUExampleScenario.node[3997].veinsmobility,16.0626,0,27592,27708.5,295.008,941.199,116
RSUExampleScenario.node[4124].veinsmobility,15.2349,0,27611.5,27709,222.415,639.001,97
RSUExampleScenario.node[4150].veinsmobility,15.3908,-0.482208,27615,27709,223.436,658.058,93.5
RSUExampleScenario.node[1866].veinsmobility,14.7913,0,27275,27709,716.008,1598.67,433.5
RSUExampleScenario.node[3943].veinsmobility,16.592,0,27583,27709.5,247.534,635.652,126
RSUExampleScenario.node[4048].veinsmobility,15.3749,0,27600,27710,271.616,902.77,109.5
RSUExampleScenario.node[2382].veinsmobility,16.4494,0,27350,27710.5,715.543,1998.62,360
RSUExampleScenario.node[2616].veinsmobility,15.2325,0,27382,27710.5,605.928,1598.83,328
RSUExampleScenario.node[3770].veinsmobility,16,0,27554.5,27711,296.99,770.127,156
RSUExampleScenario.node[2536].veinsmobility,18.5533,0,27373.5,27711,552.497,975.728,337
RSUExampleScenario.node[4145].veinsmobility,15.6048,-2.48618,27614.5,27711,231.077,636.281,96
RSUExampleScenario.node[4198].veinsmobility,15.4304,0,27622.5,27711,212.953,656.776,88
RSUExampleScenario.node[2054].veinsmobility,18.75,0,27304.5,27711,815.424,2384.68,406
RSUExampleScenario.node[3933].veinsmobility,15.7393,-1.67395,27582,27711.5,254.336,653.298,129
RSUExampleScenario.node[4073].veinsmobility,15.4805,0,27603,27711.5,282.906,891.364,108
RSUExampleScenario.node[3904].veinsmobility,15,0,27577.5,27711.5,314.766,1079.12,133.5
RSUExampleScenario.node[4216].veinsmobility,16.5107,0,27625.5,27712,282.82,900.516,86
RSUExampleScenario.node[2393].veinsmobility,19.0946,0,27351.5,27712.5,617.681,1234.61,360.5
RSUExampleScenario.node[4276].veinsmobility,15.1592,0,27636,27713,193.294,648.009,76.5
RSUExampleScenario.node[2573].veinsmobility,16.25,0,27378,27713,665.592,1952.48,334.5
RSUExampleScenario.node[2689].veinsmobility,16.25,0,27392,27713,634.064,2005.21,320.5
RSUExampleScenario.node[4077].veinsmobility,15.4788,0,27604,27713,279.815,896.17,108.5
RSUExampleScenario.node[3879].veinsmobility,18.8861,0,27574,27713.5,296.562,662.928,139
RSUExampleScenario.node[4156].veinsmobility,15.1998,0,27616,27713.5,221.626,668.584,97
RSUExampleScenario.node[4016].veinsmobility,15.6646,0,27595,27713.5,234.273,635.678,118
RSUExampleScenario.node[4066].veinsmobility,16.1327,-1.1448,27602,27714.5,236.885,652.246,112
RSUExampleScenario.node[3150].veinsmobility,21.5,0,27458.5,27715,491.501,1063.5,256
RSUExampleScenario.node[1239].veinsmobility,18.0415,0,27182,27715,871.875,1951.83,532.5
RSUExampleScenario.node[4107].veinsmobility,15.4713,0,27608,27715,279.156,906.941,106.5
RSUExampleScenario.node[3355].veinsmobility,17.7033,0,27489.5,27715.5,352.746,656.273,225.5
RSUExampleScenario.node[4058].veinsmobility,15.65,0,27600.5,27715.5,244.381,661.906,114.5
RSUExampleScenario.node[4271].veinsmobility,15.0584,0,27635.5,27715.5,201.931,649.113,79.5
RSUExampleScenario.node[4209].veinsmobility,16.7693,0,27624.5,27715.5,257.943,891.744,90.5
RSUExampleScenario.node[2448].veinsmobility,15.5,0,27360,27716,675.76,1911.93,355.5
RSUExampleScenario.node[2404].veinsmobility,16.2785,0,27353,27716,695.498,2011.49,362.5
RSUExampleScenario.node[2327].veinsmobility,16.25,0,27342.5,27716,725.139,2003.5,373
RSUExampleScenario.node[4014].veinsmobility,14.7744,0,27594.5,27716,296.711,875.569,121
RSUExampleScenario.node[3199].veinsmobility,22.1172,0,27466,27716.5,465.587,1064.2,250
RSUExampleScenario.node[4137].veinsmobility,15.3256,0,27613.5,27716.5,265.086,899.601,102.5
RSUExampleScenario.node[3167].veinsmobility,21.9675,0,27462.5,27717,494.867,1069.04,254
RSUExampleScenario.node[4079].veinsmobility,15.7465,0,27604.5,27717,232.13,666.185,112
RSUExampleScenario.node[4285].veinsmobility,14.9739,0,27637.5,27717,189.506,613.201,79
RSUExampleScenario.node[3221].veinsmobility,22.2048,0,27469,27718,475.212,1066.98,248.5
RSUExampleScenario.node[4193].veinsmobility,16.1955,0,27622,27718,222.115,655.318,95.5
RSUExampleScenario.node[1338].veinsmobility,17.0342,0,27198.5,27718,872.827,1946.93,519
RSUExampleScenario.node[3177].veinsmobility,17.3741,0,27463.5,27718.5,544.753,1781.96,254.5
RSUExampleScenario.node[3251].veinsmobility,22.7137,0,27473,27719,478.418,1063.52,245.5
RSUExampleScenario.node[3208].veinsmobility,21.3471,0,27467.5,27719,466.197,1076.57,251
RSUExampleScenario.node[4116].veinsmobility,14.9899,0,27610.5,27719,226.045,644.446,108
RSUExampleScenario.node[2712].veinsmobility,16.6341,0,27395.5,27719,656.761,1992.97,323
RSUExampleScenario.node[3995].veinsmobility,14.8338,-1.47279,27591.5,27719,293.078,927.648,127
RSUExampleScenario.node[4159].veinsmobility,15,0,27616,27719,254.576,910.232,102.5
RSUExampleScenario.node[4175].veinsmobility,15.1388,0,27619,27720,212.391,610.102,100.5
RSUExampleScenario.node[3644].veinsmobility,16.5917,0,27536.5,27720.5,329.548,817.109,183.5
RSUExampleScenario.node[4167].veinsmobility,15.0574,0,27617.5,27720.5,256.349,850.748,102.5
RSUExampleScenario.node[4290].veinsmobility,16.5,0,27638.5,27720.5,236.221,879.92,81.5
RSUExampleScenario.node[4140].veinsmobility,15.5548,0,27614,27721,239.812,652.402,106.5
RSUExampleScenario.node[2928].veinsmobility,15,0,27427,27721,571.897,1778.19,293.5
RSUExampleScenario.node[4329].veinsmobility,16.7638,0,27645,27721.5,215.076,848.072,76
RSUExampleScenario.node[3303].veinsmobility,20.7026,0,27481.5,27722,445.335,1072.43,240
RSUExampleScenario.node[3601].veinsmobility,21.6692,0,27530,27722,409.779,1063.11,191.5
RSUExampleScenario.node[3529].veinsmobility,19.072,-4.06696,27517,27722,408.702,698.852,204.5
RSUExampleScenario.node[4318].veinsmobility,15.4567,1.24276,27643,27722,201.204,638.753,78.5
RSUExampleScenario.node[2727].veinsmobility,16.25,0,27397.5,27722,619.341,1763.9,324
RSUExampleScenario.node[4174].veinsmobility,15.3389,0,27618.5,27722,256.359,887.293,103
RSUExampleScenario.node[4170].veinsmobility,15.446,0,27618.5,27723,228.533,656.209,104
RSUExampleScenario.node[2456].veinsmobility,15.2549,-4.26904,27360,27723.5,684.955,1946.13,363
RSUExampleScenario.node[3275].veinsmobility,17.4263,0,27476.5,27723.5,521.176,1778.47,246.5
RSUExampleScenario.node[4260].veinsmobility,16.6169,0,27634,27723.5,246.91,906.927,89
RSUExampleScenario.node[3460].veinsmobility,20.7157,0,27507,27724,426.31,1063.28,216.5
RSUExampleScenario.node[3669].veinsmobility,15.3,0,27540,27724.5,339.581,1039.7,184
RSUExampleScenario.node[3679].veinsmobility,21.2927,0,27541.5,27724.5,386.176,1069.92,182.5
RSUExampleScenario.node[4236].veinsmobility,15,0,27630.5,27724.5,222.383,640.067,93.5
RSUExampleScenario.node[3404].veinsmobility,15.7778,0,27498.5,27725,519.843,1767.39,226
RSUExampleScenario.node[4102].veinsmobility,16.1447,0,27607.5,27725.5,269.269,807.165,117.5
RSUExampleScenario.node[3769].veinsmobility,20.3948,0,27554.5,27725.5,376.268,1066.97,170.5
RSUExampleScenario.node[3619].veinsmobility,20.9163,0,27532.5,27725.5,392.706,1072.04,192.5
RSUExampleScenario.node[4319].veinsmobility,15.8535,0,27643,27726,222.309,901.092,82.5
RSUExampleScenario.node[3480].veinsmobility,18.7092,0,27510.5,27726.5,425.252,863.802,215.5
RSUExampleScenario.node[1167].veinsmobility,18.5,0,27174,27726.5,864.931,1460.17,552
RSUExampleScenario.node[3946].veinsmobility,21.5203,0,27583.5,27726.5,344.056,1063.13,142.5
RSUExampleScenario.node[4325].veinsmobility,16.25,0,27644,27726.5,241.838,909.781,82
RSUExampleScenario.node[3852].veinsmobility,20.562,0,27569,27727,353.443,1064.35,157.5
RSUExampleScenario.node[3705].veinsmobility,18.5,0,27545,27727.5,389.202,974.202,182
RSUExampleScenario.node[3218].veinsmobility,15.4606,0,27468.5,27727.5,545.052,1558.81,258.5
RSUExampleScenario.node[3841].veinsmobility,16,0,27567,27728,317.783,807.262,160.5
RSUExampleScenario.node[3942].veinsmobility,21.4686,0,27583,27728,358.764,1079.99,144.5
RSUExampleScenario.node[3939].veinsmobility,20.8934,0,27582.5,27728.5,346.788,1063.99,145.5
RSUExampleScenario.node[3415].veinsmobility,16.2051,0,27500,27728.5,535.434,1775.78,228
RSUExampleScenario.node[4414].veinsmobility,16.25,0,27660.5,27729,220.405,870.808,68
RSUExampleScenario.node[1544].veinsmobility,21.5072,-1.73813,27232,27730,781.41,1301.64,497.5
RSUExampleScenario.node[4033].veinsmobility,21.2751,0,27597.5,27730,330.532,1084.61,132
RSUExampleScenario.node[3744].veinsmobility,18.0126,0,27550.5,27730,350.67,963.486,179
RSUExampleScenario.node[4131].veinsmobility,19.75,0,27612,27730,260.177,654.515,117.5
RSUExampleScenario.node[4132].veinsmobility,19.75,0,27612.5,27730,260.987,631.667,117
RSUExampleScenario.node[4147].veinsmobility,18.9946,0,27614.5,27730,269.993,747.331,115
RSUExampleScenario.node[2606].veinsmobility,18.7241,-0.406336,27381.5,27730,562.792,1000.62,348
RSUExampleScenario.node[3255].veinsmobility,16.3675,0,27473.5,27730.5,473.009,1073.25,256.5
RSUExampleScenario.node[2450].veinsmobility,15.2016,0,27360,27731,669.481,1928,370.5
RSUExampleScenario.node[1683].veinsmobility,22.1057,0,27249.5,27731.5,779.036,1308.69,481.5
RSUExampleScenario.node[3216].veinsmobility,19.3472,0,27468.5,27731.5,477.06,1026.81,262.5
RSUExampleScenario.node[3079].veinsmobility,18.5208,-1.45064,27449,27731.5,525.569,1014.34,282
RSUExampleScenario.node[2475].veinsmobility,22.9887,0,27362.5,27732,654.545,1295.98,369
RSUExampleScenario.node[3142].veinsmobility,17.3837,-1.03577,27457.5,27732,517.599,1068.21,274
RSUExampleScenario.node[3787].veinsmobility,22.5,0,27557,27732,473.33,1256.91,174.5
RSUExampleScenario.node[3374].veinsmobility,16.25,0,27492,27732,497.079,1255.75,239.5
RSUExampleScenario.node[3006].veinsmobility,18.8333,0,27438.5,27732,510.181,1019.97,293
RSUExampleScenario.node[2908].veinsmobility,18.724,0,27425,27732,518.328,1002.67,306.5
RSUExampleScenario.node[3719].veinsmobility,17.5279,0,27547.5,27732.5,366.13,975.995,184.5
RSUExampleScenario.node[3728].veinsmobility,18.0627,0,27548.5,27733,355.544,992.886,184
RSUExampleScenario.node[4392].veinsmobility,16.25,0,27657.5,27733,233.798,901.056,75
RSUExampleScenario.node[2006].veinsmobility,22.1213,-0.279909,27297.5,27733.5,732.416,1296.66,435.5
RSUExampleScenario.node[4289].veinsmobility,16.9,0,27638,27733.5,172.642,281.849,95
RSUExampleScenario.node[3465].veinsmobility,16.75,0,27507.5,27733.5,449.685,1067.54,225.5
RSUExampleScenario.node[3628].veinsmobility,20.1172,0,27534,27733.5,423.995,1016.49,199
RSUExampleScenario.node[3051].veinsmobility,18.5611,0,27446,27733.5,473.394,1009.73,287
RSUExampleScenario.node[3197].veinsmobility,18.2383,-0.627399,27466,27733.5,490.933,980.606,267
RSUExampleScenario.node[3391].veinsmobility,18.5643,0,27496.5,27734,460.01,1016.28,237
RSUExampleScenario.node[3039].veinsmobility,16.25,0,27444,27734.5,533.471,1223.85,290
RSUExampleScenario.node[2470].veinsmobility,16.25,0,27362,27734.5,694.774,1852.91,372
RSUExampleScenario.node[3044].veinsmobility,18.8498,-0.437345,27445,27734.5,514.534,1022.6,289
RSUExampleScenario.node[1526].veinsmobility,21.3014,-2.64064,27228.5,27735,799.603,1294.79,506
RSUExampleScenario.node[4346].veinsmobility,16.25,0,27647.5,27735,157.701,278.486,87
RSUExampleScenario.node[1752].veinsmobility,21.9826,0,27258.5,27735,794.565,1404.38,476
RSUExampleScenario.node[2107].veinsmobility,18.0652,0,27312,27735,734.928,1460.74,422.5
RSUExampleScenario.node[2292].veinsmobility,15,0,27337.5,27735,737.919,1872.86,397
RSUExampleScenario.node[2566].veinsmobility,20.7697,0,27377,27735,694.964,1632.54,357.5
RSUExampleScenario.node[3003].veinsmobility,17.5972,0,27437.5,27735.5,524.552,1230.34,297.5
RSUExampleScenario.node[4266].veinsmobility,15.0563,0,27635,27735.5,240.481,757.65,100
RSUExampleScenario.node[3464].veinsmobility,19.25,0,27507.5,27735.5,436.744,1011.27,227.5
RSUExampleScenario.node[2897].veinsmobility,18.6605,0,27423.5,27735.5,515.069,1008.49,311.5
RSUExampleScenario.node[4434].veinsmobility,16.5,-0.84663,27664.5,27735.5,226.762,859.816,70.5
RSUExampleScenario.node[3735].veinsmobility,18.2991,0,27549.5,27736,389.737,991.696,186
RSUExampleScenario.node[3402].veinsmobility,18.0314,0,27498.5,27736,434.647,1008.97,237
RSUExampleScenario.node[3618].veinsmobility,19.25,0,27532.5,27736,383.223,1000.93,203
RSUExampleScenario.node[2648].veinsmobility,15.9588,0,27386,27736.5,658.177,1724.41,350
RSUExampleScenario.node[3738].veinsmobility,16.0208,0,27549.5,27736.5,411.856,1219.47,186.5
RSUExampleScenario.node[2659].veinsmobility,22.5336,0,27388,27737,845.566,2331.01,348.5
RSUExampleScenario.node[1467].veinsmobility,21.648,-0.578094,27218.5,27737,850.142,1410.9,518
RSUExampleScenario.node[2808].veinsmobility,19.093,-1.15954,27411,27737,648.172,1673.49,325.5
RSUExampleScenario.node[3918].veinsmobility,16.75,0,27580,27737.5,358.925,1077.64,157
RSUExampleScenario.node[3898].veinsmobility,19.6047,-0.82907,27576.5,27737.5,358.209,977.226,160.5
RSUExampleScenario.node[3494].veinsmobility,18.071,0,27512.5,27737.5,397.214,1001.11,224.5
RSUExampleScenario.node[3641].veinsmobility,19.25,0,27536,27737.5,392.181,1015.25,201
RSUExampleScenario.node[4455].veinsmobility,15,0,27668.5,27738,157.674,471.636,69
RSUExampleScenario.node[3753].veinsmobility,18.9063,0,27551.5,27738,367.782,994.06,186
RSUExampleScenario.node[3660].veinsmobility,15.9,0,27539,27738,440.52,1217.62,198.5
RSUExampleScenario.node[2629].veinsmobility,16.1961,-1.99639,27384,27738,743.339,1873.01,353.5
RSUExampleScenario.node[4527].veinsmobility,16.25,0,27679.5,27738.5,130.1,264.478,58.5
RSUExampleScenario.node[3855].veinsmobility,16.3211,0,27569.5,27738.5,339.126,1069.07,168.5
RSUExampleScenario.node[3991].veinsmobility,16.8195,0,27591,27738.5,279.589,618.347,147
RSUExampleScenario.node[3690].veinsmobility,19.25,0,27543,27738.5,379.316,1005.07,195
RSUExampleScenario.node[3764].veinsmobility,15.5,0,27553.5,27739,370.608,1066.35,185
RSUExampleScenario.node[1700].veinsmobility,22.5,0,27251.5,27739,803.456,1405,487
RSUExampleScenario.node[2984].veinsmobility,18.75,0,27435.5,27739,515.119,911.085,303
RSUExampleScenario.node[1887].veinsmobility,16.25,0,27277.5,27739,888.549,2314.23,461
RSUExampleScenario.node[4011].veinsmobility,15.64,0,27594.5,27739.5,320.766,1080.26,144.5
RSUExampleScenario.node[3507].veinsmobility,16.2158,0,27514,27740,465.781,1086.71,225.5
RSUExampleScenario.node[4046].veinsmobility,15.65,0,27600,27740,258.88,624.937,139.5
RSUExampleScenario.node[2798].veinsmobility,16.25,0,27409,27740,681.018,1787.65,330.5
RSUExampleScenario.node[2903].veinsmobility,17.9325,0,27424,27740,480.146,1018.64,315.5
RSUExampleScenario.node[2972].veinsmobility,18.4816,0,27433,27740,593.139,1563.95,306.5
