Module,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_startTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_stopTime,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER1.0_100Demand/nodebug-0.sca_nodebug-0-20170523-10:37:30-9104_totalTime
RSUExampleScenario.node[1973].veinsmobility,18.9078,0,27292.5,27411,258.588,787.736,118
RSUExampleScenario.node[317].veinsmobility,21.3055,-0.859571,27047,27411.5,662.84,1478.67,364
RSUExampleScenario.node[1990].veinsmobility,19.4377,0,27294.5,27411.5,260.197,791.217,116.5
RSUExampleScenario.node[1678].veinsmobility,19.3573,0,27249,27412.5,341.269,883.381,163
RSUExampleScenario.node[1484].veinsmobility,21.3956,0,27221.5,27412.5,463.058,1291.91,190.5
RSUExampleScenario.node[1092].veinsmobility,16.25,0,27163,27412.5,461.393,1129.16,249
RSUExampleScenario.node[1237].veinsmobility,19.0453,0,27182,27412.5,478.502,1314.49,230
RSUExampleScenario.node[813].veinsmobility,16.25,-0.704212,27120,27413,626.144,1864.83,292.5
RSUExampleScenario.node[1942].veinsmobility,18.3388,0,27287.5,27413,258.2,789.348,125
RSUExampleScenario.node[1717].veinsmobility,16,0,27253.5,27413,342.798,916.691,159
RSUExampleScenario.node[1704].veinsmobility,18.1779,-0.472958,27252,27413,373.339,1066.37,160.5
RSUExampleScenario.node[890].veinsmobility,16.3738,0,27131.5,27413.5,586.029,1864.55,281.5
RSUExampleScenario.node[970].veinsmobility,16.4516,0,27144,27413.5,476.531,1100.23,269
RSUExampleScenario.node[1741].veinsmobility,16,0,27256.5,27413.5,342.093,925.738,156.5
RSUExampleScenario.node[1292].veinsmobility,15.4203,0,27191,27414,395.663,949.281,222.5
RSUExampleScenario.node[1438].veinsmobility,15.0534,0,27214.5,27414,349.629,897.557,199
RSUExampleScenario.node[1764].veinsmobility,16.75,0,27260,27414,241.565,494.196,153.5
RSUExampleScenario.node[2031].veinsmobility,19.25,0,27300.5,27414,245.515,789.293,113
RSUExampleScenario.node[1971].veinsmobility,18.793,0,27292,27414,259.168,779.808,121.5
RSUExampleScenario.node[1720].veinsmobility,15,0,27254,27414,335.834,1055.05,159.5
RSUExampleScenario.node[2234].veinsmobility,14.868,0,27331,27414.5,164.998,500.664,83
RSUExampleScenario.node[1365].veinsmobility,18.7824,0,27203,27414.5,462.788,1299.68,211
RSUExampleScenario.node[2017].veinsmobility,18.0694,0,27299,27414.5,242.205,780.876,115
RSUExampleScenario.node[1728].veinsmobility,18.2151,-1.47528,27255,27414.5,361.43,1006.81,159
RSUExampleScenario.node[1799].veinsmobility,16.25,0,27264.5,27415,340.932,877.89,150
RSUExampleScenario.node[2048].veinsmobility,12.3626,0,27304,27415.5,181.317,292.179,111
RSUExampleScenario.node[1168].veinsmobility,20,0,27174,27415.5,515.342,1304,241
RSUExampleScenario.node[2131].veinsmobility,18.5345,0,27315,27415.5,223.579,745.859,100
RSUExampleScenario.node[656].veinsmobility,20.5,0,27095.5,27415.5,674.016,1782.3,319.5
RSUExampleScenario.node[945].veinsmobility,16.25,-0.774414,27140,27416,597.144,1850.98,275.5
RSUExampleScenario.node[1862].veinsmobility,19.705,0,27275,27416.5,314.535,879.418,141
RSUExampleScenario.node[1765].veinsmobility,18,0,27260,27416.5,374.382,1396,156
RSUExampleScenario.node[2104].veinsmobility,19.6403,0,27312,27416.5,237.866,776.709,104
RSUExampleScenario.node[1726].veinsmobility,17.3311,0,27254.5,27416.5,378.335,1108.7,161.5
RSUExampleScenario.node[2011].veinsmobility,18,0,27298,27417,246.82,755.281,118.5
RSUExampleScenario.node[1802].veinsmobility,16.25,0,27265,27417,344.136,1103.78,151.5
RSUExampleScenario.node[1605].veinsmobility,15.5,0,27240,27417.5,274.175,496.026,177
RSUExampleScenario.node[1307].veinsmobility,19.25,0,27193.5,27417.5,478.763,1296.83,223.5
RSUExampleScenario.node[2137].veinsmobility,16.0089,0,27316.5,27418,164.332,325.857,101
RSUExampleScenario.node[1135].veinsmobility,15.65,0,27168.5,27418,453.508,1145.97,249
RSUExampleScenario.node[2127].veinsmobility,19.4913,0,27314.5,27418,242.378,785.412,103
RSUExampleScenario.node[1880].veinsmobility,15.7864,0,27276.5,27418,332.229,1078.24,141
RSUExampleScenario.node[1682].veinsmobility,21.5868,0,27249.5,27418.5,452.928,1316.49,168.5
RSUExampleScenario.node[1998].veinsmobility,15.4807,0,27296.5,27418.5,237.861,746.774,121.5
RSUExampleScenario.node[2000].veinsmobility,18.0127,0,27296.5,27418.5,263.096,787.06,121.5
RSUExampleScenario.node[2366].veinsmobility,14.8022,1.85506,27348,27419,161.842,477.22,70.5
RSUExampleScenario.node[2106].veinsmobility,16.25,0,27312,27419,284.079,841.74,106.5
RSUExampleScenario.node[1962].veinsmobility,17.9534,0,27291,27419,341.688,1097.18,127.5
RSUExampleScenario.node[2050].veinsmobility,19.4,0,27304,27419.5,304.149,975.713,115
RSUExampleScenario.node[1653].veinsmobility,15.4934,0,27246,27419.5,377.825,1102.4,173
RSUExampleScenario.node[2145].veinsmobility,15.85,0,27318,27420,225.344,745.734,101.5
RSUExampleScenario.node[1677].veinsmobility,15.5,0,27249,27420,268.236,501.807,170.5
RSUExampleScenario.node[2099].veinsmobility,19.0955,0,27311,27420.5,289.142,978.448,109
RSUExampleScenario.node[2089].veinsmobility,18.0463,0,27310,27420.5,231.313,771.877,110
RSUExampleScenario.node[2125].veinsmobility,17.4033,0,27314,27420.5,308.878,1057.91,106
RSUExampleScenario.node[1747].veinsmobility,19.25,0,27258,27421,365.526,998.807,162.5
RSUExampleScenario.node[2162].veinsmobility,18,0,27320.5,27421,229.267,775.315,100
RSUExampleScenario.node[2109].veinsmobility,15.983,-4.95554,27312.5,27421,310.583,1066.4,108
RSUExampleScenario.node[2038].veinsmobility,18.15,0,27302,27421.5,285.464,977.586,119
RSUExampleScenario.node[2188].veinsmobility,15.4123,0,27324,27421.5,217.443,745.623,97
RSUExampleScenario.node[1899].veinsmobility,15.5679,0,27279.5,27421.5,222.433,487.522,141.5
RSUExampleScenario.node[1493].veinsmobility,19.4881,0,27222.5,27421.5,458.414,1313.3,198.5
RSUExampleScenario.node[2119].veinsmobility,18.5008,0,27313.5,27421.5,247.911,773.8,107.5
RSUExampleScenario.node[1659].veinsmobility,15.9915,0,27246.5,27422,377.984,1046.22,175
RSUExampleScenario.node[2105].veinsmobility,21.25,0,27312,27422.5,235.665,469.91,110
RSUExampleScenario.node[1400].veinsmobility,18,0,27207.5,27422.5,455.472,1298.42,214.5
RSUExampleScenario.node[816].veinsmobility,16.05,0,27120,27423,650.798,1924.94,302.5
RSUExampleScenario.node[1373].veinsmobility,16.3344,0,27203.5,27423,382.555,867.313,219
RSUExampleScenario.node[1126].veinsmobility,15,0,27167.5,27423,458.748,1158.37,255
RSUExampleScenario.node[1531].veinsmobility,19.1795,0,27229.5,27423,442.965,1300.99,193
RSUExampleScenario.node[2521].veinsmobility,16.1304,2.86992,27371,27423.5,137.19,495.85,52
RSUExampleScenario.node[1833].veinsmobility,19,0,27271,27423.5,330.207,873.149,152
RSUExampleScenario.node[2061].veinsmobility,18.75,0,27306,27423.5,257.163,677.044,117
RSUExampleScenario.node[2202].veinsmobility,15.4807,0,27326,27423.5,210.182,746.652,97
RSUExampleScenario.node[1418].veinsmobility,18.396,0,27211,27423.5,447.4,1298.95,212
RSUExampleScenario.node[2124].veinsmobility,18.2662,0,27314,27423.5,240.064,787.418,109
RSUExampleScenario.node[1774].veinsmobility,15.6878,-1.35892,27261.5,27423.5,335.179,913.037,161.5
RSUExampleScenario.node[1976].veinsmobility,15.1412,0,27293,27424,220.803,493.947,130.5
RSUExampleScenario.node[2143].veinsmobility,19.25,0,27317.5,27424.5,250.515,794.383,106.5
RSUExampleScenario.node[1589].veinsmobility,18.8176,0,27237.5,27424.5,421.445,1311.07,186.5
RSUExampleScenario.node[2222].veinsmobility,16.75,0,27329,27424.5,214.639,745.986,95
RSUExampleScenario.node[2039].veinsmobility,17.5,0,27302.5,27424.5,338.868,1031.97,121.5
RSUExampleScenario.node[1156].veinsmobility,14.9569,0,27172.5,27425,452.374,1156.61,252
RSUExampleScenario.node[2047].veinsmobility,16.7359,0,27304,27425,227.87,487.468,120.5
RSUExampleScenario.node[2055].veinsmobility,16.9492,0,27305,27425.5,238.348,677.522,120
RSUExampleScenario.node[2311].veinsmobility,15.3549,0,27340.5,27425.5,192.821,743.651,84.5
RSUExampleScenario.node[884].veinsmobility,21.5609,0,27130.5,27425.5,601.477,1747.9,294.5
RSUExampleScenario.node[2199].veinsmobility,18.2033,0,27325,27426,235.529,781.639,100.5
RSUExampleScenario.node[1463].veinsmobility,16.0475,0,27218.5,27426.5,409.609,1127.56,207.5
RSUExampleScenario.node[1420].veinsmobility,23.8409,0,27211.5,27426.5,406.69,692.014,214.5
RSUExampleScenario.node[2175].veinsmobility,18.448,0,27322.5,27426.5,233.851,788.538,103.5
RSUExampleScenario.node[1738].veinsmobility,16.25,-13.3306,27256,27426.5,400.015,910.943,170
RSUExampleScenario.node[1829].veinsmobility,18.75,0,27270,27427.5,360.524,990.133,157
RSUExampleScenario.node[2080].veinsmobility,17.5,0,27309,27427.5,253.192,670.666,118
RSUExampleScenario.node[2385].veinsmobility,15.5252,0.442697,27350.5,27427.5,188.143,741.758,76.5
RSUExampleScenario.node[2168].veinsmobility,15.5,0,27321.5,27427.5,205.956,481.839,105.5
RSUExampleScenario.node[1740].veinsmobility,19.25,-1.6792,27256.5,27427.5,410.669,1295.6,170.5
RSUExampleScenario.node[1157].veinsmobility,21.25,-0.897418,27172.5,27427.5,584.175,1767.21,254.5
RSUExampleScenario.node[856].veinsmobility,16.25,0,27126,27428,575.313,1303.18,301.5
RSUExampleScenario.node[1669].veinsmobility,20.8636,0,27248,27428,338.611,689.924,179.5
RSUExampleScenario.node[929].veinsmobility,15.8055,0,27136.5,27428.5,540.977,1395.64,291.5
RSUExampleScenario.node[1473].veinsmobility,19.3459,0,27220,27428.5,446.087,1311.92,208
RSUExampleScenario.node[2159].veinsmobility,16.1173,0,27320.5,27429,207.155,487.815,108
RSUExampleScenario.node[2239].veinsmobility,18.2731,0,27331.5,27429,224.444,770.858,97
RSUExampleScenario.node[1885].veinsmobility,16.2951,0,27277,27429,315.144,909.995,151.5
RSUExampleScenario.node[1010].veinsmobility,17.3102,-1.77519,27149,27429.5,553.609,1348.45,280
RSUExampleScenario.node[1762].veinsmobility,19.2271,0,27259.5,27429.5,416.218,1311.14,169.5
RSUExampleScenario.node[2218].veinsmobility,16.7538,0,27328.5,27429.5,226.894,783.288,100.5
RSUExampleScenario.node[1687].veinsmobility,18.4787,0,27250,27430,334.868,893.976,179.5
RSUExampleScenario.node[662].veinsmobility,22.482,-1.16723,27096,27430,599.521,1331.81,333.5
RSUExampleScenario.node[2260].veinsmobility,19.8732,0,27334,27430,229.403,783.051,95.5
RSUExampleScenario.node[2071].veinsmobility,15,0,27307.5,27430,277.903,863.316,122
RSUExampleScenario.node[1834].veinsmobility,16.25,0,27271,27430.5,356.471,1082.94,159
RSUExampleScenario.node[1893].veinsmobility,15.9146,0,27278.5,27430.5,310.988,916.931,151.5
RSUExampleScenario.node[1643].veinsmobility,18.7667,-1.56626,27245,27431,339.124,706.192,185.5
RSUExampleScenario.node[2179].veinsmobility,16.75,0,27323,27431,203.34,498.762,107.5
RSUExampleScenario.node[2269].veinsmobility,18.0507,0,27335,27431,227.403,759.26,95.5
RSUExampleScenario.node[1910].veinsmobility,19.25,0,27281,27431.5,341.736,982.214,150
RSUExampleScenario.node[1038].veinsmobility,16.4909,0,27153.5,27431.5,558.446,1331.67,277.5
RSUExampleScenario.node[1058].veinsmobility,16.25,0,27157.5,27432,482.099,1168.29,274
RSUExampleScenario.node[2247].veinsmobility,18.0473,0,27332.5,27432,237.544,774.192,99
RSUExampleScenario.node[2383].veinsmobility,16.3356,0,27350,27432,232.877,841.232,81.5
RSUExampleScenario.node[1587].veinsmobility,15.0988,0,27237.5,27432,366.042,1037.96,194
RSUExampleScenario.node[2330].veinsmobility,22.5,0,27343,27432.5,208.701,467.809,89
RSUExampleScenario.node[2177].veinsmobility,15.4852,0,27322.5,27432.5,269.552,896.915,109.5
RSUExampleScenario.node[2228].veinsmobility,16.75,0,27330,27433,199.34,482.953,102.5
RSUExampleScenario.node[1946].veinsmobility,19.4,0,27288,27433,384.632,1296.85,144.5
RSUExampleScenario.node[2298].veinsmobility,18,0,27338,27433,221.791,778.453,94.5
RSUExampleScenario.node[1061].veinsmobility,14.3599,-4.64033,27158.5,27433.5,414.575,671.831,274.5
RSUExampleScenario.node[1925].veinsmobility,19.25,0,27284.5,27433.5,346.231,958.794,148.5
RSUExampleScenario.node[1621].veinsmobility,18.0185,-0.0288165,27241,27433.5,411.527,1316.83,192
RSUExampleScenario.node[2265].veinsmobility,18.8351,0,27334.5,27433.5,237.038,780.72,98.5
RSUExampleScenario.node[1030].veinsmobility,16.7414,-0.784626,27152,27434,536.157,1329.39,281.5
RSUExampleScenario.node[1149].veinsmobility,17.25,0,27170.5,27434,537.104,1394.06,263
RSUExampleScenario.node[2321].veinsmobility,19.5118,0,27342,27434,229.446,779.84,91.5
RSUExampleScenario.node[2401].veinsmobility,22.271,0,27352.5,27434.5,196.951,488.633,81.5
RSUExampleScenario.node[1039].veinsmobility,18.5,0,27153.5,27435,479.478,931.902,281
RSUExampleScenario.node[2284].veinsmobility,18.3525,0,27336.5,27435,238.081,784.353,98
RSUExampleScenario.node[1280].veinsmobility,18.299,0,27188.5,27435.5,501.222,1323.24,246.5
RSUExampleScenario.node[1793].veinsmobility,17.5602,0,27264.5,27435.5,350.624,680.851,170.5
RSUExampleScenario.node[2314].veinsmobility,18.4537,0,27341,27435.5,232.701,796.465,94
RSUExampleScenario.node[1951].veinsmobility,19.25,0,27289.5,27436,335.286,969.109,146
RSUExampleScenario.node[1102].veinsmobility,16.25,0,27164,27436,555.183,1304.78,271.5
RSUExampleScenario.node[2290].veinsmobility,19.25,0,27337,27436.5,246.905,795.025,99
RSUExampleScenario.node[2193].veinsmobility,15.7908,0,27324.5,27436.5,267.977,921.11,111.5
RSUExampleScenario.node[1691].veinsmobility,19.7074,0,27250.5,27437,376.636,905.675,186
RSUExampleScenario.node[1551].veinsmobility,19.25,0,27233,27437,450.966,1319.99,203.5
RSUExampleScenario.node[1947].veinsmobility,19.25,0,27288.5,27437.5,355.147,978.378,148.5
RSUExampleScenario.node[950].veinsmobility,16.2838,0,27140.5,27437.5,493.416,1159.65,296.5
RSUExampleScenario.node[1192].veinsmobility,17.5,0,27177.5,27437.5,497.363,1089.44,259.5
RSUExampleScenario.node[1320].veinsmobility,17.2892,0,27195.5,27437.5,385.61,682.728,241.5
RSUExampleScenario.node[2415].veinsmobility,20.5051,0,27355.5,27437.5,222.53,772.057,81.5
RSUExampleScenario.node[1905].veinsmobility,16.084,0,27280.5,27437.5,295.738,859.968,156.5
RSUExampleScenario.node[1159].veinsmobility,12.0527,0,27173,27438,388.807,673.314,264.5
RSUExampleScenario.node[1210].veinsmobility,17.75,0,27179,27438,436.245,949.259,258.5
RSUExampleScenario.node[2236].veinsmobility,16.5,0,27331,27438,266.519,906.816,106.5
RSUExampleScenario.node[2377].veinsmobility,18,0,27349.5,27438.5,208.989,779.43,88.5
RSUExampleScenario.node[1525].veinsmobility,16.25,0,27228.5,27439,443.577,1306.1,210
RSUExampleScenario.node[2303].veinsmobility,18,0,27339,27439,232.436,795.133,99.5
RSUExampleScenario.node[1983].veinsmobility,19.25,0,27293.5,27439.5,331.146,983.62,145.5
RSUExampleScenario.node[2379].veinsmobility,19.6606,0,27349.5,27439.5,236.226,874.042,89.5
RSUExampleScenario.node[2192].veinsmobility,15.8306,0,27324.5,27439.5,258.411,845.119,114.5
RSUExampleScenario.node[1276].veinsmobility,12.1584,0,27188,27440,364.162,647.302,251.5
RSUExampleScenario.node[2439].veinsmobility,18.4357,0,27359.5,27440,212.144,778.51,80
RSUExampleScenario.node[2358].veinsmobility,18.6533,0,27347,27440,229.945,778.759,92.5
RSUExampleScenario.node[1171].veinsmobility,17.5821,-2.38403,27175,27440.5,446.311,947.346,265
RSUExampleScenario.node[1491].veinsmobility,16.9,0,27222.5,27441,452.154,1307.77,218
RSUExampleScenario.node[2631].veinsmobility,15.2982,6.9,27384.5,27441,166.804,750.882,56
RSUExampleScenario.node[1178].veinsmobility,17.1668,0,27176,27441.5,482.887,1054.01,265
RSUExampleScenario.node[1854].veinsmobility,15.4383,-2.44678,27273.5,27441.5,324.063,903.055,167.5
RSUExampleScenario.node[1190].veinsmobility,12.272,-1.21636,27177.5,27442,395.635,654.052,264
RSUExampleScenario.node[2270].veinsmobility,16.6126,0,27335,27442,256.115,915.232,106.5
RSUExampleScenario.node[1926].veinsmobility,14.75,0,27284.5,27442.5,292.784,1009.37,157.5
RSUExampleScenario.node[2286].veinsmobility,15.4965,0,27336.5,27443.5,241.008,878.559,106.5
RSUExampleScenario.node[1673].veinsmobility,19.25,0,27248.5,27444,401.606,980.84,195
RSUExampleScenario.node[1494].veinsmobility,16.6631,0,27222.5,27444.5,397.186,946.765,221.5
RSUExampleScenario.node[1640].veinsmobility,15.9449,-1.77202,27244.5,27444.5,374.045,1073.31,199.5
RSUExampleScenario.node[2688].veinsmobility,21.25,0.483711,27392,27445,154.238,485.883,52.5
RSUExampleScenario.node[420].veinsmobility,16.7496,0,27062,27445.5,710.568,1834.42,383
RSUExampleScenario.node[2034].veinsmobility,16.25,0,27301,27445.5,402.048,1522.84,144
RSUExampleScenario.node[1505].veinsmobility,16.4457,0,27224.5,27446,384.847,937.16,221
RSUExampleScenario.node[1842].veinsmobility,19.2669,0,27272.5,27446,342.336,680.68,173
RSUExampleScenario.node[1618].veinsmobility,18.4557,0,27241,27446,408.65,1016.71,204.5
RSUExampleScenario.node[1759].veinsmobility,15.75,0,27259.5,27446.5,343.234,1083.05,186.5
RSUExampleScenario.node[2094].veinsmobility,15.0988,0,27310.5,27446.5,281.257,881.927,135.5
RSUExampleScenario.node[1374].veinsmobility,15,0,27204,27447,358.912,614.225,242.5
RSUExampleScenario.node[1837].veinsmobility,16.25,0,27271.5,27447,318.124,701.696,175
RSUExampleScenario.node[2033].veinsmobility,16.25,0,27301,27447,282.414,696.902,145.5
RSUExampleScenario.node[2058].veinsmobility,16.2895,0,27305.5,27447,264.366,635.601,141
RSUExampleScenario.node[1501].veinsmobility,19.25,-1.23702,27223.5,27447,435.83,1001.31,223
RSUExampleScenario.node[1941].veinsmobility,18.1379,0,27287.5,27448,330.238,686.742,160
RSUExampleScenario.node[1957].veinsmobility,16.25,0,27290.5,27448.5,288.742,645.618,157.5
RSUExampleScenario.node[1579].veinsmobility,16.25,0,27236.5,27448.5,400.449,893.797,211.5
RSUExampleScenario.node[1873].veinsmobility,15.4383,-0.18399,27276,27448.5,325.269,907.952,172
RSUExampleScenario.node[1153].veinsmobility,18,0,27172,27449,516.609,1282.22,276.5
RSUExampleScenario.node[2052].veinsmobility,15.7222,0,27304.5,27449,277.526,700.701,144
RSUExampleScenario.node[565].veinsmobility,15.4807,0,27084,27449,671.994,2008.27,364.5
RSUExampleScenario.node[983].veinsmobility,22.5,0,27145.5,27450,542.044,1114.96,304
RSUExampleScenario.node[2373].veinsmobility,16.0894,1.25853,27349,27450,245.444,874.421,100.5
RSUExampleScenario.node[1534].veinsmobility,15.4807,-4.57771,27230.5,27450.5,404.517,925.477,219.5
RSUExampleScenario.node[1708].veinsmobility,18,0,27253,27450.5,385.74,1007.29,197
RSUExampleScenario.node[1987].veinsmobility,16.4422,-0.96379,27294,27450.5,314.794,913.003,156
RSUExampleScenario.node[1024].veinsmobility,22.906,-3.06999,27151,27451,539.065,1119.37,299.5
RSUExampleScenario.node[2081].veinsmobility,15.6552,0,27309,27451,251.913,673.367,141.5
RSUExampleScenario.node[2093].veinsmobility,15.2991,0,27310.5,27451,258.451,640.532,140
RSUExampleScenario.node[1898].veinsmobility,19.5608,0,27279,27451,329.77,833.373,171.5
RSUExampleScenario.node[1977].veinsmobility,16.7685,0,27293,27451.5,324.733,700.386,158
RSUExampleScenario.node[2154].veinsmobility,15,0,27319,27451.5,264.537,902.539,132
RSUExampleScenario.node[2146].veinsmobility,16.4681,-0.613409,27318,27452,262.148,612.764,133.5
RSUExampleScenario.node[1244].veinsmobility,15.1412,0,27183,27452,457.488,1205.22,268.5
RSUExampleScenario.node[1959].veinsmobility,18.8333,0,27290.5,27452,321.747,892.097,161
RSUExampleScenario.node[2964].veinsmobility,16.25,3.7,27431.5,27452.5,76.9373,260.735,20.5
RSUExampleScenario.node[2004].veinsmobility,17.7073,0,27297.5,27453,315.972,691.159,155
RSUExampleScenario.node[2028].veinsmobility,16.25,0,27300.5,27453,280.442,637.012,152
RSUExampleScenario.node[2139].veinsmobility,15.5,0,27317,27453,238.47,644.191,135.5
RSUExampleScenario.node[1562].veinsmobility,14.7593,0,27234,27453.5,386.003,938.634,219
RSUExampleScenario.node[1815].veinsmobility,16.5633,0,27267,27453.5,382.476,882.257,186
RSUExampleScenario.node[2522].veinsmobility,15.9713,3.18002,27371,27453.5,212.367,838.588,82
RSUExampleScenario.node[2332].veinsmobility,16.0847,0,27343.5,27454,233.228,636.322,110
RSUExampleScenario.node[1780].veinsmobility,19.0246,-1.66848,27262.5,27454.5,447.346,1217.76,191.5
RSUExampleScenario.node[1969].veinsmobility,16.3778,0,27292,27454.5,288.541,660.807,162
RSUExampleScenario.node[2323].veinsmobility,15.783,0,27342,27454.5,256.711,902.118,112
RSUExampleScenario.node[628].veinsmobility,16.5411,0,27092.5,27455,745.59,1942.31,362
RSUExampleScenario.node[1232].veinsmobility,15.3601,0,27181.5,27455,492.465,1148.56,273
RSUExampleScenario.node[1165].veinsmobility,21.3408,0,27173.5,27455.5,523.021,1140.04,281.5
RSUExampleScenario.node[2036].veinsmobility,16.4208,0,27302,27456,280.509,637.084,153.5
RSUExampleScenario.node[2256].veinsmobility,16.1333,0,27333.5,27456,233.52,638.367,122
RSUExampleScenario.node[2025].veinsmobility,15.75,0,27300,27456.5,269.423,679.694,156
RSUExampleScenario.node[2060].veinsmobility,18.5865,0,27306,27456.5,308.533,683.952,150
RSUExampleScenario.node[2156].veinsmobility,16.3933,0,27319.5,27456.5,252.755,635.87,136.5
RSUExampleScenario.node[1628].veinsmobility,15.1643,0,27242.5,27456.5,422.745,1157.79,213.5
RSUExampleScenario.node[2428].veinsmobility,18.75,4.71898,27358,27457,289.487,1080.59,98.5
RSUExampleScenario.node[1770].veinsmobility,16.25,0,27261,27457,402.233,1066.5,195.5
RSUExampleScenario.node[372].veinsmobility,20.65,0,27055,27457,825.041,2346.41,401.5
RSUExampleScenario.node[2354].veinsmobility,16.5,-2.26529,27346.5,27457,263.45,902.732,110
RSUExampleScenario.node[1454].veinsmobility,21.2451,-1.51887,27217,27457.5,507.976,1141.15,240
RSUExampleScenario.node[2029].veinsmobility,16,0,27300.5,27457.5,294.494,792.043,156.5
RSUExampleScenario.node[2208].veinsmobility,16.2053,0,27326.5,27457.5,247.306,651.245,130.5
RSUExampleScenario.node[1243].veinsmobility,16.428,0,27183,27458,508.089,1166.74,274.5
RSUExampleScenario.node[2063].veinsmobility,16.3977,0,27306.5,27458,279.718,639.34,151
RSUExampleScenario.node[676].veinsmobility,15,0,27099,27459,605.763,1331.49,359.5
RSUExampleScenario.node[1664].veinsmobility,19.1831,0,27247.5,27459,362.617,699.998,211
RSUExampleScenario.node[2346].veinsmobility,16.25,-0.757408,27346,27459,237.223,636.569,112.5
RSUExampleScenario.node[1350].veinsmobility,15.4383,0,27200,27459,479.023,1154.97,258.5
RSUExampleScenario.node[954].veinsmobility,18.3384,0,27141,27459.5,568.992,1240.08,318
RSUExampleScenario.node[2603].veinsmobility,16.078,1.24286,27381,27459.5,199.357,649.886,78
RSUExampleScenario.node[1684].veinsmobility,15.4427,0,27250,27459.5,379.704,996.94,209
RSUExampleScenario.node[2116].veinsmobility,15,0,27313.5,27460,261.443,648.58,146
RSUExampleScenario.node[1106].veinsmobility,16.2132,0,27164.5,27460.5,530.468,1327.35,295.5
RSUExampleScenario.node[2108].veinsmobility,16,0,27312.5,27460.5,289.113,811.504,147.5
RSUExampleScenario.node[2114].veinsmobility,19.4834,0,27313.5,27460.5,303.061,681.599,146.5
RSUExampleScenario.node[2315].veinsmobility,16.25,0,27341,27460.5,286.489,894.32,119
RSUExampleScenario.node[2736].veinsmobility,16.1315,2.74071,27400,27461,155.035,614.329,60.5
RSUExampleScenario.node[2478].veinsmobility,15.0945,0,27363.5,27461.5,213.506,618.501,97.5
RSUExampleScenario.node[2356].veinsmobility,15.3532,0,27347,27462.5,241.987,649.611,115
RSUExampleScenario.node[2405].veinsmobility,16.25,0,27353,27462.5,257.225,903.214,109
RSUExampleScenario.node[2279].veinsmobility,15.6696,0,27336,27463,248.388,637.423,126.5
RSUExampleScenario.node[1781].veinsmobility,16.4848,0,27262.5,27463,404.464,1045.45,200
RSUExampleScenario.node[2454].veinsmobility,14.0883,0,27360,27463.5,195.956,674.718,103
RSUExampleScenario.node[2420].veinsmobility,12.6568,0,27357,27464,167.062,298.678,106.5
RSUExampleScenario.node[2153].veinsmobility,16,0,27319,27464,279.608,752.011,144.5
RSUExampleScenario.node[2437].veinsmobility,15.65,0,27359.5,27464,232.434,638.141,104
RSUExampleScenario.node[1558].veinsmobility,18.3759,0,27234,27464.5,397.597,695.545,230
RSUExampleScenario.node[2469].veinsmobility,15.2772,0,27362,27465,225.939,652.065,102.5
RSUExampleScenario.node[2472].veinsmobility,15.4383,0,27362,27465.5,245.373,908.399,103
RSUExampleScenario.node[1053].veinsmobility,16.5,0,27157,27466,578.807,1374.91,308.5
RSUExampleScenario.node[2538].veinsmobility,14.6657,0,27373.5,27466,197.369,615.739,92
RSUExampleScenario.node[2695].veinsmobility,16.25,0,27393,27466,189.917,634.365,72.5
RSUExampleScenario.node[1425].veinsmobility,16.5,0,27212,27466.5,545.375,1564.71,254
RSUExampleScenario.node[2432].veinsmobility,15.2664,0,27359,27467,239.167,639.961,107.5
RSUExampleScenario.node[2461].veinsmobility,15.4897,0,27360.5,27467,253.679,897.175,106
RSUExampleScenario.node[1322].veinsmobility,18.2469,0,27196,27467,551.552,1659.12,270.5
RSUExampleScenario.node[1377].veinsmobility,17.5,0,27204,27468.5,523.459,1188.65,264
RSUExampleScenario.node[2557].veinsmobility,14.3641,0,27376,27468.5,194.112,659.187,92
RSUExampleScenario.node[2753].veinsmobility,16.25,0,27403,27468.5,176.416,651.474,65
RSUExampleScenario.node[1412].veinsmobility,19.9597,0,27209.5,27468.5,568.108,1554.41,258.5
RSUExampleScenario.node[2585].veinsmobility,16.0888,0,27379,27469,228.054,640.472,89.5
RSUExampleScenario.node[1127].veinsmobility,16.9332,0,27167.5,27469,616.099,1572.84,301
RSUExampleScenario.node[1362].veinsmobility,20.2,0,27202.5,27469.5,478.607,1024.91,266.5
RSUExampleScenario.node[2559].veinsmobility,15.3505,0,27376.5,27470,200.401,670.295,93
