Module,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_startTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_stopTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalTime
RSUExampleScenario.node[3088].veinsmobility,9.95838,0,27450.5,27474.5,39.1809,107.774,23.5
RSUExampleScenario.node[1407].veinsmobility,16.25,0,27208.5,27474.5,538.457,1561.13,265.5
RSUExampleScenario.node[1599].veinsmobility,15.9806,0,27239,27474.5,517.639,1531.12,235
RSUExampleScenario.node[1784].veinsmobility,22.5,0,27262.5,27475,543.132,1236.45,212
RSUExampleScenario.node[1603].veinsmobility,16.3243,0,27239.5,27475,508.671,1566.06,235
RSUExampleScenario.node[1914].veinsmobility,18.951,0,27282.5,27475,456.858,1568.28,192
RSUExampleScenario.node[1758].veinsmobility,21.5,0,27259.5,27475.5,483.662,1092.96,215.5
RSUExampleScenario.node[2060].veinsmobility,19.1528,0,27306,27475.5,334.68,678.133,169
RSUExampleScenario.node[2201].veinsmobility,15.3501,-9.46302,27325.5,27475.5,327.89,707.576,149.5
RSUExampleScenario.node[1438].veinsmobility,16.0443,0,27214.5,27476,446.921,895.105,261
RSUExampleScenario.node[2592].veinsmobility,15,0,27380,27476,222.957,670.496,95.5
RSUExampleScenario.node[2784].veinsmobility,15.8125,3.5,27406.5,27476,220.249,894.652,69
RSUExampleScenario.node[1768].veinsmobility,16,0,27260.5,27476,372.626,791.11,215
RSUExampleScenario.node[1843].veinsmobility,21.0303,0,27272.5,27477,411.409,1035.96,204
RSUExampleScenario.node[1822].veinsmobility,22.3239,0,27268.5,27477,467.108,1089.9,208
RSUExampleScenario.node[1716].veinsmobility,15.75,0,27253.5,27477,483.47,1563.58,223
RSUExampleScenario.node[2773].veinsmobility,16.4329,0,27405.5,27477.5,182.702,633.705,71.5
RSUExampleScenario.node[1874].veinsmobility,15.7609,0,27276.5,27477.5,349.911,791.919,200.5
RSUExampleScenario.node[1229].veinsmobility,15.8105,-0.992282,27181,27478,608.164,1677.17,296.5
RSUExampleScenario.node[1709].veinsmobility,21.5,0,27253,27478,475.727,1095.66,224.5
RSUExampleScenario.node[1355].veinsmobility,15.4583,0,27201.5,27478,456.421,892.705,276
RSUExampleScenario.node[2707].veinsmobility,14.5954,0,27395,27478,193.283,636.502,82.5
RSUExampleScenario.node[1997].veinsmobility,16.25,-3.43957,27296.5,27478,344.144,795.608,181
RSUExampleScenario.node[1911].veinsmobility,21.2544,0,27281.5,27478.5,397.335,1054.98,196.5
RSUExampleScenario.node[1532].veinsmobility,16.3699,-2.57554,27230,27478.5,541.129,1583.98,248
RSUExampleScenario.node[1743].veinsmobility,15.6765,0,27257,27478.5,395.01,1011.4,221
RSUExampleScenario.node[1794].veinsmobility,21.6389,0,27264.5,27479,428.969,1083.73,214
RSUExampleScenario.node[2035].veinsmobility,15.8627,0,27301.5,27479,322.176,795.396,177
RSUExampleScenario.node[1828].veinsmobility,21,0,27269.5,27479.5,452.001,1083.58,209.5
RSUExampleScenario.node[2172].veinsmobility,21.4516,0,27322.5,27480,356.976,1070.73,157
RSUExampleScenario.node[2329].veinsmobility,15.3587,0,27343,27480,254.645,701.998,136.5
RSUExampleScenario.node[2390].veinsmobility,16.5007,0,27351,27480,264.085,693.89,128.5
RSUExampleScenario.node[2278].veinsmobility,20.9517,0,27336,27481,323.741,1083.22,144.5
RSUExampleScenario.node[3046].veinsmobility,16.2629,2,27445.5,27481,120.803,420.952,35
RSUExampleScenario.node[1702].veinsmobility,15.3958,0,27252,27481,394.567,1024.02,228.5
RSUExampleScenario.node[2259].veinsmobility,18.75,0,27334,27481.5,281.81,695.219,147
RSUExampleScenario.node[2995].veinsmobility,16.25,3.24054,27436.5,27481.5,125.524,456.889,44.5
RSUExampleScenario.node[2339].veinsmobility,14.7866,0,27345,27482,265.456,700.18,136.5
RSUExampleScenario.node[854].veinsmobility,16.25,0,27125.5,27482,666.296,1545.71,356
RSUExampleScenario.node[1984].veinsmobility,15.3985,0,27293.5,27482,359.986,1012.59,188
RSUExampleScenario.node[3024].veinsmobility,16.4992,4.60013,27441,27482.5,135.352,480.826,41
RSUExampleScenario.node[1325].veinsmobility,22.4,0,27196,27482.5,505.197,849.185,286
RSUExampleScenario.node[1922].veinsmobility,15.4325,0,27284,27483,378.062,1050.93,198.5
RSUExampleScenario.node[2273].veinsmobility,22.3517,0,27335.5,27483.5,369.652,1068.21,147.5
RSUExampleScenario.node[2169].veinsmobility,21.4196,0,27321.5,27484,382.39,1069.46,162
RSUExampleScenario.node[1012].veinsmobility,16.25,0,27149.5,27484,622.246,1566.09,334
RSUExampleScenario.node[1396].veinsmobility,16.25,0,27207,27484,574.215,1575.84,276.5
RSUExampleScenario.node[2059].veinsmobility,15.65,0,27305.5,27484,360.829,1038.97,178
RSUExampleScenario.node[2348].veinsmobility,21.7474,0,27346.5,27485.5,348.217,1065.48,138.5
RSUExampleScenario.node[2614].veinsmobility,17.5,0,27382,27485.5,247.983,702.253,103
RSUExampleScenario.node[2122].veinsmobility,16.5748,0,27314,27485.5,359.915,1030.78,171
RSUExampleScenario.node[2092].veinsmobility,20.7337,0,27310.5,27486,383.442,1090.31,175
RSUExampleScenario.node[1561].veinsmobility,16.25,0,27234,27486,545.138,1572.95,251.5
RSUExampleScenario.node[278].veinsmobility,16.25,0,27041,27486,796.207,1878.48,444.5
RSUExampleScenario.node[2121].veinsmobility,18.3911,0,27314,27486.5,374.883,879.846,172
RSUExampleScenario.node[2207].veinsmobility,18.8169,0,27326.5,27486.5,347.245,858.566,159.5
RSUExampleScenario.node[2084].veinsmobility,18.9207,0,27309,27486.5,369.255,975.61,177
RSUExampleScenario.node[2041].veinsmobility,18.4362,0,27303,27486.5,403.078,972.683,183
RSUExampleScenario.node[638].veinsmobility,16.5013,0,27094,27487,676.31,1616.44,392.5
RSUExampleScenario.node[2771].veinsmobility,16.3613,4.81257,27405,27487,219.802,968.22,81.5
RSUExampleScenario.node[2232].veinsmobility,18.3854,0,27330.5,27488,339.86,860.687,157
RSUExampleScenario.node[2341].veinsmobility,21.0173,0,27345.5,27488,340.359,1065.9,142
RSUExampleScenario.node[1791].veinsmobility,19.1397,0,27264,27488,381.548,692.079,223.5
RSUExampleScenario.node[2003].veinsmobility,16.0555,0,27297,27488,360.389,708.878,190.5
RSUExampleScenario.node[1547].veinsmobility,17.75,0,27232.5,27488.5,476.673,1127.38,255.5
RSUExampleScenario.node[502].veinsmobility,16.1442,0,27074.5,27488.5,705.606,1490.32,413.5
RSUExampleScenario.node[2524].veinsmobility,17.3285,0,27371.5,27489.5,294.896,1016.8,117.5
RSUExampleScenario.node[1311].veinsmobility,19.3556,0,27194.5,27490,595.275,1476.33,295
RSUExampleScenario.node[825].veinsmobility,19.5,0,27121,27490,671.529,1499.54,368.5
RSUExampleScenario.node[2129].veinsmobility,17.9643,-0.293835,27315,27490,376.496,1062.45,174.5
RSUExampleScenario.node[1898].veinsmobility,19.75,0,27279,27490,417.024,905.37,210.5
RSUExampleScenario.node[462].veinsmobility,19.75,0,27068.5,27490,827.527,1815.44,421
RSUExampleScenario.node[1959].veinsmobility,18.534,0,27290.5,27490,370.384,868.996,199
RSUExampleScenario.node[2120].veinsmobility,18.8778,0,27313.5,27490,334.378,780.676,176
RSUExampleScenario.node[359].veinsmobility,18.5,0,27053,27490.5,838.531,2047.94,437
RSUExampleScenario.node[2728].veinsmobility,16.2022,0,27398,27491,269.349,967.422,92.5
RSUExampleScenario.node[2213].veinsmobility,18.865,0,27327.5,27491.5,362.912,994.121,163.5
RSUExampleScenario.node[2413].veinsmobility,18.4078,0,27355,27491.5,293.254,796.15,136
RSUExampleScenario.node[1422].veinsmobility,19.3046,0,27212,27491.5,486.116,996.281,279
RSUExampleScenario.node[3139].veinsmobility,16.25,4.5,27457,27492,117.504,456.729,34.5
RSUExampleScenario.node[2347].veinsmobility,18.9122,0,27346,27492,298.301,796.138,145.5
RSUExampleScenario.node[1339].veinsmobility,19.2951,0,27198.5,27492,672.133,2031.18,293
RSUExampleScenario.node[1708].veinsmobility,18.3069,-4.67322,27253,27492.5,442.142,1017.33,239
RSUExampleScenario.node[1200].veinsmobility,22.0506,0,27178.5,27493,612.223,1298.22,314
RSUExampleScenario.node[1459].veinsmobility,18.589,0,27218,27493,496.205,990.185,274.5
RSUExampleScenario.node[2575].veinsmobility,19.6763,0,27378,27493,291.701,850.643,114.5
RSUExampleScenario.node[2667].veinsmobility,16.25,0,27389.5,27493.5,177.739,281.849,103.5
RSUExampleScenario.node[2660].veinsmobility,15.65,0,27388.5,27493.5,172.95,279.437,104.5
RSUExampleScenario.node[2187].veinsmobility,18.3604,0,27324,27493.5,369.188,979.9,169
RSUExampleScenario.node[2211].veinsmobility,17.9912,0,27327,27493.5,352.365,978.253,166
RSUExampleScenario.node[2969].veinsmobility,18.5831,1.60818,27432.5,27493.5,212.077,685.576,60.5
RSUExampleScenario.node[1847].veinsmobility,15.1412,0,27273,27493.5,404.96,1030.71,220
RSUExampleScenario.node[335].veinsmobility,15.5544,0,27049.5,27494,759.423,1481.77,444
RSUExampleScenario.node[1227].veinsmobility,20,-4.08881,27180.5,27494,609.212,1311.08,313
RSUExampleScenario.node[2264].veinsmobility,16.2663,0,27334.5,27494,309.681,808.417,159
RSUExampleScenario.node[1584].veinsmobility,19.0662,-0.0913086,27237.5,27494,494.74,1027.68,256
RSUExampleScenario.node[1839].veinsmobility,19.2096,0,27272,27494,426.539,1011.74,221.5
RSUExampleScenario.node[2235].veinsmobility,15.7218,0,27331,27494.5,330.354,1040.66,163
RSUExampleScenario.node[1968].veinsmobility,19.3881,0,27292,27495,420.338,998.387,202.5
RSUExampleScenario.node[2694].veinsmobility,15.65,0,27393,27495.5,168.763,284.052,102
RSUExampleScenario.node[2750].veinsmobility,16.25,0,27402.5,27495.5,164.597,281.275,92.5
RSUExampleScenario.node[1129].veinsmobility,20.9961,0,27168,27495.5,612.817,1285.25,327
RSUExampleScenario.node[2097].veinsmobility,18.2951,0,27311,27495.5,378.775,990.624,184
RSUExampleScenario.node[1821].veinsmobility,18.8674,0,27268.5,27495.5,429.167,1007.93,226.5
RSUExampleScenario.node[1048].veinsmobility,22.7057,0,27155.5,27496,780.119,1990.49,340
RSUExampleScenario.node[1183].veinsmobility,19.1005,-0.494391,27177,27496,575.002,1369.72,318.5
RSUExampleScenario.node[2142].veinsmobility,15.8202,0,27317.5,27496,376.296,1045.37,178
RSUExampleScenario.node[2313].veinsmobility,15.608,0,27340.5,27496.5,310.575,988.139,155.5
RSUExampleScenario.node[2072].veinsmobility,21.75,0,27307.5,27496.5,410.483,915.308,188.5
RSUExampleScenario.node[1618].veinsmobility,18.9807,0,27241,27497,459.704,1010.83,255.5
RSUExampleScenario.node[2388].veinsmobility,19.9129,0,27350.5,27497,364.133,1139.55,146
RSUExampleScenario.node[2608].veinsmobility,17.3233,0,27381.5,27497.5,306.746,1011.54,115.5
RSUExampleScenario.node[2865].veinsmobility,16.25,0,27419.5,27498,148.905,281.742,78
RSUExampleScenario.node[913].veinsmobility,18.9806,0,27135,27498,608.357,1375.09,362.5
RSUExampleScenario.node[2276].veinsmobility,15.7856,0,27335.5,27498.5,320.42,983.023,162.5
RSUExampleScenario.node[2368].veinsmobility,16.4144,0,27348,27498.5,314.688,953.551,150
RSUExampleScenario.node[811].veinsmobility,19.25,-1.64187,27119,27499,683.044,1403.96,379.5
RSUExampleScenario.node[912].veinsmobility,19.329,0,27134.5,27499,647.153,1406.01,364
RSUExampleScenario.node[2410].veinsmobility,16.25,0,27354.5,27499,267.326,623.296,144
RSUExampleScenario.node[1656].veinsmobility,21.8058,-2.38008,27246.5,27499.5,498.734,1279.97,252.5
RSUExampleScenario.node[3126].veinsmobility,19.5747,5.7,27455.5,27499.5,157.557,667.878,43.5
RSUExampleScenario.node[1415].veinsmobility,18.6385,0,27211,27499.5,557.195,1371.98,288
RSUExampleScenario.node[2271].veinsmobility,21.6136,-1.5515,27335,27500,408.798,916.261,164.5
RSUExampleScenario.node[2422].veinsmobility,15,0,27357.5,27500,251.547,620.701,142
RSUExampleScenario.node[1563].veinsmobility,22.4621,0,27234.5,27500.5,534.245,1307.41,265.5
RSUExampleScenario.node[2527].veinsmobility,16.25,0,27371.5,27501.5,256.952,626.874,129.5
RSUExampleScenario.node[2429].veinsmobility,16.25,-1.55941,27358,27501.5,264.768,634.753,143
RSUExampleScenario.node[2544].veinsmobility,16.25,0,27374.5,27501.5,252.647,662.296,126.5
RSUExampleScenario.node[2067].veinsmobility,18.9526,0,27307.5,27501.5,367.34,994.918,193.5
RSUExampleScenario.node[2117].veinsmobility,15.7661,0,27313.5,27501.5,377.552,1059.76,187.5
RSUExampleScenario.node[3064].veinsmobility,16.25,0,27447.5,27502,125.484,281.857,54
RSUExampleScenario.node[1289].veinsmobility,20.1708,0,27190.5,27502.5,615.628,1423.08,311.5
RSUExampleScenario.node[1076].veinsmobility,21.9,-0.0129756,27160.5,27502.5,641.08,1398.54,341.5
RSUExampleScenario.node[1999].veinsmobility,17.6839,0,27296.5,27502.5,411.104,992.808,205.5
RSUExampleScenario.node[2681].veinsmobility,15.9232,0,27391.5,27503,221.847,619.638,111
RSUExampleScenario.node[2610].veinsmobility,15.7167,0,27381.5,27503,238.081,659.137,121
RSUExampleScenario.node[2555].veinsmobility,16,0,27375.5,27503,289.5,880.571,127
RSUExampleScenario.node[2581].veinsmobility,16.0748,0,27378.5,27503,298.61,895.334,124
RSUExampleScenario.node[1991].veinsmobility,21.1551,0,27295,27503.5,483.634,1288.98,208
RSUExampleScenario.node[2200].veinsmobility,15.2721,0,27325,27503.5,339.001,985.4,178
RSUExampleScenario.node[2132].veinsmobility,18.8591,0,27315,27503.5,372.237,925.675,188
RSUExampleScenario.node[2073].veinsmobility,19.25,0,27308,27503.5,365.358,1006.67,195
RSUExampleScenario.node[3101].veinsmobility,16.25,0,27452.5,27504,115.039,281.842,51
RSUExampleScenario.node[1005].veinsmobility,22.1,0,27148.5,27504,678.335,1414.44,355
RSUExampleScenario.node[2257].veinsmobility,16.0301,0,27333.5,27504,340.256,986.647,170
RSUExampleScenario.node[1467].veinsmobility,21.9159,0,27218.5,27504.5,578.83,1402.85,285.5
RSUExampleScenario.node[2499].veinsmobility,15.3534,0,27366.5,27504.5,249.712,625.116,137.5
RSUExampleScenario.node[2214].veinsmobility,15.75,0,27328,27504.5,379.194,1063.56,176
RSUExampleScenario.node[2147].veinsmobility,15.7553,0,27318,27504.5,363.911,1021.99,186
RSUExampleScenario.node[2171].veinsmobility,19.2099,0,27322,27505,386.085,906.511,182.5
RSUExampleScenario.node[2644].veinsmobility,15.9457,0,27385.5,27505,239.48,619.006,119
RSUExampleScenario.node[2672].veinsmobility,16.25,0,27390,27505,303.359,898.987,114.5
RSUExampleScenario.node[2249].veinsmobility,16.1105,0,27332.5,27505,367.052,1094.4,172
RSUExampleScenario.node[2633].veinsmobility,16.161,0,27384.5,27505.5,230.816,662.024,120.5
RSUExampleScenario.node[2458].veinsmobility,15,0,27360.5,27505.5,259.147,789.598,144.5
RSUExampleScenario.node[2336].veinsmobility,19.6172,0,27344.5,27505.5,328.601,989.725,160.5
RSUExampleScenario.node[2574].veinsmobility,15.5,0,27378,27505.5,284.689,900.302,127
RSUExampleScenario.node[2406].veinsmobility,15.6118,0,27353.5,27506,293.248,982.48,152
RSUExampleScenario.node[3020].veinsmobility,15.65,0,27441,27506.5,131.208,281.332,65
RSUExampleScenario.node[2326].veinsmobility,15.9289,0,27342.5,27506.5,368.438,1032.05,163.5
RSUExampleScenario.node[2640].veinsmobility,15.3534,0,27385,27507,226.35,639.639,121.5
RSUExampleScenario.node[2662].veinsmobility,16.1537,0,27388.5,27507,285.532,888.276,118
RSUExampleScenario.node[706].veinsmobility,16.25,0,27103.5,27507.5,748.711,1845.52,403.5
RSUExampleScenario.node[2230].veinsmobility,19.25,0,27330,27507.5,363.529,913.059,177
RSUExampleScenario.node[2412].veinsmobility,19.25,0,27355,27507.5,333.886,1014.45,152
RSUExampleScenario.node[2654].veinsmobility,15.0988,0,27387.5,27508,235.033,634.68,120
RSUExampleScenario.node[2991].veinsmobility,15,1.87018,27436.5,27508,169.188,658.065,71
RSUExampleScenario.node[2322].veinsmobility,15.6081,0,27342,27508.5,322.024,995.549,166
RSUExampleScenario.node[799].veinsmobility,16.1217,-1.11084,27118,27508.5,721.393,1848.28,390
RSUExampleScenario.node[2706].veinsmobility,17.071,0,27394.5,27508.5,265.541,896.698,113.5
RSUExampleScenario.node[2925].veinsmobility,15.65,0,27427,27509,147.435,284.232,81.5
RSUExampleScenario.node[2817].veinsmobility,15.4103,0,27412,27509,199.002,625.378,96.5
RSUExampleScenario.node[2842].veinsmobility,15.8574,-5.84588,27415.5,27509,304.897,905.624,93
RSUExampleScenario.node[2508].veinsmobility,15.8553,0,27368.5,27509,309.023,1038.67,140
RSUExampleScenario.node[867].veinsmobility,15.8372,0,27128,27509.5,710.574,1849.46,381
RSUExampleScenario.node[2811].veinsmobility,15.2881,0,27411,27509.5,214.107,622.699,98
RSUExampleScenario.node[959].veinsmobility,16.0577,-1.46198,27142,27509.5,658.428,1858.83,367
RSUExampleScenario.node[2519].veinsmobility,16.25,0,27370.5,27509.5,339.027,1075.46,138.5
RSUExampleScenario.node[963].veinsmobility,16.75,0,27142.5,27510,674.092,1493.32,367
RSUExampleScenario.node[2853].veinsmobility,15.1383,0,27417.5,27510,198.667,660.9,92
RSUExampleScenario.node[3218].veinsmobility,16.25,0,27469,27510.5,116.285,278.851,41
RSUExampleScenario.node[2496].veinsmobility,15.7657,0,27366,27510.5,289.002,976.605,144
RSUExampleScenario.node[631].veinsmobility,16.5789,-0.858813,27093,27510.5,762.64,1768.11,417
RSUExampleScenario.node[2635].veinsmobility,17.1,0,27384.5,27510.5,323.637,1110.57,125.5
RSUExampleScenario.node[2136].veinsmobility,15.2238,0,27316.5,27510.5,382.955,1060.06,193.5
RSUExampleScenario.node[987].veinsmobility,16.2136,0,27146,27511.5,695.495,1745.59,365
RSUExampleScenario.node[2960].veinsmobility,15.3534,0,27431,27511.5,178.22,624.991,80
RSUExampleScenario.node[2790].veinsmobility,15.173,0,27407.5,27511.5,212.352,618.278,103.5
RSUExampleScenario.node[3427].veinsmobility,12.6182,6.9,27502,27512,29.2389,106.309,9.5
RSUExampleScenario.node[420].veinsmobility,16.0011,0,27062,27512,766.092,1837.25,449.5
RSUExampleScenario.node[3062].veinsmobility,15.65,1.28056,27447,27512,163.309,660.547,64.5
RSUExampleScenario.node[2792].veinsmobility,16.25,0,27408,27512,271.257,895.312,103.5
RSUExampleScenario.node[2523].veinsmobility,16.0811,0,27371,27512.5,294.801,974.512,141
RSUExampleScenario.node[2876].veinsmobility,16.25,0,27420.5,27512.5,230.898,819.669,91.5
RSUExampleScenario.node[2595].veinsmobility,16.9579,0,27380,27512.5,332.136,998.538,132
RSUExampleScenario.node[2261].veinsmobility,15.5981,0,27334,27513,333.584,971.822,178.5
RSUExampleScenario.node[3032].veinsmobility,16.3544,0,27443,27513,175.1,623.967,69.5
RSUExampleScenario.node[3037].veinsmobility,16.1074,0,27444,27513,190.979,620.968,68.5
RSUExampleScenario.node[1477].veinsmobility,16.25,0,27220.5,27513,505.639,1201.7,292
RSUExampleScenario.node[3108].veinsmobility,16.25,0,27453,27513.5,136.255,288.588,60
RSUExampleScenario.node[685].veinsmobility,15,-0.606465,27100.5,27513.5,757.614,1876.81,412.5
RSUExampleScenario.node[1589].veinsmobility,19.25,0,27237.5,27513.5,538.778,1313.36,275.5
RSUExampleScenario.node[2545].veinsmobility,19.75,0,27374.5,27513.5,302.372,781.727,138.5
RSUExampleScenario.node[2363].veinsmobility,16.8687,0,27347.5,27513.5,363.569,1107.76,165.5
RSUExampleScenario.node[876].veinsmobility,16.4207,0,27129,27514,749.423,1865.34,384.5
RSUExampleScenario.node[2245].veinsmobility,18.3316,0,27332,27514,347.536,941.514,181.5
RSUExampleScenario.node[3051].veinsmobility,16.7499,0.984073,27446,27514,196.965,628.101,67.5
RSUExampleScenario.node[2501].veinsmobility,19.25,0,27366.5,27514,302.857,775.237,147
RSUExampleScenario.node[2748].veinsmobility,15.7776,0,27402,27514,262.331,908.735,111.5
RSUExampleScenario.node[2563].veinsmobility,16.8824,0,27376.5,27514.5,342.449,1067.46,137.5
RSUExampleScenario.node[1327].veinsmobility,21.9148,0,27196.5,27515,606.39,1440.45,318
RSUExampleScenario.node[3103].veinsmobility,15.7056,0,27452.5,27515,162.769,624.49,62
RSUExampleScenario.node[716].veinsmobility,15.0988,0,27105,27515.5,741.503,1851.99,410
RSUExampleScenario.node[612].veinsmobility,15.4807,0,27090.5,27515.5,753.058,1867.79,424.5
RSUExampleScenario.node[2009].veinsmobility,16.0748,0,27298,27515.5,400.019,989.094,217
RSUExampleScenario.node[1830].veinsmobility,16.8533,0,27270,27516,418.043,959.431,245.5
RSUExampleScenario.node[1439].veinsmobility,22.5701,-1.10775,27214.5,27516,615.871,1446.79,301
RSUExampleScenario.node[1765].veinsmobility,18.281,0,27260,27516,521.344,1418.46,255.5
RSUExampleScenario.node[2624].veinsmobility,19.2486,-0.109884,27383,27516,291.184,788.699,132.5
RSUExampleScenario.node[945].veinsmobility,16.25,0,27140,27516.5,713.151,1871.1,376
RSUExampleScenario.node[2424].veinsmobility,18.1204,0,27357.5,27516.5,337.285,908.781,158.5
RSUExampleScenario.node[2534].veinsmobility,18.0762,0,27373,27516.5,288.837,772.336,143
RSUExampleScenario.node[2692].veinsmobility,16.25,0,27392.5,27516.5,335.591,1130.74,123.5
RSUExampleScenario.node[2471].veinsmobility,15.0988,0,27362,27517,294.911,977.107,154.5
RSUExampleScenario.node[2309].veinsmobility,16.047,-1.63786,27340,27517,315.803,675.726,176.5
RSUExampleScenario.node[651].veinsmobility,16.0952,0,27095,27517,735.635,1846.28,421.5
RSUExampleScenario.node[1904].veinsmobility,19.25,0,27280.5,27517,489.322,1409.37,236
RSUExampleScenario.node[2316].veinsmobility,15.457,-6.59808,27341.5,27517,375.224,1063.76,175
RSUExampleScenario.node[2620].veinsmobility,18.7148,0,27382.5,27517.5,285.936,768.562,134.5
RSUExampleScenario.node[2870].veinsmobility,17.449,0,27420,27517.5,282.021,909.318,97
RSUExampleScenario.node[3468].veinsmobility,13.15,6.9,27507.5,27518,34.5315,108.65,10
RSUExampleScenario.node[2669].veinsmobility,18.7035,0,27389.5,27518,269.505,780.213,128
RSUExampleScenario.node[2821].veinsmobility,16.25,-1.3004,27413,27518,276.617,873.431,104.5
RSUExampleScenario.node[2697].veinsmobility,16.25,0,27393,27518,361.5,1123.88,124.5
RSUExampleScenario.node[3202].veinsmobility,15.4807,0,27466.5,27518.5,111.586,267.25,51.5
RSUExampleScenario.node[2328].veinsmobility,16.9056,0,27343,27518.5,312.965,663.101,175
RSUExampleScenario.node[1043].veinsmobility,22.0389,-0.705965,27154,27518.5,675.152,1614.74,364
RSUExampleScenario.node[2601].veinsmobility,15.5345,0,27380.5,27519,288.801,976.096,138
RSUExampleScenario.node[2687].veinsmobility,19.9713,0,27392,27519,284.23,785.48,126.5
RSUExampleScenario.node[2789].veinsmobility,16.1742,0.297785,27407.5,27519,264.376,1011.07,111
RSUExampleScenario.node[1458].veinsmobility,16.25,0,27218,27519.5,485.586,897.81,301
RSUExampleScenario.node[2701].veinsmobility,18.4356,0,27394,27519.5,265.356,791.132,125
RSUExampleScenario.node[2858].veinsmobility,14.356,0,27418.5,27520,173.767,345.445,101
RSUExampleScenario.node[3167].veinsmobility,22.542,0,27462.5,27520.5,195.832,413.072,57.5
RSUExampleScenario.node[2345].veinsmobility,17.2098,0,27346,27520.5,305.904,680.092,174
RSUExampleScenario.node[3007].veinsmobility,17.5,0,27438.5,27520.5,236.898,859.25,81.5
RSUExampleScenario.node[2599].veinsmobility,16.2713,0,27380.5,27521,293.546,692.269,140
RSUExampleScenario.node[2650].veinsmobility,15.3396,0,27386.5,27521,266.209,689.219,134
RSUExampleScenario.node[2627].veinsmobility,15.2995,0,27383.5,27521,283.737,983.615,137
RSUExampleScenario.node[2231].veinsmobility,15.5,0,27330.5,27521,289.05,492.292,190
RSUExampleScenario.node[1754].veinsmobility,22.5,0,27259,27521.5,565.785,1590.92,262
RSUExampleScenario.node[1688].veinsmobility,16.25,0,27250.5,27521.5,444.993,902.523,270.5
RSUExampleScenario.node[2651].veinsmobility,19.25,0,27386.5,27521.5,282.974,785.385,134.5
RSUExampleScenario.node[2955].veinsmobility,13.1599,0,27430.5,27522,158.58,328.078,91
RSUExampleScenario.node[2634].veinsmobility,18,-1.00951,27384.5,27522,274.181,782.687,137
RSUExampleScenario.node[2373].veinsmobility,16.4455,0,27349,27522,332.508,875.055,172.5
RSUExampleScenario.node[2611].veinsmobility,15.9044,0,27381.5,27522.5,255.002,692.573,140.5
RSUExampleScenario.node[3011].veinsmobility,15.8175,0,27439,27522.5,211.295,690.404,83
RSUExampleScenario.node[2691].veinsmobility,18.3578,0,27392.5,27522.5,293.641,983.417,129.5
RSUExampleScenario.node[2720].veinsmobility,18.563,0,27396.5,27522.5,258.939,777.324,125.5
RSUExampleScenario.node[2228].veinsmobility,16.3901,-1.31267,27330,27523,289.504,488.493,192.5
RSUExampleScenario.node[2726].veinsmobility,18,0,27397.5,27523,260.437,787.476,125
RSUExampleScenario.node[2708].veinsmobility,18.1899,0,27395,27523,265.071,770.827,127.5
RSUExampleScenario.node[1668].veinsmobility,16.5,0,27248,27523.5,461.601,893.642,275
RSUExampleScenario.node[1416].veinsmobility,13.6497,0,27211,27524,469.404,884.292,312.5
RSUExampleScenario.node[2855].veinsmobility,19.2928,0,27418,27524,246.994,784.383,105.5
RSUExampleScenario.node[2730].veinsmobility,18.3179,0,27398,27524,272.132,788.035,125.5
RSUExampleScenario.node[2034].veinsmobility,16.25,-3.50807,27301,27524.5,484.957,1526.63,223
RSUExampleScenario.node[1950].veinsmobility,16.9,0,27289,27524.5,459.32,1299.23,235
RSUExampleScenario.node[2774].veinsmobility,19.5463,0,27405.5,27524.5,265.957,769.339,118.5
RSUExampleScenario.node[2476].veinsmobility,16.25,0,27363,27524.5,365.612,1119.6,161
RSUExampleScenario.node[560].veinsmobility,17.3036,0,27083.5,27525,772.316,1750.86,441
RSUExampleScenario.node[2647].veinsmobility,15.8202,0,27386,27525.5,300.889,990.705,139
RSUExampleScenario.node[2890].veinsmobility,19.8094,0,27422.5,27525.5,246.489,781.173,102.5
RSUExampleScenario.node[2752].veinsmobility,17.6921,0,27402.5,27525.5,243.544,777.397,122.5
RSUExampleScenario.node[2288].veinsmobility,15.8202,0,27337,27525.5,361.538,1060.61,188
RSUExampleScenario.node[2488].veinsmobility,16.7771,0,27364.5,27526,335.62,778.829,161
RSUExampleScenario.node[2612].veinsmobility,16.6472,0,27381.5,27526,300.479,989.747,144
