Module,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_maxSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_minSpeed,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_startTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_stopTime,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalDistance,/veins-4.4/examples/pveins_providencia/results/PER0.0_100Demand_5secs/nodebug-0.sca_nodebug-0-20170523-11:34:05-3228_totalTime
RSUExampleScenario.node[3763].veinsmobility,9.07145,0,27551.5,27900,380.822,168.116,348.5
RSUExampleScenario.node[3766].veinsmobility,18.1767,-0.331116,27551.5,27900,491.82,751.765,348.5
RSUExampleScenario.node[3768].veinsmobility,15.4238,0,27552,27900,452.131,586.923,348
RSUExampleScenario.node[3769].veinsmobility,13.9948,-1.30678,27552,27900,460.986,610.849,348
RSUExampleScenario.node[3772].veinsmobility,0.130181,0,27552.5,27900,337.845,11.7073,347.5
RSUExampleScenario.node[3778].veinsmobility,16.7131,-1.92886,27553.5,27900,451.194,548.181,346.5
RSUExampleScenario.node[3779].veinsmobility,9.96371,0,27554,27900,439.739,516.131,346
RSUExampleScenario.node[3780].veinsmobility,15.3153,-0.0701199,27554.5,27900,476.199,534.42,345.5
RSUExampleScenario.node[3783].veinsmobility,11,0,27554.5,27900,456.433,645.351,345.5
RSUExampleScenario.node[3784].veinsmobility,16.75,0,27554.5,27900,400.243,249.373,345.5
RSUExampleScenario.node[3789].veinsmobility,18.9444,0,27555,27900,568.048,1088.07,345
RSUExampleScenario.node[3790].veinsmobility,11,0,27555,27900,354.102,111.162,345
RSUExampleScenario.node[4014].veinsmobility,0.406503,0,27591.5,27900,318.412,15.3632,308.5
RSUExampleScenario.node[4471].veinsmobility,0.432752,0,27662.5,27900,241.875,8.97843,237.5
RSUExampleScenario.node[3792].veinsmobility,1.19288,0,27556,27900,343.705,23.9292,344
RSUExampleScenario.node[3794].veinsmobility,15.7057,-4.36075,27556,27900,561.741,1093.49,344
RSUExampleScenario.node[3798].veinsmobility,9.7711,0,27557,27900,355.371,124.531,343
RSUExampleScenario.node[4628].veinsmobility,4.45567,0,27689,27900,242.474,125.512,211
RSUExampleScenario.node[3807].veinsmobility,14.0902,0,27558.5,27900,447.265,470.877,341.5
RSUExampleScenario.node[3808].veinsmobility,16.2342,0,27558.5,27900,439.666,514.921,341.5
RSUExampleScenario.node[3809].veinsmobility,14.9941,0,27558.5,27900,509.088,859.518,341.5
RSUExampleScenario.node[3810].veinsmobility,13.8423,0,27559,27900,449.465,632.302,341
RSUExampleScenario.node[3811].veinsmobility,16.6348,0,27559,27900,450.781,597.217,341
RSUExampleScenario.node[3813].veinsmobility,15,0,27559,27900,519.362,1068.38,341
RSUExampleScenario.node[3814].veinsmobility,6.75314,-3.19035,27559,27900,350.284,68.6563,341
RSUExampleScenario.node[3817].veinsmobility,10.9448,0,27560,27900,355.928,118.113,340
RSUExampleScenario.node[3819].veinsmobility,2.15,0,27560,27900,332.206,14.1372,340
RSUExampleScenario.node[3820].veinsmobility,8.93073,0,27560.5,27900,428.339,471.95,339.5
RSUExampleScenario.node[3821].veinsmobility,18.25,0,27561,27900,491.372,554.174,339
RSUExampleScenario.node[3823].veinsmobility,8.98358,-0.0571628,27561,27900,434.375,464.558,339
RSUExampleScenario.node[3827].veinsmobility,0.729442,-0.36585,27561.5,27900,330.689,15.4494,338.5
RSUExampleScenario.node[3828].veinsmobility,12.1391,0,27562,27900,352.489,108.847,338
RSUExampleScenario.node[3833].veinsmobility,2.5229,0,27562.5,27900,329.968,12.6458,337.5
RSUExampleScenario.node[3836].veinsmobility,15.9643,0,27564,27900,445.595,533.441,336
RSUExampleScenario.node[3837].veinsmobility,10.3304,-0.355808,27564,27900,423.834,514.654,336
RSUExampleScenario.node[3841].veinsmobility,16.389,0,27565,27900,492.624,719.293,335
RSUExampleScenario.node[3842].veinsmobility,10.7761,0,27565,27900,343.815,101.569,335
RSUExampleScenario.node[4501].veinsmobility,4.50962,0,27668,27900,268.061,141.002,232
RSUExampleScenario.node[3846].veinsmobility,16.25,0,27565.5,27900,462.716,638.849,334.5
RSUExampleScenario.node[3847].veinsmobility,16.8096,0,27565.5,27900,601.278,1452.3,334.5
RSUExampleScenario.node[3850].veinsmobility,12.816,0,27566,27900,432.941,614.45,334
RSUExampleScenario.node[3854].veinsmobility,16.7971,0,27566.5,27900,431.485,592.654,333.5
RSUExampleScenario.node[3855].veinsmobility,14.3352,-2.34548,27566.5,27900,418.018,345.61,333.5
RSUExampleScenario.node[3858].veinsmobility,10.0243,0,27567,27900,351.922,161.844,333
RSUExampleScenario.node[3859].veinsmobility,15.5,0,27567.5,27900,475.434,894.406,332.5
RSUExampleScenario.node[3860].veinsmobility,12.8805,0,27567.5,27900,442.24,594.367,332.5
RSUExampleScenario.node[3861].veinsmobility,13.9948,0,27567.5,27900,445.255,573.561,332.5
RSUExampleScenario.node[3866].veinsmobility,16.5795,0,27568.5,27900,515.567,720.711,331.5
RSUExampleScenario.node[3870].veinsmobility,12.6877,-3.55817,27569,27900,434.543,493.161,331
RSUExampleScenario.node[4717].veinsmobility,3.6919,0,27705,27900,215.151,65.9064,195
RSUExampleScenario.node[3874].veinsmobility,14.8512,0,27569.5,27900,456.413,641.611,330.5
RSUExampleScenario.node[3875].veinsmobility,17.3083,0,27569.5,27900,511.791,928.493,330.5
RSUExampleScenario.node[3877].veinsmobility,8.95597,0,27570.5,27900,341.125,134.862,329.5
RSUExampleScenario.node[3879].veinsmobility,14.9506,-0.872229,27570.5,27900,499.347,880.893,329.5
RSUExampleScenario.node[3880].veinsmobility,8.84323,0,27571,27900,336.086,105.731,329
RSUExampleScenario.node[3884].veinsmobility,12.5954,0,27571.5,27900,424.319,566.683,328.5
RSUExampleScenario.node[3888].veinsmobility,8.95005,0,27572,27900,380.358,211.234,328
RSUExampleScenario.node[3889].veinsmobility,14.2187,0,27572.5,27900,475.462,800.838,327.5
RSUExampleScenario.node[3890].veinsmobility,7.34606,0,27572.5,27900,338.541,128.799,327.5
RSUExampleScenario.node[3893].veinsmobility,11.4732,0,27573,27900,424.12,587.71,327
RSUExampleScenario.node[3895].veinsmobility,7.1627,0,27573,27900,329.631,104.62,327
RSUExampleScenario.node[3900].veinsmobility,8.29957,0,27574.5,27900,371.448,256.427,325.5
RSUExampleScenario.node[4368].veinsmobility,10.4437,-2.92956,27644.5,27900,301.768,152.328,255.5
RSUExampleScenario.node[3903].veinsmobility,16.0032,0,27575,27900,427.108,582.933,325
RSUExampleScenario.node[3905].veinsmobility,11.3842,0,27575.5,27900,445.528,659.803,324.5
RSUExampleScenario.node[3908].veinsmobility,4.40513,-4.02831,27575.5,27900,320.253,20.1201,324.5
RSUExampleScenario.node[3909].veinsmobility,12.8734,0,27576,27900,463.044,784.81,324
RSUExampleScenario.node[3910].veinsmobility,12.0351,0,27576,27900,472.445,855.718,324
RSUExampleScenario.node[3911].veinsmobility,10.5503,0,27576,27900,417.064,498.474,324
RSUExampleScenario.node[3912].veinsmobility,7.8019,-1.95386,27576,27900,326.188,93.321,324
RSUExampleScenario.node[3913].veinsmobility,16.3582,0,27576,27900,440.612,622.51,324
RSUExampleScenario.node[3914].veinsmobility,17.7537,0,27576,27900,489.353,800.049,324
RSUExampleScenario.node[3916].veinsmobility,12.4851,0,27576.5,27900,415.982,416.415,323.5
RSUExampleScenario.node[3917].veinsmobility,9.96994,0,27576.5,27900,403.407,392.883,323.5
RSUExampleScenario.node[3918].veinsmobility,12.8477,0,27576.5,27900,337.53,93.5342,323.5
RSUExampleScenario.node[3919].veinsmobility,16.25,-0.561459,27576.5,27900,447.146,607.826,323.5
RSUExampleScenario.node[3920].veinsmobility,15.6307,0,27577,27900,455.694,799.634,323
RSUExampleScenario.node[3921].veinsmobility,15.1306,0,27577.5,27900,493.248,810.569,322.5
RSUExampleScenario.node[3924].veinsmobility,13.9167,-0.101831,27577.5,27900,410.958,370.097,322.5
RSUExampleScenario.node[3925].veinsmobility,15.5,0,27578,27900,490.62,878.498,322
RSUExampleScenario.node[3926].veinsmobility,7.91692,0,27578.5,27900,393.093,387.247,321.5
RSUExampleScenario.node[3927].veinsmobility,17.8842,0,27578.5,27900,468.481,753.138,321.5
RSUExampleScenario.node[3928].veinsmobility,8.65248,0,27578.5,27900,368.851,210.998,321.5
RSUExampleScenario.node[4707].veinsmobility,4.24768,0,27704,27900,226.661,118.859,196
RSUExampleScenario.node[3930].veinsmobility,11,0,27579.5,27900,401.807,531.063,320.5
RSUExampleScenario.node[3931].veinsmobility,12.2796,0,27579.5,27900,435.37,576.499,320.5
RSUExampleScenario.node[3937].veinsmobility,12.8405,0,27580,27900,430.024,587.538,320
RSUExampleScenario.node[3942].veinsmobility,18.401,0,27580.5,27900,464.191,728.52,319.5
RSUExampleScenario.node[3944].veinsmobility,8.10584,-1.0007,27581,27900,361.795,280.623,319
RSUExampleScenario.node[3945].veinsmobility,13.1544,0,27581,27900,441.042,619.429,319
RSUExampleScenario.node[4472].veinsmobility,4.58643,0,27663,27900,275.576,150.901,237
RSUExampleScenario.node[3948].veinsmobility,15.8228,0,27581.5,27900,412.663,474.089,318.5
RSUExampleScenario.node[3949].veinsmobility,8.91189,0,27581.5,27900,321.015,86.0103,318.5
RSUExampleScenario.node[3951].veinsmobility,21.25,0,27581.5,27900,488.417,875.626,318.5
RSUExampleScenario.node[3953].veinsmobility,16.25,0,27582,27900,515.413,908.536,318
RSUExampleScenario.node[3959].veinsmobility,14.8342,0,27582.5,27900,419.172,503.253,317.5
RSUExampleScenario.node[3960].veinsmobility,18.0876,0,27582.5,27900,418.761,672.862,317.5
RSUExampleScenario.node[3963].veinsmobility,6.82576,0,27583,27900,315.817,87.1063,317
RSUExampleScenario.node[3968].veinsmobility,8.87475,0,27583.5,27900,356.513,220.877,316.5
RSUExampleScenario.node[3969].veinsmobility,9.24514,0,27584,27900,317.886,88.0322,316
RSUExampleScenario.node[3970].veinsmobility,2.8692,0,27584,27900,308.596,13.9843,316
RSUExampleScenario.node[3971].veinsmobility,9.89302,-0.248933,27584.5,27900,401.32,383.482,315.5
RSUExampleScenario.node[3972].veinsmobility,15.1983,0,27584.5,27900,406.839,515.072,315.5
RSUExampleScenario.node[3974].veinsmobility,16.75,0,27584.5,27900,383.105,306.736,315.5
RSUExampleScenario.node[4255].veinsmobility,4.94877,0,27626.5,27900,319.344,189.014,273.5
RSUExampleScenario.node[3975].veinsmobility,8.31675,0,27585,27900,393.329,380.889,315
RSUExampleScenario.node[3985].veinsmobility,17,0,27586,27900,456.968,628.712,314
RSUExampleScenario.node[3987].veinsmobility,4.79654,-0.852386,27586.5,27900,314.919,33.369,313.5
RSUExampleScenario.node[3988].veinsmobility,15.848,0,27586.5,27900,470.655,717.444,313.5
RSUExampleScenario.node[3989].veinsmobility,9.86243,0,27586.5,27900,319.229,87.7879,313.5
RSUExampleScenario.node[3991].veinsmobility,12.0317,0,27586.5,27900,380.776,302.958,313.5
RSUExampleScenario.node[3992].veinsmobility,18.3456,0,27587,27900,603.762,1419.9,313
RSUExampleScenario.node[3995].veinsmobility,8.2722,0,27587.5,27900,315.351,91.0188,312.5
RSUExampleScenario.node[3997].veinsmobility,10.7234,0,27588,27900,394.896,354.702,312
RSUExampleScenario.node[3998].veinsmobility,11.3036,0,27588,27900,382.028,418.749,312
RSUExampleScenario.node[4685].veinsmobility,4.09661,-0.765459,27699,27900,230.499,98.0709,201
RSUExampleScenario.node[4000].veinsmobility,17.6775,0,27588.5,27900,443.094,701.077,311.5
RSUExampleScenario.node[4465].veinsmobility,9.48225,-0.666504,27661.5,27900,297.517,227.782,238.5
RSUExampleScenario.node[4002].veinsmobility,15.5966,0,27589,27900,450.422,750.945,311
RSUExampleScenario.node[4004].veinsmobility,13.8304,0,27589.5,27900,486.762,1033.48,310.5
RSUExampleScenario.node[4007].veinsmobility,10.8239,0,27590,27900,388.241,383.865,310
RSUExampleScenario.node[4008].veinsmobility,16.3985,-1.09809,27590,27900,507.155,1105.66,310
RSUExampleScenario.node[4009].veinsmobility,10.6745,0,27590,27900,397.966,489.46,310
RSUExampleScenario.node[4011].veinsmobility,16.1872,0,27590,27900,424.263,619.657,310
RSUExampleScenario.node[4012].veinsmobility,15.65,0,27590,27900,509.258,1087.83,310
RSUExampleScenario.node[4024].veinsmobility,15,0,27593,27900,411.386,512.928,307
RSUExampleScenario.node[4015].veinsmobility,12.2404,0,27591.5,27900,412.437,620.667,308.5
RSUExampleScenario.node[4016].veinsmobility,11.0802,0,27591.5,27900,429.944,634.505,308.5
RSUExampleScenario.node[4018].veinsmobility,7.93998,0,27591.5,27900,326.486,111.583,308.5
RSUExampleScenario.node[4020].veinsmobility,10.1262,0,27592,27900,313.894,96.6904,308
RSUExampleScenario.node[4022].veinsmobility,10.339,0,27592.5,27900,407.737,659.797,307.5
RSUExampleScenario.node[4025].veinsmobility,11.1316,-1.32786,27593,27900,349.91,251.719,307
RSUExampleScenario.node[4026].veinsmobility,10.7805,0,27593,27900,377.467,444.856,307
RSUExampleScenario.node[4478].veinsmobility,5.46517,0,27664,27900,276.397,173.153,236
RSUExampleScenario.node[4118].veinsmobility,1.43091,-1.14603,27606.5,27900,289.669,6.15296,293.5
RSUExampleScenario.node[4032].veinsmobility,21.2925,0,27594,27900,605.063,1452.32,306
RSUExampleScenario.node[4035].veinsmobility,8.98858,0,27594.5,27900,369.594,336.951,305.5
RSUExampleScenario.node[4044].veinsmobility,12.816,0,27596,27900,393.823,534.617,304
RSUExampleScenario.node[4053].veinsmobility,7.08599,0,27597,27900,362,318.801,303
RSUExampleScenario.node[4057].veinsmobility,13.2244,0,27597.5,27900,410.627,572.961,302.5
RSUExampleScenario.node[4059].veinsmobility,12.6173,0,27598,27900,405.807,641.305,302
RSUExampleScenario.node[4060].veinsmobility,14.4391,0,27598,27900,388.8,487.596,302
RSUExampleScenario.node[4062].veinsmobility,15.8202,0,27598,27900,433.884,712.207,302
RSUExampleScenario.node[4064].veinsmobility,12.6085,0,27599,27900,391.834,536.632,301
RSUExampleScenario.node[4066].veinsmobility,9.9,0,27599.5,27900,304.964,79.4472,300.5
RSUExampleScenario.node[4072].veinsmobility,15.6323,0,27600,27900,486.547,1165.39,300
RSUExampleScenario.node[4073].veinsmobility,15.2309,0,27600,27900,547.267,1603.22,300
RSUExampleScenario.node[4074].veinsmobility,14.9935,0,27600,27900,501.793,1157.82,300
RSUExampleScenario.node[4077].veinsmobility,15.1618,0,27600,27900,506.306,1291.38,300
RSUExampleScenario.node[4078].veinsmobility,14.9634,0,27600,27900,488.118,1309.97,300
RSUExampleScenario.node[4079].veinsmobility,12.8342,0,27600.5,27900,342.18,247.019,299.5
RSUExampleScenario.node[4081].veinsmobility,9.9,0,27600.5,27900,303.523,74.091,299.5
RSUExampleScenario.node[4082].veinsmobility,17.15,-4.61022,27600.5,27900,545.893,1039.75,299.5
RSUExampleScenario.node[4670].veinsmobility,6.48596,0,27696.5,27900,239.509,136.73,203.5
RSUExampleScenario.node[4083].veinsmobility,8.98427,0,27601,27900,372.357,337.34,299
RSUExampleScenario.node[4678].veinsmobility,3.75577,0,27698,27900,227.129,89.6902,202
RSUExampleScenario.node[4085].veinsmobility,11,0,27601.5,27900,393.052,410.993,298.5
RSUExampleScenario.node[5428].veinsmobility,2.22842,0,27831,27900,74.4398,18.6663,69
RSUExampleScenario.node[4090].veinsmobility,2.23722,0,27602,27900,295.739,11.3416,298
RSUExampleScenario.node[4092].veinsmobility,6.21297,0,27602.5,27900,297.007,72.9895,297.5
RSUExampleScenario.node[4095].veinsmobility,7.24556,0,27603,27900,358.828,303.08,297
RSUExampleScenario.node[4098].veinsmobility,21.8949,-3.35011,27603,27900,480.395,769.766,297
RSUExampleScenario.node[4099].veinsmobility,11.3854,-0.347838,27603.5,27900,364.681,322.932,296.5
RSUExampleScenario.node[4100].veinsmobility,10.6935,-0.485413,27604,27900,369.36,317.085,296
RSUExampleScenario.node[4102].veinsmobility,10.6475,0,27604.5,27900,335.654,247.31,295.5
RSUExampleScenario.node[4104].veinsmobility,13.8132,0,27604.5,27900,402.414,568.135,295.5
RSUExampleScenario.node[4105].veinsmobility,11.6959,0,27604.5,27900,372.638,441.254,295.5
RSUExampleScenario.node[4107].veinsmobility,15.5455,0,27605,27900,435.223,751.413,295
RSUExampleScenario.node[4108].veinsmobility,2.15,0,27605,27900,294.337,9.26187,295
RSUExampleScenario.node[4109].veinsmobility,11.1821,0,27605.5,27900,365.925,442.297,294.5
RSUExampleScenario.node[4110].veinsmobility,16.0214,0,27605.5,27900,412.834,619.683,294.5
RSUExampleScenario.node[4112].veinsmobility,3.99615,0,27605.5,27900,305.303,44.3264,294.5
RSUExampleScenario.node[4114].veinsmobility,14.25,0,27606,27900,487.999,1059.03,294
RSUExampleScenario.node[4115].veinsmobility,15.0399,0,27606,27900,415.241,592.024,294
RSUExampleScenario.node[4116].veinsmobility,17.8675,-0.0444992,27606,27900,488.352,1071.62,294
RSUExampleScenario.node[4119].veinsmobility,11.0734,0,27606.5,27900,344.431,267.614,293.5
RSUExampleScenario.node[4121].veinsmobility,6.98287,0,27606.5,27900,291.815,67.6392,293.5
RSUExampleScenario.node[4127].veinsmobility,15.5,-1.86018,27607,27900,411.082,343.942,293
RSUExampleScenario.node[4129].veinsmobility,12.0898,0,27607.5,27900,369.533,406.697,292.5
RSUExampleScenario.node[4130].veinsmobility,9.13529,0,27607.5,27900,296.07,75.2405,292.5
RSUExampleScenario.node[4132].veinsmobility,10.1832,0,27608,27900,406.975,462.917,292
RSUExampleScenario.node[4133].veinsmobility,13.0076,0,27608,27900,392.326,527.897,292
RSUExampleScenario.node[4136].veinsmobility,0.6147,-3.20052,27608,27900,286.123,3.37526,292
RSUExampleScenario.node[4495].veinsmobility,5.82999,0,27667,27900,273.482,161.181,233
RSUExampleScenario.node[4138].veinsmobility,11.7906,0,27608.5,27900,397.611,538.906,291.5
RSUExampleScenario.node[4139].veinsmobility,5.54942,0,27608.5,27900,289.26,66.756,291.5
RSUExampleScenario.node[4140].veinsmobility,16.3892,0,27608.5,27900,545.266,1232.59,291.5
RSUExampleScenario.node[4141].veinsmobility,11.688,-0.174042,27609,27900,409.205,672.979,291
RSUExampleScenario.node[4142].veinsmobility,6.81427,0,27609,27900,292.287,72.5533,291
RSUExampleScenario.node[4510].veinsmobility,3.15561,0,27669,27900,252.522,69.4856,231
RSUExampleScenario.node[4146].veinsmobility,15.2464,0,27610.5,27900,399.094,605.153,289.5
RSUExampleScenario.node[4147].veinsmobility,14.9482,0,27610.5,27900,444.62,913.005,289.5
RSUExampleScenario.node[4151].veinsmobility,17.3093,0,27611,27900,438.959,851.832,289
RSUExampleScenario.node[4154].veinsmobility,15.0104,0,27611.5,27900,432.771,660.214,288.5
RSUExampleScenario.node[4155].veinsmobility,6.45949,0,27611.5,27900,289.423,67.2445,288.5
RSUExampleScenario.node[4374].veinsmobility,9.32331,-0.807197,27645.5,27900,320.361,267.323,254.5
RSUExampleScenario.node[4157].veinsmobility,13.5456,0,27611.5,27900,384.208,500.065,288.5
RSUExampleScenario.node[4158].veinsmobility,10.5492,0,27612,27900,384.875,504.58,288
RSUExampleScenario.node[4160].veinsmobility,9.05526,0,27612,27900,339.52,212.503,288
RSUExampleScenario.node[4163].veinsmobility,14.9146,0,27613,27900,425.448,782.193,287
RSUExampleScenario.node[4165].veinsmobility,6.56425,0,27613.5,27900,285.605,68.7746,286.5
RSUExampleScenario.node[4167].veinsmobility,16.5799,-0.0928037,27613.5,27900,485.514,1128.69,286.5
RSUExampleScenario.node[4169].veinsmobility,16.25,0,27613.5,27900,389.973,448.229,286.5
RSUExampleScenario.node[4172].veinsmobility,12.7519,0,27614,27900,379.324,511.787,286
RSUExampleScenario.node[4174].veinsmobility,11.7951,0,27614.5,27900,370.526,428.778,285.5
RSUExampleScenario.node[4181].veinsmobility,16.25,-2.13523,27615,27900,391.775,442.982,285
RSUExampleScenario.node[4182].veinsmobility,15.7726,0,27615.5,27900,428.117,876.617,284.5
RSUExampleScenario.node[4185].veinsmobility,12.396,-2.59249,27616,27900,377.269,459.847,284
RSUExampleScenario.node[4186].veinsmobility,5.72391,0,27616,27900,282.057,54.7293,284
RSUExampleScenario.node[4189].veinsmobility,13.3792,0,27616.5,27900,466.976,1035.62,283.5
RSUExampleScenario.node[5444].veinsmobility,2.21285,0,27833,27900,74.3108,27.9684,67
RSUExampleScenario.node[4191].veinsmobility,9.89939,0,27617,27900,333.701,239.651,283
RSUExampleScenario.node[4194].veinsmobility,12.1405,0,27617.5,27900,367.11,441.098,282.5
RSUExampleScenario.node[4481].veinsmobility,8.5637,0,27664.5,27900,251.143,83.8356,235.5
RSUExampleScenario.node[4197].veinsmobility,6.06321,0,27618,27900,280.723,60.1812,282
RSUExampleScenario.node[4198].veinsmobility,2.32163,0,27618,27900,304.554,12.5819,282
RSUExampleScenario.node[4201].veinsmobility,7.81202,-0.145733,27618.5,27900,325.764,273.37,281.5
RSUExampleScenario.node[4206].veinsmobility,12.0508,-0.129934,27619,27900,366.871,454.52,281
RSUExampleScenario.node[4208].veinsmobility,16.52,0,27619,27900,513.375,1276.91,281
RSUExampleScenario.node[4209].veinsmobility,15.9496,0,27619.5,27900,379.569,469.642,280.5
RSUExampleScenario.node[4572].veinsmobility,10.0251,-0.274905,27678,27900,250.653,116.387,222
RSUExampleScenario.node[4210].veinsmobility,12.9254,0,27620,27900,421.805,788.454,280
RSUExampleScenario.node[4212].veinsmobility,13.2296,0,27620.5,27900,357.571,454.645,279.5
RSUExampleScenario.node[4213].veinsmobility,10.3401,0,27621,27900,327.684,216.833,279
RSUExampleScenario.node[4216].veinsmobility,16.5865,0,27621,27900,402.128,820.918,279
RSUExampleScenario.node[4217].veinsmobility,15.3534,0,27621,27900,549.064,1466.41,279
RSUExampleScenario.node[4221].veinsmobility,14.8583,-1.59882,27621.5,27900,361.593,346.582,278.5
RSUExampleScenario.node[4222].veinsmobility,12.0574,0,27622,27900,321.037,251.368,278
RSUExampleScenario.node[4224].veinsmobility,16.9099,0,27622,27900,387.464,546.809,278
RSUExampleScenario.node[4229].veinsmobility,7.36816,0,27622.5,27900,334.193,294.296,277.5
RSUExampleScenario.node[4230].veinsmobility,7.41265,0,27623,27900,336.404,315.597,277
RSUExampleScenario.node[4231].veinsmobility,6.4,0,27623,27900,275.538,55.7649,277
RSUExampleScenario.node[4232].veinsmobility,15.65,0,27623,27900,416.526,788.006,277
RSUExampleScenario.node[4233].veinsmobility,13.3913,0,27623.5,27900,373.612,489.507,276.5
RSUExampleScenario.node[4234].veinsmobility,4.2326,-0.786362,27623.5,27900,288.27,44.6119,276.5
RSUExampleScenario.node[4235].veinsmobility,14.0537,0,27624,27900,379.556,561.183,276
RSUExampleScenario.node[4236].veinsmobility,5.1182,0,27624,27900,274.737,53.7188,276
RSUExampleScenario.node[4239].veinsmobility,12.65,0,27624.5,27900,320.977,245.467,275.5
RSUExampleScenario.node[4240].veinsmobility,14.652,0,27624.5,27900,378.378,504.363,275.5
RSUExampleScenario.node[4251].veinsmobility,15.3434,0,27626,27900,382.312,489.756,274
RSUExampleScenario.node[4244].veinsmobility,17.688,0,27625,27900,430.976,864.03,275
RSUExampleScenario.node[4245].veinsmobility,22.5539,0,27625,27900,477.731,908.775,275
RSUExampleScenario.node[4246].veinsmobility,14.4286,0,27625,27900,355.286,421.816,275
RSUExampleScenario.node[4247].veinsmobility,18.5,0,27625.5,27900,480.563,963.841,274.5
RSUExampleScenario.node[4248].veinsmobility,6.35748,0,27625.5,27900,276.004,49.1297,274.5
RSUExampleScenario.node[4253].veinsmobility,12.2386,0,27626,27900,362.208,456.458,274
RSUExampleScenario.node[4257].veinsmobility,16.2438,0,27627,27900,381.042,696.281,273
RSUExampleScenario.node[4258].veinsmobility,15.4221,0,27627.5,27900,431.212,998.114,272.5
RSUExampleScenario.node[4385].veinsmobility,8.90489,0,27647,27900,309.278,245.153,253
RSUExampleScenario.node[4259].veinsmobility,12.285,0,27628,27900,356.238,476.308,272
RSUExampleScenario.node[4261].veinsmobility,15.0647,0,27628.5,27900,409.004,768.272,271.5
RSUExampleScenario.node[4262].veinsmobility,12.5299,-1.72609,27628.5,27900,356.088,438.524,271.5
RSUExampleScenario.node[4265].veinsmobility,11.2514,0,27629,27900,354.559,395.066,271
RSUExampleScenario.node[4266].veinsmobility,16.0075,0,27629,27900,433.042,1009.27,271
RSUExampleScenario.node[4526].veinsmobility,6.15044,0,27671,27900,267.19,152.934,229
RSUExampleScenario.node[4529].veinsmobility,6.51945,0,27671.5,27900,265.008,135.505,228.5
RSUExampleScenario.node[4268].veinsmobility,17.2976,0,27630,27900,424.587,778.251,270
RSUExampleScenario.node[4269].veinsmobility,10.7923,0,27630.5,27900,321.887,213.504,269.5
RSUExampleScenario.node[4273].veinsmobility,1.52789,0,27631,27900,266.612,23.3173,269
RSUExampleScenario.node[4276].veinsmobility,15.1071,0,27631,27900,448.954,1038.3,269
RSUExampleScenario.node[4277].veinsmobility,13.5,0,27631,27900,339.559,321.611,269
RSUExampleScenario.node[4278].veinsmobility,15.6651,0,27631.5,27900,360.637,457.773,268.5
RSUExampleScenario.node[4279].veinsmobility,4.17027,-0.125032,27632,27900,266.718,18.4505,268
RSUExampleScenario.node[4280].veinsmobility,15.6625,-1.45767,27632,27900,352.272,391.738,268
RSUExampleScenario.node[4281].veinsmobility,11.876,0,27632.5,27900,363.616,469.77,267.5
RSUExampleScenario.node[4283].veinsmobility,14.7774,0,27632.5,27900,373.538,599.456,267.5
RSUExampleScenario.node[4285].veinsmobility,13.0652,0,27633,27900,354.31,392.677,267
RSUExampleScenario.node[4286].veinsmobility,13.0007,0,27633,27900,355.988,521.072,267
RSUExampleScenario.node[4287].veinsmobility,5.9,0,27633,27900,263.135,47.1759,267
RSUExampleScenario.node[4288].veinsmobility,17.5006,0,27633,27900,378.382,704.528,267
RSUExampleScenario.node[4289].veinsmobility,18.5399,0,27633,27900,434.903,856.318,267
RSUExampleScenario.node[4290].veinsmobility,8.07923,0,27633.5,27900,306.331,260.848,266.5
RSUExampleScenario.node[4291].veinsmobility,6.9,0,27633.5,27900,264.168,48.2757,266.5
RSUExampleScenario.node[4295].veinsmobility,8.37781,-1.34738,27634,27900,307.295,257.932,266
RSUExampleScenario.node[4300].veinsmobility,5.98569,0,27634.5,27900,264.16,42.9617,265.5
RSUExampleScenario.node[4305].veinsmobility,16.1563,-1.25541,27635.5,27900,423.957,786.814,264.5
RSUExampleScenario.node[4310].veinsmobility,17.96,0,27635.5,27900,404.683,759.688,264.5
RSUExampleScenario.node[4311].veinsmobility,15.7588,0,27635.5,27900,412.232,838.553,264.5
RSUExampleScenario.node[4312].veinsmobility,8.48434,0,27636,27900,312.088,169.044,264
RSUExampleScenario.node[4314].veinsmobility,15.5844,0,27636,27900,369.105,557.966,264
RSUExampleScenario.node[4315].veinsmobility,18.3426,-2.55102,27636,27900,393.117,757.807,264
RSUExampleScenario.node[5451].veinsmobility,4.76435,0,27834,27900,75.1576,35.732,66
RSUExampleScenario.node[4316].veinsmobility,8.34886,-0.886948,27636.5,27900,300.794,215.755,263.5
