time,ProvidenciaExampleScenario.node[219].veinsmobility.speed
27033.5,3.5
27034,4.75
27034.5,6
27035,7.25
27035.5,8.5
27036,9.75
27036.5,11
27037,12.25
27037.5,13.5
27038,11
27038.5,11
27039,11.5
27039.5,12.5
27040,11.9464
27040.5,11.638
27041,11.1492
27041.5,11.0512
27042,11.4531
27042.5,11.3558
27043,11.2648
27043.5,11.1762
27044,11.0853
27044.5,10.9873
27045,10.8358
27045.5,10.5808
27046,10.003
27046.5,9.65295
27047,9.27064
27047.5,8.87042
27048,8.4628
27048.5,8.05546
27049,7.26488
27049.5,6.59392
27050,6.33836
27050.5,6.08907
27051,5.8441
27051.5,6.09914
27052,5.87613
27052.5,6.15311
27053,6.9301
27053.5,8.1801
27054,9.4301
27054.5,9.27943
27055,9.14065
27055.5,9.01514
27056,8.9534
27056.5,8.99861
27057,9.1168
27057.5,9.73498
27058,10.7925
27058.5,11.8175
27059,12.3299
27059.5,12.8968
27060,13.773
27060.5,15.023
27061,16.273
27061.5,17.4192
27062,18.2656
27062.5,18.7482
27063,18.8815
27063.5,18.862
27064,18.8523
27064.5,18.8475
27065,18.845
27065.5,18.8438
27066,18.8432
27066.5,18.8429
27067,18.8427
27067.5,18.8427
27068,18.8426
27068.5,18.8426
27069,18.8426
27069.5,18.8426
27070,18.8426
27070.5,18.8426
27071,18.8426
27071.5,18.8426
27072,18.8426
27072.5,18.8426
27073,18.8426
27073.5,18.8426
27074,18.8426
27074.5,18.8426
27075,18.8426
27075.5,18.8426
27076,17.4851
27076.5,16.0612
27077,14.5247
27077.5,14
27078,14
27078.5,14
27079,14
27079.5,14
27080,14.5
27080.5,15.5
27081,16.75
27081.5,18
27082,19.25
27082.5,19.0463
27083,18.9444
27083.5,18.8935
27084,18.8681
27084.5,18.8553
27085,18.849
27085.5,18.8458
27086,18.8442
27086.5,18.8434
27087,18.843
27087.5,19.0428
27088,18.9427
27088.5,18.8926
