time,ProvidenciaExampleScenario.node[1470].veinsmobility.speed
27220,5.5
27220.5,6.75
27221,8
27221.5,9.25
27222,10.5
27222.5,11.75
27223,13
27223.5,14.25
27224,15.5
27224.5,15.4101
27225,15.3652
27225.5,15.3427
27226,15.3315
27226.5,15.3258
27227,15.323
27227.5,15.3216
27228,15.3209
27228.5,15.3206
27229,15.3204
27229.5,15.3203
27230,15.3203
27230.5,15.3202
27231,15.3202
27231.5,15.1789
27232,15.5375
27232.5,15.4289
27233,15.273
27233.5,15.4211
27234,15.3707
27234.5,15.3454
27235,15.3328
27235.5,15.3265
27236,15.3234
27236.5,15.3218
27237,15.321
27237.5,15.3206
27238,15.3204
27238.5,15.3203
27239,15.3203
27239.5,15.3202
27240,14.3202
27240.5,14.3202
27241,14.8202
27241.5,14.9551
27242,15.0704
27242.5,15.1382
27243,14.8725
27243.5,14.5977
27244,14.1833
27244.5,13.8416
27245,13.5348
27245.5,13.3797
27246,13.1643
27246.5,11.9489
27247,11.9489
27247.5,11.8633
27248,11.7474
27248.5,11.6056
27249,10.4638
27249.5,10.4638
27250,8.21378
27250.5,5.96378
27251,5.96378
27251.5,6.46378
27252,6.95355
27252.5,4.70355
27253,2.45355
27253.5,2.45355
27254,1.22616
27254.5,1.22616
27255,1.72616
27255.5,2.72616
27256,2.04422
27256.5,1.7081
27257,1.50228
27257.5,1.60173
27258,1.6746
27258.5,1.39357
27259,1.61255
27259.5,1.47929
27260,1.00154
27260.5,0.69879
27261,0
27261.5,0.326321
27262,0.367727
27262.5,0.410651
27263,0
27263.5,0.0462894
27264,0.0915714
27264.5,0.138398
27265,0.390327
27265.5,0.419406
27266,0.451908
27266.5,0.486144
27267,0
27267.5,0.0336091
27268,0.068011
27268.5,0.353234
27269,0
27269.5,0.378529
27270,0.418092
27270.5,0
27271,0.0341941
27271.5,0.0690277
27272,0.349796
27272.5,0
27273,0.371668
27273.5,0.409965
27274,0.448777
27274.5,0.488123
27275,0.528078
27275.5,0.568687
27276,0.610044
27276.5,0.637857
27277,0
27277.5,0.0897195
27278,0.506799
27278.5,1.20011
27279,1.66747
27279.5,1.93412
27280,1.99595
27280.5,2.04063
27281,1.86574
27281.5,1.96143
27282,2.25331
27282.5,2.77991
27283,3.50596
27283.5,4.39301
27284,5.40113
27284.5,6.49504
27285,7.64703
27285.5,8.83583
27286,10.0323
27286.5,11.2823
27287,12.5285
27287.5,12.665
27288,12.7707
27288.5,13.3763
27289,13.4738
27289.5,11.2238
27290,11.2238
27290.5,10.9905
27291,10.399
27291.5,10.2457
27292,10.5925
27292.5,11.4393
27293,12.6151
27293.5,13.8236
27294,15.0528
27294.5,16.1676
27295,16.8434
27295.5,17.4919
27296,18.0443
27296.5,18.182
27297,18.3178
27297.5,18.4484
27298,18.4163
27298.5,18.4003
27299,18.3923
27299.5,18.3883
27300,18.3863
27300.5,18.3853
27301,18.3848
27301.5,18.3845
27302,18.3401
27302.5,18.2903
27303,18.2348
27303.5,17.1794
27304,15.4566
27304.5,14
27305,14
27305.5,14
27306,14
27306.5,14
27307,14.5
27307.5,15.5
27308,16.75
27308.5,18
27309,14
27309.5,14
27310,14
27310.5,14
