node,mean_speed,std
node[0],7.386281023353292,6.171895744904467
node[9],8.452474326530611,6.76841639164511
node[99],10.93157137755102,6.3731005533744876
node[999],4.78765876920635,5.909595561004428
node[1000],8.297191302510463,6.357025275864709
node[1001],5.856448257786886,5.45723162488106
node[1002],5.4061107685294125,5.634230054266398
node[1003],5.437005438596492,5.54935552560063
node[1004],4.8478990076708515,6.0549637997991255
node[1005],4.048226259540889,5.854024721968473
node[1006],4.522922993438915,5.9784016523745676
node[1007],4.322093761302682,5.6241429987609735
node[1008],4.732013034915254,5.543634243401987
node[100],9.102157865486726,5.833729881085759
node[1009],13.171604081632653,3.142412949733001
node[1010],4.7474549265,5.887202549974878
node[1011],7.610040206896551,5.216419680631339
node[1012],4.497310415718563,5.676697640854812
node[1013],3.5503123346774195,4.1576024150391495
node[1014],7.825677345238096,4.428255036953325
node[1015],8.068543616460905,6.234099501242994
node[1016],6.892177921348314,6.232614986769496
node[1017],5.725399069041096,6.262997548160785
node[1018],8.543730593133047,6.657045255739308
node[101],13.197370676691728,2.526286178660826
node[1019],5.7521840546835445,6.0166670879202
node[1020],7.961643408450704,6.761309350786941
node[1021],8.886459729729728,3.8732940085974876
node[1022],7.073960308791209,4.760772465940725
node[1023],5.148187629469548,5.766069032224514
node[1024],3.6977614447412357,5.742453003550755
node[1025],5.240985971014493,6.863529976978735
node[1026],5.864052289840637,5.160526399740716
node[1027],16.082011458333334,2.5046065851743866
node[1028],8.220131334439834,6.434547613343824
node[102],5.010361680161942,6.231824792412308
node[1029],6.415272008196722,7.879876269252564
node[1030],4.6739781280639425,5.541338406785995
node[1031],16.82992417582418,2.6202247526729736
node[1032],3.8913363965517243,5.1693407756349625
node[1033],8.327598671759258,7.3647618302469064
node[1034],9.012743342592593,4.614282127661997
node[1035],4.634961536574075,6.208458113958248
node[1036],9.398236285714285,3.661129297652372
node[1037],5.634489150399999,6.174660751328365
node[1038],4.772475542342343,5.804533946570544
node[103],16.62260860215054,2.4921128067258387
node[1039],2.991689862811388,4.716305391930293
node[1040],9.062751607142857,3.805908432322146
node[1041],5.774330865502183,5.793553794180896
node[1042],6.056499038275341,6.295949090552461
node[1043],4.452549772689655,6.559673268621232
node[1044],6.506492058823529,7.85719395578933
node[1045],5.4223153603340295,6.349279298874281
node[1046],4.424836839413682,5.845957322099974
node[1047],7.2698708909090906,5.85459329546674
node[1048],0.34743883398253866,1.6088318933196626
node[104],7.422032019839142,6.57344842559398
node[1049],7.000982571785714,7.159252146907697
node[1050],6.7598450398249454,5.465996081242612
node[1051],7.5946807782407415,5.955440457214751
node[1052],5.04227563255814,5.142531846310886
node[1053],4.429852238573743,4.893556193531335
node[1054],6.592752507627118,7.879984052483504
node[1055],8.835803056655289,6.279575909804068
node[1056],7.563189096313363,5.785438312943158
node[1057],8.728537590333332,6.789196880760096
node[1058],4.011124973905109,4.80602780204742
node[105],12.988964140625,2.4664411460452014
node[1059],4.580122682790697,5.558628260452532
node[1060],7.38130494347826,5.788268650022736
node[1061],2.4318545415300545,3.8318464689087803
node[1062],5.596957956097561,5.8697064604478895
node[1063],5.7697316969298225,5.391218360754101
node[1064],6.887355905726873,5.416616576949174
node[1065],5.447269165641025,6.666971106032476
node[1066],12.336842363636363,3.8642464820132414
node[1067],3.2631639517647058,4.721105470113631
node[1068],7.5841293982142854,4.851859749334886
node[106],6.920130285714285,7.00918122592996
node[1069],5.653649296842105,5.792297421131673
node[1070],6.715454971489363,7.273693664840561
node[1071],8.56953337012987,4.531184044983083
node[1072],6.895106343273543,5.515761479739132
node[1073],4.608480242821782,5.10257261604758
node[1074],0.31397720723461797,1.5521634769552661
node[1075],7.964735858962264,5.839922173881846
node[1076],4.142154938152012,5.815745994228221
node[1077],4.114361198288509,4.567968396937843
node[1078],4.328855211146496,5.79867394687294
node[107],8.802681546451614,6.080045664706516
node[1079],5.495765094373401,6.359972822834487
node[1080],6.751383869298248,7.91674071566384
node[1081],8.591497058260869,6.33403999157205
node[1082],3.9799355088580572,4.825253095353525
node[1083],4.591241599766354,5.857110841902843
node[1084],4.612968971052632,5.817118567776061
node[1085],3.4400200372144436,5.179500794532583
node[1086],5.740848207391306,5.006807961563616
node[1087],8.681951755803572,6.585340556360491
node[1088],4.931534251714285,5.905033162741032
node[108],12.507205227272728,3.305499449445296
node[1089],13.006568489208632,2.6053697221688283
node[1090],8.922407266211604,6.146850864231576
node[1091],3.6924584210526312,5.478351006693059
node[1092],4.5184725989959835,5.877655488305954
node[1093],5.302507241598361,5.680844214915452
node[1094],6.7706754887445895,7.238029861457879
node[1095],6.22827718472441,6.326579173806116
node[1096],8.937418702970296,6.442049323426924
node[1097],5.172991884232365,5.01482262900275
node[1098],4.713714188395905,5.639890716730749
node[10],7.7941808113725495,7.340014979006944
node[109],7.439547630452673,8.047983048971206
node[1099],6.827256950884956,7.732956451616731
node[1100],6.922396670222223,5.755652500685529
node[1101],3.9209775605252783,5.2438966383188435
node[1102],4.781706000368324,5.658489586529998
node[1103],6.085052996078431,5.669840641477991
node[1104],6.74052600042735,7.006303375791315
node[1105],8.743993926754387,6.134980267106256
node[1106],4.428637278172588,5.261096517172035
node[1107],8.53267424590164,6.29499837662737
node[1108],4.308249951060359,5.530326677527752
node[110],8.929881009865472,7.132357605282704
node[1109],9.10292198118812,6.575593122785153
node[1110],7.319122901401868,6.2836921892649205
node[1111],4.035895981991525,5.4433409733536555
node[1112],6.793031740000001,7.129354157956023
node[1113],5.619382553770492,6.588675841197889
node[1114],4.036518672352941,5.331210031528591
node[1115],5.9966467355855855,6.05683909377978
node[1116],6.773933687124464,7.014201039535036
node[1117],7.237822192201835,5.609159984706626
node[1118],4.723169559952607,5.4923650646317155
node[111],9.88150969811321,6.79144814430992
node[1119],5.4185823720351385,6.010616785977701
node[1120],6.401858281725889,5.503535566963226
node[1121],8.68380872207792,5.566319481210127
node[1122],5.0378242655688625,4.866071561706021
node[1123],6.7401239712184875,6.480292179367733
node[1124],3.678383702290077,5.625740769949336
node[1125],10.397753325203254,4.378197442589247
node[1126],4.516698742156863,5.128080794338384
node[1127],5.175921558230066,5.804016592557636
node[1128],6.825750720679013,6.036098071517515
node[112],8.407275164806867,6.500691934315916
node[1129],3.993857303400309,5.8558397836420335
node[1130],1.1853428105874317,3.233722820244921
node[1131],3.773860132793959,5.316132057390692
node[1132],6.064639144029851,5.973596593830764
node[1133],5.592949331052631,6.4776364465520295
node[1134],6.1669471129707105,6.503013120250621
node[1135],4.596294699397591,5.684572074481766
node[1136],4.5539400125,5.594691117867037
node[1137],6.859467573451329,7.139649291421463
node[1138],7.686099647004608,5.62505036656407
node[113],11.378186029411765,6.252431710072168
node[1139],5.949172729904307,6.806198743588795
node[1140],4.18992596019656,5.844273208696551
node[1141],6.696089787272728,6.517461569666803
node[1142],3.1520444139810424,4.674589011537899
node[1143],5.756859241850221,6.665774264639544
node[1144],6.1302163130813945,6.252075395436725
node[1145],7.087180322350231,5.755490688937413
node[1146],5.067039604377564,5.361047625425496
node[1147],4.57040151627907,5.74892937014296
node[1148],3.0430136555294123,4.514443973013705
node[114],10.860975940000001,6.053446638225045
node[1149],5.251632810076046,5.711541502159368
node[1150],10.34745192195122,4.588286233381263
node[1151],5.418551892364171,5.904635227508295
node[1152],4.5709863630804595,6.42984311361857
node[1153],4.617892864737794,5.769806434011574
node[1154],6.5757339602094245,5.5185185423129015
node[1155],4.08240949010989,4.8375989501842405
node[1156],4.561785971825397,5.210930371280918
node[1157],6.88705852475442,6.127435964733269
node[1158],7.58845398219178,5.413575855677343
node[115],12.706878524590163,2.2346419952056413
node[1159],2.5378281143667296,3.1922963538306597
node[1160],4.036342827004219,5.1541498309869445
node[1161],3.911836739440204,6.071889679962545
node[1162],1.1940805743289746,3.254861162915059
node[1163],7.084248533640553,7.413080032847759
node[1164],9.507633503649634,7.516093371844909
node[1165],4.022279279573713,5.915855572841299
node[1166],6.059832539490446,6.144709030784001
node[1167],2.630405568387681,4.388890006226178
node[1168],5.363778885684647,5.938847563488764
node[116],7.274515340243904,7.507185795383455
node[1169],3.7145971973076923,5.662768105926587
node[1170],7.100916148504984,6.315297145369157
