module,max_speed,min_speed,start_time,stop_time,total_co2,total_dist,total_time,arrived,rcvd_warnings,sent_warnings,mean_speed,std_speed
node[0],15.65,0.0,27000.5,27251.5,574.512,1855.48,250.5,True,17,0,7.38691503992016,6.173162661094357
node[1000],16.4899,0.0,27148.0,27270.0,277.603,990.317,121.5,True,25,0,8.168225771193416,6.246575283753283
node[1001],21.2006,0.0,27148.5,27393.0,519.658,1426.45,244.0,True,40,0,5.818251942008197,5.177093743705164
node[1002],16.25,0.0,27148.5,27624.0,837.95,1865.77,475.0,True,69,0,3.91510363568421,5.249798195508344
node[1003],16.25,0.0,27148.5,27265.0,227.071,620.976,116.0,True,13,0,5.367611260775862,5.400094331842069
node[1004],16.2639,0.0,27148.5,27868.0,1066.25,1750.4,719.0,True,131,0,2.4226138911682895,4.5138290360198345
node[1005],22.1,0.0,27148.5,27504.0,678.335,1414.44,355.0,True,48,0,3.951442142535211,5.731825302760944
node[1006],18.1112,0.0,27149.0,27331.5,364.704,1000.74,182.0,True,0,0,5.500459243131869,6.708907490020599
node[1007],16.3109,-1.0374299999999999,27149.0,27414.5,482.115,1123.51,265.0,True,41,0,4.231315657547169,5.357219719919097
node[1008],15.0563,0.0,27149.0,27288.5,264.38,693.2810000000001,139.0,True,28,0,5.005192367266186,5.465097237931751
node[1009],16.6082,5.05,27149.0,27175.0,84.5499,333.832,25.5,True,6,0,12.638452941176471,3.7030210730366067
node[100],15.7708,0.0,27017.0,27130.5,279.529,1029.62,113.0,True,10,0,9.102157865486726,5.833729881085759
node[1010],18.8542,0.0,27149.0,27427.5,571.869,1357.23,278.0,True,30,0,4.841229469244604,6.0330510601510685
node[1011],15.9026,0.0,27149.5,27235.0,217.601,656.573,85.0,True,3,0,7.774682937058825,4.635235330150127
node[1012],16.25,0.0,27149.5,27484.0,622.246,1566.09,334.0,True,0,0,4.4769394661826345,5.74643739284147
node[1013],14.6419,0.0,27150.0,27424.5,416.67699999999996,628.802,274.0,True,0,0,2.2787700806569346,3.1660700621230484
node[1014],16.25,0.0,27150.0,27233.5,210.03099999999998,657.6519999999999,83.0,True,2,0,7.973458310240964,4.874058857216352
node[1015],18.0931,0.0,27150.0,27268.5,265.231,958.7389999999999,118.0,True,23,0,8.141316101694915,6.502645216575122
node[1016],18.75,-1.09438,27150.0,27815.0,1001.64,1640.34,664.5,True,121,0,2.445983267118134,4.328678041273545
node[1017],16.01,0.0,27150.5,27345.0,357.825,1055.39,194.0,True,26,0,5.422000933762887,5.8074669076755665
node[1018],17.5378,0.0,27150.5,27271.5,289.103,992.025,120.5,True,24,0,8.245764991286308,6.754832709074864
node[1019],21.9,-5.02744,27150.5,27455.5,571.6519999999999,1137.9,304.5,True,41,0,3.714976963054187,6.211234859620996
node[101],15.7778,5.41161,27017.0,27084.0,187.765,876.551,66.5,True,1,0,13.197370676691728,2.526286178660826
node[1020],16.2981,-2.11805,27150.5,27451.0,629.6619999999999,1529.77,300.0,True,44,0,5.0084090205,6.0289766298728455
node[1021],15.6411,0.0,27151.0,27210.5,136.27200000000002,495.205,59.0,True,0,0,8.402607855932205,4.039905421685587
node[1022],14.9966,0.0,27151.0,27243.5,207.048,638.915,92.0,True,2,0,6.98463052173913,4.526705362167132
node[1023],19.5027,0.0,27151.0,27403.5,501.371,1302.89,252.0,True,46,0,5.159339036309524,5.668162354903547
node[1024],22.9074,0.0,27151.0,27557.0,667.432,1122.05,405.5,True,57,0,2.739434729346486,5.0352336251060805
node[1025],19.5732,0.0,27151.0,27327.5,355.165,924.2510000000001,176.0,True,0,0,5.218735858522727,6.885520655432111
node[1026],16.1523,-1.84117,27151.5,27421.0,549.969,1474.0,269.0,True,33,0,5.480564198698884,5.325981488378051
node[1027],18.075,6.9,27151.5,27200.0,168.312,772.877,48.0,True,2,0,16.155419791666667,2.2368373759969225
node[1028],17.9687,0.0,27151.5,27271.0,274.945,977.3389999999999,119.0,True,24,0,8.23149266932773,6.465543774897007
node[1029],18.5,0.0,27152.0,27274.5,268.272,784.337,122.0,True,3,0,6.436062581967215,7.9482343939020135
node[102],15.6337,0.0,27017.0,27141.0,253.167,620.995,123.5,True,2,0,5.010361680161942,6.231824792412308
node[1030],17.2493,-0.9284680000000001,27152.0,27542.0,651.5830000000001,1340.24,389.5,True,53,0,3.403885012323492,4.722288047092262
node[1031],20.0859,6.9,27152.5,27198.5,189.09900000000002,762.9580000000001,45.5,True,2,0,16.84522197802198,2.621931040232336
node[1032],15.4798,0.0,27153.0,27327.5,303.57,679.166,174.0,True,18,0,3.895293125287356,5.235338650743086
node[1033],19.75,-2.4504099999999998,27153.0,27265.0,336.44,924.804,111.5,True,2,0,8.140086023766816,7.255566871270801
node[1034],16.3283,-0.98755,27153.5,27205.0,137.92700000000002,485.69,51.0,True,0,0,9.529270424509804,4.477269266047677
node[1035],19.75,0.0,27153.5,27370.0,432.99800000000005,1001.7,216.0,True,0,0,4.594295402546296,6.213835354740113
node[1036],16.1546,1.36637,27153.5,27224.0,209.665,653.462,70.0,True,2,0,9.394999285714286,3.9802319034100546
node[1037],15.2215,0.0,27153.5,27340.5,346.855,1063.07,186.5,True,23,0,5.689482292493299,5.9404291413736585
node[1038],17.25,0.0,27153.5,27430.0,554.238,1327.98,276.0,True,32,0,4.745541935869566,5.809196450826564
node[1039],17.1843,0.0,27153.5,27334.5,368.86699999999996,959.418,180.5,True,22,0,4.778024844598337,4.885818217742907
node[103],19.25,6.9,27017.0,27064.0,178.231,772.9119999999999,46.5,True,0,0,16.62260860215054,2.4921128067258387
node[1040],15.2878,1.38598,27154.0,27209.0,136.85,502.707,54.5,True,0,0,9.252106697247706,3.99672495601481
node[1041],15.787,0.0,27154.0,27273.5,235.847,662.92,119.0,True,12,0,5.576310193697479,5.402530744724861
node[1042],16.4245,0.0,27154.0,27900.0,1126.57,1809.83,746.0,False,124,0,2.400297089209115,4.250893337347584
node[1043],22.0389,-0.705965,27154.0,27518.5,675.1519999999999,1614.74,364.0,True,28,0,4.431540358928571,6.184467107870741
node[1044],18.5,0.0,27155.0,27274.5,263.163,774.672,119.0,True,2,0,6.506494747899159,7.8572083051210395
node[1045],19.25,0.0,27155.0,27396.0,475.69,1298.8,240.5,True,25,0,5.39075385135135,6.558017977131943
node[1046],19.875999999999998,0.0,27155.5,27308.5,301.562,680.834,152.5,True,1,0,4.449146863606558,5.686635341370059
node[1047],15.7292,0.0,27155.5,27260.5,244.643,895.587,104.5,True,0,0,7.988951604784687,5.594101708296882
node[1048],22.7057,0.0,27155.5,27496.0,780.1189999999999,1990.49,340.0,True,45,0,5.820253837352941,5.695142590054967
node[1049],18.25,0.0,27156.0,27295.5,308.54200000000003,967.549,139.0,True,28,0,6.9767684823741,7.080914450572885
node[104],17.4495,0.0,27017.0,27204.0,436.971,1393.26,186.5,True,22,0,7.422539373726542,6.572762726764622
node[1050],16.817,0.0,27156.0,27390.5,495.038,1569.48,234.0,True,24,0,6.692272340811965,5.944119711994356
node[1051],15.8912,0.0,27156.0,27246.5,256.827,836.324,90.0,True,0,0,8.638896816666668,5.3754964753109045
node[1052],15.9648,0.0,27156.5,27638.5,831.077,1852.07,481.5,True,62,0,3.826999909761163,4.809180326150823
node[1053],16.25,0.0,27157.0,27465.5,602.99,1378.1,308.0,True,25,0,4.426991846266234,4.737836764183568
node[1054],18.7948,0.0,27157.0,27275.5,268.733,776.393,118.0,True,3,0,6.564830398305085,7.960314879377075
node[1055],19.5889,0.0,27157.0,27306.5,376.082,1294.05,149.0,True,22,0,8.710851562751678,6.481237200951756
node[1056],16.25,0.0,27157.0,27258.5,233.12400000000002,870.966,101.0,True,0,0,8.030590633663367,5.622305750272345
node[1057],19.6691,0.0,27157.5,27317.5,408.82300000000004,1301.74,159.5,True,24,0,8.166960744200628,6.55142593493785
node[1058],16.25,-0.741825,27157.5,27469.0,530.668,1157.35,311.0,True,46,0,3.4637701268488743,4.868727423892176
node[1059],18.9022,0.0,27158.0,27371.5,417.337,995.046,213.0,True,0,0,4.634064546713615,5.5743854476191945
node[105],15.1138,5.5,27017.0,27081.5,186.93400000000003,890.992,64.0,True,0,0,12.988964140625,2.4664411460452014
node[1060],16.25,-7.08604,27158.0,27256.5,260.922,861.418,98.0,True,0,0,8.117489346938774,5.752123529636103
node[1061],13.472999999999999,0.0,27158.5,27440.0,428.098,624.919,281.0,True,0,0,2.19168083024911,2.9723371730936607
node[1062],16.1322,0.0,27158.5,27341.5,349.154,1034.36,182.5,True,25,0,5.634533175068493,5.7253556311471705
node[1063],16.2022,0.0,27158.5,27275.0,234.954,663.079,116.0,True,12,0,5.726553730172414,5.539360934424218
node[1064],17.2471,0.0,27158.5,27388.5,483.464,1571.22,229.5,True,24,0,6.798360940958607,5.66752467619582
node[1065],22.27,0.0,27159.0,27370.0,449.089,1071.36,210.5,True,43,0,5.079562105463182,6.233879549840308
node[1066],17.2996,5.02006,27159.0,27185.0,86.2873,334.904,25.5,True,6,0,12.730477647058821,3.701517816423738
node[1067],16.25,0.0,27159.5,27242.5,137.346,271.185,82.5,True,0,0,3.3116815290909094,4.526003018044824
node[1068],15.5529,-0.515231,27159.5,27241.5,207.61700000000002,637.864,81.5,True,2,0,7.881393147239264,4.656081893789441
node[1069],20.0,0.0,27159.5,27352.5,425.452,1082.12,192.5,True,35,0,5.576027090223377,5.821217657804767
node[106],16.2938,0.0,27017.5,27140.5,303.29200000000003,854.203,122.5,True,6,0,6.920130285714285,7.00918122592996
node[1070],17.8608,0.0,27159.5,27277.0,238.611,765.5939999999999,117.0,True,2,0,6.558431602991453,7.342986436124335
node[1071],15.7601,0.0,27160.0,27230.0,193.898,659.678,69.5,True,3,0,9.530821956834531,4.170960800388205
node[1072],16.2197,0.0,27160.0,27387.0,470.94599999999997,1549.58,226.5,True,22,0,6.823608002428256,5.520203107292498
node[1073],16.4009,0.0,27160.5,27636.5,857.2669999999999,1866.44,475.5,True,61,0,3.9075629566558563,4.934702908186025
node[1074],16.25,0.0,27160.5,27282.0,248.296,694.128,121.0,True,24,0,5.730544627272727,5.279231635176257
node[1075],16.9371,0.0,27160.5,27256.5,252.765,901.441,95.5,True,0,0,8.74664192094241,5.709595073991797
node[1076],21.9,-0.0129756,27160.5,27502.5,641.08,1398.54,341.5,True,44,0,4.075848453879941,5.65293757738026
node[1077],14.8449,0.0,27161.0,27368.0,362.934,880.341,206.5,True,11,0,4.244627653753026,4.361655596411524
node[1078],18.3587,0.0,27161.0,27356.5,358.565,693.375,195.0,True,2,0,3.5296154000000004,4.635339171803976
node[1079],21.4486,0.0,27161.0,27357.0,402.07,1073.58,195.5,True,39,0,5.5336111838874675,6.8920426653656595
node[107],19.0,0.0,27017.5,27095.5,225.107,679.416,77.5,True,2,0,8.802681546451614,6.080045664706516
node[1080],19.6366,0.0,27161.0,27275.5,259.413,771.577,114.0,True,2,0,6.767810357456141,7.8878850230465725
node[1081],18.6455,0.0,27161.0,27274.5,286.884,976.12,113.0,True,23,0,8.669669380530976,6.754672923257361
node[1082],16.0302,0.0,27161.5,27655.0,854.409,1823.48,493.0,True,60,0,3.691857565212982,4.575743891772617
node[1083],18.4279,0.0,27161.5,27377.0,420.755,976.309,215.0,True,0,0,4.5172571425581385,5.567980684132899
node[1084],15.85,0.0,27161.5,27419.0,457.523,1143.13,257.0,True,38,0,4.440059292607004,5.712153431248049
node[1085],20.5888,0.0,27161.5,27900.0,1038.58,1362.03,738.5,False,127,0,1.8162116413676368,3.774914685046504
node[1086],14.9771,0.0,27162.0,27277.5,214.252,659.7739999999999,115.0,True,12,0,5.744455988695652,5.04237315356888
node[1087],18.4094,0.0,27162.0,27277.0,272.779,978.0169999999999,114.5,True,23,0,8.567171664628821,6.625483446321808
node[1088],15.3534,0.0,27162.0,27628.5,776.049,1738.79,466.0,True,82,0,3.7099660118025755,5.415012212333148
node[1089],15.0597,3.5,27162.0,27232.0,205.673,905.8439999999999,69.5,True,9,0,13.006568489208632,2.6053697221688283
node[108],15.569,4.58424,27017.5,27084.0,208.393,885.93,66.0,True,0,0,12.507205227272728,3.305499449445296
node[1090],19.25,0.0,27162.5,27310.5,367.217,1307.12,147.5,True,22,0,8.862843193220339,6.207781278020252
node[1091],16.2202,0.0,27163.0,27296.5,223.579,492.14599999999996,133.0,True,0,0,3.6911327067669175,5.476091680192421
node[1092],15.7808,0.0,27163.0,27411.5,455.236,1127.3,248.0,True,36,0,4.537993005846774,5.637575710248745
node[1093],20.6113,0.0,27163.0,27396.5,494.55400000000003,1296.56,233.0,True,43,0,5.5540202736051505,5.454860957386251
node[1094],18.0,0.0,27163.0,27279.0,238.43,776.586,115.5,True,3,0,6.738544540692641,7.213972346867068
node[1095],16.25,-1.06376,27163.0,27900.0,1080.63,1789.21,737.0,False,123,0,2.411070687109905,4.23869266368195
node[1096],18.1068,0.0,27163.0,27269.5,293.27,906.4,106.0,True,2,0,8.494845372169813,6.423637283742668
node[1097],16.0,0.0,27163.5,27686.0,876.9689999999999,1866.12,522.0,True,71,0,3.5700531104406132,4.604763487133459
node[1098],16.5344,0.0,27163.5,27293.5,243.415,693.9860000000001,129.5,True,26,0,5.359564740926642,5.318467022124968
node[1099],19.4954,0.0,27163.5,27277.0,260.447,768.512,113.0,True,3,0,6.802724001769912,7.698134496914488
node[109],21.6265,0.0,27017.5,27139.5,328.12,917.2310000000001,121.5,True,2,0,7.439547630452673,8.047983048971206
node[10],18.5234,0.0,27002.0,27130.0,283.149,993.168,127.5,True,11,0,7.7941808113725495,7.340014979006944
node[1100],19.238,0.0,27163.5,27387.5,487.034,1574.8,223.5,True,24,0,7.019971436689038,6.304715298227185
node[1101],15.65,0.0,27164.0,27426.0,450.24800000000005,953.137,261.5,True,40,0,3.6260786261950284,4.818827708925554
node[1102],16.25,0.0,27164.0,27552.5,642.681,1306.27,388.0,True,74,0,3.3575312207474233,4.61563130060137
node[1103],16.25,0.0,27164.0,27267.5,217.423,624.14,103.0,True,10,0,6.085682847087379,5.54035973238631
node[1104],18.0,0.0,27164.0,27281.5,240.417,786.422,117.0,True,4,0,6.738018335470086,7.001621393953723
node[1105],16.5548,0.0,27164.0,27279.0,272.034,962.1389999999999,114.5,True,23,0,8.42456286026201,6.457155668610913
node[1106],17.25,-0.42724300000000004,27164.5,27454.5,527.366,1338.4,289.5,True,48,0,4.574183199827289,5.586520885553057
node[1107],19.4,-1.02885,27164.5,27319.0,404.213,1306.59,154.0,True,23,0,8.487175351948052,6.524668128583054
node[1108],16.9071,0.0,27164.5,27542.5,637.306,1335.79,377.5,True,52,0,3.5106524177483447,4.756778785342354
node[1109],19.2786,0.0,27164.5,27261.5,280.568,925.873,96.5,True,2,0,9.523051367875647,6.453050009402083
node[110],18.5337,0.0,27018.0,27130.0,289.05,1003.11,111.5,True,0,0,8.930635458295964,7.034520723339648
node[1110],16.25,0.0,27165.0,27272.0,247.562,791.382,106.5,True,0,0,7.378010144131453,6.192362838233009
node[1111],15.0693,0.0,27165.0,27419.0,424.759,952.799,253.5,True,38,0,3.7470270428007892,4.863558670927259
node[1112],17.3606,0.0,27165.0,27281.0,240.55,785.696,115.5,True,3,0,6.782931233766234,7.10819558146042
node[1113],16.9581,-0.750329,27165.0,27810.5,978.183,1820.64,645.0,True,108,0,2.8111303934883725,4.6475989783878076
node[1114],19.9157,0.0,27165.5,27310.5,302.068,683.288,144.5,True,2,0,4.746920368512111,5.727832895645945
node[1115],22.25,0.0,27165.5,27863.0,1244.07,2683.44,697.0,True,57,0,3.818249768651363,5.609260279100214
node[1116],19.25,0.0,27165.5,27281.5,266.555,787.221,115.5,True,4,0,6.8410552008658,7.215071259292153
node[1117],18.4639,0.0,27165.5,27383.5,467.652,1571.69,217.5,True,21,0,7.160480265517241,5.750045264410937
node[1118],18.6276,0.0,27166.5,27374.0,420.45300000000003,1005.04,207.0,True,0,0,4.827554420772948,5.770544025059954
node[1119],16.25,0.0,27166.5,27626.0,790.178,1859.53,459.0,True,64,0,4.040601727886711,5.158134495883666
node[111],22.25,0.0,27018.0,27151.0,357.27099999999996,1309.74,132.5,True,15,0,9.88150969811321,6.79144814430992
node[1120],16.25,0.0,27166.5,27266.0,208.986,631.794,99.0,True,10,0,6.3878923393939395,5.6331473215818955
node[1121],17.4991,0.0,27166.5,27282.5,263.813,989.113,115.5,True,23,0,8.58661006060606,6.3249167395108365
node[1122],17.5631,-0.44659899999999997,27166.5,27333.0,333.212,922.952,166.0,True,19,0,5.089975056024096,4.856980916056117
node[1123],20.4125,0.0,27166.5,27527.5,666.3760000000001,1607.48,360.5,True,29,0,4.4534943650485435,6.178736168790865
node[1124],16.75,0.0,27167.5,27299.0,220.144,483.716,131.0,True,0,0,3.6775494656488554,5.615846704598302
node[1125],16.4801,2.8237,27167.5,27226.0,169.25799999999998,636.934,58.0,True,3,0,11.02542275862069,3.6200536576495503
node[1126],15.4667,-3.20023,27167.5,27432.0,484.19699999999995,1160.73,264.0,True,40,0,4.360796180303031,5.643090450214662
node[1127],17.8558,0.0,27167.5,27469.0,616.413,1572.44,301.0,True,23,0,5.206377171096345,5.753705203068418
node[1128],16.25,0.0,27167.5,27323.5,354.11400000000003,1117.74,155.5,True,0,0,7.149847714790996,6.646416604296196
node[1129],20.9961,0.0,27168.0,27495.5,612.817,1285.25,327.0,True,15,0,3.9355858519266045,5.386486570591969
node[112],17.5575,0.0,27018.0,27135.0,276.895,976.005,116.5,True,12,0,8.407275164806867,6.500691934315916
node[1130],15.5028,0.0,27168.0,27610.5,691.841,1569.38,442.0,True,78,0,3.534002858144796,4.488018866982414
node[1131],16.25,0.0,27168.0,27752.0,910.317,1758.53,583.5,True,68,0,2.99388905227078,4.747105951734582
node[1132],16.25,0.0,27168.0,27396.5,448.30199999999996,1231.47,228.0,True,23,0,5.384229867982456,5.91775513168699
node[1133],20.7971,0.0,27168.5,27359.0,402.619,1065.43,190.0,True,38,0,5.588988718947368,6.356427131192394
node[1134],15.0,0.0,27168.5,27288.5,237.588,743.49,119.5,True,21,0,6.1753571548117145,6.511640054236767
node[1135],15.65,0.0,27168.5,27428.5,451.296,1155.82,259.5,True,39,0,4.430967472061657,5.61643532862375
node[1136],16.25,0.0,27168.5,27284.5,235.208,689.648,115.5,True,24,0,5.975278061038963,5.457315090537857
node[1137],17.9504,0.0,27168.5,27282.0,244.92,771.211,113.0,True,3,0,6.832286439823011,7.202639330871831
node[1138],15.1498,0.0,27168.5,27267.0,234.02200000000002,894.867,98.0,True,0,0,8.558326898469389,5.387464073951067
node[1139],21.8378,0.0,27168.5,27377.5,531.951,1252.95,208.5,True,21,0,5.975027219904076,6.987365712172034
node[113],19.25,1.7041,27018.0,27086.5,222.968,777.404,68.0,True,0,0,11.378186029411765,6.252431710072168
node[1140],18.5,0.0,27168.5,27370.0,386.54400000000004,852.997,201.0,True,2,0,4.168469238059702,6.185463785892138
node[1141],18.6024,-2.92287,27169.0,27387.5,489.51099999999997,1539.39,218.0,True,1,0,6.715051123394495,6.369464754680238
node[1142],16.25,0.0,27169.5,27381.0,350.091,669.7230000000001,211.0,True,10,0,3.162131656872038,4.834536359707153
node[1143],18.4526,0.0,27169.5,27412.5,477.80300000000005,1305.48,242.5,True,41,0,5.382079596907218,6.255668168279611
node[1144],15.1118,0.0,27170.0,27375.0,397.24699999999996,1064.73,204.5,True,29,0,5.191009993154033,5.395007031980938
node[1145],19.236,0.0,27170.0,27384.5,474.045,1585.2,214.0,True,21,0,7.353000713901869,5.879695566406625
node[1146],16.602,-0.258038,27170.5,27646.5,839.9069999999999,1850.42,475.5,True,59,0,3.877747346214511,4.629419957342769
node[1147],19.7693,0.0,27170.5,27327.5,341.38800000000003,689.34,156.5,True,1,0,4.40110383769968,5.563384078761834
node[1148],15.7736,-1.9462099999999998,27170.5,27383.5,347.37300000000005,664.238,212.5,True,10,0,3.117684333882353,4.678793639348837
node[1149],17.146,0.0,27170.5,27435.5,536.14,1394.48,264.5,True,30,0,5.227221494328922,5.601054611452504
node[114],21.1825,0.0,27018.5,27119.0,298.56,1082.91,100.0,True,8,0,10.860975940000001,6.053446638225045
node[1150],16.941,0.2,27171.0,27231.5,181.632,638.509,60.0,True,3,0,10.671947583333333,4.275628467497987
node[1151],16.25,-1.98688,27171.0,27696.5,908.929,1857.1,525.0,True,65,0,3.528965353047619,4.91938122803752
node[1152],18.5219,0.0,27172.0,27381.5,371.165,988.914,209.0,True,0,0,4.741656308851675,5.923973648099772
node[1153],18.5299,0.0,27172.0,27451.0,530.955,1272.24,278.5,True,43,0,4.562102121543987,5.551892468633451
node[1154],16.25,0.0,27172.0,27270.0,218.60299999999998,621.807,97.5,True,9,0,6.407708174358975,5.478426622227053
node[1155],16.25,0.0,27172.5,27654.0,828.453,1861.68,481.0,True,63,0,3.8678779948024946,4.413936709790873
node[1156],16.0,0.0,27172.5,27456.5,541.5880000000001,1163.13,283.5,True,46,0,4.061139681834216,5.026205189205249
node[1157],11.4959,-0.580559,27172.5,27900.0,741.836,182.91299999999998,727.5,False,146,0,0.24786285670103095,1.1560646303750872
node[1158],15.914000000000001,0.0,27172.5,27269.5,231.52599999999998,892.198,96.5,True,0,0,8.613263872020722,5.450165984840142
node[1159],10.0388,-0.25295300000000004,27173.0,27452.5,403.186,660.9989999999999,279.0,True,0,0,2.360839130286738,2.6276637362551836
node[115],14.7593,5.54904,27018.5,27080.0,163.717,774.365,61.0,True,1,0,12.706878524590163,2.2346419952056413
node[1160],15.5,0.0,27173.0,27293.5,215.40200000000002,481.624,120.0,True,24,0,4.0021003749999995,5.156269355562126
node[1161],18.5,0.0,27173.0,27370.5,360.836,775.422,197.0,True,0,0,3.9129593682741115,6.181879819429806
node[1162],15.7779,0.0,27173.5,27405.5,383.941,924.95,231.5,True,37,0,3.9814902749460046,5.047623782207874
node[1163],19.2136,0.0,27173.5,27277.5,236.79,764.061,103.5,True,3,0,7.402045250724639,7.569284731720267
node[1164],18.4423,0.0,27173.5,27414.0,482.649,1310.6,240.0,True,41,0,5.455008835,6.597692550305628
node[1165],21.25,0.0,27173.5,27457.5,500.16900000000004,1138.26,283.5,True,34,0,3.988369917989418,5.484999363639575
node[1166],16.25,0.0,27173.5,27252.5,165.765,474.477,78.5,True,0,0,6.060070296815287,6.136704506703986
node[1167],18.497,0.0,27174.0,27728.0,855.413,1456.14,553.5,True,52,0,2.6279114868112017,4.202296487280173
node[1168],19.6866,0.0,27174.0,27395.5,476.41,1305.39,221.0,True,31,0,5.886881285520363,6.048320426758476
node[1169],15.8202,0.0,27174.5,27302.5,208.03799999999998,494.475,127.5,True,0,0,3.8800136733333335,5.520865210257529
node[116],20.2981,0.0,27018.5,27142.0,333.51,909.7669999999999,123.0,True,2,0,7.274517628455286,7.509860576816867
node[1170],17.25,-3.241,27174.5,27329.0,404.464,1066.83,154.0,True,0,0,6.924133335714286,5.835241055595433
node[1171],18.5,0.0,27175.0,27435.0,444.226,942.9680000000001,259.5,True,40,0,3.331329756840077,4.688812512097022
node[1172],18.7899,0.0,27175.5,27292.0,249.22099999999998,858.008,116.0,True,23,0,7.3621397,7.07539440467905
node[1173],15.4739,0.0,27175.5,27331.0,272.325,634.529,155.0,True,2,0,4.0800657025806455,5.633026798698821
node[1174],15.0476,0.0,27175.5,27302.0,263.676,769.928,126.0,True,12,0,6.088493699206349,5.68914148064202
node[1175],16.5,0.0,27175.5,27622.0,780.5219999999999,1626.19,446.0,True,65,0,3.6239304905829597,4.81151897550943
node[1176],18.0,0.0,27175.5,27284.5,238.11700000000002,780.9680000000001,108.5,True,3,0,7.228274635023041,7.297067356588695
node[1177],18.4541,0.0,27176.0,27287.5,255.13099999999997,793.334,111.0,True,4,0,7.175317064864865,7.251370419199263
node[1178],17.78,0.0,27176.0,27437.5,508.48199999999997,1113.45,261.0,True,28,0,4.1842625340996165,5.463794534628938
node[1179],16.3712,0.0,27176.0,27418.0,372.285,869.2689999999999,241.5,True,42,0,3.597524063146998,5.557854611212116
node[117],16.25,0.0,27019.0,27126.0,251.11,1045.95,106.5,True,9,0,9.830386145539908,6.1383968397584034
node[1180],20.9779,0.0,27176.0,27900.0,1013.79,1350.87,724.0,False,120,0,1.8570219446823202,3.759760263160851
node[1181],18.7688,0.0,27176.5,27278.5,240.34400000000002,761.922,101.5,True,3,0,7.503050193103448,7.284375646140517
node[1182],16.25,0.0,27176.5,27473.5,544.682,1276.79,296.5,True,35,0,4.251535605902192,5.170631694660173
node[1183],19.1005,-0.49439099999999997,27177.0,27496.0,575.002,1369.72,318.5,True,0,0,4.271692571271585,5.218988192532656
node[1184],16.3686,0.0,27177.0,27309.0,235.53599999999997,496.338,131.5,True,0,0,3.761400355513308,5.431079448278478
node[1185],18.2781,0.0,27177.0,27301.5,290.957,978.257,124.0,True,25,0,7.895221830645162,6.714225413319774
node[1186],15.5336,0.0,27177.0,27335.0,295.551,641.06,157.5,True,3,0,4.053517855238095,5.452522297427934
node[1187],15.9737,0.0,27177.0,27320.0,279.652,741.525,142.5,True,16,0,5.163981445614035,5.513264182862515
node[1188],18.0,0.0,27177.0,27396.5,461.504,1295.11,219.0,True,22,0,5.904279205936073,6.570098133836706
node[1189],16.4577,0.0,27177.0,27540.0,634.2330000000001,1387.98,362.5,True,49,0,3.7781189106206896,5.0812206318677635
node[118],21.4959,0.0,27019.0,27153.0,359.559,1289.49,133.5,True,15,0,9.664446382397005,6.474043332151077
node[1190],10.0999,-0.332181,27177.5,27448.5,395.005,654.635,270.5,True,0,0,2.390977568539741,2.5275930307731667
node[1191],15.6929,0.0,27177.5,27306.0,212.92700000000002,474.48699999999997,128.0,True,0,0,3.71128857578125,5.714320284531698
node[1192],17.7154,0.0,27177.5,27458.0,513.966,1084.16,280.0,True,36,0,3.823074332678571,4.742570071672003
node[1193],17.9513,0.839182,27177.5,27271.0,254.248,909.2460000000001,93.0,True,2,0,9.5694865,5.153524019951813
node[1194],18.4844,0.0,27178.0,27376.0,416.44,991.439,197.5,True,0,0,4.9880988217721525,5.797025766611351
node[1195],16.75,0.0,27178.0,27327.0,284.139,674.2439999999999,148.5,True,16,0,4.538733096632997,5.461813104412212
node[1196],15.2625,0.0,27178.0,27553.0,582.7,1073.21,374.5,True,75,0,2.8585651273698267,3.7272619966073837
node[1197],18.3475,0.0,27178.0,27289.5,247.59799999999998,794.232,111.0,True,5,0,7.180943735135135,7.223136690128433
node[1198],17.7219,0.0,27178.0,27900.0,863.653,840.313,722.0,False,139,0,1.1497137585180055,3.4717385107121297
node[1199],15.9139,0.0,27178.0,27254.5,155.817,477.68199999999996,76.0,True,0,0,6.309193354605263,5.674329646180535
node[119],19.4,6.02642,27019.0,27044.0,87.8806,334.504,24.5,True,0,0,13.319094489795916,3.975320697849976
node[11],18.5,0.0,27002.0,27143.0,352.673,1063.84,140.5,True,0,0,7.538159110320285,7.117633491870404
node[1200],22.0506,0.0,27178.5,27493.0,612.2230000000001,1298.22,314.0,True,15,0,4.129607691560509,6.013290594399777
node[1201],9.1119,5.6,27178.5,27193.0,27.8822,112.113,14.0,True,3,0,7.976219642857141,1.0428040349389973
node[1202],18.709,0.0,27178.5,27284.0,235.44099999999997,783.1039999999999,105.0,True,4,0,7.477460100952381,7.236224360961448
node[1203],19.0615,0.0,27178.5,27293.0,296.165,977.58,114.0,True,23,0,8.592585485307017,7.227962919958825
node[1204],18.5307,0.0,27178.5,27266.5,273.628,931.217,87.5,True,2,0,10.371922171428572,5.212044180837951
node[1205],19.8543,-0.7512310000000001,27179.0,27330.0,306.077,667.4780000000001,150.5,True,2,0,4.3368660647840525,5.253122934795502
node[1206],15.6916,0.0,27179.0,27727.5,867.1619999999999,1592.71,548.0,True,99,0,2.8856128731751824,4.395259490670535
node[1207],15.1702,0.0,27179.0,27626.5,770.645,1870.67,447.0,True,54,0,4.1802051991051465,5.051412554587705
