node,mean_speed,std
node[10],7.7941808113725495,7.340014979006944
node[109],7.439547630452673,8.047983048971206
node[1099],6.802724001769912,7.698134496914488
node[1100],7.019971436689038,6.304715298227185
node[1101],3.6260786261950284,4.818827708925554
node[1102],3.3575312207474233,4.61563130060137
node[1103],6.085682847087379,5.54035973238631
node[1104],6.738018335470086,7.001621393953723
node[1105],8.42456286026201,6.457155668610913
node[1106],4.574183199827289,5.586520885553057
node[1107],8.487175351948052,6.524668128583054
node[1108],3.5106524177483447,4.756778785342354
node[110],8.930635458295964,7.034520723339648
node[1109],9.523051367875647,6.453050009402083
node[1110],7.378010144131453,6.192362838233009
node[1111],3.7470270428007892,4.863558670927259
node[1112],6.782931233766234,7.10819558146042
node[1113],2.8111303934883725,4.6475989783878076
node[1114],4.746920368512111,5.727832895645945
node[1115],3.818249768651363,5.609260279100214
node[1116],6.8410552008658,7.215071259292153
node[1117],7.160480265517241,5.750045264410937
node[1118],4.827554420772948,5.770544025059954
node[111],9.88150969811321,6.79144814430992
node[1119],4.040601727886711,5.158134495883666
node[1120],6.3878923393939395,5.6331473215818955
node[1121],8.58661006060606,6.3249167395108365
node[1122],5.089975056024096,4.856980916056117
node[1123],4.4534943650485435,6.178736168790865
node[1124],3.6775494656488554,5.615846704598302
node[1125],11.02542275862069,3.6200536576495503
node[1126],4.360796180303031,5.643090450214662
node[1127],5.206377171096345,5.753705203068418
node[1128],7.149847714790996,6.646416604296196
node[112],8.407275164806867,6.500691934315916
node[1129],3.9355858519266045,5.386486570591969
node[1130],3.534002858144796,4.488018866982414
node[1131],2.99388905227078,4.747105951734582
node[1132],5.384229867982456,5.91775513168699
node[1133],5.588988718947368,6.356427131192394
node[1134],6.1753571548117145,6.511640054236767
node[1135],4.430967472061657,5.61643532862375
node[1136],5.975278061038963,5.457315090537857
node[1137],6.832286439823011,7.202639330871831
node[1138],8.558326898469389,5.387464073951067
node[113],11.378186029411765,6.252431710072168
node[1139],5.975027219904076,6.987365712172034
node[1140],4.168469238059702,6.185463785892138
node[1141],6.715051123394495,6.369464754680238
node[1142],3.162131656872038,4.834536359707153
node[1143],5.382079596907218,6.255668168279611
node[1144],5.191009993154033,5.395007031980938
node[1145],7.353000713901869,5.879695566406625
node[1146],3.877747346214511,4.629419957342769
node[1147],4.40110383769968,5.563384078761834
node[1148],3.117684333882353,4.678793639348837
node[114],10.860975940000001,6.053446638225045
node[1149],5.227221494328922,5.601054611452504
node[1150],10.671947583333333,4.275628467497987
node[1151],3.528965353047619,4.91938122803752
node[1152],4.741656308851675,5.923973648099772
node[1153],4.562102121543987,5.551892468633451
node[1154],6.407708174358975,5.478426622227053
node[1155],3.8678779948024946,4.413936709790873
node[1156],4.061139681834216,5.026205189205249
node[1157],0.24786285670103095,1.1560646303750872
node[1158],8.613263872020722,5.450165984840142
node[115],12.706878524590163,2.2346419952056413
node[1159],2.360839130286738,2.6276637362551836
node[1160],4.0021003749999995,5.156269355562126
node[1161],3.9129593682741115,6.181879819429806
node[1162],3.9814902749460046,5.047623782207874
node[1163],7.402045250724639,7.569284731720267
node[1164],5.455008835,6.597692550305628
node[1165],3.988369917989418,5.484999363639575
node[1166],6.060070296815287,6.136704506703986
node[1167],2.6279114868112017,4.202296487280173
node[1168],5.886881285520363,6.048320426758476
node[116],7.274517628455286,7.509860576816867
node[1169],3.8800136733333335,5.520865210257529
node[1170],6.924133335714286,5.835241055595433
node[1171],3.331329756840077,4.688812512097022
node[1172],7.3621397,7.07539440467905
node[1173],4.0800657025806455,5.633026798698821
node[1174],6.088493699206349,5.68914148064202
node[1175],3.6239304905829597,4.81151897550943
node[1176],7.228274635023041,7.297067356588695
node[1177],7.175317064864865,7.251370419199263
node[1178],4.1842625340996165,5.463794534628938
node[117],9.830386145539908,6.1383968397584034
node[1179],3.597524063146998,5.557854611212116
node[1180],1.8570219446823202,3.759760263160851
node[1181],7.503050193103448,7.284375646140517
node[1182],4.251535605902192,5.170631694660173
node[1183],4.271692571271585,5.218988192532656
node[1184],3.761400355513308,5.431079448278478
node[1185],7.895221830645162,6.714225413319774
node[1186],4.053517855238095,5.452522297427934
node[1187],5.163981445614035,5.513264182862515
node[1188],5.904279205936073,6.570098133836706
node[118],9.664446382397005,6.474043332151077
node[1189],3.7781189106206896,5.0812206318677635
node[1190],2.390977568539741,2.5275930307731667
node[1191],3.71128857578125,5.714320284531698
node[1192],3.823074332678571,4.742570071672003
node[1193],9.5694865,5.153524019951813
node[1194],4.9880988217721525,5.797025766611351
node[1195],4.538733096632997,5.461813104412212
node[1196],2.8585651273698267,3.7272619966073837
node[1197],7.180943735135135,7.223136690128433
node[1198],1.1497137585180055,3.4717385107121297
node[11],7.538159110320285,7.117633491870404
node[119],13.319094489795916,3.975320697849976
node[1199],6.309193354605263,5.674329646180535
node[1200],4.129607691560509,6.013290594399777
node[1201],7.976219642857141,1.0428040349389973
node[1202],7.477460100952381,7.236224360961448
node[1203],8.592585485307017,7.227962919958825
node[1204],10.371922171428572,5.212044180837951
node[1205],4.3368660647840525,5.253122934795502
node[1206],2.8856128731751824,4.395259490670535
node[1207],4.1802051991051465,5.051412554587705
node[1208],6.975414293820225,5.424593416302937
node[120],9.659500749803923,9.374497808852809
node[1209],5.634455928479658,6.606331902358938
node[1210],5.541098598026316,4.946560341483085
node[1211],4.664104650263157,4.454183838639815
node[1212],7.120435692924528,7.422644136603491
node[1213],3.2142893663621153,4.419637274379055
node[1214],2.93303592732342,4.224637998032053
node[1215],7.1247951527027045,7.224253601125684
node[1216],3.567283148055555,4.311711802199073
node[1217],0.4519170190277778,1.568149261400278
node[1218],5.402455308531469,4.883899274065323
node[121],11.218737407407408,6.132923878123604
node[1219],4.406713723897912,5.197632171066114
node[1220],6.248555375296912,5.538629558118562
node[1221],6.115695191715975,4.746562777878333
node[1222],5.34665349739726,4.95413437013335
node[1223],4.548535317709563,5.064224174910994
node[1224],5.193553025675676,5.574320510421724
node[1225],1.3346325639583332,3.1156302758612866
node[1226],3.684204986951631,4.64805058468184
node[1227],4.172471451118211,5.7680926577226055
node[1228],3.8605071829365083,5.3960317211029265
node[122],9.853658273127753,6.280801372516753
node[1229],5.597936975885329,5.106485055471836
node[1230],4.132561967455621,4.711516988363109
node[1231],3.5857222224564795,4.7381145694303495
node[1232],4.076506692377495,5.001347223580137
node[1233],7.660235360869565,7.150253264070824
node[1234],8.781789352631579,4.960901106556636
node[1235],4.211687731229236,5.262098886491654
node[1236],2.894615802309783,3.6205506203660844
node[1237],5.618363684401709,6.512163464072138
node[1238],3.2408851173913042,5.170794171525725
node[123],9.39013049496403,5.2281564172616335
node[1239],1.7422459173676879,3.357314351768555
node[1240],4.479069860686016,6.181758360853372
node[1241],4.024040553318825,4.695611172817943
node[1242],4.630600199711815,6.188394879413794
node[1243],6.55324699542857,5.908420251113902
node[1244],2.5466319488714424,4.451442482824214
node[1245],4.480125853608247,5.225015922893514
node[1246],2.4686262920446618,4.44981034607914
node[1247],6.3092789395894435,6.792547956295097
node[1248],4.188733779537953,4.735471793302482
node[124],8.185617951419559,5.630580722272767
node[1249],0.24107031152234637,1.0733274027603354
node[1250],1.8776294425977653,3.9868945397807503
node[1251],8.234708601265822,6.730431017409422
node[1252],5.4655909185512375,5.943457172195913
node[1253],1.7188875782669462,3.511514387580239
node[1254],6.366027434975369,5.974040901356869
node[1255],6.709416816000001,6.820795833128205
node[1256],7.622930171779143,4.914352116216351
node[1257],5.736481494091904,6.648156244789183
node[1258],4.287685435467128,5.457577951166613
node[125],16.39065084745763,3.7902087557999193
node[1259],2.9205834553242593,5.095861473389225
node[1260],6.782074152289156,7.36797803412585
node[1261],3.8262210646694212,4.667366274344163
node[1262],3.54930203925144,4.289439408396381
node[1263],8.363902164502164,7.039773126946609
node[1264],9.083998,4.983428457393656
node[1265],5.325775763243243,5.905352922292198
node[1266],6.933478779441625,6.077513161478015
node[1267],7.243543264215686,6.437421717510979
node[1268],5.70627313937677,5.724888645449683
node[126],5.916404696428572,7.118943078974988
node[1269],5.227550366666667,5.210113441252999
node[1270],8.842370861989247,5.216581917557514
node[1271],6.127486836206896,6.074894173903756
node[1272],3.057741122709924,4.371660825271407
node[1273],2.0168138098807855,3.653951884949123
node[1274],4.68754208113879,5.117590982442359
node[1275],3.0147153664850133,4.747660333759888
node[1276],2.454277136259542,3.084035341529386
node[1277],4.318013315789473,5.144064639159345
node[1278],3.24359245864486,4.854848926890097
node[127],12.600779402985072,5.737151390341499
node[1279],3.994850150000001,5.063549744484658
node[1280],3.7248053334757842,5.0754300937670935
node[1281],9.961107237125749,5.161338085492045
node[1282],5.33154320591398,5.943768010325588
node[1283],4.427367250519032,4.549050932062606
node[1284],7.013734709387756,6.143233880012186
node[1285],5.249675038172043,5.901323472723947
node[1286],8.750187105027933,6.28254733610365
node[1287],5.422770431420766,5.644591509715129
node[1288],4.49918256,5.802114996423358
node[128],9.663287686330936,5.523771975470986
node[1289],4.553758520545746,5.369412468146552
node[1290],5.433652227272728,5.8972343173221375
node[1291],4.357207695578231,5.212683354156081
node[1292],3.8508856501010102,4.827821270427668
node[1293],8.400220354054053,6.007329078296276
node[1294],8.23552612883895,6.09558048777407
node[1295],9.559156855681817,5.500194560012985
node[1296],4.004418577235771,4.923261074232592
node[1297],3.702777693497758,5.054638899972555
node[1298],4.298140183066361,5.0412063084396745
node[12],10.198524561077843,6.494546771017228
node[129],7.113354501081081,5.685421679651562
node[1299],7.689524183663367,7.244200233120224
node[1300],7.759642985221675,7.291053292466379
node[1301],3.7875472307151234,4.7408175784522815
node[1302],7.970894535031846,4.380632904984885
node[1303],8.207674681382978,6.954671809717536
node[1304],6.391913345345346,6.143279482423902
node[1305],3.921292175997046,4.997315595348841
node[1306],8.535984376216218,6.810514581594003
node[1307],5.824498246188341,6.4265194691924
node[1308],3.7904208969999997,4.840011326686362
node[130],16.233521052631577,2.2653085627449716
node[1309],9.681246375147929,4.789203628614766
node[1310],3.269705176484284,5.061012894646246
node[1311],4.982464170508475,4.830498147024691
node[1312],4.071268269690722,4.677234499630585
node[1313],5.8304114917355365,5.556759562353052
node[1314],3.6415581010794904,4.360323319277496
node[1315],2.2275009391521197,3.2187842249814884
node[1316],8.270583302403846,7.042453591819838
node[1317],4.746537461870504,5.38239584679863
node[1318],6.1786640396181385,5.637538381990328
node[131],8.400580353074435,6.519720490734787
node[1319],2.728577073368146,4.056120786793312
node[1320],2.7504806956701033,4.226098680001206
node[1321],7.429154165591398,5.384012201791497
node[1322],5.969922329379562,6.158160407917412
node[1323],5.03169635,5.058216865524695
node[1324],7.8968863995000005,7.19609171536363
node[1325],2.9469693706293705,5.332347197958591
node[1326],3.364893667756585,4.929761733334615
node[1327],4.512783308333334,5.28081571925769
node[1328],3.9340024025067164,5.373321329565075
node[132],7.284172769900497,6.8074332705194065
node[1329],3.36673887823741,4.646244638285504
node[1330],5.3328593028248585,6.349154982062421
node[1331],3.2735077402736095,4.647418840276905
node[1332],9.516865931428574,5.180766850838936
node[1333],2.4460531101139606,3.9603490934697314
node[1334],6.325968355133081,5.2898102661998525
node[1335],6.446568862820513,5.4350970550858255
node[1336],9.6058793,6.847055474865184
node[1337],5.65211296625,5.281475867385163
node[1338],1.4133069105773342,3.056745853714277
node[133],6.681167144362745,6.090427122924159
node[1339],6.8640925066552905,6.11982329587957
node[1340],4.3265983857777774,5.046965597449772
node[1341],4.67903255862069,5.475462803576004
node[1342],5.40418275,1.0385276690485539
node[1343],2.8222567154989386,4.540083219988677
node[1344],8.15618353956044,6.193212818108573
node[1345],5.5785782230769225,5.136690326410396
node[1346],4.364259140000001,1.8981019950172355
node[1347],3.1100834680487806,5.196154861747717
node[1348],3.655343881230769,5.510159551781641
node[134],12.786178831168833,2.6313671685886493
node[1349],4.260564551219512,4.988091713942969
node[1350],4.46230142840691,4.963542722005231
node[1351],9.64482665748503,4.907858560784723
node[1352],3.292318940334128,4.710503764798157
node[1353],4.312526213948919,4.976752740343945
node[1354],9.942645755063289,6.808648919727179
node[1355],3.2375250260869564,4.021332346183329
node[1356],5.74344594298893,5.3534538830205145
node[1357],3.98753342191582,4.809526587745984
node[1358],6.646778904780877,5.154370695032651
node[135],8.806861444052863,6.3264893624938265
node[1359],2.9775849958060285,4.742001388589794
node[1360],6.8286299504761905,6.628740218445274
node[1361],6.573454043153527,6.172202973610858
node[1362],4.079119834782609,5.116483453728599
node[1363],5.314547272115385,4.96062242408335
node[1364],9.334500880473373,6.753206136137872
node[1365],5.962629269585253,6.259542382027496
node[1366],8.204404709274193,5.62738531405147
node[1367],3.3535070878245303,4.6642349098210785
node[1368],4.912915961538461,5.532181716882559
node[136],9.602565611658031,6.177316843999982
node[1369],3.0577169497860197,3.397962105824314
node[1370],8.220948965775401,7.365334318713174
node[1371],6.028558251692308,7.000098366754214
node[1372],5.1583894228985505,6.987982768476934
node[1373],4.11669834589372,5.412063010557431
node[1374],1.699723900966851,2.6094402934587317
node[1375],6.416577540356084,5.796692924212752
node[1376],3.1829881350535536,3.4668267780144792
node[1377],4.855483027312776,4.610756232189775
node[1378],1.879347983979885,3.882996072446707
node[137],5.913195403111111,6.505200754174254
node[1379],5.919356614527027,5.628879296162066
node[1380],8.426911282584268,5.837244650222337
node[1381],9.154483063583818,6.661870739421279
node[1382],4.687059156676558,5.355262551460169
node[1383],5.274172329577465,5.242071360313399
node[1384],5.132440337237423,5.6365217499138724
node[1385],3.148144085714286,3.4843811667284976
node[1386],8.986548699411765,6.730975751759145
node[1387],3.8006311678726483,4.682883629233205
node[1388],2.853152401322752,4.238224980835599
node[138],4.153815957446809,6.007930932360525
node[1389],5.024944633619002,5.780461221782425
node[1390],3.2842598712633455,4.220651284507317
node[1391],5.722006841351352,5.3848932553664275
node[1392],3.486184689613035,5.120797518011741
node[1393],7.310826088746803,7.247672134745832
node[1394],5.509894687150838,4.917064646141539
node[1395],3.4677969825980393,5.56615272778478
node[1396],5.445165763110308,5.727652387125866
node[1397],2.6447048289597004,4.509811342568825
node[1398],1.3984165620155038,2.358810001663377
node[13],6.9930300714285725,6.561050851694206
node[139],9.600481299545454,5.473495818984247
node[1399],5.115252108560312,4.7068344189634
node[1400],6.084869497196261,6.1137145945302125
node[1401],7.054667713080169,4.475521368558181
node[1402],2.787510537014925,4.032280687894995
node[1403],5.64377071877551,5.52298774235169
node[1404],2.989322094396552,4.4855383306988115
node[1405],6.983765154723128,6.562535302491719
node[1406],8.68219981049724,7.426618013114417
node[1407],5.852523018079096,5.2361224626959615
node[1408],2.983343627833334,5.138761200596812
node[140],6.7716444989858005,6.686500499690231
node[1409],4.733329361068702,4.896477694113003
node[1410],9.358167319277111,6.898261384806836
node[1411],6.054090474390243,5.5933651669683515
node[1412],5.967015102495201,5.5667465281541775
node[1413],4.881460114236641,4.8675621836216445
node[1414],5.507317895975231,6.067847232383065
node[1415],4.744000091493056,5.685027024106042
node[1416],2.80874317952,3.6362169539190434
node[1417],9.498358751515152,7.044168286598501
node[1418],6.154278357446809,6.032615392001024
node[141],8.073251646951219,6.12360730650366
node[1419],9.070671524686192,5.0024898078086855
node[1420],4.810081890443686,5.204321107978383
node[1421],2.112403366303558,4.129813569009469
node[1422],3.5500889086021497,5.139737173559197
node[1423],5.000765617490495,4.739729039559249
node[1424],3.715576685814186,4.529331920311651
node[1425],5.857470371830986,6.214752038725268
node[1426],3.3741481855018582,4.841994281726288
node[1427],3.372354773850316,4.622562388847125
node[1428],5.046418004044118,5.148937126209502
node[142],7.268158410679612,6.22422603105402
node[1429],6.054585397032641,4.778387117363153
node[1430],2.3390676151300234,3.6084731383986464
node[1431],8.572484966459628,4.149741216569824
node[1432],6.927468026033059,4.321143711059908
node[1433],1.8835513967429778,2.7638471474712887
node[1434],7.109588631971154,5.6169435205637965
node[1435],9.242343354301076,6.989677332058548
node[1436],5.16903180395257,4.856794567189696
node[1437],4.937399137620578,6.804162567615147
node[1438],3.409259669157088,4.771858721435262
node[143],9.966668109811323,6.115715974927592
node[1439],4.795007405481727,5.547348440407637
node[1440],9.065508293023257,7.428744386489861
node[1441],6.1859115515625,5.756192036948713
node[1442],8.301868886394558,6.224389116116091
node[1443],9.9340437245283,7.102970811481498
node[1444],6.809821679012345,4.374366878530217
node[1445],4.685028053365385,5.891550376140739
node[1446],4.325449467760162,4.296114832426123
node[1447],8.876805701724138,7.2239984653082665
node[1448],6.4155709285097196,5.476113122804155
node[144],5.438510948931117,6.805897745797161
node[1449],9.863749199999999,6.493098498073285
node[1450],1.7181704572787124,3.382289727826929
node[1451],2.858556195883134,4.374138579702326
node[1452],5.461848621991701,4.681652349735359
node[1453],5.966931871238938,6.232587333466501
node[1454],4.6559342446280985,5.844901280535028
node[1455],6.9588760149999995,5.027234396773618
node[1456],1.2208694183882784,3.2372732072882155
node[1457],3.4558557699257424,5.32094895560245
node[1458],2.9728876073089703,4.216135196429581
node[145],6.054342168141594,6.79031814215048
node[1459],3.6054150196721313,4.978664049679169
node[1460],7.8820538863874345,4.512316032954995
node[1461],4.935492502380953,3.6328996927626576
node[1462],3.77385807940552,5.469137367111416
node[1463],5.185950659677419,5.772600352786565
node[1464],2.354218648888889,3.6403783364238627
node[1465],10.16754025194805,7.242206701275336
node[1466],6.7451302741935475,4.197579498206029
node[1467],4.90622545849387,5.784061049673128
node[1468],4.334294024028269,5.696372827693968
node[146],7.502403898192771,5.9861854946473665
node[1469],5.959187166567167,6.8598098743645215
node[1470],9.434425567032966,6.676536163108265
node[1471],9.15051557251462,7.243124307560523
node[1472],3.9151540731391585,5.292393552830845
node[1473],6.355249310144928,6.214085277218089
node[1474],5.212656500996016,5.328788116072877
node[1475],7.92000662742857,4.660791834176738
node[1476],10.216855157419355,6.665448727902778
node[1477],4.088931593835617,5.101381776988685
node[1478],1.9896331605105104,3.071540037482224
node[147],11.229925544210525,5.058169813275647
node[1479],7.018514933770491,6.100134430551083
node[1480],7.276033829856115,5.499912328446752
node[1481],2.419099249832027,3.8288517569301663
node[1482],7.48302546092896,5.776150650155353
node[1483],7.429888630136985,6.102720662975661
node[1484],6.896979649468085,5.673209915491691
node[1485],6.227909108490568,6.584921803148393
node[1486],7.72765069328622,6.08573413973405
node[1487],9.227549364666665,4.336909818107355
node[1488],9.289373136904763,7.274441845251034
node[148],4.59289008243626,5.549286907064182
node[1489],6.9068102738589205,4.539468286152314
node[1490],3.4540061334866605,4.570851485562474
node[1491],3.9305337623123124,4.232706229559358
node[1492],9.97574166037736,6.049816377942237
node[1493],6.605717935678393,6.196878129753084
node[1494],3.859989865306123,4.415741809653137
node[1495],4.511068479504504,6.200647777421161
node[1496],9.70522517039106,6.1140358772329195
node[1497],9.020266650887573,7.428196756900742
node[1498],6.549859944370863,6.243803598367574
node[14],6.053503013245033,6.383962325732556
node[149],16.143678969072166,3.1424276135303564
node[1499],3.8226468759299777,5.271304101235549
node[1500],2.79110822454955,4.35777705552567
node[1501],4.456328334977578,6.2973949507118006
node[1502],7.541625606756757,5.313979921056714
node[1503],7.443532999288257,6.1468009166793856
node[1504],4.7808923501766785,5.453094912808865
node[1505],3.8592126271028038,4.575310293233827
node[1506],6.572331705,3.9645324623116767
node[1507],10.300716921052631,6.497913318049868
node[1508],1.4702199070077864,2.4473111171195616
node[150],6.289901596039605,7.460795359959488
node[1509],5.3201768132596685,4.956236627418786
node[1510],5.493217210300429,4.822376641280402
node[1511],9.13484384768212,4.355397201660955
node[1512],9.432373906024097,7.307930463854269
node[1513],2.2330419795252228,4.317833657676393
node[1514],4.138923183408071,5.610548059266982
node[1515],3.4027428592233018,4.93947434609987
node[1516],7.2431430197324405,5.982868326042933
node[1517],3.4543276339913747,5.249815923174924
node[1518],5.431389956593408,5.0734136793333455
node[151],8.71959796460177,5.506592537197362
node[1519],10.397486059210527,6.348303971438742
node[1520],2.675396247881041,4.228248435265492
node[1521],5.032349789227166,5.898916290726763
node[1522],9.626329864864864,3.548803002781836
node[1523],1.5254756064102564,2.620432406136401
node[1524],5.5917252162393165,4.779021482426962
node[1525],4.018086854918126,4.386919655938188
node[1526],3.27461096111817,4.843578957238633
node[1527],7.168262596995709,4.60159200416644
node[1528],3.6443107937710444,4.177968093823512
node[152],9.691493961038962,5.192485146751586
node[1529],7.365809377903682,5.878384562334808
node[1530],9.363127978443114,6.755926921344151
node[1531],6.738009750518135,6.422826275272657
node[1532],6.357593289314516,5.221477751415133
node[1533],1.230436099253174,3.3064259011132666
node[1534],4.141721281531531,5.45772579636048
node[1535],10.09835984883721,4.407356768116034
node[1536],11.754059661016953,2.596274537908373
node[1537],7.147189324452555,6.867525284647288
node[1538],5.842028301762115,4.8310931122536935
node[153],9.415376428571427,7.940109742437345
node[1539],10.75683660958904,6.508949501534608
node[1540],3.5675773664948456,5.360191635748275
node[1541],7.191251108614232,5.214856985281345
node[1542],6.7505430275,6.587161224601874
node[1543],7.393267785185185,5.708344028370246
node[1544],2.61041443208502,4.7079255382634155
node[1545],6.445340456554307,6.54306524402228
node[1546],4.703570631681682,5.2355932769025095
node[1547],4.091074611154599,4.918963847230177
node[1548],2.199854234587252,3.7758528203617416
node[154],11.221798537823835,5.597374296320075
node[1549],6.982848486934673,6.477198968100103
node[1550],10.623740538461538,3.889394451355653
node[1551],6.467783658048781,5.866559180238015
node[1552],1.8292553674662668,3.8308100936527207
node[1553],3.3466234883870962,5.18207936404751
node[1554],5.721075209210525,4.977125501874474
node[1555],2.6752684972564675,4.450309968830374
node[1556],9.640684431288342,6.908473970710431
node[1557],13.334250724637684,2.1793071409498603
node[1558],2.9353451141052633,4.370754919539084
node[155],7.117133140752353,5.91296836196799
node[1559],6.0545422459715645,4.888602847271501
node[1560],9.483871620125788,7.034837401272605
node[1561],6.019996082703778,5.671780259521929
node[1562],4.200098025507901,5.2255425204446055
node[1563],4.923377449905837,6.117607320938382
node[1564],7.346230457978724,5.973932613975915
node[1565],4.275245,5.968082500092889
node[1566],13.004479285714288,3.3575094715285356
node[1567],2.2205806122641514,3.743079584791545
node[1568],4.887702280400891,4.6392514896331685
node[156],9.886797086363636,6.051405895945802
node[1569],7.91571052227488,5.6268397472747935
node[1570],1.8287346942459908,3.766881400609898
node[1571],6.610211226053639,6.323630399660591
node[1572],3.3289437049924353,5.006407359961376
node[1573],6.2548892974264705,6.684199190261117
node[1574],6.596380397683398,6.08404456952405
node[1575],6.270290249282296,4.685659989543453
node[1576],11.120273636363637,3.5730205621544986
node[1577],11.01909935915493,6.250233084274636
node[1578],6.36741561799308,6.19173934675096
node[157],16.54824945054945,2.4662537739735098
node[1579],4.234858257882882,5.388791237415023
node[1580],9.167081574074073,6.7071941904950485
node[1581],3.542788664146023,5.239589300766489
node[1582],3.097876605363322,3.6713504002004704
node[1583],9.805871787878788,3.6104817542904617
node[1584],3.96181291796875,5.262480492372969
node[1585],8.037818707407407,5.858316484135934
node[1586],12.555261525423726,2.2241760568541165
node[1587],7.617277132352941,6.2916448360624395
node[1588],9.909003427215191,6.973258825613105
node[158],9.080273032244897,5.246132642223384
node[1589],4.774204252268603,5.7633983526542005
