module,max_speed,min_speed,start_time,stop_time,total_co2,total_dist,total_time,arrived,rcvd_warnings,sent_warnings,mean_speed
node[5],15.65,6.9,27001.5,27023.0,75.7298,278.925,21.0,True,0,0,13.282142857142858
node[22],16.25,6.9,27004.0,27025.0,80.8999,275.17,20.5,True,0,0,13.422926829268294
node[34],16.4033,6.9,27006.5,27027.5,84.0331,282.76099999999997,20.5,True,0,0,13.79321951219512
node[36],19.4,6.75,27006.5,27029.5,91.2293,324.45799999999997,22.5,True,0,0,14.420355555555554
node[17],15.0959,0.0,27002.5,27038.5,104.863,292.726,35.5,True,0,0,8.245802816901408
node[119],19.4,6.02642,27019.0,27044.0,87.8806,334.504,24.5,True,0,0,13.65322448979592
node[165],15.65,6.9,27025.5,27047.0,74.9921,277.447,21.0,True,0,0,13.211761904761905
node[186],15.65,6.9,27028.5,27050.0,73.1451,279.999,21.0,True,0,0,13.333285714285715
node[125],22.5,6.9,27020.5,27050.5,148.595,492.051,29.5,True,0,0,16.679694915254238
node[18],19.2778,6.9,27003.0,27050.5,183.524,776.155,47.0,True,0,0,16.513936170212766
node[21],18.8958,6.9,27003.5,27051.5,174.44299999999998,770.295,47.5,True,0,0,16.216736842105263
node[23],19.25,6.9,27004.0,27052.5,180.90400000000002,788.326,48.0,True,0,0,16.423458333333333
node[1],16.25,6.9,27000.5,27053.0,192.11900000000003,692.9910000000001,52.0,True,0,0,13.326750000000002
node[15],17.5,6.9,27002.5,27053.5,197.747,693.725,50.5,True,0,0,13.737128712871288
node[39],19.25,6.9,27007.0,27054.0,172.764,765.2639999999999,46.5,True,0,0,16.457290322580644
node[48],19.2321,6.9,27008.5,27056.0,177.53799999999998,775.003,47.0,True,0,0,16.489425531914893
node[58],18.75,5.7,27011.5,27057.0,150.17,676.903,45.0,True,0,0,15.042288888888889
node[218],19.8542,5.9,27033.0,27058.0,100.48200000000001,337.463,24.5,True,0,0,13.774000000000001
