Module;maxSpeed;minSpeed;startTime;stopTime;totalCO2Emission;totalDistance;totalTime
87;16.418;0.000;27025.000;27089.000;187.004;636.509;63.500
128;18.688;6.900;27036.000;27089.000;180.985;852.272;52.500
36;17.892;0.000;27013.000;27090.500;240.870;864.212;77.000
255;12.900;0.000;27069.500;27090.500;49.984;107.138;20.500
105;15.285;1.089;27029.500;27091.000;162.843;637.675;61.000
137;15.650;4.643;27038.000;27091.000;153.528;629.499;52.500
39;16.250;0.000;27013.500;27092.500;246.881;887.475;78.500
113;16.250;3.500;27032.500;27092.500;201.722;863.523;59.500
207;16.740;6.900;27055.500;27093.000;136.949;492.220;37.000
306;13.416;5.400;27082.000;27094.500;42.003;109.613;12.000
122;15.650;3.138;27035.000;27094.500;170.196;639.153;59.000
165;15.486;5.600;27045.000;27095.000;156.166;638.691;49.500
33;15.650;0.000;27012.500;27095.000;213.670;992.062;82.000
121;16.250;5.700;27034.500;27095.500;196.066;876.725;60.500
140;15.208;3.796;27039.000;27096.000;151.710;642.575;56.500
155;15.860;5.518;27043.500;27097.500;156.801;636.034;53.500
175;15.790;5.600;27048.000;27099.000;158.540;633.971;50.500
142;16.392;3.500;27039.000;27100.000;204.353;865.281;60.500
120;16.499;3.547;27034.500;27100.500;202.436;749.937;65.500
196;16.250;6.900;27053.000;27100.500;140.820;613.442;47.000
148;16.250;3.500;27041.500;27102.000;197.444;861.326;60.000
55;15.367;0.000;27017.000;27102.500;197.808;675.929;85.000
163;16.584;3.500;27044.500;27104.000;206.586;865.774;59.000
43;15.000;0.000;27014.500;27105.000;245.838;1100.240;90.000
19;15.650;0.000;27006.500;27108.000;301.325;1334.890;101.000
186;16.250;2.348;27050.500;27108.000;183.305;673.904;57.000
227;16.250;6.900;27061.000;27111.000;162.062;673.275;49.500
16;23.150;0.000;27006.000;27119.500;336.383;1144.590;113.000
208;16.149;0.000;27055.500;27120.000;139.133;284.553;64.000
80;16.202;0.000;27023.500;27122.000;244.855;1029.160;98.000
357;15.747;3.865;27097.000;27126.500;88.376;273.301;29.000
38;18.150;0.000;27013.500;27127.500;287.023;973.534;113.500
379;15.392;5.735;27101.000;27128.500;77.975;273.940;27.000
8;22.500;0.000;27003.000;27128.500;455.165;1282.160;125.000
61;16.900;6.900;27017.500;27128.500;354.859;1568.300;110.500
46;19.400;0.000;27015.000;27128.500;278.776;976.667;113.000
143;15.650;0.000;27040.000;27129.500;224.926;1040.100;89.000
98;19.500;0.000;27027.500;27130.000;280.277;980.404;102.000
71;19.750;0.000;27021.000;27130.000;294.794;992.251;108.500
21;18.500;0.000;27007.500;27130.500;300.840;991.492;122.500
191;16.900;0.000;27051.500;27131.000;261.643;1036.690;79.000
42;17.825;0.000;27014.000;27132.500;351.572;1153.240;118.000
138;15.364;0.000;27038.000;27133.000;260.945;1057.960;94.500
320;16.250;0.000;27087.000;27133.500;120.988;279.773;46.000
154;19.250;0.000;27043.000;27133.500;261.142;980.728;90.000
156;15.650;1.898;27044.000;27134.500;252.659;1010.060;90.000
41;16.915;0.000;27014.000;27136.500;349.456;1326.300;122.000
158;17.722;1.232;27044.000;27136.500;246.721;977.242;92.000
13;16.250;0.000;27005.500;27136.500;298.674;797.066;130.500
1;22.455;0.000;27000.500;27137.000;357.437;906.957;136.000
34;16.407;0.000;27013.000;27138.000;281.453;790.731;124.500
438;17.390;6.900;27116.000;27138.500;101.591;284.116;22.000
166;16.250;0.000;27045.000;27139.000;225.745;625.644;93.500
179;16.250;0.000;27048.500;27139.000;218.850;620.647;90.000
18;19.000;0.000;27006.500;27140.000;325.751;904.688;133.000
85;16.010;0.000;27024.500;27140.000;258.246;772.326;115.000
202;16.250;0.000;27054.500;27140.500;213.855;621.527;85.500
192;15.752;-0.123;27051.500;27141.000;213.637;622.276;89.000
204;18.941;0.000;27054.500;27142.000;267.090;918.186;87.000
40;15.650;0.000;27014.000;27142.000;248.572;662.118;127.500
247;16.250;0.000;27067.000;27142.500;191.333;626.621;75.000
220;19.188;0.000;27059.000;27143.000;264.606;913.664;83.500
181;16.000;0.000;27048.500;27143.000;255.337;872.125;94.000
174;15.392;0.000;27047.500;27143.500;251.207;861.253;95.500
189;16.410;0.000;27051.000;27143.500;255.410;1070.150;92.000
131;19.708;0.000;27036.500;27144.000;313.149;909.107;107.000
94;15.012;0.000;27026.500;27144.000;232.921;660.122;117.000
229;16.629;0.000;27061.000;27145.000;249.722;853.541;83.500
86;16.096;0.000;27024.500;27145.500;316.491;1067.810;120.500
279;15.650;0.000;27076.000;27146.000;175.127;662.430;69.500
91;16.250;0.000;27025.500;27146.000;293.439;682.405;120.000
70;15.650;0.000;27020.500;27146.000;310.283;1071.110;125.000
3;21.241;0.000;27001.500;27146.500;326.914;844.023;144.500
225;16.250;0.000;27060.000;27147.000;247.838;888.440;86.500
248;16.250;0.000;27067.000;27147.500;253.067;864.035;80.000
93;16.290;0.000;27026.000;27148.000;285.763;700.342;121.500
261;15.438;0.000;27071.500;27149.000;224.031;1037.170;77.000
265;16.998;0.000;27073.000;27150.500;252.180;875.419;77.000
65;22.250;0.000;27019.000;27151.000;368.953;1313.150;131.500
182;16.250;0.000;27049.000;27151.000;246.958;791.730;101.500
180;19.750;0.000;27048.500;27153.500;255.577;758.105;104.500
162;19.394;0.000;27044.500;27153.500;264.705;768.877;108.500
129;19.750;0.000;27036.500;27153.500;268.505;768.766;116.500
115;15.000;0.000;27033.500;27154.000;231.231;880.013;120.000
537;14.400;6.900;27144.500;27154.000;35.274;109.417;9.000
141;19.250;0.000;27039.000;27154.000;255.381;779.965;114.500
54;23.750;0.000;27017.000;27154.500;497.502;1569.820;137.000
169;19.328;0.000;27046.000;27154.500;257.267;774.348;108.000
288;15.481;0.000;27078.000;27154.500;223.195;899.204;76.000
238;18.918;0.000;27064.000;27155.000;235.086;765.431;90.500
132;17.750;0.000;27037.000;27155.500;242.706;657.762;118.000
176;18.997;0.000;27048.000;27155.500;264.302;782.283;107.000
157;18.974;0.000;27044.000;27155.500;249.118;769.581;111.000
321;18.947;1.330;27087.500;27157.000;211.138;780.759;69.000
310;15.418;0.000;27084.000;27157.000;213.414;888.027;72.500
250;18.070;0.000;27068.000;27157.500;223.224;765.150;89.000
281;18.000;0.000;27076.500;27158.000;217.007;769.866;81.000
304;16.700;0.000;27081.500;27158.000;238.534;860.247;76.000
185;16.805;0.000;27050.500;27158.500;241.099;888.865;107.500
303;18.828;0.000;27080.500;27159.000;222.969;755.818;78.000
161;15.650;0.000;27044.500;27159.500;264.852;689.783;114.500
293;18.069;0.000;27079.000;27160.000;218.583;780.585;80.500
317;19.444;0.000;27085.500;27160.000;202.937;766.491;74.000
311;16.250;0.000;27084.500;27160.500;210.308;787.162;75.500
363;19.250;3.250;27098.000;27160.500;181.658;770.103;62.000
149;15.850;0.000;27042.000;27160.500;253.144;867.225;118.000
296;18.755;0.000;27079.500;27161.000;206.273;768.702;81.000
327;19.720;1.783;27090.000;27161.500;198.291;771.124;71.000
323;15.872;0.000;27088.000;27161.500;225.786;888.173;73.000
388;19.259;5.192;27104.000;27162.000;188.725;778.782;57.500
335;15.376;0.000;27091.000;27163.000;234.299;874.938;71.500
205;16.394;0.000;27055.000;27163.000;252.999;868.158;107.500
194;16.679;0.000;27052.500;27163.500;237.449;751.511;110.500
68;19.621;0.000;27020.500;27163.500;374.123;1409.450;142.500
381;19.250;2.080;27101.500;27164.500;191.240;775.879;62.500
413;19.250;4.611;27109.000;27164.500;180.675;773.727;55.000
407;19.638;5.400;27108.000;27165.500;189.924;769.309;57.000
35;19.400;0.000;27013.000;27166.000;429.512;1301.140;152.500
77;18.150;0.000;27023.000;27167.500;381.804;1294.830;144.000
442;19.250;4.601;27117.500;27167.500;180.429;763.848;49.500
353;15.426;0.000;27095.500;27167.500;209.581;891.256;71.500
172;15.650;0.000;27046.500;27168.000;275.729;946.941;121.000
546;15.650;6.900;27147.000;27168.500;75.500;278.178;21.000
231;15.000;0.000;27062.000;27168.500;235.518;861.604;106.000
360;15.650;0.000;27097.500;27169.000;191.584;747.544;71.000
109;16.360;0.000;27032.000;27169.500;323.729;1095.290;137.000
425;18.019;5.719;27112.000;27169.500;167.785;776.438;57.000
99;18.350;0.000;27028.000;27169.500;360.999;1312.470;141.000
232;16.250;0.000;27062.000;27171.000;231.177;698.674;108.500
127;15.863;0.000;27036.000;27171.000;266.012;755.359;134.500
130;18.150;0.000;27036.500;27171.000;371.089;1299.380;134.000
337;15.974;1.190;27091.500;27171.500;210.513;869.725;79.500
396;15.322;2.572;27105.500;27172.000;207.477;865.658;66.000
133;15.920;0.000;27037.000;27172.500;307.509;1100.560;135.000
390;16.250;0.000;27104.500;27172.500;179.987;594.706;67.500
350;15.000;0.000;27095.000;27173.000;186.504;697.243;77.500
264;15.938;0.000;27072.500;27173.000;244.278;755.388;100.000
549;19.400;6.044;27148.000;27173.000;88.261;334.645;24.500
111;19.250;0.000;27032.500;27173.000;322.913;970.457;140.000
124;18.684;0.000;27035.000;27173.000;369.292;1296.530;137.500
412;16.250;2.979;27109.000;27173.500;179.084;695.056;64.000
466;16.802;6.900;27121.500;27174.000;156.007;773.836;52.000
367;15.650;0.000;27099.000;27174.500;223.890;750.859;75.000
610;14.400;6.900;27165.000;27174.500;35.116;109.279;9.000
4;16.250;0.000;27002.000;27174.500;369.317;1129.840;172.000
315;16.500;0.000;27085.000;27174.500;230.833;606.987;89.000
134;18.273;0.000;27037.000;27174.500;378.246;1311.120;137.000
399;15.372;0.000;27106.000;27174.500;205.823;891.408;68.000
471;18.067;6.900;27123.500;27175.000;163.782;786.655;51.000
404;15.907;4.780;27107.500;27175.500;204.392;752.460;67.500
136;18.147;0.000;27037.500;27175.500;346.682;1303.820;137.500
324;14.730;0.000;27088.500;27176.000;219.877;863.280;87.000
101;15.891;0.000;27028.500;27176.500;338.351;1139.260;147.500
418;16.250;0.000;27110.500;27176.500;206.161;837.901;65.500
483;15.000;3.500;27128.500;27177.500;137.132;594.306;48.500
428;14.872;6.456;27113.500;27178.000;173.009;765.663;64.000
147;18.000;0.000;27041.500;27178.500;298.770;972.093;136.500
447;15.650;6.900;27118.500;27179.500;162.520;751.290;60.500
178;19.250;0.000;27048.500;27179.500;311.436;973.986;130.500
391;18.750;2.754;27105.000;27180.000;216.188;863.326;74.500
260;19.250;0.000;27071.000;27180.000;277.022;974.543;108.500
411;15.353;0.000;27108.500;27180.500;212.355;861.355;71.500
226;17.500;0.000;27060.500;27181.000;293.514;873.134;120.000
139;15.819;0.000;27038.500;27181.000;327.766;1127.630;142.000
373;18.476;2.401;27100.000;27181.500;248.686;977.721;81.000
436;15.425;0.000;27115.500;27182.000;210.320;862.273;66.000
423;19.000;0.134;27112.000;27182.500;217.208;863.127;70.000
386;20.500;0.000;27104.000;27183.500;268.221;974.838;79.000
463;16.622;7.100;27121.000;27183.500;181.446;864.554;62.000
195;15.650;0.000;27053.000;27184.500;262.878;646.737;131.000
160;15.220;0.000;27044.500;27184.500;332.636;1127.760;139.500
439;15.099;0.000;27116.000;27184.500;197.256;889.033;68.000
541;16.750;5.500;27146.500;27185.000;120.737;498.621;38.000
282;16.250;0.000;27077.000;27185.000;224.082;490.325;107.500
470;17.500;1.559;27123.000;27185.000;219.643;868.432;61.500
467;14.871;3.500;27121.500;27186.500;188.637;860.827;64.500
299;16.250;0.000;27080.000;27187.500;224.211;486.910;107.000
241;16.250;0.000;27065.000;27188.000;221.440;646.764;122.500
252;16.109;0.000;27068.500;27188.500;223.206;652.913;119.500
106;22.227;0.000;27030.000;27188.500;345.142;686.672;158.000
298;15.165;0.000;27080.000;27189.500;261.467;882.214;109.000
198;18.447;0.000;27053.500;27189.500;355.650;1295.270;135.500
245;15.055;0.000;27067.000;27190.000;237.235;657.569;122.500
478;16.250;6.900;27126.500;27190.000;180.735;859.197;63.000
313;15.500;0.000;27085.000;27190.500;212.170;490.534;105.000
431;19.250;0.000;27115.000;27191.000;261.162;971.769;75.500
262;18.913;0.000;27072.000;27191.000;271.077;689.295;118.500
258;19.400;0.000;27070.000;27191.000;372.483;1296.710;120.500
325;15.650;0.000;27089.500;27192.000;209.268;646.476;102.000
346;15.958;0.000;27094.500;27193.000;215.834;647.227;98.000
627;19.344;6.750;27169.000;27193.000;92.352;340.784;23.500
347;15.820;0.000;27094.500;27193.000;205.126;484.511;98.000
499;17.500;2.870;27134.500;27194.000;219.849;861.175;59.000
322;17.804;0.000;27088.000;27195.000;242.483;679.559;106.500
385;15.650;0.000;27103.500;27195.500;188.088;642.635;91.500
217;19.000;0.000;27058.000;27196.000;315.154;906.246;137.500
378;15.500;0.000;27101.000;27196.000;191.821;495.954;94.500
551;18.938;6.900;27148.500;27196.500;174.215;771.267;47.500
103;19.750;0.000;27029.000;27197.000;407.739;1408.380;167.500
437;15.088;0.000;27116.000;27197.500;172.840;644.854;81.000
333;16.900;0.000;27091.000;27197.500;282.303;876.227;106.000
145;20.250;0.000;27041.000;27197.500;406.586;1417.410;156.000
355;16.250;0.000;27096.000;27199.000;266.350;744.063;102.500
468;16.000;0.000;27122.000;27199.000;199.420;758.355;76.500
451;15.500;0.000;27120.000;27199.000;184.703;482.283;78.500
422;16.710;0.000;27112.000;27199.500;229.492;882.091;87.000
567;19.235;6.900;27152.000;27199.500;181.836;772.519;47.000
97;21.250;0.000;27027.000;27200.000;414.116;1106.540;172.500
575;20.367;6.900;27155.000;27200.000;189.574;752.970;44.500
343;19.250;0.000;27094.000;27200.000;328.938;1402.270;105.500
557;15.500;0.516;27150.000;27202.000;140.355;492.513;51.500
414;19.250;0.000;27109.000;27203.500;281.397;928.568;94.000
446;18.750;0.000;27118.500;27203.500;249.806;682.626;84.500
611;16.441;5.900;27166.000;27203.500;135.602;484.227;37.000
10;15.650;0.000;27003.500;27204.500;481.142;1320.630;200.500
25;15.220;0.000;27007.500;27204.500;428.379;1361.520;196.500
453;18.500;0.000;27120.000;27204.500;209.975;628.891;84.000
48;19.400;0.000;27015.500;27204.500;478.922;1567.630;188.500
444;18.750;0.000;27118.000;27205.500;229.410;687.703;87.000
188;19.677;0.000;27051.000;27205.500;362.007;1000.060;154.000
291;16.250;0.000;27078.500;27207.000;248.078;689.421;128.000
336;16.250;0.000;27091.500;27207.000;242.615;673.349;115.000
211;16.250;0.000;27056.500;27207.000;294.913;644.313;150.000
30;18.609;0.000;27010.500;27207.000;491.159;1575.400;196.000
612;16.250;4.998;27166.500;27208.000;135.856;495.152;41.000
63;19.400;0.000;27018.000;27208.000;473.227;1567.700;189.500
95;18.423;0.000;27027.000;27208.500;389.655;1055.910;181.000
271;16.164;0.000;27074.500;27208.500;269.696;636.917;133.500
215;16.250;0.000;27057.500;27209.000;278.545;637.420;151.000
150;15.500;0.000;27042.000;27209.000;316.894;893.245;166.500
300;19.597;0.000;27080.000;27209.000;316.259;992.656;128.500
302;18.710;0.000;27080.500;27209.000;300.123;985.912;128.000
177;17.890;0.000;27048.000;27209.000;388.959;1545.530;160.500
536;15.092;6.900;27144.500;27209.000;168.816;864.504;64.000
278;16.250;0.000;27076.000;27209.500;262.595;931.548;133.000
193;15.000;0.000;27052.000;27209.500;273.947;649.264;157.000
237;16.626;0.000;27063.500;27210.500;270.427;635.788;146.500
266;15.782;0.000;27073.500;27211.000;259.832;640.717;137.000
223;15.416;0.000;27060.000;27211.000;267.287;638.202;150.500
114;18.150;0.000;27033.000;27211.000;435.640;1571.390;177.500
235;15.960;0.000;27063.000;27212.500;275.489;651.941;149.000
329;16.250;0.000;27090.000;27212.500;283.111;896.809;122.000
224;19.400;0.000;27060.000;27212.500;415.959;1576.100;152.000
135;16.108;0.000;27037.500;27213.000;392.468;1325.530;175.000
270;15.419;0.000;27074.000;27213.000;263.199;661.074;138.500
274;15.297;0.000;27075.000;27213.000;257.483;657.620;137.500
267;16.250;0.000;27073.500;27213.500;289.711;1054.260;139.500
294;16.000;0.000;27079.000;27214.000;300.719;900.273;134.500
349;15.907;0.000;27095.000;27214.500;257.611;655.489;119.000
144;23.750;0.000;27040.000;27215.000;466.351;1292.200;174.500
330;15.650;0.000;27090.500;27215.000;241.779;636.017;124.000
263;15.055;0.000;27072.000;27215.000;323.258;1093.890;142.500
491;16.250;0.000;27132.500;27215.000;257.946;943.710;82.000
344;15.650;0.000;27094.000;27215.500;235.521;638.996;121.000
312;16.342;0.000;27084.500;27215.500;271.312;1032.980;130.500
420;15.858;0.000;27111.500;27216.500;227.535;648.320;104.500
201;21.476;0.000;27054.500;27217.500;439.276;1497.260;162.500
504;18.258;0.000;27136.000;27217.500;245.358;678.708;81.000
384;15.650;0.000;27103.000;27217.500;228.361;639.847;114.000
440;15.850;0.000;27116.500;27217.500;215.804;661.684;100.500
47;16.250;0.000;27015.500;27218.000;459.766;1361.380;202.000
236;16.100;0.000;27063.500;27218.000;339.585;1048.900;154.000
511;16.695;0.000;27137.000;27218.000;192.459;637.536;80.500
462;15.659;0.000;27121.000;27219.000;217.764;634.720;97.500
500;15.850;0.000;27135.000;27219.000;211.191;649.263;83.500
542;16.250;0.000;27146.500;27220.000;184.578;635.908;73.000
254;22.714;-0.507;27069.000;27220.500;428.286;1295.990;151.000
489;16.929;0.000;27131.000;27220.500;207.503;637.436;89.000
533;15.377;0.000;27144.000;27221.000;174.613;639.652;76.500
119;16.818;0.000;27034.000;27221.500;412.665;1497.020;187.000
316;16.645;0.000;27085.500;27221.500;331.070;1127.450;135.500
401;17.806;0.000;27106.500;27221.500;291.718;1050.130;114.500
457;15.300;0.000;27120.000;27222.000;223.931;677.777;101.500
331;23.330;0.000;27090.500;27222.500;408.060;1321.140;131.500
521;15.652;0.000;27141.500;27222.500;196.072;612.133;80.500
586;16.250;2.448;27158.500;27222.500;189.311;637.682;63.500
583;15.288;0.000;27158.000;27223.000;175.143;640.020;64.500
493;15.633;0.000;27133.000;27223.500;243.434;869.461;90.000
358;16.343;0.000;27097.000;27225.000;304.027;1129.530;127.500
516;14.948;0.000;27139.500;27225.000;205.757;658.901;85.000
524;15.428;0.000;27142.000;27226.000;193.185;660.182;83.500
126;15.858;0.000;27035.500;27226.500;423.587;1488.890;190.500
553;15.000;0.000;27149.000;27227.500;178.171;651.770;78.000
403;17.129;0.000;27107.500;27227.500;298.681;1017.680;119.500
616;15.650;0.000;27167.000;27228.000;173.813;640.668;60.500
522;16.900;0.000;27141.500;27229.500;215.217;672.576;87.500
603;15.594;0.000;27163.500;27230.000;131.746;276.290;66.000
426;15.099;0.000;27113.000;27230.000;228.746;676.513;116.500
419;15.850;0.000;27111.000;27230.000;271.903;987.678;118.500
44;21.900;0.000;27014.500;27231.500;452.242;1150.280;216.500
249;17.136;-1.048;27067.500;27232.000;416.356;1506.020;164.000
84;16.500;0.000;27024.000;27232.500;430.486;1256.060;208.000
797;15.513;6.900;27222.000;27232.500;40.169;105.648;10.000
547;16.250;0.000;27147.500;27232.500;211.745;676.470;84.500
519;16.000;0.000;27140.500;27233.000;266.756;858.496;92.000
209;14.750;0.000;27055.500;27233.000;364.697;1048.580;177.000
197;22.130;0.000;27053.000;27233.500;416.555;1143.820;180.000
562;15.650;0.000;27151.500;27233.500;145.181;273.813;81.500
503;16.000;0.000;27135.500;27233.500;262.918;864.101;97.500
240;17.250;0.000;27064.500;27233.500;386.576;1075.350;168.500
117;22.393;0.000;27034.000;27234.500;444.262;1065.590;200.000
410;16.070;0.000;27108.500;27234.500;313.278;989.049;125.500
630;15.580;2.944;27169.500;27235.000;177.911;675.480;65.000
212;22.650;0.000;27056.500;27235.500;422.907;1144.480;178.500
435;15.650;0.000;27115.500;27235.500;324.728;1069.110;119.500
334;21.223;0.000;27091.000;27236.000;370.780;1066.290;144.500
675;16.835;6.900;27182.500;27236.000;166.320;677.133;53.000
206;15.765;0.000;27055.000;27236.000;394.365;1036.070;180.500
239;22.214;0.000;27064.500;27236.500;381.225;1064.440;171.500
314;21.852;-0.959;27085.000;27237.000;366.124;1068.280;151.500
228;22.500;0.000;27061.000;27237.000;497.812;1609.500;175.500
429;16.546;0.000;27114.000;27237.500;340.240;1493.670;123.000
214;22.075;0.000;27057.500;27238.000;432.704;1069.030;180.000
513;22.111;0.000;27138.000;27238.000;294.286;1071.590;99.500
560;16.160;0.000;27150.500;27238.500;258.959;893.095;87.500
275;16.283;0.000;27075.000;27238.500;356.642;1054.420;163.000
581;16.250;0.000;27157.000;27239.000;262.377;866.396;81.500
269;21.000;0.000;27074.000;27239.500;395.398;1073.410;165.000
637;16.250;3.500;27171.500;27240.000;222.050;903.264;68.000
477;21.818;0.000;27126.500;27240.500;331.902;1074.490;113.500
370;17.500;0.000;27099.500;27241.000;297.742;1056.080;141.000
682;16.592;5.079;27184.500;27241.500;171.094;707.892;56.500
702;15.500;6.900;27189.500;27241.500;150.143;674.541;51.500
359;21.528;-2.813;27097.500;27242.500;360.279;1067.660;144.500
698;16.208;6.900;27188.000;27243.000;168.877;706.270;54.500
374;15.000;0.000;27100.000;27243.000;324.260;1063.580;142.500
552;16.000;0.000;27148.500;27243.000;265.733;864.181;94.000
173;15.650;0.000;27047.000;27243.500;449.880;1552.550;196.000
673;16.792;3.796;27182.000;27244.000;218.415;870.795;61.500
151;16.000;0.000;27042.500;27245.000;434.143;1336.510;202.000
579;15.500;1.224;27155.500;27245.000;252.249;880.614;89.000
289;22.500;0.000;27078.000;27245.500;464.452;1325.570;167.000
392;16.250;0.000;27105.000;27245.500;282.126;1035.170;140.000
631;15.000;0.000;27169.500;27246.500;221.649;862.244;76.500
49;21.250;0.000;27015.500;27247.500;556.631;1287.860;231.500
170;17.684;0.000;27046.000;27247.500;431.425;1358.310;201.000
318;18.065;0.000;27086.500;27247.500;346.803;972.044;160.500
646;15.000;3.500;27174.500;27248.000;218.906;863.674;73.000
100;21.250;-0.304;27028.000;27248.500;503.737;1289.430;220.000
530;16.250;0.000;27143.500;27248.500;241.590;591.805;104.500
37;16.250;0.000;27013.500;27248.500;555.135;1619.550;234.500
362;17.921;0.000;27097.500;27249.000;324.411;989.208;151.000
73;22.500;0.000;27022.000;27249.500;512.332;1333.390;227.000
482;19.750;0.000;27128.000;27249.500;327.095;983.895;121.000
200;22.500;0.000;27054.500;27250.000;526.539;1280.780;195.000
582;18.826;0.000;27157.000;27250.000;228.475;663.216;92.500
600;19.750;0.000;27162.000;27250.000;246.042;774.960;87.500
678;15.088;4.950;27183.000;27250.000;202.086;889.355;66.500
427;15.650;0.000;27113.500;27250.000;284.680;1036.290;136.000
75;16.250;0.000;27023.000;27250.500;595.090;1854.360;227.000
402;18.654;0.000;27107.500;27250.500;327.834;1009.520;142.500
475;18.500;-4.717;27124.500;27250.500;291.583;785.844;125.500
338;16.935;0.000;27091.500;27251.000;368.604;1125.760;159.000
2;16.000;-1.727;27001.500;27251.000;623.793;1856.830;249.000
243;22.785;0.000;27065.500;27251.500;495.097;1283.940;185.500
408;16.419;0.000;27108.500;27251.500;297.764;880.095;142.500
458;17.250;0.000;27120.500;27251.500;324.110;866.799;130.500
484;19.760;0.000;27129.500;27251.500;321.433;995.027;121.500
394;18.886;0.000;27105.500;27252.000;337.287;996.440;146.000
368;17.693;0.000;27099.000;27252.500;310.610;982.759;153.000
210;16.531;-2.025;27056.000;27252.500;540.721;1751.400;196.000
67;23.350;0.000;27019.500;27253.000;621.168;1413.460;233.000
395;17.530;0.000;27105.500;27253.000;323.285;979.914;147.000
96;15.650;0.000;27027.000;27253.000;541.689;1856.290;225.500
570;16.457;0.000;27152.500;27253.500;177.007;281.880;100.500
342;17.285;0.000;27093.000;27253.500;322.980;985.156;160.000
507;18.599;0.000;27136.500;27254.000;287.443;1003.070;117.000
256;22.500;0.000;27070.000;27254.500;503.561;1284.840;184.000
83;20.650;0.000;27024.000;27254.500;547.284;1403.850;230.000
685;15.525;0.000;27185.000;27254.500;145.367;452.448;69.000
486;16.250;0.000;27130.500;27254.500;283.905;794.160;123.500
450;22.003;0.000;27119.500;27255.000;395.599;1280.150;135.000
372;21.250;0.000;27100.000;27256.500;412.390;1288.770;156.000
297;23.500;0.000;27079.500;27256.500;461.028;1404.630;176.500
383;16.968;0.000;27102.000;27256.500;315.054;987.742;154.000
60;20.650;0.000;27017.000;27257.000;526.883;1411.600;239.500
276;21.614;0.000;27075.000;27257.000;398.366;911.602;181.500
417;16.811;0.000;27109.500;27258.000;317.630;981.838;148.000
159;21.250;0.000;27044.000;27258.500;514.419;1407.620;214.000
29;15.342;-0.346;27009.500;27258.500;503.376;1544.460;248.500
17;16.000;0.000;27006.500;27258.500;510.909;1559.690;251.500
405;16.250;0.000;27107.500;27259.000;270.880;622.313;151.000
609;16.250;0.000;27165.000;27259.000;215.590;625.847;93.500
285;21.617;0.000;27077.000;27259.500;422.413;912.248;182.000
9;16.000;-2.863;27003.000;27260.500;516.744;1544.980;257.000
443;15.648;0.000;27117.500;27261.000;298.371;977.127;143.000
375;20.000;0.000;27100.000;27261.000;370.934;909.604;160.500
459;16.022;0.000;27120.500;27261.000;258.001;623.820;140.000
415;16.250;0.000;27109.500;27261.000;267.047;657.993;151.000
434;16.367;0.000;27115.500;27262.000;312.603;978.039;146.000
89;16.250;0.000;27025.500;27262.500;504.212;1585.040;236.500
356;18.876;0.000;27096.500;27263.000;376.952;910.296;166.000
167;17.500;0.000;27045.500;27264.000;390.777;805.778;218.000
534;20.636;0.000;27144.000;27264.000;285.266;994.805;119.500
