time,RSUExampleScenario.node[3696].veinsmobility.speed
27544,6.9
27544.5,8.15
27545,9.4
27545.5,10.65
27546,11.9
27546.5,11.409
27547,11.0661
27547.5,10.8436
27548,10.7193
27548.5,10.675
27549,10.6952
27549.5,10.7654
27550,10.872
27550.5,11.0008
27551,10.6633
27551.5,10.3423
27552,10.0361
27552.5,9.74298
27553,9.46287
27553.5,9.68277
27554,10.4027
27554.5,11.6226
27555,12.8726
27555.5,11.8978
27556,11.0128
27556.5,10.2096
27557,9.42957
27557.5,8.71134
27558,8.06068
27558.5,7.44631
27559,6.89244
27559.5,6.39341
27560,5.90456
27560.5,5.46378
27561,5.04567
27561.5,4.66981
27562,4.3063
27562.5,3.98263
27563,3.66751
27563.5,3.38544
27564,3.13268
27564.5,2.87501
27565,2.64664
27565.5,2.41554
27566,2.20936
27566.5,2.02519
27567,1.85959
27567.5,1.66863
27568,1.48803
27568.5,1.31894
27569,1.16258
27569.5,1.0568
27570,0.968605
27570.5,0
27571,0.074367
27571.5,0.782757
27572,0
27572.5,0.453105
27573,1.00307
27573.5,1.34221
27574,1.41664
27574.5,1.50825
27575,1.60207
27575.5,1.63409
27576,1.90728
27576.5,2.48568
27577,3.39987
27577.5,4.64987
27578,5.89987
27578.5,7.14987
27579,8.39987
27579.5,9.64987
27580,10.8999
27580.5,11.727
27581,11.8635
27581.5,11.9655
27582,11
27582.5,11
27583,11
27583.5,11
27584,11
27584.5,11
27585,11
27585.5,11
27586,11.5
27586.5,12.5
27587,13.75
27587.5,15
27588,14.7569
27588.5,14.6354
27589,14.5747
27589.5,14.5443
27590,14.5291
27590.5,14.5215
27591,14.5177
27591.5,14.5158
27592,14.5148
27592.5,14.5144
27593,14.5141
27593.5,14.514
27594,14.5139
27594.5,14.5139
27595,14.5139
27595.5,14.5139
27596,14.5139
27596.5,14.5139
27597,14.5139
27597.5,14.5139
27598,15.0139
27598.5,14.7639
27599,14.6389
27599.5,14.5764
