time,RSUExampleScenario.node[3545].veinsmobility.speed
27520,6.60825
27520.5,7.09231
27521,7.212
27521.5,7.31671
27522,7.40639
27522.5,7.48577
27523,7.60567
27523.5,7.7215
27524,7.82567
27524.5,7.88503
27525,7.7725
27525.5,7.44573
27526,7.61895
27526.5,7.26499
27527,6.89321
27527.5,6.56913
27528,6.23112
27528.5,5.83578
27529,5.46436
27529.5,5.16814
27530,5.37192
27530.5,4.70554
27531,4.70554
27531.5,5.20554
27532,6.20554
27532.5,7.45554
27533,8.70554
27533.5,9.95554
27534,10.0812
27534.5,10.1562
27535,10.7313
27535.5,9.56334
27536,8.66415
27536.5,7.79406
27537,7.23819
27537.5,7.0562
27538,6.87649
27538.5,6.72098
27539,6.54933
27539.5,6.3449
27540,6.10136
27540.5,5.81743
27541,5.49214
27541.5,5.05733
27542,4.46691
27542.5,3.96274
27543,3.52757
27543.5,3.1082
27544,2.75846
27544.5,2.42006
27545,2.11774
27545.5,1.84659
27546,1.60241
27546.5,1.3817
27547,1.1816
27547.5,0.999926
27548,0
27548.5,0.070747
27549,0.13975
27549.5,0.203485
27550,0.258541
27550.5,0.301875
27551,0.331086
27551.5,0
27552,0.0547172
27552.5,0.107742
27553,0.15566
27553.5,0.195232
27554,0.22373
27554.5,0
27555,0.0424334
27555.5,0.0833381
27556,0.119636
27556.5,0.148464
27557,0
27557.5,0.0344749
27558,0.0675893
27558.5,0.096609
27559,0
27559.5,0.0299964
27560,0.0587495
27560.5,0.0837645
27561,0
27561.5,0.0258162
27562,0
27562.5,0.275027
27563,0.527286
27563.5,0.898405
27564,1.40768
27564.5,2.0188
27565,2.65901
27565.5,3.22967
27566,3.54903
27566.5,4.04617
27567,2.02271
27567.5,2.02271
27568,2.52271
27568.5,2.50959
27569,2.76743
27569.5,3.13899
27570,3.43705
27570.5,3.51248
27571,3.10874
27571.5,2.68702
27572,2.7653
27572.5,3.34358
27573,4.42186
27573.5,5.67186
27574,6.92186
27574.5,7.5457
27575,7.37053
27575.5,7.39367
27576,7.76572
27576.5,6.13361
27577,6.13361
27577.5,6.63361
27578,7.63361
27578.5,8.88361
27579,10.1336
27579.5,11.3836
27580,12.6336
27580.5,12.9946
27581,13.8556
27581.5,13.9731
27582,14.0941
27582.5,14.232
27583,14.8698
27583.5,15.6665
27584,14.3623
27584.5,14.3623
27585,14.4928
27585.5,14.5846
27586,14.6706
27586.5,14.7568
27587,14.8429
27587.5,14.9276
27588,12.8577
27588.5,12.8577
27589,12.7124
27589.5,12.5624
27590,12.4658
27590.5,12.5126
27591,10.2626
27591.5,10.2626
27592,9.77557
27592.5,9.78858
27593,9.85538
27593.5,9.86748
27594,9.74284
27594.5,9.4267
27595,9.08701
27595.5,8.65684
27596,8.19569
27596.5,7.69091
27597,7.11949
27597.5,7.04063
27598,7.09083
27598.5,7.18285
27599,7.30686
27599.5,7.47085
27600,7.64285
27600.5,7.8035
27601,7.94751
27601.5,8.07588
27602,8.18876
27602.5,8.28177
27603,8.59738
27603.5,8.32073
27604,8.54408
27604.5,8.35266
27605,8.41922
27605.5,8.22943
27606,8.20902
27606.5,8.23485
27607,8.42775
27607.5,8.95473
27608,9.81216
27608.5,10.8659
27609,12.0177
27609.5,12.929
27610,13.6216
27610.5,13.9828
27611,14.1121
27611.5,14.231
27612,14.0687
27612.5,14.168
27613,14.2872
27613.5,14.4166
27614,14.5507
27614.5,14.6867
27615,14.8219
27615.5,14.8975
27616,14.8784
27616.5,15.2289
27617,15.2318
27617.5,12.9818
27618,12.9818
27618.5,12.5765
27619,11
27619.5,11
27620,11
27620.5,11
27621,11
27621.5,11
27622,11.5
27622.5,12.5
27623,13.75
27623.5,14.7226
27624,15.2743
27624.5,15.5725
27625,15.4676
27625.5,15.4151
27626,15.3889
27626.5,15.3758
27627,15.3692
27627.5,15.3659
27628,15.3643
27628.5,15.3635
27629,15.3631
