time,RSUExampleScenario.node[4073].veinsmobility.speed
27603.5,5.5
27604,5.62873
27604.5,5.70227
27605,5.06304
27605.5,5.06304
27606,5.56304
27606.5,5.67046
27607,5.80407
27607.5,5.89752
27608,5.97845
27608.5,6.0417
27609,6.09816
27609.5,6.65461
27610,7.71107
27610.5,8.96107
27611,10.2111
27611.5,11.4611
27612,11.2556
27612.5,10.0501
27613,0
27613.5,1
27614,2.25
27614.5,3.5
27615,4.75
27615.5,6
27616,7.25
27616.5,8.5
27617,9.75
27617.5,10.854
27618,11.6165
27618.5,11.7464
27619,11.8757
27619.5,12.0105
27620,12.1446
27620.5,12.7787
27621,13.9129
27621.5,14.0383
27622,14.1199
27622.5,11.8699
27623,9.61993
27623.5,9.61993
27624,7.36993
27624.5,7.36993
27625,5.11993
27625.5,2.86993
27626,0.619928
27626.5,0
27627,0
27627.5,0
27628,0
27628.5,0
27629,0
27629.5,0
27630,0
27630.5,0
27631,0
27631.5,0
27632,0.5
27632.5,1.5
27633,1.99019
27633.5,2.98039
27634,3.35794
27634.5,4.23549
27635,5.48549
27635.5,3.23549
27636,3.23549
27636.5,0
27637,0
27637.5,0.5
27638,1.5
27638.5,2.75
27639,4
27639.5,4.09154
27640,3.71692
27640.5,2.34229
27641,0
27641.5,0.370233
27642,0
27642.5,0.607945
27643,1.09883
27643.5,1.18345
27644,1.76807
27644.5,2.85269
27645,4.10269
27645.5,5.35269
27646,5.6922
27646.5,6.43021
27647,7.45053
27647.5,8.64525
27648,9.89525
27648.5,11.1438
27649,11.2265
27649.5,11.5807
27650,12.13
27650.5,12.1945
27651,12.2805
27651.5,12.3834
27652,12.4974
27652.5,12.6179
27653,12.7416
27653.5,12.8649
27654,12.981
27654.5,13.0798
27655,13.1565
27655.5,13.4618
27656,13.4693
27656.5,13.3757
27657,12.2822
27657.5,12.2822
27658,10.0322
27658.5,7.78219
27659,5.53219
27659.5,3.28219
27660,3.28219
27660.5,3.74751
27661,4.11906
27661.5,4.69373
27662,5.3005
27662.5,6.40728
27663,7.65728
27663.5,8.90728
27664,10.1573
27664.5,11.1575
27665,11.6139
27665.5,11.726
27666,11.8273
27666.5,11
27667,11
27667.5,11
27668,11
27668.5,11
27669,11
27669.5,11.0133
27670,11.0256
27670.5,11.0374
27671,11.0468
27671.5,11.0497
27672,11.0303
27672.5,10.9398
27673,10.5013
27673.5,10.5627
27674,10.8757
27674.5,10.9903
27675,10.5206
27675.5,9.05086
27676,9.05086
27676.5,8.89052
27677,7.73017
27677.5,5.56983
27678,5.56983
27678.5,6.06983
27679,6.67408
27679.5,7.00596
27680,7.12429
27680.5,7.23575
27681,7.33575
27681.5,7.41727
27682,7.47711
27682.5,7.54616
27683,6.80405
27683.5,5.06194
27684,5.06194
27684.5,4.13817
27685,3.39629
27685.5,2.79753
27686,2.33622
27686.5,1.97091
27687,1.70482
27687.5,1.73039
27688,2.25596
27688.5,2.25427
27689,2.45503
27689.5,3.00164
27690,3.86962
27690.5,5.02233
27691,5.87145
27691.5,6.43878
27692,6.80008
27692.5,6.92287
27693,7.04534
27693.5,7.1671
27694,7.28743
27694.5,7.4105
27695,7.75584
27695.5,8.21641
27696,8.80082
27696.5,9.4781
27697,10.1935
27697.5,10.8872
27698,11.4776
27698.5,11.9748
27699,12.3935
27699.5,12.6977
27700,12.8303
27700.5,12.9183
27701,12.7639
27701.5,11
27702,11
27702.5,11
27703,11
27703.5,11
27704,11
27704.5,11.5
27705,12.5
27705.5,13.6088
27706,14.4845
27706.5,15.113
27707,15.4805
27707.5,15.3579
27708,15.2966
27708.5,15.266
27709,15.2507
27709.5,15.243
27710,15.2392
27710.5,15.2373
27711,15.2363
