time,RSUExampleScenario.node[2017].veinsmobility.speed
27299.5,4.60467
27300,4.68885
27300.5,5.27302
27301,6.35719
27301.5,7.60719
27302,7.74858
27302.5,7.71132
27303,7.67459
27303.5,7.64098
27304,7.76048
27304.5,7.87073
27305,8.48098
27305.5,9.59122
27306,9.72445
27306.5,9.67245
27307,9.28107
27307.5,8.95826
27308,8.18008
27308.5,7.52869
27309,7.05128
27309.5,6.61941
27310,6.23759
27310.5,5.8777
27311,5.48967
27311.5,5.60165
27312,5.3218
27312.5,5.15819
27313,5.03199
27313.5,4.96558
27314,4.99132
27314.5,5.49132
27315,5.99132
27315.5,6.42749
27316,6.69614
27316.5,4.24162
27317,4.24162
27317.5,4.36316
27318,4.98469
27318.5,5.09717
27319,5.20742
27319.5,5.30972
27320,5.393
27320.5,5.43223
27321,5.37424
27321.5,4.31624
27322,2.25824
27322.5,2.25824
27323,1.52611
27323.5,1.16642
27324,1.21704
27324.5,1.67889
27325,1.74238
27325.5,0.966129
27326,0
27326.5,0.0512726
27327,0.334631
27327.5,0
27328,0.291973
27328.5,0.675915
27329,1.01156
27329.5,0.715008
27330,0
27330.5,0.582919
27331,1.09569
27331.5,1.51071
27332,1.5892
27332.5,1.66594
27333,1.63989
27333.5,1.5104
27334,1.14487
27334.5,0.705428
27335,0
27335.5,0.210509
27336,0.577085
27336.5,0.684693
27337,0.785173
27337.5,0.876257
27338,0.951327
27338.5,0.981353
27339,0
27339.5,0.62369
27340,0.674058
27340.5,0.729703
27341,0.757709
27341.5,0
27342,0.49199
27342.5,0.543697
27343,0.588076
27343.5,0.798364
27344,0.43926
27344.5,0.391022
27345,0.352798
27345.5,0.321681
27346,0.295812
27346.5,0.273935
27347,0.245028
27347.5,0.208777
27348,0.169443
27348.5,0.131137
27349,0.0970775
27349.5,0.069068
27350,0.0330871
27350.5,0.0154064
27351,0.00701046
27351.5,0.00699817
27352,0.00698593
27352.5,0.726488
27353,0.619223
27353.5,0.582248
27354,1.04527
27354.5,0.89015
27355,0.818501
27355.5,1.24685
27356,1.07797
27356.5,0.982881
27357,0.929213
27357.5,1.37555
27358,1.4856
27358.5,1.539
27359,1.57358
27359.5,0.954543
27360,0
27360.5,0
27361,0
27361.5,0.636875
27362,0
27362.5,0.710087
27363,0
27363.5,0.696419
27364,0
27364.5,0
27365,0
27365.5,0
27366,0.664439
27366.5,0
27367,0.651565
27367.5,0
27368,0
27368.5,0
27369,0
27369.5,0.639396
27370,0.679469
27370.5,0.712318
27371,0.742141
27371.5,0.77278
27372,1.06309
27372.5,1.11724
27373,1.40657
27373.5,1.35711
27374,1.4949
27374.5,1.77178
27375,2.19722
27375.5,2.78135
27376,3.51597
27376.5,4.38327
27377,5.35985
27377.5,6.42157
27378,7.54627
27378.5,8.71649
27379,9.92282
27379.5,11.151
27380,12.3523
27380.5,13.6023
27381,14.0625
27381.5,14.1977
27382,14.3287
27382.5,14
27383,14
27383.5,14
27384,14
27384.5,14.5
27385,15.5
27385.5,16.75
27386,18
27386.5,17.7847
27387,17.6771
27387.5,17.6233
27388,17.5964
27388.5,17.5829
27389,17.5762
27389.5,17.5728
27390,17.5711
27390.5,17.5703
27391,17.5699
27391.5,17.5697
27392,17.5695
27392.5,17.5695
27393,17.5695
27393.5,17.5695
27394,17.5695
27394.5,17.5694
27395,17.5694
27395.5,17.5694
27396,18.0694
27396.5,17.8194
27397,17.6944
27397.5,17.6319
27398,17.6007
27398.5,17.5851
27399,17.5773
27399.5,17.5733
27400,17.491
27400.5,17.4002
27401,16.3094
27401.5,14.8278
27402,14
27402.5,14
27403,14
27403.5,14
27404,14
27404.5,14.5
27405,15.5
27405.5,16.75
27406,18
27406.5,17.7847
27407,17.6771
27407.5,17.6233
27408,17.5964
27408.5,17.5829
27409,17.5762
27409.5,17.5728
27410,17.5711
27410.5,17.5703
27411,17.5699
27411.5,17.5697
27412,17.5695
27412.5,17.5695
27413,17.5695
27413.5,17.5695
27414,17.5695
