time,RSUExampleScenario.node[2114].veinsmobility.speed
27314,3.99131
27314.5,3.77716
27315,3.56061
27315.5,3.34367
27316,3.12786
27316.5,2.91429
27317,2.70385
27317.5,2.69717
27318,3.1905
27318.5,4.18382
27319,5.43382
27319.5,6.68382
27320,7.93382
27320.5,9.18382
27321,8.75151
27321.5,8.18497
27322,6.61843
27322.5,6.61843
27323,4.36843
27323.5,2.24647
27324,2.24647
27324.5,1.08999
27325,0.639777
27325.5,0
27326,0.0467644
27326.5,0.0931077
27327,0.140469
27327.5,0.190582
27328,0.490113
27328.5,0
27329,0.0507751
27329.5,0.10122
27330,0.153145
27330.5,0.199232
27331,0.240462
27331.5,0.269804
27332,0
27332.5,0.297589
27333,0.336547
27333.5,0.375876
27334,0.415359
27334.5,0
27335,0.0431515
27335.5,0.0864566
27336,0.132185
27336.5,0.182182
27337,0.218588
27337.5,0.243612
27338,0
27338.5,0.28703
27339,0.322763
27339.5,0.359933
27340,0
27340.5,0.0455056
27341,0.0899426
27341.5,0.132465
27342,0.176462
27342.5,0.221771
27343,0
27343.5,0.0502321
27344,0.101167
27344.5,0.14766
27345,0.191652
27345.5,0.24459
27346,0.612819
27346.5,0.651231
27347,0.685499
27347.5,0.738316
27348,1.0888
27348.5,1.41727
27349,1.69013
27349.5,2.10895
27350,2.73378
27350.5,3.51586
27351,4.42186
27351.5,5.58562
27352,6.77693
27352.5,7.79009
27353,8.54049
27353.5,8.66098
27354,8.78147
27354.5,8.85589
27355,8.32981
27355.5,8.03905
27356,7.15151
27356.5,5.26398
27357,5.26398
27357.5,4.90877
27358,4.84782
27358.5,5.06355
27359,5.19369
27359.5,5.28937
27360,5.33883
27360.5,5.33142
27361,5.26214
27361.5,5.04117
27362,4.6103
27362.5,4.16907
27363,2.72783
27363.5,2.72783
27364,0.834311
27364.5,0.894692
27365,1.11426
27365.5,1.52013
27366,1.8413
27366.5,2.30566
27367,2.00806
27367.5,0.0322053
27368,0.0322053
27368.5,0.532205
27369,1.53221
27369.5,0.894158
27370,0
27370.5,0
27371,0
27371.5,0
27372,0
27372.5,0
27373,0
27373.5,0
27374,0
27374.5,0
27375,0
27375.5,0
27376,0
27376.5,0
27377,0
27377.5,0
27378,0
27378.5,0
27379,0
27379.5,0
27380,0
27380.5,0
27381,0
27381.5,0
27382,0.259351
27382.5,0.623824
27383,1.29277
27383.5,1.86869
27384,1.98003
27384.5,2.03788
27385,2.08677
27385.5,0.998118
27386,0
27386.5,0
27387,0
27387.5,0
27388,0
27388.5,0
27389,0
27389.5,0
27390,0
27390.5,0
27391,0
27391.5,0
27392,0
27392.5,0
27393,0
27393.5,0
27394,0
27394.5,0
27395,0
27395.5,0
27396,0
27396.5,0
27397,0
27397.5,0
27398,0
27398.5,0
27399,0
27399.5,0
27400,0
27400.5,0
27401,0
27401.5,0
27402,0
27402.5,0
27403,0
27403.5,0
27404,0
27404.5,0
27405,0
27405.5,0
27406,0
27406.5,0
27407,0
27407.5,0
27408,0
27408.5,0
27409,0
27409.5,0
27410,0
27410.5,0
27411,0
27411.5,0
27412,0
27412.5,0
27413,0
27413.5,0
27414,0.5
27414.5,1.5
27415,1.55869
27415.5,2.11738
27416,3.17607
27416.5,4.42607
27417,5.08098
27417.5,5.96464
27418,6.94683
27418.5,7.98652
27419,8.98661
27419.5,9.77447
27420,10.3568
27420.5,10.8936
27421,11.0236
27421.5,9.93934
27422,7.85511
27422.5,7.85511
27423,7.75329
27423.5,7.48382
27424,7.30743
27424.5,7.07901
27425,6.17186
27425.5,6.17186
27426,6.67186
27426.5,5.44512
27427,5.44512
27427.5,5.94512
27428,6.94512
27428.5,8.19512
27429,9.44512
27429.5,10.6951
27430,11
27430.5,11
27431,11
27431.5,11
27432,11.5
27432.5,12.5
27433,13.75
27433.5,13.8696
27434,12.5318
27434.5,11.1538
27435,11.1538
27435.5,10.5008
27436,10.5008
27436.5,10.322
27437,10.4483
27437.5,10.5286
27438,10.5688
27438.5,10.5827
27439,10.6084
27439.5,10.7404
27440,11.3725
27440.5,11.503
27441,11.6381
27441.5,11.7725
27442,12.4069
27442.5,13.3759
27443,14.5312
27443.5,15.7115
27444,15.8396
27444.5,16.4677
27445,14.8877
27445.5,13.2418
27446,11.483
27446.5,11
27447,11
27447.5,11.5
27448,12.5
27448.5,11.7117
27449,11.7117
27449.5,12.2117
27450,13.2117
27450.5,14.3697
27451,15.6197
27451.5,16.8697
27452,18.1197
27452.5,19.4834
27453,17.3656
27453.5,17.3656
27454,17.8656
27454.5,18.8656
27455,18.9613
27455.5,17.5122
27456,17.5122
27456.5,17.2622
27457,17.0122
27457.5,16.7622
27458,16.5122
27458.5,16.2622
27459,16.0671
27459.5,15.9695
27460,15.6419
