Module,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_startTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalTime
ProvidenciaExampleScenario.node[932].veinsmobility,17.6776,0,27282,27447,371.469,1259.41,164.5
ProvidenciaExampleScenario.node[890].veinsmobility,18.6347,0,27269.5,27447,412.474,1047.27,177
ProvidenciaExampleScenario.node[1117].veinsmobility,16.25,0,27343.5,27447,222.557,648.253,103
ProvidenciaExampleScenario.node[1043].veinsmobility,17.5,0,27322.5,27447,276.422,640.372,124
ProvidenciaExampleScenario.node[966].veinsmobility,16.25,0,27294.5,27447,280.239,638.262,152
ProvidenciaExampleScenario.node[885].veinsmobility,18.0919,0,27267.5,27447,367.291,998.865,179
ProvidenciaExampleScenario.node[1001].veinsmobility,19.25,0,27305,27447.5,314.286,892.126,142
ProvidenciaExampleScenario.node[302].veinsmobility,21.2503,-0.992795,27094.5,27447.5,754.523,2288.48,352.5
ProvidenciaExampleScenario.node[1267].veinsmobility,16.25,5.5,27387,27447.5,197.182,875.235,60
ProvidenciaExampleScenario.node[1151].veinsmobility,20.1804,0,27352,27448.5,300.237,924.909,96
ProvidenciaExampleScenario.node[1040].veinsmobility,18.2979,0,27320.5,27448.5,329.431,1049.17,127.5
ProvidenciaExampleScenario.node[980].veinsmobility,16.25,0,27300,27448.5,273.242,635.775,148
ProvidenciaExampleScenario.node[992].veinsmobility,16.25,0,27302.5,27448.5,300.269,888.389,145.5
ProvidenciaExampleScenario.node[1116].veinsmobility,16.25,0,27343.5,27449,238.967,639.795,105
ProvidenciaExampleScenario.node[1265].veinsmobility,16.3573,0,27385.5,27449,208.364,882.555,63
ProvidenciaExampleScenario.node[812].veinsmobility,16.25,0,27248,27449.5,431.475,1328.66,201
ProvidenciaExampleScenario.node[1023].veinsmobility,18.1451,0,27312.5,27449.5,333.666,989.748,136.5
ProvidenciaExampleScenario.node[1007].veinsmobility,19.708,0,27306.5,27449.5,297.276,781.855,142.5
ProvidenciaExampleScenario.node[1079].veinsmobility,17.1,0,27333.5,27450.5,252.287,669.788,116.5
ProvidenciaExampleScenario.node[1137].veinsmobility,18.5,-2.95676,27348.5,27451,278.127,899.414,102
ProvidenciaExampleScenario.node[1122].veinsmobility,15,0,27345,27451,240.169,638.894,105.5
ProvidenciaExampleScenario.node[994].veinsmobility,15.65,0,27303,27451.5,259.445,638.881,148
ProvidenciaExampleScenario.node[984].veinsmobility,15.5,0,27300,27452.5,269.63,684.152,152
ProvidenciaExampleScenario.node[1058].veinsmobility,16.1895,0,27326.5,27453,251.338,652.568,126
ProvidenciaExampleScenario.node[1142].veinsmobility,15.0726,0,27350,27453.5,217.813,640.677,103
ProvidenciaExampleScenario.node[1220].veinsmobility,15.0822,0,27370.5,27454,138.204,274.766,83
ProvidenciaExampleScenario.node[1288].veinsmobility,16.25,3.5,27394,27454.5,208.735,862.046,60
ProvidenciaExampleScenario.node[1073].veinsmobility,14.7109,0,27332.5,27455,239.394,654.498,122
ProvidenciaExampleScenario.node[1198].veinsmobility,15.65,0,27364,27455,211.54,635.351,90.5
ProvidenciaExampleScenario.node[619].veinsmobility,22.25,0,27189,27455.5,507.904,1149.49,266
ProvidenciaExampleScenario.node[964].veinsmobility,16.25,0,27293,27457,297.299,772.061,163.5
ProvidenciaExampleScenario.node[1097].veinsmobility,15.3747,0,27338.5,27457,241.025,647.796,118
ProvidenciaExampleScenario.node[796].veinsmobility,21.25,0,27243,27457.5,439.127,1138.31,214
ProvidenciaExampleScenario.node[1099].veinsmobility,22.5,0,27339,27457.5,389.676,1303.09,118
ProvidenciaExampleScenario.node[663].veinsmobility,21.0655,0,27204.5,27459.5,469.75,1141.51,254.5
ProvidenciaExampleScenario.node[1164].veinsmobility,15.65,0,27358.5,27459.5,207.528,642.025,100.5
ProvidenciaExampleScenario.node[1179].veinsmobility,15.3,0,27360,27460,215.617,679.783,99.5
ProvidenciaExampleScenario.node[1287].veinsmobility,15.8025,0,27394,27460,178.598,636.738,65.5
ProvidenciaExampleScenario.node[1067].veinsmobility,16.3673,0,27331,27460,289.999,987.505,128.5
ProvidenciaExampleScenario.node[1327].veinsmobility,15.7455,4.68179,27406,27461.5,158.01,637.785,55
ProvidenciaExampleScenario.node[1284].veinsmobility,16.25,3.05886,27393,27461.5,225.304,881.983,68
ProvidenciaExampleScenario.node[1047].veinsmobility,16.3467,0,27324,27462,293.212,993.571,137.5
ProvidenciaExampleScenario.node[1226].veinsmobility,22.5,6.9,27372,27464,310.183,1314.2,91.5
ProvidenciaExampleScenario.node[1334].veinsmobility,15,5.7213,27407.5,27464,158.256,664.649,56
ProvidenciaExampleScenario.node[1297].veinsmobility,15.7434,3.41208,27396,27465,198.517,886.031,68.5
ProvidenciaExampleScenario.node[961].veinsmobility,15.6433,0,27292,27465,325.436,992.748,172.5
ProvidenciaExampleScenario.node[936].veinsmobility,19,0,27283,27467.5,494.354,1563.08,184
ProvidenciaExampleScenario.node[1257].veinsmobility,17.1,0,27383.5,27467.5,245.474,1008.63,83.5
ProvidenciaExampleScenario.node[697].veinsmobility,19.8715,0,27216.5,27468,629.923,1560,251
ProvidenciaExampleScenario.node[1285].veinsmobility,18.15,0,27393.5,27469,222.841,752.795,75
ProvidenciaExampleScenario.node[763].veinsmobility,15,0,27236,27469,473.574,1364.79,232.5
ProvidenciaExampleScenario.node[784].veinsmobility,17.1618,0,27240.5,27469,483.489,1501.24,228
ProvidenciaExampleScenario.node[770].veinsmobility,19.5855,-2.73791,27237.5,27469,551.779,1559.25,231
ProvidenciaExampleScenario.node[1241].veinsmobility,16.25,0,27377.5,27470,203.792,688.516,92
ProvidenciaExampleScenario.node[915].veinsmobility,17.6364,0,27277,27470.5,451.116,1357.46,193
ProvidenciaExampleScenario.node[946].veinsmobility,19.4,0,27285,27471,493.46,1558.24,185.5
ProvidenciaExampleScenario.node[1311].veinsmobility,16.7337,6.9,27401.5,27471,205.004,989.424,69
ProvidenciaExampleScenario.node[834].veinsmobility,16.3087,0,27254.5,27472,475.815,1359.07,217
ProvidenciaExampleScenario.node[1320].veinsmobility,16.0832,0,27404,27472,174.045,650.042,67.5
ProvidenciaExampleScenario.node[1022].veinsmobility,16.7751,0,27312,27472.5,393.942,1139.79,160
ProvidenciaExampleScenario.node[1111].veinsmobility,16.25,0,27342,27472.5,261.241,613.244,130
ProvidenciaExampleScenario.node[714].veinsmobility,16.25,0,27222,27472.5,516.476,1215.48,250
ProvidenciaExampleScenario.node[973].veinsmobility,19.25,0,27296,27472.5,450.143,1700.21,176
ProvidenciaExampleScenario.node[884].veinsmobility,18.15,0,27267,27473,497.96,1568.4,205.5
ProvidenciaExampleScenario.node[914].veinsmobility,15.8536,0,27277,27473.5,418.942,1355.52,196
ProvidenciaExampleScenario.node[959].veinsmobility,17.5,-2.98961,27291.5,27473.5,396.254,1223.16,181.5
ProvidenciaExampleScenario.node[863].veinsmobility,16.25,0,27263,27474,453.668,1381.19,210.5
ProvidenciaExampleScenario.node[945].veinsmobility,22.1277,0,27285,27474.5,432.687,1080.08,189
ProvidenciaExampleScenario.node[810].veinsmobility,15.7771,0,27247.5,27474.5,448.121,1514.29,226.5
ProvidenciaExampleScenario.node[1199].veinsmobility,16,0,27364,27474.5,233.836,760.484,110
ProvidenciaExampleScenario.node[943].veinsmobility,16.75,0,27284.5,27474.5,453.665,1220.48,189.5
ProvidenciaExampleScenario.node[230].veinsmobility,16.8318,0,27074,27474.5,831.951,2661.02,400
ProvidenciaExampleScenario.node[103].veinsmobility,16.4144,-2.7498,27029.5,27474.5,908.116,2647.88,444.5
ProvidenciaExampleScenario.node[733].veinsmobility,15,0,27226,27475,517.557,1993.5,248.5
ProvidenciaExampleScenario.node[792].veinsmobility,15.4807,0,27242.5,27475,463.83,1220.46,232
ProvidenciaExampleScenario.node[246].veinsmobility,16.3492,0,27078.5,27475,814.822,2330.43,396
ProvidenciaExampleScenario.node[898].veinsmobility,15.9371,0,27271,27476,428.882,1343.2,204.5
ProvidenciaExampleScenario.node[1328].veinsmobility,15,1.68492,27406.5,27476,166.346,678.899,69
ProvidenciaExampleScenario.node[1148].veinsmobility,16.7234,0,27352,27476,277.926,791.195,123.5
ProvidenciaExampleScenario.node[1341].veinsmobility,16.25,0.837005,27410,27476.5,174.42,677.207,66
ProvidenciaExampleScenario.node[1020].veinsmobility,22.0078,0,27312,27477,371.643,1069.24,164.5
ProvidenciaExampleScenario.node[1130].veinsmobility,17.5,0,27346,27477,317.855,847.787,130.5
ProvidenciaExampleScenario.node[815].veinsmobility,15.05,0,27248.5,27477,439.313,1231.4,228
ProvidenciaExampleScenario.node[542].veinsmobility,16,0,27168,27477,645.448,1990.21,308.5
ProvidenciaExampleScenario.node[1388].veinsmobility,17.5,0,27422,27477.5,144.704,454.47,55
ProvidenciaExampleScenario.node[965].veinsmobility,21.5,0,27293.5,27478.5,420.705,1066.78,184.5
ProvidenciaExampleScenario.node[1193].veinsmobility,16.2981,1.25127,27362.5,27478.5,346.563,1383.52,115.5
ProvidenciaExampleScenario.node[1129].veinsmobility,22.0502,0,27346,27479,321.71,1069.52,132.5
ProvidenciaExampleScenario.node[272].veinsmobility,20.9575,0,27085.5,27479,826.751,2346.59,393
ProvidenciaExampleScenario.node[1094].veinsmobility,15.1991,0,27337.5,27479,282.452,791.298,141
ProvidenciaExampleScenario.node[896].veinsmobility,16.25,0,27270.5,27480.5,467.22,1559.03,209.5
ProvidenciaExampleScenario.node[1143].veinsmobility,15.65,0,27351,27480.5,265.049,795.102,129
ProvidenciaExampleScenario.node[1210].veinsmobility,23.0909,0,27367.5,27481.5,293.139,691.229,113.5
ProvidenciaExampleScenario.node[970].veinsmobility,21,0,27295.5,27482,410.79,1078.91,186
ProvidenciaExampleScenario.node[785].veinsmobility,16.25,0,27240.5,27482,543.719,1545.29,241
ProvidenciaExampleScenario.node[476].veinsmobility,15.6289,0,27146,27482.5,619.683,1555.61,336
ProvidenciaExampleScenario.node[1239].veinsmobility,22.0471,0,27377,27483,244.854,679.184,105.5
ProvidenciaExampleScenario.node[686].veinsmobility,15.195,0,27212,27484,436.13,845.904,271.5
ProvidenciaExampleScenario.node[1230].veinsmobility,20.9415,0,27373.5,27484.5,256.08,666.504,110.5
ProvidenciaExampleScenario.node[486].veinsmobility,15.7,0,27150,27484.5,628.289,1573.72,334
ProvidenciaExampleScenario.node[1089].veinsmobility,21.5462,0,27336.5,27485,353.566,1071.99,148
ProvidenciaExampleScenario.node[963].veinsmobility,17.0512,0,27293,27485,371.847,1067.04,191.5
ProvidenciaExampleScenario.node[1084].veinsmobility,16.5,0,27334.5,27485.5,407.949,1565.52,150.5
ProvidenciaExampleScenario.node[1120].veinsmobility,15.6752,0,27344,27486,382.894,1562.32,141.5
ProvidenciaExampleScenario.node[725].veinsmobility,16.1323,0,27224.5,27486,553.048,1750.4,261
ProvidenciaExampleScenario.node[870].veinsmobility,16.25,0,27265,27486,498.427,1527.05,220.5
ProvidenciaExampleScenario.node[466].veinsmobility,18.5,-2.44603,27143.5,27486.5,717.43,1479.39,342.5
ProvidenciaExampleScenario.node[908].veinsmobility,19.75,0,27275,27486.5,467.497,1132.89,211
ProvidenciaExampleScenario.node[1184].veinsmobility,17.0481,0,27360.5,27486.5,299.881,1081.61,125.5
ProvidenciaExampleScenario.node[998].veinsmobility,19.1436,0,27304,27487,386.079,990.059,182.5
ProvidenciaExampleScenario.node[1072].veinsmobility,21.3683,0,27332.5,27487.5,365.126,1069.62,154.5
ProvidenciaExampleScenario.node[1134].veinsmobility,15.65,0,27347.5,27488,289.964,1031.92,140
ProvidenciaExampleScenario.node[1082].veinsmobility,21.7407,0,27334,27489,388.261,1063.93,154.5
ProvidenciaExampleScenario.node[1309].veinsmobility,18.75,0,27400.5,27489.5,243.429,699.02,88.5
ProvidenciaExampleScenario.node[1149].veinsmobility,15.3534,0,27352,27489.5,285.134,1031.6,137
ProvidenciaExampleScenario.node[978].veinsmobility,16.1,0,27298.5,27490,351.69,808.371,191
ProvidenciaExampleScenario.node[738].veinsmobility,22.7318,0,27227,27490,590.07,1310.67,262.5
ProvidenciaExampleScenario.node[1153].veinsmobility,18.586,0,27352.5,27490,311.685,987.758,137
ProvidenciaExampleScenario.node[1138].veinsmobility,18.5,0,27348.5,27490,312.584,852.244,141
ProvidenciaExampleScenario.node[1254].veinsmobility,18.5,0,27381.5,27490,272.681,835.695,108
ProvidenciaExampleScenario.node[1223].veinsmobility,16.6169,0,27371.5,27490.5,265.419,795.456,118.5
ProvidenciaExampleScenario.node[1121].veinsmobility,18.5,0,27344.5,27490.5,310.752,808.254,145.5
ProvidenciaExampleScenario.node[1244].veinsmobility,21.144,0,27378,27491,288.385,1060.81,112.5
ProvidenciaExampleScenario.node[928].veinsmobility,16.5,0,27281,27491.5,373.971,808.447,210
ProvidenciaExampleScenario.node[1168].veinsmobility,17.9713,0,27359.5,27491.5,281.54,975.924,131.5
ProvidenciaExampleScenario.node[1110].veinsmobility,17.384,0,27342,27491.5,312.901,977.732,149
ProvidenciaExampleScenario.node[782].veinsmobility,18.4601,0,27240.5,27491.5,515.556,1362.25,250.5
ProvidenciaExampleScenario.node[993].veinsmobility,18.8594,-2.90176,27303,27491.5,382.312,996.652,188
ProvidenciaExampleScenario.node[165].veinsmobility,19.5,0,27050.5,27493,861.838,1914.46,442
ProvidenciaExampleScenario.node[1018].veinsmobility,16.25,-1.98671,27311,27493.5,527.119,1853.23,182
ProvidenciaExampleScenario.node[582].veinsmobility,17.4038,0,27180,27494,541.668,1319.03,313.5
ProvidenciaExampleScenario.node[750].veinsmobility,18.0352,0,27231.5,27494,520.324,1294.59,262
ProvidenciaExampleScenario.node[1189].veinsmobility,20.282,0,27361.5,27494,333.358,1068.2,132
ProvidenciaExampleScenario.node[1071].veinsmobility,18.0694,0,27332.5,27494,355.611,1001.73,161
ProvidenciaExampleScenario.node[631].veinsmobility,21.173,0,27193.5,27495,625.278,1414.53,301
ProvidenciaExampleScenario.node[1005].veinsmobility,19.25,-2.53227,27305.5,27495,494.826,1455.46,189
ProvidenciaExampleScenario.node[1126].veinsmobility,17.4948,0,27345.5,27495,295.934,978.336,149
ProvidenciaExampleScenario.node[1037].veinsmobility,18,0,27317,27495.5,386.112,1121.99,178
ProvidenciaExampleScenario.node[1315].veinsmobility,16.25,0,27402.5,27495.5,214.57,798.063,92.5
ProvidenciaExampleScenario.node[1197].veinsmobility,19.25,0,27364,27495.5,314.755,990.484,131
ProvidenciaExampleScenario.node[819].veinsmobility,22.5,0,27250,27496,552.469,1287.19,245.5
ProvidenciaExampleScenario.node[1146].veinsmobility,16.2,0,27351.5,27496,310.019,987.327,144
ProvidenciaExampleScenario.node[1428].veinsmobility,16.3595,4.51312,27433.5,27496,191.543,787.709,62
ProvidenciaExampleScenario.node[1135].veinsmobility,17.4245,0,27347.5,27496.5,371.015,1102.33,148.5
ProvidenciaExampleScenario.node[671].veinsmobility,22.3321,-0.185166,27206.5,27496.5,611.196,1401.64,289.5
ProvidenciaExampleScenario.node[938].veinsmobility,22.5,0,27283.5,27496.5,526.452,1401.92,212.5
ProvidenciaExampleScenario.node[849].veinsmobility,20.4029,0,27259.5,27497.5,528.926,1306.89,237.5
ProvidenciaExampleScenario.node[1035].veinsmobility,19.5905,0,27316.5,27497.5,375.506,910.3,180.5
ProvidenciaExampleScenario.node[1258].veinsmobility,15.7778,0,27383.5,27497.5,266.848,1033.48,113.5
ProvidenciaExampleScenario.node[889].veinsmobility,21.25,0,27268.5,27498.5,537.428,1410.8,229.5
ProvidenciaExampleScenario.node[1204].veinsmobility,15.6505,-0.40461,27365,27498.5,297.956,978.438,133
ProvidenciaExampleScenario.node[1253].veinsmobility,16.3677,0,27381,27498.5,294.565,1047.61,117
ProvidenciaExampleScenario.node[606].veinsmobility,20.4035,-3.23728,27184,27499,599.136,1431.02,314.5
ProvidenciaExampleScenario.node[1263].veinsmobility,19.9521,0,27384.5,27499,286.624,973.507,114
ProvidenciaExampleScenario.node[1252].veinsmobility,15.1406,0,27381,27499,270.825,924.113,117.5
ProvidenciaExampleScenario.node[1333].veinsmobility,20.0417,0,27407.5,27499,262.515,997.701,91
ProvidenciaExampleScenario.node[1573].veinsmobility,16.25,6.9,27478,27499.5,81.4163,282.983,21
ProvidenciaExampleScenario.node[1191].veinsmobility,15.65,0,27362,27499.5,258.594,623.708,137
ProvidenciaExampleScenario.node[1313].veinsmobility,15,0,27402,27499.5,205.32,618.752,97
ProvidenciaExampleScenario.node[772].veinsmobility,18.8761,0,27238,27501,544.741,1413.75,262.5
ProvidenciaExampleScenario.node[1338].veinsmobility,16.3748,0,27408.5,27501,217.098,629.45,92
ProvidenciaExampleScenario.node[1217].veinsmobility,16.9,0,27369.5,27501,266.11,660.662,131
ProvidenciaExampleScenario.node[1340].veinsmobility,19.4,0,27409.5,27501.5,263.666,978.761,91.5
ProvidenciaExampleScenario.node[1531].veinsmobility,16.25,7.1,27467,27501.5,121.076,469.531,34
ProvidenciaExampleScenario.node[1454].veinsmobility,15,2.13012,27444.5,27502,152.689,621.445,57
ProvidenciaExampleScenario.node[1255].veinsmobility,19.25,0,27382.5,27502,270.545,987.499,119
ProvidenciaExampleScenario.node[873].veinsmobility,21.25,0,27265.5,27502.5,526.706,1399.76,236.5
ProvidenciaExampleScenario.node[1124].veinsmobility,17.45,0,27345,27502.5,361.685,1039.71,157
ProvidenciaExampleScenario.node[1329].veinsmobility,16,0,27406.5,27503,263.459,879.731,96
ProvidenciaExampleScenario.node[1310].veinsmobility,16.2022,0,27401,27503,276.212,880.398,101.5
ProvidenciaExampleScenario.node[1346].veinsmobility,19.4,1.16847,27410.5,27503.5,241.286,979.312,92.5
ProvidenciaExampleScenario.node[1460].veinsmobility,15.65,1.71745,27445.5,27504,158.357,625.308,58
ProvidenciaExampleScenario.node[1283].veinsmobility,15.3958,-5.44837,27392.5,27504,272.764,1039.38,111
ProvidenciaExampleScenario.node[1251].veinsmobility,21.2298,0,27380,27504.5,331.83,910.391,124
ProvidenciaExampleScenario.node[1240].veinsmobility,15.65,0,27377,27504.5,246.316,660.818,127
ProvidenciaExampleScenario.node[1064].veinsmobility,16.25,0,27328.5,27504.5,390.087,1063.41,175.5
ProvidenciaExampleScenario.node[1119].veinsmobility,16.7609,-0.435322,27343.5,27505,360.881,1117.97,161
ProvidenciaExampleScenario.node[1247].veinsmobility,16.2541,0,27379,27505.5,248.819,668.181,126
ProvidenciaExampleScenario.node[1535].veinsmobility,18.75,3.5,27467.5,27505.5,141.713,609.094,37.5
ProvidenciaExampleScenario.node[1431].veinsmobility,14.8244,0,27435,27506,144.554,326.526,70.5
ProvidenciaExampleScenario.node[1274].veinsmobility,19.2024,0,27389,27506,297.189,911.539,116.5
ProvidenciaExampleScenario.node[1636].veinsmobility,16.5782,5.9,27497,27506.5,44.0852,107.554,9
ProvidenciaExampleScenario.node[1496].veinsmobility,15.65,6.9,27457.5,27506.5,146.162,620.792,48.5
ProvidenciaExampleScenario.node[1358].veinsmobility,16.25,0,27414,27506.5,259.405,836.426,92
ProvidenciaExampleScenario.node[1213].veinsmobility,15.1297,0,27368,27506.5,330.59,1042.76,138
ProvidenciaExampleScenario.node[991].veinsmobility,15.7231,0,27302.5,27507,442.461,1561.05,204
ProvidenciaExampleScenario.node[1250].veinsmobility,16.4992,0,27380,27507,252.964,661.839,126.5
ProvidenciaExampleScenario.node[757].veinsmobility,17.6257,0,27234,27508,620.916,1708.34,273.5
ProvidenciaExampleScenario.node[1225].veinsmobility,18.9743,0,27372,27508,333.979,998.218,135.5
ProvidenciaExampleScenario.node[1248].veinsmobility,15.65,0,27379.5,27508,312.456,1065.43,128
ProvidenciaExampleScenario.node[504].veinsmobility,16.25,0,27157,27508.5,727.606,1858.08,351
ProvidenciaExampleScenario.node[1376].veinsmobility,19.25,-5.30065,27420,27508.5,314.98,992.064,88
ProvidenciaExampleScenario.node[866].veinsmobility,21.1797,0,27263.5,27508.5,544.028,1612.57,244.5
ProvidenciaExampleScenario.node[1648].veinsmobility,15.8347,5.83472,27500,27509.5,42.5466,111.268,9
ProvidenciaExampleScenario.node[1278].veinsmobility,18.5574,0,27390,27509.5,318.781,912.127,119
ProvidenciaExampleScenario.node[1566].veinsmobility,16.25,3.5,27476,27509.5,128.042,433.823,33
ProvidenciaExampleScenario.node[1304].veinsmobility,15.7,0,27399.5,27510,200.75,489.263,110
ProvidenciaExampleScenario.node[975].veinsmobility,16.25,0,27296,27510.5,468.11,1217.36,214
ProvidenciaExampleScenario.node[1522].veinsmobility,16.2095,6.9,27464,27511,145.89,622.965,46.5
ProvidenciaExampleScenario.node[1353].veinsmobility,16.0065,0.561875,27413,27511,255.291,891.147,97.5
ProvidenciaExampleScenario.node[1364].veinsmobility,16.3292,0,27416,27511,260.785,890.656,94.5
ProvidenciaExampleScenario.node[712].veinsmobility,15,0,27221.5,27511.5,586.774,1846.29,289.5
ProvidenciaExampleScenario.node[531].veinsmobility,15.481,0,27166.5,27511.5,679.015,1843.33,344.5
ProvidenciaExampleScenario.node[538].veinsmobility,16.1359,0,27167.5,27513,693.031,1866.06,345
ProvidenciaExampleScenario.node[604].veinsmobility,16.3413,0,27183.5,27513,682.117,1864.65,329
ProvidenciaExampleScenario.node[802].veinsmobility,21.25,0,27245,27513,573.894,1611.92,267.5
ProvidenciaExampleScenario.node[1439].veinsmobility,16.6824,-0.839075,27437,27513,252.74,866.259,75.5
ProvidenciaExampleScenario.node[1326].veinsmobility,13.0975,-2.477,27406,27513.5,172.669,290.295,107
ProvidenciaExampleScenario.node[759].veinsmobility,15.1412,0,27235,27513.5,599.182,1853.51,278
ProvidenciaExampleScenario.node[996].veinsmobility,22.5,0,27303.5,27513.5,557.819,1616,209.5
ProvidenciaExampleScenario.node[1268].veinsmobility,16.2022,0,27387.5,27514,232.436,655.79,126
ProvidenciaExampleScenario.node[1031].veinsmobility,19.7805,0,27314.5,27514,419.998,1002.08,199
ProvidenciaExampleScenario.node[1352].veinsmobility,19.9915,6.9,27412.5,27514.5,349.424,1559.07,101.5
ProvidenciaExampleScenario.node[1314].veinsmobility,18.8958,0,27402,27514.5,263.491,774.823,112
ProvidenciaExampleScenario.node[1305].veinsmobility,18.9382,0,27399.5,27514.5,266.581,765.983,114.5
ProvidenciaExampleScenario.node[1433].veinsmobility,16.0657,0,27435.5,27514.5,242.556,872.614,78.5
ProvidenciaExampleScenario.node[1002].veinsmobility,15.5,0,27305.5,27515,492.305,1467.23,209
ProvidenciaExampleScenario.node[1324].veinsmobility,18.5,0,27405,27515,245.856,762.447,109.5
ProvidenciaExampleScenario.node[1366].veinsmobility,18.7619,0,27417,27515,244.361,763.02,97.5
ProvidenciaExampleScenario.node[1308].veinsmobility,16.9,0,27400,27515,248.972,859.983,114.5
ProvidenciaExampleScenario.node[1485].veinsmobility,22.5,0,27455,27515.5,198.17,488.719,60
ProvidenciaExampleScenario.node[1301].veinsmobility,16.25,0,27398.5,27516,251.133,757.204,117
ProvidenciaExampleScenario.node[1336].veinsmobility,18.875,0,27407.5,27516,255.017,772.875,108
ProvidenciaExampleScenario.node[1322].veinsmobility,18.5237,0,27404.5,27516,257.72,773.583,111
ProvidenciaExampleScenario.node[1319].veinsmobility,18.1064,0,27403.5,27516,245.892,765.307,112
ProvidenciaExampleScenario.node[1483].veinsmobility,15.65,0,27455,27517,107.601,272.926,61.5
ProvidenciaExampleScenario.node[804].veinsmobility,16.0243,0,27245.5,27517,575.102,1850.85,271
ProvidenciaExampleScenario.node[723].veinsmobility,16.9,0,27224.5,27517,626.9,1866.25,292
ProvidenciaExampleScenario.node[1380].veinsmobility,18.5001,0,27420.5,27517.5,237.97,781.883,96.5
ProvidenciaExampleScenario.node[1260].veinsmobility,16.25,0,27384,27518,302.968,690.658,133.5
ProvidenciaExampleScenario.node[1296].veinsmobility,16.9,0,27396,27518,283.487,755.405,121.5
ProvidenciaExampleScenario.node[858].veinsmobility,22.5,0,27262.5,27518,588.755,1582.64,255
ProvidenciaExampleScenario.node[1345].veinsmobility,15.65,0,27410.5,27518.5,271.62,690.357,107.5
ProvidenciaExampleScenario.node[1455].veinsmobility,19.25,1.05772,27444.5,27518.5,194.618,782.409,73.5
ProvidenciaExampleScenario.node[1362].veinsmobility,18.0231,0,27416,27518.5,227.986,771.765,102
ProvidenciaExampleScenario.node[878].veinsmobility,16.25,0,27266.5,27519,567.41,1853.65,252
ProvidenciaExampleScenario.node[1411].veinsmobility,20.3159,0,27428,27519,235.056,773.114,90.5
ProvidenciaExampleScenario.node[1444].veinsmobility,16.25,-3.53422,27440,27519.5,224.184,691.216,79
ProvidenciaExampleScenario.node[1371].veinsmobility,18,0,27418.5,27519.5,231.601,780.528,100.5
ProvidenciaExampleScenario.node[1452].veinsmobility,15.9559,-0.455937,27444,27520,237.871,865.566,75.5
ProvidenciaExampleScenario.node[1435].veinsmobility,16.25,0,27436,27520.5,227.091,696.212,84
ProvidenciaExampleScenario.node[900].veinsmobility,15.9403,0,27272,27520.5,554.303,1876.55,248
ProvidenciaExampleScenario.node[1339].veinsmobility,16.75,0,27409.5,27520.5,231.637,491.298,110.5
ProvidenciaExampleScenario.node[1450].veinsmobility,19.5997,0,27443,27520.5,220.738,775.026,77
ProvidenciaExampleScenario.node[1430].veinsmobility,18.254,0,27435,27521,220.018,769.73,85.5
ProvidenciaExampleScenario.node[1347].veinsmobility,16.25,0,27411,27521.5,213.144,648.367,110
ProvidenciaExampleScenario.node[1416].veinsmobility,17.2164,0,27429,27521.5,220.555,657.417,92
ProvidenciaExampleScenario.node[1471].veinsmobility,17.0446,0,27451.5,27521.5,211.355,692.024,69.5
ProvidenciaExampleScenario.node[1395].veinsmobility,15.65,0,27424,27521.5,218.767,751.931,97
ProvidenciaExampleScenario.node[1507].veinsmobility,18.9566,4.60321,27460,27522,181.885,765.578,61.5
ProvidenciaExampleScenario.node[790].veinsmobility,16.25,0,27241.5,27522.5,639.611,1850.49,280.5
ProvidenciaExampleScenario.node[1475].veinsmobility,16.25,0,27452.5,27523,217.263,886.543,70
ProvidenciaExampleScenario.node[430].veinsmobility,22.25,0,27131.5,27523,878.258,2641.42,391
ProvidenciaExampleScenario.node[1375].veinsmobility,16.25,0,27420,27523.5,218.15,484.3,103
ProvidenciaExampleScenario.node[1437].veinsmobility,16.75,0,27436.5,27523.5,209.611,780.523,86.5
ProvidenciaExampleScenario.node[1462].veinsmobility,19.9658,0,27447.5,27523.5,224.348,768.576,75.5
ProvidenciaExampleScenario.node[1525].veinsmobility,19.25,2.87994,27465.5,27524.5,193.549,772.577,58.5
ProvidenciaExampleScenario.node[1370].veinsmobility,15.7667,0,27418.5,27524.5,230.033,858.98,105.5
ProvidenciaExampleScenario.node[1158].veinsmobility,19.25,0,27355.5,27525,426.321,1301.22,169
ProvidenciaExampleScenario.node[1029].veinsmobility,15.5738,0,27314.5,27525.5,516.236,1851.96,210.5
