Module,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_startTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrsPER10/nodebug-0.sca_nodebug-0-20170613-11:07:55-11240_totalTime
ProvidenciaExampleScenario.node[12538].veinsmobility,18.726,6.9,31931.5,31980,171.881,772.558,48
ProvidenciaExampleScenario.node[12476].veinsmobility,18.15,0,31872,31980.5,296.565,975.157,108
ProvidenciaExampleScenario.node[12544].veinsmobility,19.25,6.9,31934.5,31981.5,180.516,764.468,46.5
ProvidenciaExampleScenario.node[12492].veinsmobility,18.2839,0,31888.5,31982.5,249.43,980.934,93.5
ProvidenciaExampleScenario.node[12549].veinsmobility,19.3202,6.9,31937.5,31984,178.289,757.175,46
ProvidenciaExampleScenario.node[12539].veinsmobility,18.5048,6.9,31932.5,31984.5,182.951,743.475,51.5
ProvidenciaExampleScenario.node[12546].veinsmobility,18.8958,6.9,31936.5,31985,174.964,777.383,48
ProvidenciaExampleScenario.node[12450].veinsmobility,18.3933,0,31855.5,31986.5,364.658,1302.8,130.5
ProvidenciaExampleScenario.node[12547].veinsmobility,19.25,4.4363,31937,31986.5,188.014,792.745,49
ProvidenciaExampleScenario.node[12556].veinsmobility,19.2778,6.9,31942.5,31989.5,178.147,765.057,46.5
ProvidenciaExampleScenario.node[12465].veinsmobility,19.25,0,31865.5,31991,377.908,1296.07,125
ProvidenciaExampleScenario.node[12482].veinsmobility,19.25,0,31878,31992.5,353.601,1303.47,114
ProvidenciaExampleScenario.node[12565].veinsmobility,20.5,6.9,31947,31992.5,195.057,770.847,45
ProvidenciaExampleScenario.node[12562].veinsmobility,19.6173,6.9,31946,31992.5,184.56,771.528,46
ProvidenciaExampleScenario.node[12571].veinsmobility,19.7017,6.9,31953.5,32000,186.729,772.683,46
ProvidenciaExampleScenario.node[12478].veinsmobility,15.5,0,31876.5,32001.5,222.783,494.674,124.5
ProvidenciaExampleScenario.node[12527].veinsmobility,16.25,0,31926,32003.5,194.281,485.535,77
ProvidenciaExampleScenario.node[12489].veinsmobility,15.5,0,31887.5,32006.5,223.264,494.805,118.5
ProvidenciaExampleScenario.node[12474].veinsmobility,16.9459,0,31870.5,32008,308.991,996.791,137
ProvidenciaExampleScenario.node[12532].veinsmobility,15.65,-1.23299,31928,32009.5,196.198,493.285,81
ProvidenciaExampleScenario.node[12564].veinsmobility,16.4,0,31946.5,32012,157.975,494.206,65
ProvidenciaExampleScenario.node[12537].veinsmobility,15.5,0,31930.5,32015.5,183.942,486.676,84.5
ProvidenciaExampleScenario.node[12569].veinsmobility,15.65,0,31951,32019,155.638,496.693,67.5
ProvidenciaExampleScenario.node[12588].veinsmobility,15.7353,0,31963.5,32021,139.795,481.495,57
ProvidenciaExampleScenario.node[12495].veinsmobility,16.52,0,31893,32022,304.212,998.817,128.5
ProvidenciaExampleScenario.node[12555].veinsmobility,15.3967,0,31941.5,32024,236.775,992.359,82
ProvidenciaExampleScenario.node[12594].veinsmobility,15.7353,0,31970.5,32024,134.304,489.725,53
ProvidenciaExampleScenario.node[12506].veinsmobility,16.3883,0,31903.5,32024.5,311.372,900.829,120.5
ProvidenciaExampleScenario.node[12608].veinsmobility,15.3336,4.61371,31983,32025.5,140.144,491.281,42
ProvidenciaExampleScenario.node[12507].veinsmobility,18.1803,0,31904.5,32047,304.591,975.405,142
ProvidenciaExampleScenario.node[12511].veinsmobility,18,0,31907.5,32050.5,291.189,981.889,142.5
ProvidenciaExampleScenario.node[12516].veinsmobility,17.4779,0,31913,32053,288.711,983.091,139.5
ProvidenciaExampleScenario.node[12529].veinsmobility,17.9124,0,31926.5,32054,279.269,975.38,127
ProvidenciaExampleScenario.node[12540].veinsmobility,19.6,0,31933,32055,271.07,990.008,121.5
ProvidenciaExampleScenario.node[12551].veinsmobility,20.65,0,31939,32055.5,292.635,978.937,116
ProvidenciaExampleScenario.node[12515].veinsmobility,16.25,0,31913,32059,270.124,620.99,145.5
ProvidenciaExampleScenario.node[12557].veinsmobility,19.4,0,31943,32059.5,257.947,975.679,116
ProvidenciaExampleScenario.node[12437].veinsmobility,19.25,0,31846,32059.5,516.612,1585.12,213
ProvidenciaExampleScenario.node[12563].veinsmobility,19.4,0,31946,32061,279.109,981.208,114.5
ProvidenciaExampleScenario.node[12585].veinsmobility,17.0671,0,31962,32061,236.413,661.637,98.5
ProvidenciaExampleScenario.node[12518].veinsmobility,15,-0.117683,31918,32061.5,255.017,618.451,143
ProvidenciaExampleScenario.node[12577].veinsmobility,16.0474,0,31957,32063,225.412,663.316,105.5
ProvidenciaExampleScenario.node[12541].veinsmobility,14.8097,0,31933.5,32063.5,236.623,618.861,129.5
ProvidenciaExampleScenario.node[12595].veinsmobility,15.5319,0,31971.5,32065,201.343,619.193,93
ProvidenciaExampleScenario.node[12619].veinsmobility,16.25,0,31989,32065.5,192.861,657.223,76
ProvidenciaExampleScenario.node[12646].veinsmobility,16.25,2.1834,32009.5,32067,165.579,622.773,57
ProvidenciaExampleScenario.node[12623].veinsmobility,16.25,0,31991,32067.5,201.258,663.532,76
ProvidenciaExampleScenario.node[12641].veinsmobility,16.9,1.04494,32006.5,32069,176.655,661.364,62
ProvidenciaExampleScenario.node[12674].veinsmobility,15.6136,4.55148,32034.5,32071,101.276,334.053,36
ProvidenciaExampleScenario.node[12581].veinsmobility,19.25,0,31959,32074,259.782,781.306,114.5
ProvidenciaExampleScenario.node[12591].veinsmobility,19.25,0,31968.5,32074,245.595,767.939,105
ProvidenciaExampleScenario.node[12578].veinsmobility,19.25,0,31957,32074.5,265.254,771.57,117
ProvidenciaExampleScenario.node[12579].veinsmobility,18.5,0,31957.5,32074.5,259.262,765.998,116.5
ProvidenciaExampleScenario.node[12607].veinsmobility,19.1566,0,31982.5,32075,241.141,777.064,92
ProvidenciaExampleScenario.node[12592].veinsmobility,19.8898,0,31969.5,32075.5,250.283,769.311,105.5
ProvidenciaExampleScenario.node[12631].veinsmobility,18.9289,0,31997,32075.5,233.995,784.62,78
ProvidenciaExampleScenario.node[12582].veinsmobility,18,0,31959.5,32076.5,255.647,781.035,116.5
ProvidenciaExampleScenario.node[12596].veinsmobility,19.2673,0,31971.5,32076.5,251.945,776.863,104.5
ProvidenciaExampleScenario.node[12626].veinsmobility,19.25,0,31995,32077.5,228.396,769.901,82
ProvidenciaExampleScenario.node[12606].veinsmobility,19.9388,0,31981.5,32077.5,235.524,767.615,95.5
ProvidenciaExampleScenario.node[12605].veinsmobility,17.8719,0,31981,32079,218.765,763.876,97.5
ProvidenciaExampleScenario.node[12629].veinsmobility,19.25,0,31996.5,32079.5,227.587,780.308,82.5
ProvidenciaExampleScenario.node[12647].veinsmobility,19.7114,0,32009.5,32080,209.97,766.221,70
ProvidenciaExampleScenario.node[12599].veinsmobility,18.5933,0,31973.5,32080.5,248.76,771.34,106.5
ProvidenciaExampleScenario.node[12610].veinsmobility,18.3453,0,31983.5,32081,226.704,779.194,97
ProvidenciaExampleScenario.node[12615].veinsmobility,18.0851,0,31986.5,32082,235.739,768.224,95
ProvidenciaExampleScenario.node[12621].veinsmobility,19.4243,0,31989.5,32082,232.42,770.794,92
ProvidenciaExampleScenario.node[12656].veinsmobility,19.2989,0,32014,32082,221.747,780.841,67.5
ProvidenciaExampleScenario.node[12620].veinsmobility,18.2293,0,31989,32083.5,232.623,774.064,94
ProvidenciaExampleScenario.node[12655].veinsmobility,18.9034,0,32012,32085,212.49,783.079,72.5
ProvidenciaExampleScenario.node[12628].veinsmobility,18.1204,0,31996,32085,209.995,772.488,88.5
ProvidenciaExampleScenario.node[12512].veinsmobility,19.25,0,31909.5,32085.5,437.253,1297.22,175.5
ProvidenciaExampleScenario.node[12702].veinsmobility,18.2677,6.75,32063,32086,83.4602,323.511,22.5
ProvidenciaExampleScenario.node[12502].veinsmobility,19.25,-3.42423,31901.5,32086,477.905,1302.06,184
ProvidenciaExampleScenario.node[12663].veinsmobility,18.8843,5.4,32029,32086.5,176.745,768.066,57
ProvidenciaExampleScenario.node[12636].veinsmobility,18.0733,0,32002,32086.5,207.973,769.861,84
ProvidenciaExampleScenario.node[12554].veinsmobility,19.25,0,31940,32087,404.661,1300.92,146.5
ProvidenciaExampleScenario.node[12657].veinsmobility,19.1127,0,32018,32087.5,205.361,768.88,69
ProvidenciaExampleScenario.node[12597].veinsmobility,19.4,0,31972.5,32089,349.764,1304.72,116
ProvidenciaExampleScenario.node[12589].veinsmobility,18.15,0,31965.5,32089,341.948,1294.29,123
ProvidenciaExampleScenario.node[12675].veinsmobility,18,4.59769,32036.5,32089.5,168.288,754.92,52.5
ProvidenciaExampleScenario.node[12664].veinsmobility,19.25,4.66859,32030,32090,184.038,766.546,59.5
ProvidenciaExampleScenario.node[12574].veinsmobility,19.4121,0,31955,32090.5,391.058,1300.24,135
ProvidenciaExampleScenario.node[12672].veinsmobility,18.0504,4.98355,32034,32091,177.486,785.134,56.5
ProvidenciaExampleScenario.node[12671].veinsmobility,19.0983,5.78189,32033.5,32091.5,186.356,778.94,57.5
ProvidenciaExampleScenario.node[12677].veinsmobility,19.3461,5.50351,32037,32092.5,182.692,789.586,55
ProvidenciaExampleScenario.node[12613].veinsmobility,18.15,0,31985,32093,269.662,742.992,107.5
ProvidenciaExampleScenario.node[12679].veinsmobility,19.0739,6.9,32038,32093,186.969,778.744,54.5
ProvidenciaExampleScenario.node[12598].veinsmobility,18.5,0,31973,32093.5,303.868,992.713,120
ProvidenciaExampleScenario.node[12600].veinsmobility,18.35,0,31976,32094,288.405,988.541,117.5
ProvidenciaExampleScenario.node[12687].veinsmobility,18.2168,6.9,32041,32094,164.248,783.199,52.5
ProvidenciaExampleScenario.node[12691].veinsmobility,19.25,6.9,32045.5,32095,170.453,765.843,49
ProvidenciaExampleScenario.node[12707].veinsmobility,20,6.9,32069.5,32101,132.25,490.603,31
ProvidenciaExampleScenario.node[12695].veinsmobility,19.3626,6.9,32054,32101,183.719,768.955,46.5
ProvidenciaExampleScenario.node[12696].veinsmobility,18.5138,6.9,32056.5,32105,169.49,766.576,48
ProvidenciaExampleScenario.node[12698].veinsmobility,19.25,6.9,32058,32105,180.703,767.296,46.5
ProvidenciaExampleScenario.node[12625].veinsmobility,19.4,0,31994,32111,381.399,1295.68,116.5
ProvidenciaExampleScenario.node[12701].veinsmobility,18,6.9,32062,32112.5,161.687,771.901,50
ProvidenciaExampleScenario.node[12614].veinsmobility,15.5,0,31986.5,32113,218.73,494.079,126
ProvidenciaExampleScenario.node[12704].veinsmobility,19.25,6.9,32065.5,32113,177.011,773.099,47
ProvidenciaExampleScenario.node[12649].veinsmobility,16.25,0,32010.5,32114.5,219.531,491.189,103.5
ProvidenciaExampleScenario.node[12635].veinsmobility,18.2883,0,32001.5,32115,336.592,1299.21,113
ProvidenciaExampleScenario.node[12638].veinsmobility,16.3536,0,32002.5,32115.5,222.372,487.809,112.5
ProvidenciaExampleScenario.node[12709].veinsmobility,19.25,6.9,32070,32117,179.186,765.47,46.5
ProvidenciaExampleScenario.node[12645].veinsmobility,15.8202,0,32009.5,32117.5,211.65,493.317,107.5
ProvidenciaExampleScenario.node[12713].veinsmobility,19.25,6.9,32072.5,32119,179.727,761.377,46
ProvidenciaExampleScenario.node[12665].veinsmobility,15.4807,0,32032,32119.5,174.692,488.18,87
ProvidenciaExampleScenario.node[12666].veinsmobility,16.3279,0,32032.5,32121,190.484,496.186,88
ProvidenciaExampleScenario.node[12680].veinsmobility,16.1597,0,32039,32122,167.695,490,82.5
ProvidenciaExampleScenario.node[12678].veinsmobility,15.5,0,32038,32125.5,177.507,485.498,87
ProvidenciaExampleScenario.node[12689].veinsmobility,16.0207,0.71392,32043,32126.5,172.975,486.718,83
ProvidenciaExampleScenario.node[12738].veinsmobility,22.5,6.61389,32098.5,32128.5,148.423,480.744,29.5
ProvidenciaExampleScenario.node[12622].veinsmobility,16.25,0,31991,32128.5,301.415,993.384,137
ProvidenciaExampleScenario.node[12703].veinsmobility,16.0714,0,32064,32128.5,156.37,488.853,64
ProvidenciaExampleScenario.node[12711].veinsmobility,15.5,0.743557,32070.5,32132,137.953,494.171,61
ProvidenciaExampleScenario.node[12708].veinsmobility,15.6979,0,32070,32134,151.941,485.177,63.5
ProvidenciaExampleScenario.node[12723].veinsmobility,16.75,0.425651,32084.5,32136.5,125.882,491.755,51.5
ProvidenciaExampleScenario.node[12714].veinsmobility,15.5,0,32073,32140,145.788,492.296,66.5
ProvidenciaExampleScenario.node[12650].veinsmobility,16.52,0,32011,32142.5,302.425,1000.89,131
ProvidenciaExampleScenario.node[12669].veinsmobility,16.25,0,32033,32143,281.585,993.698,109.5
ProvidenciaExampleScenario.node[12497].veinsmobility,19.7939,0,31895.5,32148.5,610.288,1559.95,252.5
ProvidenciaExampleScenario.node[12637].veinsmobility,18.8711,0,32002,32167,342.372,989.966,164.5
ProvidenciaExampleScenario.node[12660].veinsmobility,18,0,32023,32170.5,315.758,976.657,147
ProvidenciaExampleScenario.node[12690].veinsmobility,18.15,0,32044.5,32171.5,300.882,974.577,126.5
ProvidenciaExampleScenario.node[12728].veinsmobility,19.4,0,32089.5,32174.5,258.133,978.225,84.5
ProvidenciaExampleScenario.node[12667].veinsmobility,16.25,0,32032.5,32179,259.818,621.167,146
ProvidenciaExampleScenario.node[12715].veinsmobility,17.5,0,32073,32180.5,238.879,661.103,107
ProvidenciaExampleScenario.node[12693].veinsmobility,16.25,0,32051.5,32181,251.442,622.884,129
ProvidenciaExampleScenario.node[12752].veinsmobility,16.25,0,32116,32183,183.43,627.3,66.5
ProvidenciaExampleScenario.node[12759].veinsmobility,16.25,1.89717,32122,32183.5,178.97,660.505,61
ProvidenciaExampleScenario.node[12786].veinsmobility,15.5,3.63771,32150.5,32188,106.242,326.182,37
ProvidenciaExampleScenario.node[12720].veinsmobility,19.25,0,32079,32193.5,266.106,767.291,114
ProvidenciaExampleScenario.node[12729].veinsmobility,19.75,0,32090.5,32193.5,260.189,767.666,102.5
ProvidenciaExampleScenario.node[12734].veinsmobility,19.25,0,32094.5,32194,249.86,768.732,99
ProvidenciaExampleScenario.node[12718].veinsmobility,19.25,0,32074,32194,275.675,770.088,119.5
ProvidenciaExampleScenario.node[12735].veinsmobility,18.9597,0,32095,32195,259.749,783.483,99.5
ProvidenciaExampleScenario.node[12760].veinsmobility,19.2165,0,32123,32195,218.646,766.816,71.5
ProvidenciaExampleScenario.node[12741].veinsmobility,18.0357,0,32104.5,32196.5,231.774,769.606,91.5
ProvidenciaExampleScenario.node[12732].veinsmobility,18,-0.565618,32093.5,32196.5,234.101,769.576,102.5
ProvidenciaExampleScenario.node[12767].veinsmobility,19.0019,1.70301,32131,32196.5,200.252,765.289,65
ProvidenciaExampleScenario.node[12746].veinsmobility,18.0017,0,32110.5,32198,219.06,767.423,87
ProvidenciaExampleScenario.node[12736].veinsmobility,18.021,0,32095.5,32198,235.402,778.253,102
ProvidenciaExampleScenario.node[12627].veinsmobility,19.5,0,31995.5,32199,510.121,1301.17,203
ProvidenciaExampleScenario.node[12778].veinsmobility,19.25,2.07067,32140.5,32199,193.722,769.27,58
ProvidenciaExampleScenario.node[12747].veinsmobility,18.0231,0,32111,32200,220.36,783.149,88.5
ProvidenciaExampleScenario.node[12808].veinsmobility,19.31,6.75,32176.5,32201,92.0119,325.052,24
ProvidenciaExampleScenario.node[12639].veinsmobility,19.25,-4.22626,32004.5,32201,502.044,1335.34,196
ProvidenciaExampleScenario.node[12764].veinsmobility,18.9097,0,32129.5,32201,204.5,766.8,71
ProvidenciaExampleScenario.node[12744].veinsmobility,18,0,32109.5,32201,217.668,767.147,91
ProvidenciaExampleScenario.node[12772].veinsmobility,19.25,0.0427223,32136,32202,203.54,783.091,65.5
ProvidenciaExampleScenario.node[12692].veinsmobility,19.189,0,32045.5,32202.5,432.926,1306.33,156.5
ProvidenciaExampleScenario.node[12748].veinsmobility,18.5573,0,32112.5,32202.5,225.856,788.303,89.5
ProvidenciaExampleScenario.node[12633].veinsmobility,19.25,0,31997.5,32204,521.461,1301.22,206
ProvidenciaExampleScenario.node[12765].veinsmobility,18.254,1.58536,32130,32204,208.431,782.436,73.5
ProvidenciaExampleScenario.node[12773].veinsmobility,18,0,32137,32204.5,189.843,767.323,67
ProvidenciaExampleScenario.node[12770].veinsmobility,19.127,0.0417109,32133.5,32205.5,219.418,785.768,71.5
ProvidenciaExampleScenario.node[12658].veinsmobility,18,0,32018,32206,452.186,1301.23,187.5
ProvidenciaExampleScenario.node[12779].veinsmobility,18.814,1.74917,32142,32206,197.674,770.641,63.5
ProvidenciaExampleScenario.node[12787].veinsmobility,18.7307,5.4,32151,32207.5,180.86,770.956,56
ProvidenciaExampleScenario.node[12719].veinsmobility,19.4,0,32075.5,32207.5,381.739,1294.75,131.5
ProvidenciaExampleScenario.node[12670].veinsmobility,18,0,32033,32208,432.732,1315.57,174.5
ProvidenciaExampleScenario.node[12790].veinsmobility,18.8291,4.69075,32154,32208.5,175.899,764.778,54
ProvidenciaExampleScenario.node[12688].veinsmobility,17.9124,0,32042.5,32210.5,395.439,1299.63,167.5
ProvidenciaExampleScenario.node[12730].veinsmobility,18.2862,0,32090.5,32211,351.778,1302.49,120
ProvidenciaExampleScenario.node[12795].veinsmobility,19.25,5.17549,32162,32211.5,176.379,772.295,49
ProvidenciaExampleScenario.node[12799].veinsmobility,19.6172,6.9,32166,32212.5,185.178,768.989,46
ProvidenciaExampleScenario.node[12804].veinsmobility,19.5748,6.9,32171.5,32218,184.675,767.935,46
ProvidenciaExampleScenario.node[12751].veinsmobility,19.25,0,32115,32219,305.017,996.679,103.5
ProvidenciaExampleScenario.node[12805].veinsmobility,19.25,6.9,32172,32220,180.99,779.984,47.5
ProvidenciaExampleScenario.node[12762].veinsmobility,18.5386,0,32126,32220.5,257.889,976.24,94
ProvidenciaExampleScenario.node[12807].veinsmobility,19.2775,6.9,32175,32222,181.8,764.403,46.5
ProvidenciaExampleScenario.node[12806].veinsmobility,18.8958,6.9,32174,32223.5,176.177,788.62,49
ProvidenciaExampleScenario.node[12737].veinsmobility,19.25,0,32097.5,32224,371.075,1294.57,126
ProvidenciaExampleScenario.node[12721].veinsmobility,15.5,0,32079.5,32225.5,222.146,494.255,145.5
ProvidenciaExampleScenario.node[12725].veinsmobility,15.4491,0,32087.5,32227.5,221.789,482.291,139.5
ProvidenciaExampleScenario.node[12813].veinsmobility,20.2304,6.9,32181.5,32227.5,190.439,770.23,45.5
ProvidenciaExampleScenario.node[12740].veinsmobility,15.5,0,32103,32230.5,213.063,497.001,127
ProvidenciaExampleScenario.node[12750].veinsmobility,19.4,0,32114.5,32230.5,384.942,1293.59,115.5
ProvidenciaExampleScenario.node[12814].veinsmobility,18.0185,5.77734,32182,32232.5,171.207,786.089,50
ProvidenciaExampleScenario.node[12820].veinsmobility,19.8716,6.9,32187,32232.5,188.921,762.373,45
ProvidenciaExampleScenario.node[12739].veinsmobility,15.6903,-2.13628,32100,32233,219.59,481.923,132.5
ProvidenciaExampleScenario.node[12743].veinsmobility,16.3715,0,32107.5,32235,237.764,487.205,127
ProvidenciaExampleScenario.node[12819].veinsmobility,18,6.9,32186,32235,170.783,777.504,48.5
ProvidenciaExampleScenario.node[12822].veinsmobility,19.25,6.9,32189,32236.5,182.224,782.032,47
ProvidenciaExampleScenario.node[12745].veinsmobility,15.5,0,32110,32238.5,231.195,497.21,128
ProvidenciaExampleScenario.node[12757].veinsmobility,15.3996,0,32120.5,32239.5,216.413,489.07,118.5
ProvidenciaExampleScenario.node[12758].veinsmobility,16.4032,0,32122,32241,211.714,487.179,118.5
ProvidenciaExampleScenario.node[12785].veinsmobility,15.2527,0,32150,32242.5,184.206,495.447,92
ProvidenciaExampleScenario.node[12802].veinsmobility,15.9728,0,32170.5,32243.5,171.76,490.767,72.5
ProvidenciaExampleScenario.node[12753].veinsmobility,16.25,0,32116.5,32245,293.803,948.895,128
ProvidenciaExampleScenario.node[12661].veinsmobility,18.8513,-1.55759,32025,32245.5,541.791,1580.02,220
ProvidenciaExampleScenario.node[12769].veinsmobility,15.5,0,32133.5,32247,210.589,486.936,113
ProvidenciaExampleScenario.node[12851].veinsmobility,21.25,6.9,32217.5,32248,145.116,476.66,30
ProvidenciaExampleScenario.node[12756].veinsmobility,16.4016,0,32118,32248,300.066,1005.94,129.5
ProvidenciaExampleScenario.node[12834].veinsmobility,16.0094,2.78945,32202,32249,124.484,491.975,46.5
ProvidenciaExampleScenario.node[12763].veinsmobility,16.25,0,32129,32259.5,291.156,948.17,130
ProvidenciaExampleScenario.node[12823].veinsmobility,16.25,3.14866,32189,32263.5,228.578,948.723,74
ProvidenciaExampleScenario.node[12848].veinsmobility,15.8919,3.84333,32216,32287.5,215.778,948.486,71
ProvidenciaExampleScenario.node[12761].veinsmobility,17.5554,0,32124,32288.5,336.173,979.314,164
ProvidenciaExampleScenario.node[12766].veinsmobility,18.1385,0,32130,32289.5,319.667,981.197,159
ProvidenciaExampleScenario.node[12788].veinsmobility,18.8903,0,32152,32289.5,284.359,987.834,137
ProvidenciaExampleScenario.node[12794].veinsmobility,17.0258,0,32160.5,32291,283.353,977.551,130
ProvidenciaExampleScenario.node[12864].veinsmobility,16.25,3.69819,32226,32295.5,211.681,910.331,69
ProvidenciaExampleScenario.node[12818].veinsmobility,18.15,0,32185.5,32296,259.293,989.942,110
ProvidenciaExampleScenario.node[12831].veinsmobility,19.9,0,32197,32296.5,281.086,985.196,99
ProvidenciaExampleScenario.node[12782].veinsmobility,17.5,0,32146,32298.5,273.857,623.988,152
ProvidenciaExampleScenario.node[12839].veinsmobility,19.4,0,32206.5,32299,233.91,974.712,92
ProvidenciaExampleScenario.node[12784].veinsmobility,16.25,-0.067328,32148,32301,265.686,621.261,152.5
ProvidenciaExampleScenario.node[12866].veinsmobility,16.25,0,32228,32301.5,183.45,661.627,73
ProvidenciaExampleScenario.node[12803].veinsmobility,15.9738,0,32171,32303,239.342,620.107,131.5
ProvidenciaExampleScenario.node[12800].veinsmobility,16.0109,0,32167.5,32305.5,256.157,624.151,137.5
ProvidenciaExampleScenario.node[12844].veinsmobility,15.9207,0,32211.5,32307,212.42,623.56,95
ProvidenciaExampleScenario.node[12829].veinsmobility,16.25,0,32196,32309,238.485,624.336,112.5
ProvidenciaExampleScenario.node[12857].veinsmobility,16.4351,0,32221,32310,210.438,626.45,88.5
ProvidenciaExampleScenario.node[12872].veinsmobility,15.9871,0,32238.5,32312.5,191.376,625.459,73.5
ProvidenciaExampleScenario.node[12840].veinsmobility,19.75,0,32207,32313,261.797,779.783,105.5
ProvidenciaExampleScenario.node[12836].veinsmobility,19.25,0,32203,32314,260.837,769.749,110.5
ProvidenciaExampleScenario.node[12828].veinsmobility,19.25,0,32195.5,32314,273.795,770.943,118
ProvidenciaExampleScenario.node[12838].veinsmobility,20.2661,0,32206.5,32314.5,269.331,767.524,107.5
ProvidenciaExampleScenario.node[12809].veinsmobility,15,0,32177,32315,241.022,621.739,137.5
ProvidenciaExampleScenario.node[12843].veinsmobility,18.5,0,32210.5,32315,260.407,779.319,104
ProvidenciaExampleScenario.node[12859].veinsmobility,19.5205,0,32222.5,32315,243.916,775.563,92
ProvidenciaExampleScenario.node[12856].veinsmobility,19.25,0,32220.5,32315.5,241.362,766.957,94.5
ProvidenciaExampleScenario.node[12846].veinsmobility,19.2585,0,32212,32316,276.587,784.944,103.5
ProvidenciaExampleScenario.node[12860].veinsmobility,19.5153,0,32223,32316.5,241.517,790.678,93
ProvidenciaExampleScenario.node[12868].veinsmobility,18.3128,0,32229.5,32317.5,215.818,752.364,87.5
ProvidenciaExampleScenario.node[12780].veinsmobility,19.5,0,32142,32318.5,457.599,1296.03,176
ProvidenciaExampleScenario.node[12845].veinsmobility,18,0,32211.5,32318.5,233.394,765.995,106.5
ProvidenciaExampleScenario.node[12852].veinsmobility,19.6679,0,32218,32319.5,245.105,770.917,101
ProvidenciaExampleScenario.node[12897].veinsmobility,19.25,2.81154,32261.5,32319.5,195.984,778.043,57.5
ProvidenciaExampleScenario.node[12892].veinsmobility,18.3706,2.94165,32256.5,32320,192.649,769.567,63
ProvidenciaExampleScenario.node[12789].veinsmobility,19.2763,0,32153,32321.5,424.745,1300.43,168
ProvidenciaExampleScenario.node[12880].veinsmobility,18.0988,0,32247.5,32321.5,189.583,769.195,73.5
ProvidenciaExampleScenario.node[12867].veinsmobility,17.9444,0,32228,32322.5,213.781,784.653,94
ProvidenciaExampleScenario.node[12811].veinsmobility,18.15,0,32180,32322.5,378.939,1293.94,142
ProvidenciaExampleScenario.node[12903].veinsmobility,18.7965,5.4,32267,32323,192.844,771.894,55.5
ProvidenciaExampleScenario.node[12888].veinsmobility,18.367,1.08445,32253.5,32323.5,193.272,767.487,69.5
ProvidenciaExampleScenario.node[12907].veinsmobility,19.0856,5.4,32271,32324,176.83,753.176,52.5
ProvidenciaExampleScenario.node[12815].veinsmobility,19.393,0,32183,32324,404.33,1298.34,140.5
ProvidenciaExampleScenario.node[12768].veinsmobility,19.25,0,32133,32324.5,450.836,1296.27,191
ProvidenciaExampleScenario.node[12895].veinsmobility,18.9168,0.00135231,32259.5,32325,196.042,757.656,65
ProvidenciaExampleScenario.node[12821].veinsmobility,19.4,0,32188,32325,393.503,1293.04,136.5
ProvidenciaExampleScenario.node[12905].veinsmobility,18.6154,4.81036,32269,32326.5,176.665,783.204,57
ProvidenciaExampleScenario.node[12894].veinsmobility,18.89,1.23919,32259,32326.5,204.739,784.758,67
ProvidenciaExampleScenario.node[12776].veinsmobility,18.5859,-1.6034,32138,32327,455.553,1296.6,188.5
ProvidenciaExampleScenario.node[12796].veinsmobility,18.1752,0,32162.5,32328.5,392.195,1296.44,165.5
ProvidenciaExampleScenario.node[12901].veinsmobility,18.6066,4.60468,32266,32329,178.676,772.782,62.5
ProvidenciaExampleScenario.node[12825].veinsmobility,19.4,0,32192.5,32330,389.442,1299.39,137
ProvidenciaExampleScenario.node[12816].veinsmobility,18.15,0,32184,32330,372.484,1297.07,145.5
ProvidenciaExampleScenario.node[12909].veinsmobility,18,4.60529,32272,32330.5,180.682,765.152,58
ProvidenciaExampleScenario.node[12858].veinsmobility,19.75,0,32221,32331,292.086,981.09,109.5
ProvidenciaExampleScenario.node[12924].veinsmobility,18.921,6.9,32283,32332,181.365,766.678,48.5
ProvidenciaExampleScenario.node[12915].veinsmobility,18,4.99497,32275.5,32332.5,167.793,775.373,56.5
ProvidenciaExampleScenario.node[12791].veinsmobility,15.5,0,32157.5,32337,270.216,485.254,179
ProvidenciaExampleScenario.node[12873].veinsmobility,19.25,0,32240,32339,284.932,976.724,98.5
ProvidenciaExampleScenario.node[12817].veinsmobility,15.0563,0,32185.5,32339,229.751,490.249,153
ProvidenciaExampleScenario.node[12865].veinsmobility,18,0,32227.5,32340.5,276.218,976.197,112.5
ProvidenciaExampleScenario.node[12849].veinsmobility,15.113,0,32216.5,32341,210.075,489.7,124
ProvidenciaExampleScenario.node[12793].veinsmobility,14.7168,0,32159.5,32343.5,270.061,507.602,183.5
