Module,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_startTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalTime
ProvidenciaExampleScenario.node[4862].veinsmobility,16.3173,0,28454.5,28720.5,562.154,1851.08,265.5
ProvidenciaExampleScenario.node[5131].veinsmobility,19.25,0,28533.5,28720.5,463.771,1300.47,186.5
ProvidenciaExampleScenario.node[5466].veinsmobility,20.7852,0,28635,28720.5,245.022,771.26,85
ProvidenciaExampleScenario.node[5433].veinsmobility,19.25,0,28625.5,28720.5,236.012,763.375,94.5
ProvidenciaExampleScenario.node[5463].veinsmobility,17.0339,0,28634.5,28721.5,235.668,787.804,86.5
ProvidenciaExampleScenario.node[4406].veinsmobility,16.2363,0,28320,28722,727.393,1918.65,401.5
ProvidenciaExampleScenario.node[5231].veinsmobility,16.9,0,28565.5,28722.5,322.24,805.345,156.5
ProvidenciaExampleScenario.node[5477].veinsmobility,18.9302,0,28638.5,28722.5,220.463,776.119,83.5
ProvidenciaExampleScenario.node[5532].veinsmobility,18,0.997882,28657,28723,192.857,769.986,65.5
ProvidenciaExampleScenario.node[5454].veinsmobility,18.4299,0,28631,28723,228.791,764.096,91.5
ProvidenciaExampleScenario.node[5276].veinsmobility,16.9,0,28581.5,28724,301.531,804.479,142
ProvidenciaExampleScenario.node[5689].veinsmobility,16.25,6.9,28703,28724,82.1344,277.868,20.5
ProvidenciaExampleScenario.node[5564].veinsmobility,18.8392,3.63303,28666.5,28724,186.714,773.831,57
ProvidenciaExampleScenario.node[5468].veinsmobility,18.8517,0,28636,28724,216.474,768.652,87.5
ProvidenciaExampleScenario.node[5490].veinsmobility,19.456,0,28644.5,28724.5,213.397,771.437,79.5
ProvidenciaExampleScenario.node[5547].veinsmobility,15.0139,3.5,28661,28724.5,191.657,860.823,63
ProvidenciaExampleScenario.node[5157].veinsmobility,17.3918,0,28540,28725,408.563,1308.12,184.5
ProvidenciaExampleScenario.node[5318].veinsmobility,19.4,0,28594,28726.5,349.509,1300.01,132
ProvidenciaExampleScenario.node[5132].veinsmobility,15.5,0,28534,28727,446.333,1465.77,192.5
ProvidenciaExampleScenario.node[5080].veinsmobility,18.0185,0,28517.5,28727,462.092,1302.46,209
ProvidenciaExampleScenario.node[5518].veinsmobility,18,0,28651.5,28727,196.488,770.704,75
ProvidenciaExampleScenario.node[5556].veinsmobility,18.4469,2.53234,28663,28727,190.044,774.872,63.5
ProvidenciaExampleScenario.node[5351].veinsmobility,19.8105,0,28605.5,28727.5,358.126,1312.68,121.5
ProvidenciaExampleScenario.node[5199].veinsmobility,16.3964,0,28554,28728,457.961,1471.37,173.5
ProvidenciaExampleScenario.node[5546].veinsmobility,19.9671,1.331,28661,28728,199.328,774.092,66.5
ProvidenciaExampleScenario.node[5235].veinsmobility,16.4317,0,28566.5,28728.5,418.393,1370.58,161.5
ProvidenciaExampleScenario.node[5145].veinsmobility,18.4452,0,28536.5,28728.5,440.141,1315.93,191.5
ProvidenciaExampleScenario.node[4943].veinsmobility,19.25,0,28483,28728.5,499.774,1675.82,245
ProvidenciaExampleScenario.node[4962].veinsmobility,16.0666,0,28488,28729,512.834,1367.83,240.5
ProvidenciaExampleScenario.node[5359].veinsmobility,19.4,0,28608,28729,348.409,1300.98,120.5
ProvidenciaExampleScenario.node[5569].veinsmobility,18.3506,4.60104,28668,28729,178.465,784.446,60.5
ProvidenciaExampleScenario.node[5293].veinsmobility,19.4,0,28587.5,28729.5,393.705,1299.43,141.5
ProvidenciaExampleScenario.node[4665].veinsmobility,16.9335,0,28398,28729.5,762.792,2315.37,331
ProvidenciaExampleScenario.node[5056].veinsmobility,18.15,0,28511.5,28729.5,482.201,1554.35,217.5
ProvidenciaExampleScenario.node[5230].veinsmobility,17.0294,0,28565.5,28730,422.512,1338.75,164
ProvidenciaExampleScenario.node[5368].veinsmobility,19.4,0,28610.5,28730,349.972,1305.2,119
ProvidenciaExampleScenario.node[5591].veinsmobility,19.25,4.59452,28675.5,28730,180.969,782.015,54
ProvidenciaExampleScenario.node[5195].veinsmobility,15.8945,0,28553,28730.5,425.033,1471.02,177
ProvidenciaExampleScenario.node[5542].veinsmobility,18.5328,0.929828,28660,28730.5,195.606,773.143,70
ProvidenciaExampleScenario.node[5396].veinsmobility,16.25,0,28617.5,28731,250.535,802.689,113
ProvidenciaExampleScenario.node[5422].veinsmobility,18.5,0,28621.5,28731.5,283.464,972.496,109.5
ProvidenciaExampleScenario.node[5241].veinsmobility,20.5634,0,28569,28732,470.549,1572.75,162.5
ProvidenciaExampleScenario.node[5551].veinsmobility,18.2919,2.00059,28662,28732.5,195.842,784.217,70
ProvidenciaExampleScenario.node[5206].veinsmobility,21.25,0,28555,28733,513.111,1597.58,177.5
ProvidenciaExampleScenario.node[5563].veinsmobility,19.25,2.11027,28666,28733,189.422,770.756,66.5
ProvidenciaExampleScenario.node[5439].veinsmobility,18.75,0,28627,28734,253.798,873.602,106.5
ProvidenciaExampleScenario.node[5488].veinsmobility,15.6562,0,28644,28735,176.577,481.735,90.5
ProvidenciaExampleScenario.node[5587].veinsmobility,18.1261,2.30536,28673.5,28736,186.693,782.516,62
ProvidenciaExampleScenario.node[5597].veinsmobility,18.7824,2.47074,28677.5,28737.5,195.933,792.428,59.5
ProvidenciaExampleScenario.node[5535].veinsmobility,15.95,0,28658,28738,174.858,490.415,79.5
ProvidenciaExampleScenario.node[5592].veinsmobility,18.75,5.5,28676.5,28740.5,232.691,866.571,63.5
ProvidenciaExampleScenario.node[4602].veinsmobility,22.5,0,28377.5,28741,774.025,2300.57,363
ProvidenciaExampleScenario.node[5309].veinsmobility,17.1,0,28591.5,28741.5,290.551,742.928,149.5
ProvidenciaExampleScenario.node[5179].veinsmobility,16.6358,0,28547.5,28741.5,420.596,1258.41,193.5
ProvidenciaExampleScenario.node[4644].veinsmobility,15,0,28391.5,28742,697.212,1864.98,350
ProvidenciaExampleScenario.node[5340].veinsmobility,16.9,0,28602,28742.5,286.137,744.256,140
ProvidenciaExampleScenario.node[5512].veinsmobility,15.9665,0,28649.5,28743.5,193.026,594.625,93.5
ProvidenciaExampleScenario.node[5670].veinsmobility,19.6481,6.9,28698,28744,189.519,771.328,45.5
ProvidenciaExampleScenario.node[5392].veinsmobility,18.5,0,28617,28744.5,360.469,1296.48,127
ProvidenciaExampleScenario.node[5676].veinsmobility,20.5,7.1,28699.5,28745,195.805,779.268,45
ProvidenciaExampleScenario.node[5283].veinsmobility,16.25,0,28584,28747,333.847,878.383,162.5
ProvidenciaExampleScenario.node[5621].veinsmobility,15.0954,3.46224,28682.5,28747,180.549,749.034,64
ProvidenciaExampleScenario.node[5380].veinsmobility,18.5,0,28615,28747,277.739,676.063,131.5
ProvidenciaExampleScenario.node[5520].veinsmobility,15,0,28651.5,28748,197.38,678.88,96
ProvidenciaExampleScenario.node[4405].veinsmobility,14.6417,0,28320,28749.5,764.319,1919.66,429
ProvidenciaExampleScenario.node[5401].veinsmobility,17.8125,0,28618.5,28749.5,275.172,680.701,130.5
ProvidenciaExampleScenario.node[5445].veinsmobility,19.25,0,28628,28750.5,380.144,1300.37,122
ProvidenciaExampleScenario.node[5491].veinsmobility,17.7853,0,28645,28751.5,252.096,680.336,106
ProvidenciaExampleScenario.node[5497].veinsmobility,20.1944,0,28645.5,28751.5,354.923,1296.91,105.5
ProvidenciaExampleScenario.node[5482].veinsmobility,18.15,0,28642,28752,353.682,1300.28,109.5
ProvidenciaExampleScenario.node[5478].veinsmobility,18.4859,0,28639.5,28752.5,279.529,677.075,112.5
ProvidenciaExampleScenario.node[5493].veinsmobility,18.4089,-0.185396,28645,28753,349.639,1292.99,107.5
ProvidenciaExampleScenario.node[5476].veinsmobility,15.5,0,28638.5,28753.5,222.032,488.392,114.5
ProvidenciaExampleScenario.node[5342].veinsmobility,15.0292,0,28602.5,28754.5,287.668,656.675,151.5
ProvidenciaExampleScenario.node[5458].veinsmobility,19.25,0,28631.5,28754.5,389.429,1299.69,122.5
ProvidenciaExampleScenario.node[5784].veinsmobility,18.15,6.02831,28730,28755,82.6491,334.896,24.5
ProvidenciaExampleScenario.node[5289].veinsmobility,18.5,0,28587,28755,354.922,925.473,167.5
ProvidenciaExampleScenario.node[5506].veinsmobility,17.8245,0,28648.5,28755,256.05,683.265,106
ProvidenciaExampleScenario.node[5327].veinsmobility,16.2224,0,28596.5,28756,333.846,864.767,159
ProvidenciaExampleScenario.node[5487].veinsmobility,15.65,0,28644,28756,220.015,485.993,111.5
ProvidenciaExampleScenario.node[5335].veinsmobility,15.4177,0,28600,28756.5,265.972,625.546,156
ProvidenciaExampleScenario.node[4811].veinsmobility,16.018,-1.19998,28440,28757,646.103,1986.35,316.5
ProvidenciaExampleScenario.node[5534].veinsmobility,16.0785,-1.17953,28658,28757.5,209.627,488.891,99
ProvidenciaExampleScenario.node[5495].veinsmobility,16.9,0,28645.5,28758,251.852,642.774,112
ProvidenciaExampleScenario.node[5315].veinsmobility,18,0,28593.5,28758,332.784,912.004,164
ProvidenciaExampleScenario.node[5356].veinsmobility,18,0,28607,28758.5,386.576,1412.83,151
ProvidenciaExampleScenario.node[5185].veinsmobility,20.9529,0,28550,28760,441.471,1098.09,209.5
ProvidenciaExampleScenario.node[5545].veinsmobility,15.3958,0,28661,28760,205.957,489.382,98.5
ProvidenciaExampleScenario.node[5498].veinsmobility,14.8948,0,28646.5,28761.5,229.153,643.622,114.5
ProvidenciaExampleScenario.node[5574].veinsmobility,15.1457,0,28669.5,28761.5,192.41,485.545,91.5
ProvidenciaExampleScenario.node[5193].veinsmobility,21.4748,0,28552.5,28762,444.932,1107.82,209
ProvidenciaExampleScenario.node[5450].veinsmobility,17.0968,0,28629.5,28762.5,337.11,1103.78,132.5
ProvidenciaExampleScenario.node[5375].veinsmobility,16.25,0,28612.5,28763,352.249,1064.92,150
ProvidenciaExampleScenario.node[5424].veinsmobility,22.5,-0.949521,28621.5,28763.5,394.194,1103.63,141.5
ProvidenciaExampleScenario.node[5680].veinsmobility,15.65,0,28700.5,28763.5,145.432,489.493,62.5
ProvidenciaExampleScenario.node[5571].veinsmobility,15.5,0,28668,28763.5,246.146,863.068,95
ProvidenciaExampleScenario.node[5311].veinsmobility,19.25,0,28592.5,28764,355.606,988.426,171
ProvidenciaExampleScenario.node[5486].veinsmobility,17.8127,0,28643,28764,322.229,1040.15,120.5
ProvidenciaExampleScenario.node[5382].veinsmobility,21.25,0,28615,28764.5,375.683,1094.5,149
ProvidenciaExampleScenario.node[5068].veinsmobility,16.2991,0,28516,28764.5,572.702,1846.72,248
ProvidenciaExampleScenario.node[5715].veinsmobility,15.3601,1.4585,28712,28765,129.655,488.688,52.5
ProvidenciaExampleScenario.node[5773].veinsmobility,15.5,5.5,28727,28765.5,112.243,482.183,38
ProvidenciaExampleScenario.node[4891].veinsmobility,16.3049,0,28466.5,28765.5,637.339,1854.25,298.5
ProvidenciaExampleScenario.node[5577].veinsmobility,16.25,0,28669.5,28765.5,260.023,889.523,95.5
ProvidenciaExampleScenario.node[5522].veinsmobility,18.1772,0,28653,28766,279.497,991.197,112.5
ProvidenciaExampleScenario.node[5605].veinsmobility,16.469,0,28679.5,28766.5,241.137,868.878,86.5
ProvidenciaExampleScenario.node[5457].veinsmobility,19.25,0,28631.5,28766.5,334.549,987.838,134.5
ProvidenciaExampleScenario.node[5397].veinsmobility,16.25,0,28617.5,28767,277.306,635.297,149
ProvidenciaExampleScenario.node[5405].veinsmobility,15.1412,0,28619.5,28767.5,265.224,638.429,147.5
ProvidenciaExampleScenario.node[5446].veinsmobility,15.7321,0,28628.5,28767.5,255.66,617.586,138.5
ProvidenciaExampleScenario.node[5780].veinsmobility,15.5,5.5,28729,28768,115.266,494.532,38.5
ProvidenciaExampleScenario.node[5479].veinsmobility,19.25,0,28640,28768,327.501,1000.01,127.5
ProvidenciaExampleScenario.node[5599].veinsmobility,17.0633,0,28677.5,28768,265.827,863.654,90
ProvidenciaExampleScenario.node[5594].veinsmobility,16.8152,0,28676.5,28768,267.977,870.543,91
ProvidenciaExampleScenario.node[5062].veinsmobility,21.2,0,28514,28768,552.013,1662.15,253.5
ProvidenciaExampleScenario.node[4946].veinsmobility,15.5941,0,28484.5,28768.5,586.427,1853.84,283.5
ProvidenciaExampleScenario.node[5657].veinsmobility,16.5521,0,28694.5,28768.5,206.151,633.803,73.5
ProvidenciaExampleScenario.node[5567].veinsmobility,18,0,28667.5,28769,277.132,1108.23,101
ProvidenciaExampleScenario.node[5503].veinsmobility,15.8859,0,28648,28769,243.694,639.991,120.5
ProvidenciaExampleScenario.node[5776].veinsmobility,16.869,5.4,28727.5,28769,134.908,499.302,41
ProvidenciaExampleScenario.node[4915].veinsmobility,15.1365,0,28473.5,28769.5,600.207,1864.61,295.5
ProvidenciaExampleScenario.node[5480].veinsmobility,16.25,0,28640,28769.5,252.73,636.91,129
ProvidenciaExampleScenario.node[5175].veinsmobility,15,0,28546.5,28769.5,378.855,855.623,222.5
ProvidenciaExampleScenario.node[5519].veinsmobility,16.25,0,28651.5,28770,311.164,1066.37,118
ProvidenciaExampleScenario.node[5136].veinsmobility,22.0105,0,28534.5,28770,571.902,1659.32,235
ProvidenciaExampleScenario.node[5624].veinsmobility,17.244,0,28682.5,28770.5,246.933,887.225,87.5
ProvidenciaExampleScenario.node[4414].veinsmobility,19.1124,0,28323,28770.5,840.505,1857.82,447
ProvidenciaExampleScenario.node[5104].veinsmobility,21.3841,0,28523,28770.5,578.968,1670.45,247
ProvidenciaExampleScenario.node[5539].veinsmobility,16.1494,0,28659.5,28771,234.907,640.311,111
ProvidenciaExampleScenario.node[4932].veinsmobility,22.5,-7.87602,28479.5,28772,609.004,1334.83,292
ProvidenciaExampleScenario.node[4764].veinsmobility,17.2903,0,28429,28772,594.19,1324.22,342.5
ProvidenciaExampleScenario.node[5510].veinsmobility,15.65,0,28649.5,28772,236.742,637.792,122
ProvidenciaExampleScenario.node[5665].veinsmobility,19.8636,0,28697,28772.5,208.948,678.48,75
ProvidenciaExampleScenario.node[4511].veinsmobility,16.8958,0,28351.5,28772.5,742.989,1808.26,420.5
ProvidenciaExampleScenario.node[5209].veinsmobility,21.25,0,28557.5,28772.5,512.849,1664.06,214.5
ProvidenciaExampleScenario.node[5541].veinsmobility,15.65,0,28660,28773,227.99,636.285,112.5
ProvidenciaExampleScenario.node[5557].veinsmobility,16.25,0,28663.5,28773.5,238.039,666.043,109.5
ProvidenciaExampleScenario.node[5221].veinsmobility,20.7078,0,28560.5,28773.5,513.544,1670.86,212.5
ProvidenciaExampleScenario.node[4835].veinsmobility,16.25,-0.639192,28446.5,28774,575.344,1366.85,327
ProvidenciaExampleScenario.node[5245].veinsmobility,16.3087,0,28570.5,28774,365.449,892.059,203
ProvidenciaExampleScenario.node[4886].veinsmobility,15.1542,0,28464.5,28774.5,534.842,1326.66,309.5
ProvidenciaExampleScenario.node[5746].veinsmobility,15.2999,5.06099,28721,28774.5,156.635,637.737,53
ProvidenciaExampleScenario.node[5683].veinsmobility,19.9271,0,28701.5,28775,216.694,695.992,73
ProvidenciaExampleScenario.node[5601].veinsmobility,15.8689,0,28678.5,28775,218.305,636.896,96
ProvidenciaExampleScenario.node[5101].veinsmobility,20.7361,0,28522,28775,554.086,1675.05,252.5
ProvidenciaExampleScenario.node[4824].veinsmobility,17.6177,0,28443.5,28775.5,601.954,1328.9,331.5
ProvidenciaExampleScenario.node[5269].veinsmobility,21.1617,0,28578,28775.5,497.081,1656.86,197
ProvidenciaExampleScenario.node[5585].veinsmobility,16.25,0,28673,28775.5,288.694,971.87,102
ProvidenciaExampleScenario.node[5222].veinsmobility,16.0205,0,28561.5,28776,463.836,1369.19,214
ProvidenciaExampleScenario.node[5566].veinsmobility,15,0,28667.5,28776,223.417,657.826,108
ProvidenciaExampleScenario.node[4471].veinsmobility,15.145,0,28340.5,28776,785.221,1862.13,435
ProvidenciaExampleScenario.node[4458].veinsmobility,15.6853,0,28336,28776,708.614,1289.52,439.5
ProvidenciaExampleScenario.node[5702].veinsmobility,18.7096,0,28708,28777,208.327,685.122,68.5
ProvidenciaExampleScenario.node[5739].veinsmobility,16.25,3.76063,28719.5,28777,162.078,640.311,57
ProvidenciaExampleScenario.node[4279].veinsmobility,16.8444,-1.50858,28278.5,28777,888.92,2008.23,498
ProvidenciaExampleScenario.node[5530].veinsmobility,16.25,0.505671,28656.5,28777,308.292,1070.13,120
ProvidenciaExampleScenario.node[5431].veinsmobility,15.7826,0,28625,28777.5,357.706,1095.43,152
ProvidenciaExampleScenario.node[5166].veinsmobility,16.25,0,28543.5,28778,463.304,1332.38,234
ProvidenciaExampleScenario.node[5149].veinsmobility,16.046,0,28537,28778,444.964,1136.49,240.5
ProvidenciaExampleScenario.node[5678].veinsmobility,16.25,0.112132,28699.5,28778,247.773,880.853,78
ProvidenciaExampleScenario.node[4994].veinsmobility,16,-1.54964,28494,28778.5,526.152,1246.31,284
ProvidenciaExampleScenario.node[5328].veinsmobility,18.3881,0,28597.5,28778.5,371.914,1064.88,180.5
ProvidenciaExampleScenario.node[5098].veinsmobility,15.6,0,28521,28778.5,440.841,902.003,257
ProvidenciaExampleScenario.node[4171].veinsmobility,16.25,0,28248.5,28778.5,908.106,2065.56,529.5
ProvidenciaExampleScenario.node[5633].veinsmobility,14.9849,0,28686,28779,239.104,888.508,92.5
ProvidenciaExampleScenario.node[5030].veinsmobility,15.6846,0,28502.5,28780,514.166,1322.43,277
ProvidenciaExampleScenario.node[5116].veinsmobility,15.2108,0,28529.5,28780.5,441.913,1121.77,250.5
ProvidenciaExampleScenario.node[4909].veinsmobility,16.25,0,28471.5,28780.5,591.637,1322.28,308.5
ProvidenciaExampleScenario.node[4501].veinsmobility,16.5,-0.494751,28348,28781,824.864,2116.2,432.5
ProvidenciaExampleScenario.node[5651].veinsmobility,15.3647,0,28691.5,28781,244.037,891.22,89
ProvidenciaExampleScenario.node[4615].veinsmobility,15.3915,-0.0768127,28382.5,28781.5,649.087,1299.84,398.5
ProvidenciaExampleScenario.node[5461].veinsmobility,16.25,0,28633.5,28781.5,348.206,1101.3,147.5
ProvidenciaExampleScenario.node[4798].veinsmobility,15.343,0,28438.5,28782,621.582,1296.61,343
ProvidenciaExampleScenario.node[5748].veinsmobility,16.4268,3.5,28721,28782,206.985,836.438,60.5
ProvidenciaExampleScenario.node[5423].veinsmobility,16.25,0,28621.5,28782.5,376.346,1113.63,160.5
ProvidenciaExampleScenario.node[5630].veinsmobility,15.5,0,28684.5,28783.5,245.143,881.087,98.5
ProvidenciaExampleScenario.node[4432].veinsmobility,15.4166,0,28330,28784,728.264,1303.18,453.5
ProvidenciaExampleScenario.node[5296].veinsmobility,15.3571,0,28589,28784.5,388.136,1324.94,195
ProvidenciaExampleScenario.node[5354].veinsmobility,19.0896,0,28606.5,28785.5,401.523,1053.37,178.5
ProvidenciaExampleScenario.node[5660].veinsmobility,15.454,0,28695.5,28785.5,233.958,890.842,89.5
ProvidenciaExampleScenario.node[5525].veinsmobility,20.2,-0.150697,28654,28786.5,346.834,1064.06,132
ProvidenciaExampleScenario.node[5741].veinsmobility,16.25,3.05096,28719.5,28786.5,214.023,879.425,66.5
ProvidenciaExampleScenario.node[5581].veinsmobility,15.8819,0,28671.5,28787,313.972,1068.9,115
ProvidenciaExampleScenario.node[5718].veinsmobility,15.3703,3.5,28712.5,28788,219.266,860.752,75
ProvidenciaExampleScenario.node[4209].veinsmobility,15.0488,-0.799988,28260,28788.5,845.849,2144.96,528
ProvidenciaExampleScenario.node[5641].veinsmobility,15.107,0,28688,28789,247.838,855.712,100.5
ProvidenciaExampleScenario.node[5415].veinsmobility,15.5069,0,28620,28789.5,342.759,1039.25,169
ProvidenciaExampleScenario.node[5775].veinsmobility,16.25,5.7,28727,28789.5,209.265,861.12,62
ProvidenciaExampleScenario.node[5688].veinsmobility,15.7,0,28702.5,28790.5,232.528,878.49,87.5
ProvidenciaExampleScenario.node[5400].veinsmobility,23.5,0,28617.5,28791,461.276,1240.95,173
ProvidenciaExampleScenario.node[5584].veinsmobility,19.2267,0,28672.5,28791,296.585,1050.14,118
ProvidenciaExampleScenario.node[5729].veinsmobility,15.4722,4.51699,28715.5,28792,197.538,865.392,76
ProvidenciaExampleScenario.node[5735].veinsmobility,15,0,28718,28793,225.316,880.788,74.5
ProvidenciaExampleScenario.node[5752].veinsmobility,15.1993,3.5,28722,28794,192.019,836.616,71.5
ProvidenciaExampleScenario.node[5376].veinsmobility,22.1277,0,28613,28794.5,393.852,1059.92,181
ProvidenciaExampleScenario.node[5312].veinsmobility,21.6053,0,28592.5,28795.5,438.873,1063.86,202.5
ProvidenciaExampleScenario.node[5631].veinsmobility,17.75,1.43067,28685,28795.5,273.721,1051.5,110
ProvidenciaExampleScenario.node[5779].veinsmobility,16.2936,3.5,28728.5,28796,218.387,907.409,67
ProvidenciaExampleScenario.node[5786].veinsmobility,15.5355,3.5,28731,28796,191.798,859.058,64.5
ProvidenciaExampleScenario.node[5333].veinsmobility,21.9438,0,28599.5,28796.5,406.319,1062.05,196.5
ProvidenciaExampleScenario.node[5614].veinsmobility,13.05,0,28680,28797,220.729,675.115,116.5
ProvidenciaExampleScenario.node[5447].veinsmobility,22.5,0,28628.5,28798,468.866,1237.93,169
ProvidenciaExampleScenario.node[5791].veinsmobility,15.6929,5.5,28733,28798,204.432,882.904,64.5
ProvidenciaExampleScenario.node[5430].veinsmobility,20.8058,0,28625,28798.5,377.582,1064.55,173
ProvidenciaExampleScenario.node[5548].veinsmobility,20.7406,0,28661.5,28799.5,323.263,1069.42,137.5
ProvidenciaExampleScenario.node[5448].veinsmobility,20.9966,0,28629,28799.5,369.44,1058.83,170
ProvidenciaExampleScenario.node[5052].veinsmobility,22.6601,0,28510.5,28800,491.136,1137.42,289
ProvidenciaExampleScenario.node[5465].veinsmobility,20.6801,0,28635,28800.5,358.833,1088.13,165
ProvidenciaExampleScenario.node[5731].veinsmobility,15.6273,0,28717,28801,147.596,288.281,83.5
ProvidenciaExampleScenario.node[5464].veinsmobility,20.9014,0,28634.5,28801.5,344.356,1067.38,166.5
ProvidenciaExampleScenario.node[5198].veinsmobility,21.4689,0,28553.5,28802,485.956,1120.74,248
ProvidenciaExampleScenario.node[5336].veinsmobility,22.25,0,28600,28802,434.096,1084.04,201.5
ProvidenciaExampleScenario.node[5455].veinsmobility,22.5,0,28631,28804,415.789,1144.33,172.5
ProvidenciaExampleScenario.node[5182].veinsmobility,15.7717,0,28548.5,28804.5,478.552,1124.26,255.5
ProvidenciaExampleScenario.node[5509].veinsmobility,22.3696,0,28649.5,28805,371.315,1084.06,155
ProvidenciaExampleScenario.node[5832].veinsmobility,16.7512,3.5,28745.5,28805.5,208.888,862.231,59.5
ProvidenciaExampleScenario.node[5137].veinsmobility,18.5,0,28535,28806.5,563.998,1479.04,271
ProvidenciaExampleScenario.node[5619].veinsmobility,21.2205,0,28681,28807,323.244,1085.46,125.5
ProvidenciaExampleScenario.node[5508].veinsmobility,17.7979,0,28648.5,28808,317.078,983.071,159
ProvidenciaExampleScenario.node[5638].veinsmobility,20.5097,0,28688,28808.5,303.291,1073.34,120
ProvidenciaExampleScenario.node[5538].veinsmobility,17.4717,-0.613107,28659,28809,301.532,995.776,149.5
ProvidenciaExampleScenario.node[5616].veinsmobility,18.9467,0,28680.5,28810,324.611,989.081,129
ProvidenciaExampleScenario.node[5323].veinsmobility,19.75,0,28595.5,28810,519.513,1361.4,214
ProvidenciaExampleScenario.node[5700].veinsmobility,19.5722,0,28707,28810,315.574,995.269,102.5
ProvidenciaExampleScenario.node[5632].veinsmobility,20.4879,-5.10394,28685,28810.5,335.131,1080.55,125
ProvidenciaExampleScenario.node[5816].veinsmobility,18.8955,0,28740,28810.5,198.815,676.99,70
ProvidenciaExampleScenario.node[5671].veinsmobility,18.5,0,28698.5,28810.5,311.817,1011.39,111.5
ProvidenciaExampleScenario.node[5521].veinsmobility,17.4525,0,28652.5,28811.5,319.021,979.963,158.5
ProvidenciaExampleScenario.node[5449].veinsmobility,18.8272,0,28629.5,28811.5,460.91,1361.93,181.5
ProvidenciaExampleScenario.node[5531].veinsmobility,16.4144,0,28656.5,28812,356.337,1099.66,155
ProvidenciaExampleScenario.node[5270].veinsmobility,21.8197,0,28578,28812,521.148,1311.53,233.5
ProvidenciaExampleScenario.node[5305].veinsmobility,18.7696,0,28590.5,28812,476.44,1369.76,221
ProvidenciaExampleScenario.node[5234].veinsmobility,17.4192,0,28566,28812.5,493.067,1323.54,246
ProvidenciaExampleScenario.node[5626].veinsmobility,22.5,0,28683,28813,442.092,1237.18,129.5
ProvidenciaExampleScenario.node[5147].veinsmobility,23.2936,-0.180494,28536.5,28813,611.941,1410.77,276
ProvidenciaExampleScenario.node[5007].veinsmobility,18.75,0,28497,28813,759.256,2247.17,315.5
ProvidenciaExampleScenario.node[5695].veinsmobility,18.4798,0,28705,28813,277.102,998.472,107.5
ProvidenciaExampleScenario.node[5756].veinsmobility,15.65,0,28723,28813.5,157.348,279.442,90
ProvidenciaExampleScenario.node[5435].veinsmobility,15.356,0,28626,28813.5,396.822,1150.53,187
ProvidenciaExampleScenario.node[5558].veinsmobility,16.2548,0,28664,28814,339.056,1119.79,149.5
ProvidenciaExampleScenario.node[5425].veinsmobility,22.5,0,28622,28814,499.833,1288.47,191.5
ProvidenciaExampleScenario.node[5163].veinsmobility,21.5763,0,28542.5,28814.5,583.324,1397.1,271.5
ProvidenciaExampleScenario.node[5712].veinsmobility,21.0943,2.64213,28710.5,28814.5,352.574,1331.36,103.5
ProvidenciaExampleScenario.node[5517].veinsmobility,18.482,0,28651,28814.5,360.838,1123.69,163
ProvidenciaExampleScenario.node[5859].veinsmobility,16.25,3.5,28753,28814.5,206.989,866.152,61
ProvidenciaExampleScenario.node[5825].veinsmobility,15.65,0,28744.5,28815,135.745,277.909,70
ProvidenciaExampleScenario.node[5421].veinsmobility,16,0,28621,28815,424.363,1344.4,193.5
ProvidenciaExampleScenario.node[5181].veinsmobility,22.3883,0,28548.5,28815,577.539,1414.09,266
ProvidenciaExampleScenario.node[5074].veinsmobility,21.3995,0,28516.5,28815.5,557.1,1321.8,298.5
ProvidenciaExampleScenario.node[5527].veinsmobility,17.9138,0,28654.5,28815.5,327.794,980.443,160.5
ProvidenciaExampleScenario.node[5453].veinsmobility,15.8683,0,28630,28816,379.635,1110.01,185.5
ProvidenciaExampleScenario.node[5304].veinsmobility,17.5,0,28590,28816,512.532,1225.06,225.5
ProvidenciaExampleScenario.node[5331].veinsmobility,22.0444,-0.886726,28598,28816.5,543.335,1386.3,218
ProvidenciaExampleScenario.node[5513].veinsmobility,21.9655,0,28650,28816.5,388.096,909.764,166
ProvidenciaExampleScenario.node[5438].veinsmobility,16.25,0,28626.5,28816.5,445.473,1219.51,189.5
ProvidenciaExampleScenario.node[5674].veinsmobility,18.25,0,28699,28817,305.237,1110.42,117.5
