Module,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_startTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalTime
ProvidenciaExampleScenario.node[10260].veinsmobility,16.25,0,30473.5,30582.5,291.573,904.436,108.5
ProvidenciaExampleScenario.node[10321].veinsmobility,16,0,30497.5,30583,252.568,866.077,85
ProvidenciaExampleScenario.node[10304].veinsmobility,18.3037,0,30491.5,30584,245.078,685.432,92
ProvidenciaExampleScenario.node[10360].veinsmobility,15.0508,5.5,30513.5,30585.5,220.907,886.743,71.5
ProvidenciaExampleScenario.node[10180].veinsmobility,16.7127,0,30436,30586.5,358.702,1039.74,150
ProvidenciaExampleScenario.node[10370].veinsmobility,15.5396,3.21861,30518,30588.5,208.967,869.818,70
ProvidenciaExampleScenario.node[10391].veinsmobility,16.5336,3.5,30528.5,30588.5,205.235,858.978,59.5
ProvidenciaExampleScenario.node[10383].veinsmobility,13.8707,0,30524.5,30594.5,128.097,272.02,69.5
ProvidenciaExampleScenario.node[10143].veinsmobility,15.1847,0,30420,30600.5,345.071,1039.49,180
ProvidenciaExampleScenario.node[10185].veinsmobility,17.5575,0,30438.5,30608,351.555,984.622,169
ProvidenciaExampleScenario.node[10444].veinsmobility,16,3.5,30548.5,30608.5,192.082,837.074,59.5
ProvidenciaExampleScenario.node[10066].veinsmobility,15.65,0,30382,30609,458.927,1225.33,226.5
ProvidenciaExampleScenario.node[9991].veinsmobility,15.5,0,30354,30609,498.323,1211.97,254.5
ProvidenciaExampleScenario.node[10262].veinsmobility,18.3386,0,30474,30610,289.247,976.612,135.5
ProvidenciaExampleScenario.node[10170].veinsmobility,19.9698,0,30431.5,30610,440.399,1379.03,178
ProvidenciaExampleScenario.node[10454].veinsmobility,19.1161,0,30552.5,30610,191.037,614.961,57
ProvidenciaExampleScenario.node[10264].veinsmobility,18.6839,0,30475.5,30610.5,287.827,977.149,134.5
ProvidenciaExampleScenario.node[10270].veinsmobility,18.5,0,30478.5,30610.5,306.591,990.565,131.5
ProvidenciaExampleScenario.node[10155].veinsmobility,18.8333,0,30425.5,30610.5,428.018,1371.01,184.5
ProvidenciaExampleScenario.node[10403].veinsmobility,18.2601,0,30532,30610.5,209.605,663.151,78
ProvidenciaExampleScenario.node[10028].veinsmobility,15.4383,0,30369,30611,466.536,1216.49,241.5
ProvidenciaExampleScenario.node[10436].veinsmobility,15.4807,5.7,30545.5,30611,201.332,886.7,65
ProvidenciaExampleScenario.node[10173].veinsmobility,16.25,0,30432,30611.5,506.126,1755.47,179
ProvidenciaExampleScenario.node[10211].veinsmobility,20.2774,0,30449.5,30611.5,456.544,1363.69,161.5
ProvidenciaExampleScenario.node[10115].veinsmobility,18.3927,0,30408,30611.5,428.042,1124.44,203
ProvidenciaExampleScenario.node[10280].veinsmobility,18.3437,0,30480.5,30612,302.716,981.102,131
ProvidenciaExampleScenario.node[10223].veinsmobility,19.0404,0,30453,30612,443.73,1360.5,158.5
ProvidenciaExampleScenario.node[10196].veinsmobility,18.2472,0,30443,30612.5,420.715,1359.88,169
ProvidenciaExampleScenario.node[10354].veinsmobility,16.25,0,30511,30613.5,187.566,281.918,102
ProvidenciaExampleScenario.node[10311].veinsmobility,16.75,0,30493,30614.5,273.009,979.599,121
ProvidenciaExampleScenario.node[10107].veinsmobility,15.5235,0,30401.5,30614.5,515.539,1730.31,212.5
ProvidenciaExampleScenario.node[10445].veinsmobility,16.1263,0,30549,30615,135.865,291.877,65.5
ProvidenciaExampleScenario.node[10333].veinsmobility,19.9489,0,30503,30615.5,268.054,979.248,112
ProvidenciaExampleScenario.node[10301].veinsmobility,15.65,0,30489.5,30616.5,263.696,793.323,126.5
ProvidenciaExampleScenario.node[10443].veinsmobility,15.7743,0,30548.5,30617,138.911,289.306,68
ProvidenciaExampleScenario.node[10307].veinsmobility,15.1412,0,30492.5,30617.5,274.37,783.061,124.5
ProvidenciaExampleScenario.node[10131].veinsmobility,21.8084,0,30415.5,30618,425.477,904.964,202
ProvidenciaExampleScenario.node[9818].veinsmobility,16.3609,0,30285.5,30618,714.46,1755.94,332
ProvidenciaExampleScenario.node[9897].veinsmobility,16,0,30314.5,30618.5,611.455,1572.72,303.5
ProvidenciaExampleScenario.node[10259].veinsmobility,16.25,0,30473.5,30619,272.304,625.113,145
ProvidenciaExampleScenario.node[10377].veinsmobility,18.2929,0,30521,30619.5,261.606,977.005,98
ProvidenciaExampleScenario.node[9819].veinsmobility,16,0,30285.5,30619.5,625.992,1407.12,333.5
ProvidenciaExampleScenario.node[10261].veinsmobility,15.6747,0,30474,30620,353.006,1263.16,145.5
ProvidenciaExampleScenario.node[10456].veinsmobility,16.25,0,30554.5,30620.5,135.875,277.63,65.5
ProvidenciaExampleScenario.node[9831].veinsmobility,16.097,0,30289,30620.5,624.14,1538.44,331
ProvidenciaExampleScenario.node[10274].veinsmobility,16.25,0,30480,30621,258.339,619.065,140.5
ProvidenciaExampleScenario.node[10406].veinsmobility,16.25,0,30533,30621,208.715,657.185,87.5
ProvidenciaExampleScenario.node[10244].veinsmobility,16,0,30466.5,30622,317.155,803.532,155
ProvidenciaExampleScenario.node[10523].veinsmobility,16.25,0,30584,30623,110.327,281.751,38.5
ProvidenciaExampleScenario.node[10165].veinsmobility,18.4762,0,30429.5,30623,371.95,926.154,193
ProvidenciaExampleScenario.node[10330].veinsmobility,16.25,0,30502,30623,260.542,788.376,120.5
ProvidenciaExampleScenario.node[10442].veinsmobility,22.5,5.4,30547.5,30623.5,371.557,1235.81,75.5
ProvidenciaExampleScenario.node[10009].veinsmobility,20,0,30361,30624,561.425,1569.1,262.5
ProvidenciaExampleScenario.node[10329].veinsmobility,15.3958,0,30501.5,30624,237.207,623.914,122
ProvidenciaExampleScenario.node[10418].veinsmobility,15.1383,0,30537,30624,207.776,662.979,86.5
ProvidenciaExampleScenario.node[10101].veinsmobility,15,0,30399.5,30624.5,383.185,811.938,224.5
ProvidenciaExampleScenario.node[10470].veinsmobility,15.65,0,30560,30625.5,148.178,325.602,65
ProvidenciaExampleScenario.node[10319].veinsmobility,15.8193,0,30497.5,30625.5,251.047,622.021,127.5
ProvidenciaExampleScenario.node[10358].veinsmobility,16.25,0,30513,30625.5,256.16,792.321,112
ProvidenciaExampleScenario.node[10496].veinsmobility,15.65,5.34196,30572,30626,157.824,658.359,53.5
ProvidenciaExampleScenario.node[10207].veinsmobility,18.5158,0,30445,30626.5,389.565,911.937,181
ProvidenciaExampleScenario.node[10293].veinsmobility,16.0324,0,30484.5,30627,305.279,818.13,142
ProvidenciaExampleScenario.node[10267].veinsmobility,18.6229,0,30477,30627,366.002,1357.74,149.5
ProvidenciaExampleScenario.node[10332].veinsmobility,15.7856,0,30502.5,30627.5,245.126,631.685,124.5
ProvidenciaExampleScenario.node[10346].veinsmobility,15.0988,0,30508.5,30629,237.8,788.578,120
ProvidenciaExampleScenario.node[10528].veinsmobility,14,3.36219,30585.5,30629.5,114.964,334.712,43.5
ProvidenciaExampleScenario.node[10339].veinsmobility,15.7539,0,30505.5,30629.5,249.161,630.663,123.5
ProvidenciaExampleScenario.node[10335].veinsmobility,15.3958,0,30503.5,30631.5,263.119,802.909,127.5
ProvidenciaExampleScenario.node[10446].veinsmobility,16.1573,0,30549.5,30631.5,198.86,622.059,81.5
ProvidenciaExampleScenario.node[10419].veinsmobility,15.4151,0,30537.5,30631.5,217.534,800.091,93.5
ProvidenciaExampleScenario.node[10440].veinsmobility,15.65,0,30547,30632.5,157.145,278.06,85
ProvidenciaExampleScenario.node[10366].veinsmobility,19.0877,0,30517,30633.5,269.984,763.713,116
ProvidenciaExampleScenario.node[10524].veinsmobility,16.25,6.9,30584,30634,158.478,624.936,49.5
ProvidenciaExampleScenario.node[10405].veinsmobility,19.25,0,30532.5,30634,247.804,770.336,101
ProvidenciaExampleScenario.node[10438].veinsmobility,19.25,0,30546.5,30634,232.743,768.727,87
ProvidenciaExampleScenario.node[10368].veinsmobility,18.9807,0,30517.5,30634.5,269.297,768.947,116.5
ProvidenciaExampleScenario.node[10460].veinsmobility,18.9175,0,30555,30635,223.121,764.77,79.5
ProvidenciaExampleScenario.node[10266].veinsmobility,21.5517,0,30476.5,30635.5,364.541,914.04,158.5
ProvidenciaExampleScenario.node[10482].veinsmobility,19.014,0,30565,30635.5,205.438,761.824,70
ProvidenciaExampleScenario.node[10420].veinsmobility,18.1089,0,30537.5,30636,232.027,765.485,98
ProvidenciaExampleScenario.node[10490].veinsmobility,19.049,1.59741,30568.5,30637,207.116,770.229,68
ProvidenciaExampleScenario.node[10433].veinsmobility,19.6632,0,30544,30637,232.827,768.085,92.5
ProvidenciaExampleScenario.node[10381].veinsmobility,18.3649,0,30523.5,30637.5,240.479,772.242,113.5
ProvidenciaExampleScenario.node[10501].veinsmobility,16.25,0,30573,30638,140.949,290.523,64.5
ProvidenciaExampleScenario.node[10473].veinsmobility,17.5439,0,30561,30639,204.707,766.72,77.5
ProvidenciaExampleScenario.node[10478].veinsmobility,18.9469,0,30564,30639,213.012,768.866,74.5
ProvidenciaExampleScenario.node[10485].veinsmobility,18.271,1.75737,30566,30639,194.083,778.068,72.5
ProvidenciaExampleScenario.node[10239].veinsmobility,19.2556,0,30464,30640.5,449.837,1300.67,176
ProvidenciaExampleScenario.node[10581].veinsmobility,16.25,5.5,30606.5,30641.5,122.369,458.571,34.5
ProvidenciaExampleScenario.node[10515].veinsmobility,19.25,1.79938,30580.5,30641.5,195.799,766.311,60.5
ProvidenciaExampleScenario.node[10209].veinsmobility,18.7222,0,30448,30642,451.426,1298.92,193.5
ProvidenciaExampleScenario.node[10492].veinsmobility,18.334,0,30569,30642,203.358,752.77,72.5
ProvidenciaExampleScenario.node[10494].veinsmobility,18,1.14587,30569.5,30642,196.054,783.26,72
ProvidenciaExampleScenario.node[10302].veinsmobility,18.9404,-5.1203,30489.5,30642.5,349.758,933.826,152.5
ProvidenciaExampleScenario.node[10516].veinsmobility,20.1235,4.85342,30581,30642.5,192.519,786.141,61
ProvidenciaExampleScenario.node[10236].veinsmobility,19.9598,0,30461.5,30643,466.195,1295.84,181
ProvidenciaExampleScenario.node[10499].veinsmobility,19.1513,0,30573,30643,198.386,771.323,69.5
ProvidenciaExampleScenario.node[10251].veinsmobility,18.4399,0,30469,30644.5,427.145,1300.81,175
ProvidenciaExampleScenario.node[10531].veinsmobility,19.1955,4.34217,30586,30644.5,187.361,772.688,58
ProvidenciaExampleScenario.node[10541].veinsmobility,19.25,4.5868,30590,30645,181.803,753.836,54.5
ProvidenciaExampleScenario.node[10184].veinsmobility,15.6026,0,30438,30645.5,499.421,1759.38,207
ProvidenciaExampleScenario.node[10362].veinsmobility,18,0,30515,30646.5,354.031,1313.13,131
ProvidenciaExampleScenario.node[10227].veinsmobility,18.8163,0,30454.5,30646.5,455.616,1295.1,191.5
ProvidenciaExampleScenario.node[10543].veinsmobility,18.2604,5.4,30590.5,30647.5,171.903,753.94,56.5
ProvidenciaExampleScenario.node[10386].veinsmobility,18.6219,0,30526,30648,347.325,1297,121.5
ProvidenciaExampleScenario.node[10320].veinsmobility,18.375,0,30497.5,30648,378.07,1295.84,150
ProvidenciaExampleScenario.node[10539].veinsmobility,18.2222,3.65129,30589.5,30648,179.861,774.102,58
ProvidenciaExampleScenario.node[10563].veinsmobility,18.8087,5.9,30600.5,30649,174.742,766.913,48
ProvidenciaExampleScenario.node[10353].veinsmobility,18.2256,0,30510.5,30649.5,356.788,1302.88,138.5
ProvidenciaExampleScenario.node[10389].veinsmobility,18.8696,0,30527,30650,355.376,1302.48,122.5
ProvidenciaExampleScenario.node[10287].veinsmobility,18.7,0,30482.5,30651,385.784,975.897,168
ProvidenciaExampleScenario.node[10566].veinsmobility,18.0841,6.85084,30601,30651.5,170.261,783.187,50
ProvidenciaExampleScenario.node[10382].veinsmobility,18.2841,0,30523.5,30651.5,349.434,1305.11,127.5
ProvidenciaExampleScenario.node[10574].veinsmobility,18.4992,6.9,30604,30652.5,174.809,772.13,48
ProvidenciaExampleScenario.node[10504].veinsmobility,16.9473,0,30574,30653,271.79,888.817,78.5
ProvidenciaExampleScenario.node[10570].veinsmobility,15.65,0,30603,30653.5,99.1133,276.081,50
ProvidenciaExampleScenario.node[10294].veinsmobility,14.9181,0,30485.5,30654.5,348.523,1045.51,168.5
ProvidenciaExampleScenario.node[10480].veinsmobility,15.25,0,30564,30655,250.574,861.428,90.5
ProvidenciaExampleScenario.node[10336].veinsmobility,16.25,0,30503.5,30655,357.804,1020.7,151
ProvidenciaExampleScenario.node[10272].veinsmobility,15.3938,0,30479.5,30655.5,369.088,892.03,175.5
ProvidenciaExampleScenario.node[10275].veinsmobility,15.8356,-2.70227,30480,30657,398.945,1120.39,176.5
ProvidenciaExampleScenario.node[10385].veinsmobility,16.25,0,30525,30657,328.22,1039.1,131.5
ProvidenciaExampleScenario.node[10372].veinsmobility,15.5,0,30520,30657.5,213.676,496.194,137
ProvidenciaExampleScenario.node[10589].veinsmobility,19.2984,6.9,30611.5,30657.5,186.131,767.68,45.5
ProvidenciaExampleScenario.node[10349].veinsmobility,15.6014,-3.5008,30509.5,30658,291.664,652.45,148
ProvidenciaExampleScenario.node[10548].veinsmobility,16.25,5.5,30595,30658.5,221.851,886.306,63
ProvidenciaExampleScenario.node[10486].veinsmobility,15.7051,0,30566.5,30659.5,207.923,489.287,92.5
ProvidenciaExampleScenario.node[10417].veinsmobility,15.1,0,30536.5,30659.5,311.015,1109.22,122.5
ProvidenciaExampleScenario.node[10414].veinsmobility,15,0,30535,30659.5,288.346,1039.87,124
ProvidenciaExampleScenario.node[10407].veinsmobility,15.046,0,30533.5,30660,260.735,659.362,126
ProvidenciaExampleScenario.node[10447].veinsmobility,18,0,30550,30660.5,284.487,976.09,110
ProvidenciaExampleScenario.node[10495].veinsmobility,16.75,-1.72901,30570.5,30661.5,205.217,489.117,90.5
ProvidenciaExampleScenario.node[10172].veinsmobility,21.6192,0,30432,30662,570.916,1674.7,229.5
ProvidenciaExampleScenario.node[10594].veinsmobility,18,6.9,30613.5,30662.5,172.743,779.984,48.5
ProvidenciaExampleScenario.node[10595].veinsmobility,18.9382,6.9,30615,30662.5,173.409,764.219,47
ProvidenciaExampleScenario.node[10324].veinsmobility,16.25,0,30500,30663.5,354.045,875.755,163
ProvidenciaExampleScenario.node[10395].veinsmobility,15.4439,0,30530,30664,213.138,495.86,133.5
ProvidenciaExampleScenario.node[10423].veinsmobility,18.5,0,30539,30664.5,359.26,1300.82,125
ProvidenciaExampleScenario.node[10147].veinsmobility,21.2,0,30422.5,30664.5,603.154,1668.28,241.5
ProvidenciaExampleScenario.node[10402].veinsmobility,14.4841,0,30531.5,30665,245.842,646.323,133
ProvidenciaExampleScenario.node[10526].veinsmobility,15.6327,0,30585.5,30665,185.338,483.771,79
ProvidenciaExampleScenario.node[10568].veinsmobility,16.4144,4.8282,30602,30665,215.98,875.25,62.5
ProvidenciaExampleScenario.node[10481].veinsmobility,16.4831,0,30564.5,30666.5,212.111,641.584,101.5
ProvidenciaExampleScenario.node[10424].veinsmobility,14.9035,0,30539.5,30666.5,250.477,642.298,126.5
ProvidenciaExampleScenario.node[10427].veinsmobility,15.7651,0,30541,30666.5,217.648,489.612,125
ProvidenciaExampleScenario.node[10181].veinsmobility,20.9236,0,30436.5,30666.5,539.327,1665.58,229.5
ProvidenciaExampleScenario.node[10498].veinsmobility,16.0197,0,30573,30667.5,194.341,496.744,94
ProvidenciaExampleScenario.node[10552].veinsmobility,16.25,5.42979,30599,30668,220.796,882.289,68.5
ProvidenciaExampleScenario.node[10546].veinsmobility,16.3735,0,30593,30668.5,167.812,494.897,75
ProvidenciaExampleScenario.node[10604].veinsmobility,18.5138,6.9,30620,30668.5,169.523,766.925,48
ProvidenciaExampleScenario.node[10545].veinsmobility,14.75,2.4248,30592.5,30668.5,220.524,863.489,75.5
ProvidenciaExampleScenario.node[10469].veinsmobility,16.4586,0,30560,30669,218.799,644.224,108.5
ProvidenciaExampleScenario.node[10582].veinsmobility,15.7605,0.896139,30607.5,30670,147.893,483.29,62
ProvidenciaExampleScenario.node[10493].veinsmobility,15.243,0,30569.5,30671,200.832,645.684,101
ProvidenciaExampleScenario.node[10502].veinsmobility,15.3985,0,30573.5,30672.5,194.743,645.225,98.5
ProvidenciaExampleScenario.node[10616].veinsmobility,19.6597,6.9,30626,30672.5,185.483,770.916,46
ProvidenciaExampleScenario.node[10464].veinsmobility,14.2676,0,30556.5,30673,200.226,494.795,116
ProvidenciaExampleScenario.node[10513].veinsmobility,19.25,1.25008,30579.5,30673.5,340.737,1294.36,93.5
ProvidenciaExampleScenario.node[10538].veinsmobility,14.4198,0,30589,30675.5,175.513,495.506,86
ProvidenciaExampleScenario.node[10533].veinsmobility,15.2438,0,30587,30676,190.594,644.954,88.5
ProvidenciaExampleScenario.node[10374].veinsmobility,21.6249,0,30520.5,30676,306.547,674.113,155
ProvidenciaExampleScenario.node[10393].veinsmobility,18.6557,0,30529,30679,292.73,680.461,149.5
ProvidenciaExampleScenario.node[10367].veinsmobility,18.0485,0,30517.5,30683,340.519,673.93,165
ProvidenciaExampleScenario.node[10388].veinsmobility,19.25,0,30527,30683.5,352.694,990.561,156
ProvidenciaExampleScenario.node[10435].veinsmobility,18.4827,-0.32962,30545.5,30685.5,269.249,677.812,139.5
ProvidenciaExampleScenario.node[10397].veinsmobility,19.25,0,30531,30685.5,335.959,993.233,154
ProvidenciaExampleScenario.node[10404].veinsmobility,19.1156,0,30532.5,30687,296.606,682.145,154
ProvidenciaExampleScenario.node[10373].veinsmobility,19.179,-1.48213,30520,30687.5,370.416,1005.06,167
ProvidenciaExampleScenario.node[10475].veinsmobility,15.8125,0,30561,30688.5,295.649,893.782,127
ProvidenciaExampleScenario.node[10453].veinsmobility,15.6333,0,30552,30689,285.11,871.601,136.5
ProvidenciaExampleScenario.node[10617].veinsmobility,16.25,3.5,30627,30689,203.28,863.927,61.5
ProvidenciaExampleScenario.node[10511].veinsmobility,18.5246,0,30578,30689.5,270.575,682.77,111
ProvidenciaExampleScenario.node[10430].veinsmobility,18.5316,0,30542,30690,313.891,987.391,147.5
ProvidenciaExampleScenario.node[10461].veinsmobility,18.9231,0,30555.5,30691,330.991,1011.03,135
ProvidenciaExampleScenario.node[10505].veinsmobility,18.8455,0,30574.5,30692.5,268.751,673.842,117.5
ProvidenciaExampleScenario.node[10345].veinsmobility,19.0871,0,30508.5,30694.5,412.678,1046.91,185.5
ProvidenciaExampleScenario.node[10561].veinsmobility,14.6497,0,30600,30696.5,217.518,678.476,96
ProvidenciaExampleScenario.node[10365].veinsmobility,19.5164,0,30517,30697.5,410.994,1049.49,180
ProvidenciaExampleScenario.node[10622].veinsmobility,16.25,0,30630.5,30700,142.142,271.858,69
ProvidenciaExampleScenario.node[10338].veinsmobility,18.1742,0,30505.5,30702,427.856,1050.89,196
ProvidenciaExampleScenario.node[10562].veinsmobility,15.7,0,30600,30704,237.305,699.255,103.5
ProvidenciaExampleScenario.node[10415].veinsmobility,18.5,0,30535.5,30710,428.239,1568.41,174
ProvidenciaExampleScenario.node[10508].veinsmobility,21.3883,0,30576.5,30710.5,318.643,1049.52,133.5
ProvidenciaExampleScenario.node[10369].veinsmobility,17.0943,0,30518,30715,414.004,1041.6,196.5
ProvidenciaExampleScenario.node[10776].veinsmobility,16.5791,6.9,30693.5,30716,78.1916,274.441,22
ProvidenciaExampleScenario.node[10328].veinsmobility,16.25,0,30501,30720.5,453.946,1216.68,219
ProvidenciaExampleScenario.node[10376].veinsmobility,16.25,0,30520.5,30720.5,517.794,1762.28,199.5
ProvidenciaExampleScenario.node[10351].veinsmobility,16,-6.22356,30510,30724,432.058,894.473,213.5
ProvidenciaExampleScenario.node[10451].veinsmobility,19.4,0,30551.5,30725,406.659,974.468,173
ProvidenciaExampleScenario.node[10680].veinsmobility,16.25,4.64255,30654.5,30727,228.054,997.048,72
ProvidenciaExampleScenario.node[10497].veinsmobility,19.325,0,30572.5,30728.5,352.802,972.662,155.5
ProvidenciaExampleScenario.node[10550].veinsmobility,20.3921,0,30598,30729.5,356.285,998.781,131
ProvidenciaExampleScenario.node[10462].veinsmobility,19.75,0,30556,30730,400.137,1011.34,173.5
ProvidenciaExampleScenario.node[10551].veinsmobility,19.75,0,30598.5,30730,348.057,989.797,131
ProvidenciaExampleScenario.node[10455].veinsmobility,22.25,0,30553,30730.5,500.436,1231.73,177
ProvidenciaExampleScenario.node[10226].veinsmobility,15.5099,0,30453.5,30730.5,538.958,1549.12,276.5
ProvidenciaExampleScenario.node[10164].veinsmobility,17.2597,0,30429,30730.5,622.141,2024.69,301
ProvidenciaExampleScenario.node[10542].veinsmobility,20.078,0,30590,30731.5,356.587,1129.12,141
ProvidenciaExampleScenario.node[10466].veinsmobility,18.0508,0,30558,30732,353.225,980.168,173.5
ProvidenciaExampleScenario.node[10632].veinsmobility,15.1336,0,30634.5,30733.5,175.099,281.363,98.5
ProvidenciaExampleScenario.node[10520].veinsmobility,18.3085,0,30582.5,30733.5,325.365,987.117,150.5
ProvidenciaExampleScenario.node[10614].veinsmobility,16.25,0,30625.5,30734,253.133,785.313,108
ProvidenciaExampleScenario.node[10657].veinsmobility,16.9,0,30646,30734.5,169.65,276.143,88
ProvidenciaExampleScenario.node[10459].veinsmobility,16.2976,0,30555,30736,346.713,824.286,180.5
ProvidenciaExampleScenario.node[10547].veinsmobility,17.8253,0,30594,30736,324.184,977.599,141.5
ProvidenciaExampleScenario.node[10683].veinsmobility,15.65,0,30656,30736.5,152.892,277.99,80
ProvidenciaExampleScenario.node[10532].veinsmobility,16,0,30586.5,30738,332.461,807.534,151
ProvidenciaExampleScenario.node[10567].veinsmobility,17.0021,0,30601.5,30738,304.696,978.943,136
ProvidenciaExampleScenario.node[10571].veinsmobility,17.5,0,30603,30738.5,271.38,623.923,135
ProvidenciaExampleScenario.node[10565].veinsmobility,15.0838,0,30601,30739.5,281.815,808.439,138
ProvidenciaExampleScenario.node[10592].veinsmobility,18.8444,0,30612.5,30739.5,279.188,977.975,126.5
ProvidenciaExampleScenario.node[10620].veinsmobility,20.4293,0,30629,30741,348.24,1057.12,111.5
ProvidenciaExampleScenario.node[10606].veinsmobility,16.25,-0.0217471,30620.5,30741,247.497,623.028,120
ProvidenciaExampleScenario.node[10612].veinsmobility,15.65,0,30624,30742,239.984,659.504,117.5
ProvidenciaExampleScenario.node[10605].veinsmobility,19.163,0,30620,30742.5,297.279,981.351,122
ProvidenciaExampleScenario.node[10623].veinsmobility,19.8876,0,30631.5,30742.5,288.163,683.806,110.5
ProvidenciaExampleScenario.node[10282].veinsmobility,21.402,0,30481.5,30743,601.236,1671.99,261
ProvidenciaExampleScenario.node[10489].veinsmobility,16,0,30568,30743,380.687,1103.19,174.5
ProvidenciaExampleScenario.node[10213].veinsmobility,19.1566,0,30450,30743,619.944,1672.27,292.5
ProvidenciaExampleScenario.node[10628].veinsmobility,15.096,0,30633.5,30743.5,221.79,620.2,109.5
ProvidenciaExampleScenario.node[10744].veinsmobility,16.25,0,30677.5,30743.5,176.396,661.092,65.5
ProvidenciaExampleScenario.node[10673].veinsmobility,18.6637,0,30651,30745,251.77,972.828,93.5
ProvidenciaExampleScenario.node[10665].veinsmobility,18.15,0,30648,30745.5,253.815,976.87,97
ProvidenciaExampleScenario.node[10679].veinsmobility,15.1908,0,30654,30745.5,202.23,621.455,91
ProvidenciaExampleScenario.node[10750].veinsmobility,16.25,1.95558,30680.5,30745.5,176.201,664.491,64.5
ProvidenciaExampleScenario.node[10198].veinsmobility,21.8676,-1.54507,30443,30745.5,651.651,1669.67,302
ProvidenciaExampleScenario.node[10344].veinsmobility,21.25,0,30508,30745.5,541.98,1664.36,237
ProvidenciaExampleScenario.node[10686].veinsmobility,15.5,0,30657,30746,247.948,885.039,88.5
ProvidenciaExampleScenario.node[10663].veinsmobility,19.6782,0,30647.5,30747,280.523,989.353,99
ProvidenciaExampleScenario.node[10357].veinsmobility,19.5426,0,30512.5,30747.5,431.229,925.03,234.5
ProvidenciaExampleScenario.node[10761].veinsmobility,16.0119,2.28223,30687,30747.5,161.739,659.156,60
ProvidenciaExampleScenario.node[10476].veinsmobility,21.6396,0,30561.5,30747.5,511.497,1668.5,185.5
ProvidenciaExampleScenario.node[10474].veinsmobility,16,0,30561,30748,399.131,1118.35,186.5
ProvidenciaExampleScenario.node[10529].veinsmobility,16.3435,0,30585.5,30748,371.489,1075.62,162
ProvidenciaExampleScenario.node[10375].veinsmobility,18.0635,0,30520.5,30749.5,424.502,913.505,228.5
ProvidenciaExampleScenario.node[10439].veinsmobility,22.25,0,30546.5,30749.5,578.91,1672.42,202.5
ProvidenciaExampleScenario.node[10698].veinsmobility,17.2666,0,30662,30750,184.464,501.161,87.5
ProvidenciaExampleScenario.node[10792].veinsmobility,16.25,6.9,30702,30751,154.847,660.465,48.5
ProvidenciaExampleScenario.node[10741].veinsmobility,17.5,0,30677,30752,253.796,867.236,74.5
ProvidenciaExampleScenario.node[10734].veinsmobility,24.0292,-1.41434,30675,30752.5,227.738,473,77
ProvidenciaExampleScenario.node[10579].veinsmobility,21.1455,2.58286,30606,30753,451.85,1656.51,146.5
ProvidenciaExampleScenario.node[10659].veinsmobility,19.25,0,30646.5,30753.5,254.704,766.149,106.5
ProvidenciaExampleScenario.node[10651].veinsmobility,19.25,0,30642,30754,263.794,769.557,111.5
ProvidenciaExampleScenario.node[10672].veinsmobility,19.25,0,30651,30754,250.911,765.585,102.5
ProvidenciaExampleScenario.node[10829].veinsmobility,15.6417,4.92982,30716.5,30754.5,107.642,337.419,37.5
ProvidenciaExampleScenario.node[10636].veinsmobility,19.25,0,30636.5,30754.5,267.44,771.398,117.5
ProvidenciaExampleScenario.node[10738].veinsmobility,16.5924,2.82063,30676.5,30755,255.199,903.062,78
ProvidenciaExampleScenario.node[10668].veinsmobility,19.3441,0,30649,30755.5,251.84,781.143,106
ProvidenciaExampleScenario.node[10727].veinsmobility,18.7222,0,30672.5,30755.5,219.202,765.591,82.5
ProvidenciaExampleScenario.node[10687].veinsmobility,19.25,0,30657.5,30756,238.724,773.995,98
ProvidenciaExampleScenario.node[10708].veinsmobility,19.25,0,30666.5,30756,227.031,774.242,89
ProvidenciaExampleScenario.node[10867].veinsmobility,15.65,6.9,30733,30756.5,95.6178,281.448,23
ProvidenciaExampleScenario.node[10624].veinsmobility,17.6611,0,30632.5,30756.5,264.993,690.86,123.5
ProvidenciaExampleScenario.node[10416].veinsmobility,16.25,0,30536,30756.5,550.591,1754.34,220
ProvidenciaExampleScenario.node[10693].veinsmobility,19.1166,0,30660.5,30756.5,245.021,767.156,95.5
ProvidenciaExampleScenario.node[10731].veinsmobility,19.25,0,30674,30757.5,224.341,770.557,83
ProvidenciaExampleScenario.node[10425].veinsmobility,16.0275,0,30540.5,30758.5,432.394,1210.23,217.5
ProvidenciaExampleScenario.node[10733].veinsmobility,18.962,0,30675,30758.5,226.407,773.305,83
