Module,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_ArrivedAtDest,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_RcvdWarnings,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_SentWarnings
ProvidenciaExampleScenario.node[3234].appl,1,22,0
ProvidenciaExampleScenario.node[3196].appl,1,28,0
ProvidenciaExampleScenario.node[3440].appl,1,13,0
ProvidenciaExampleScenario.node[3122].appl,1,24,0
ProvidenciaExampleScenario.node[3231].appl,1,25,0
ProvidenciaExampleScenario.node[3014].appl,1,21,0
ProvidenciaExampleScenario.node[3787].appl,1,3,0
ProvidenciaExampleScenario.node[3362].appl,1,22,0
ProvidenciaExampleScenario.node[3052].appl,1,36,0
ProvidenciaExampleScenario.node[3264].appl,1,24,0
ProvidenciaExampleScenario.node[3316].appl,1,21,0
ProvidenciaExampleScenario.node[3614].appl,1,0,0
ProvidenciaExampleScenario.node[3457].appl,1,14,0
ProvidenciaExampleScenario.node[3412].appl,1,34,0
ProvidenciaExampleScenario.node[3389].appl,1,20,0
ProvidenciaExampleScenario.node[3339].appl,1,23,0
ProvidenciaExampleScenario.node[3638].appl,1,0,0
ProvidenciaExampleScenario.node[3513].appl,1,14,0
ProvidenciaExampleScenario.node[2790].appl,1,39,0
ProvidenciaExampleScenario.node[3211].appl,1,26,0
ProvidenciaExampleScenario.node[3361].appl,1,19,0
ProvidenciaExampleScenario.node[3456].appl,1,32,0
ProvidenciaExampleScenario.node[3509].appl,1,3,0
ProvidenciaExampleScenario.node[3549].appl,1,14,0
ProvidenciaExampleScenario.node[3697].appl,1,0,0
ProvidenciaExampleScenario.node[3419].appl,1,34,0
ProvidenciaExampleScenario.node[3319].appl,1,21,0
ProvidenciaExampleScenario.node[3380].appl,1,20,0
ProvidenciaExampleScenario.node[3247].appl,1,27,0
ProvidenciaExampleScenario.node[3522].appl,1,29,0
ProvidenciaExampleScenario.node[3481].appl,1,0,0
ProvidenciaExampleScenario.node[3668].appl,1,0,0
ProvidenciaExampleScenario.node[3585].appl,1,15,0
ProvidenciaExampleScenario.node[3505].appl,1,30,0
ProvidenciaExampleScenario.node[3701].appl,1,0,0
ProvidenciaExampleScenario.node[3495].appl,1,31,0
ProvidenciaExampleScenario.node[3297].appl,1,43,0
ProvidenciaExampleScenario.node[3670].appl,1,22,0
ProvidenciaExampleScenario.node[3645].appl,1,4,0
ProvidenciaExampleScenario.node[3735].appl,1,12,0
ProvidenciaExampleScenario.node[3287].appl,1,26,0
ProvidenciaExampleScenario.node[3677].appl,1,21,0
ProvidenciaExampleScenario.node[2863].appl,1,32,0
ProvidenciaExampleScenario.node[3660].appl,1,22,0
ProvidenciaExampleScenario.node[3068].appl,1,50,0
ProvidenciaExampleScenario.node[3351].appl,1,40,0
ProvidenciaExampleScenario.node[3803].appl,1,9,0
ProvidenciaExampleScenario.node[3433].appl,1,36,0
ProvidenciaExampleScenario.node[3853].appl,1,2,0
ProvidenciaExampleScenario.node[3727].appl,1,0,0
ProvidenciaExampleScenario.node[2779].appl,1,54,0
ProvidenciaExampleScenario.node[3596].appl,1,26,0
ProvidenciaExampleScenario.node[3497].appl,1,32,0
ProvidenciaExampleScenario.node[3733].appl,1,0,0
ProvidenciaExampleScenario.node[3543].appl,1,0,0
ProvidenciaExampleScenario.node[3548].appl,1,0,0
ProvidenciaExampleScenario.node[3580].appl,1,0,0
ProvidenciaExampleScenario.node[3420].appl,1,0,0
ProvidenciaExampleScenario.node[3494].appl,1,33,0
ProvidenciaExampleScenario.node[3521].appl,1,0,0
ProvidenciaExampleScenario.node[3599].appl,1,17,0
ProvidenciaExampleScenario.node[3544].appl,1,18,0
ProvidenciaExampleScenario.node[2914].appl,1,45,0
ProvidenciaExampleScenario.node[3275].appl,1,38,0
ProvidenciaExampleScenario.node[3584].appl,1,0,0
ProvidenciaExampleScenario.node[3682].appl,1,0,0
ProvidenciaExampleScenario.node[3556].appl,1,0,0
ProvidenciaExampleScenario.node[3662].appl,1,15,0
ProvidenciaExampleScenario.node[3153].appl,1,40,0
ProvidenciaExampleScenario.node[3119].appl,1,42,0
ProvidenciaExampleScenario.node[3765].appl,1,0,0
ProvidenciaExampleScenario.node[3726].appl,1,19,0
ProvidenciaExampleScenario.node[3734].appl,1,18,0
ProvidenciaExampleScenario.node[3342].appl,1,35,0
ProvidenciaExampleScenario.node[3571].appl,1,0,0
ProvidenciaExampleScenario.node[3689].appl,1,15,0
ProvidenciaExampleScenario.node[3653].appl,1,16,0
ProvidenciaExampleScenario.node[3302].appl,1,9,0
ProvidenciaExampleScenario.node[3127].appl,1,40,0
ProvidenciaExampleScenario.node[3586].appl,1,27,0
ProvidenciaExampleScenario.node[3593].appl,1,0,0
ProvidenciaExampleScenario.node[2787].appl,1,27,0
ProvidenciaExampleScenario.node[3203].appl,1,42,0
ProvidenciaExampleScenario.node[3374].appl,1,14,0
ProvidenciaExampleScenario.node[3837].appl,1,13,0
ProvidenciaExampleScenario.node[3162].appl,1,43,0
ProvidenciaExampleScenario.node[3646].appl,1,2,0
ProvidenciaExampleScenario.node[3760].appl,1,0,0
ProvidenciaExampleScenario.node[3558].appl,1,11,0
ProvidenciaExampleScenario.node[3296].appl,1,12,0
ProvidenciaExampleScenario.node[3227].appl,1,42,0
ProvidenciaExampleScenario.node[3411].appl,1,26,0
ProvidenciaExampleScenario.node[3365].appl,1,26,0
ProvidenciaExampleScenario.node[3903].appl,1,0,0
ProvidenciaExampleScenario.node[3239].appl,1,28,0
ProvidenciaExampleScenario.node[3666].appl,1,14,0
ProvidenciaExampleScenario.node[3345].appl,1,10,0
ProvidenciaExampleScenario.node[2966].appl,1,51,0
ProvidenciaExampleScenario.node[3688].appl,1,23,0
ProvidenciaExampleScenario.node[3448].appl,1,2,0
ProvidenciaExampleScenario.node[2909].appl,1,64,0
ProvidenciaExampleScenario.node[3696].appl,1,22,0
ProvidenciaExampleScenario.node[3870].appl,1,1,0
ProvidenciaExampleScenario.node[3622].appl,1,17,0
ProvidenciaExampleScenario.node[3348].appl,1,27,0
ProvidenciaExampleScenario.node[3619].appl,1,16,0
ProvidenciaExampleScenario.node[3800].appl,1,0,0
ProvidenciaExampleScenario.node[3464].appl,1,7,0
ProvidenciaExampleScenario.node[3195].appl,1,48,0
ProvidenciaExampleScenario.node[3226].appl,1,46,0
ProvidenciaExampleScenario.node[3667].appl,1,1,0
ProvidenciaExampleScenario.node[3470].appl,1,2,0
ProvidenciaExampleScenario.node[3791].appl,1,7,0
ProvidenciaExampleScenario.node[3640].appl,1,16,0
ProvidenciaExampleScenario.node[1860].appl,1,66,0
ProvidenciaExampleScenario.node[3595].appl,1,0,0
ProvidenciaExampleScenario.node[3531].appl,1,2,0
ProvidenciaExampleScenario.node[3892].appl,1,4,0
ProvidenciaExampleScenario.node[3757].appl,1,0,0
ProvidenciaExampleScenario.node[3776].appl,1,0,0
ProvidenciaExampleScenario.node[3546].appl,1,0,0
ProvidenciaExampleScenario.node[3785].appl,1,7,0
ProvidenciaExampleScenario.node[3718].appl,1,1,0
ProvidenciaExampleScenario.node[3597].appl,1,17,0
ProvidenciaExampleScenario.node[3498].appl,1,0,0
ProvidenciaExampleScenario.node[3503].appl,1,31,0
ProvidenciaExampleScenario.node[3712].appl,1,0,0
ProvidenciaExampleScenario.node[3644].appl,1,2,0
ProvidenciaExampleScenario.node[3827].appl,1,5,0
ProvidenciaExampleScenario.node[3836].appl,1,4,0
ProvidenciaExampleScenario.node[3632].appl,1,16,0
ProvidenciaExampleScenario.node[3709].appl,1,0,0
ProvidenciaExampleScenario.node[3808].appl,1,0,0
ProvidenciaExampleScenario.node[3633].appl,1,0,0
ProvidenciaExampleScenario.node[3079].appl,1,53,0
ProvidenciaExampleScenario.node[3822].appl,1,2,0
ProvidenciaExampleScenario.node[3932].appl,1,4,0
ProvidenciaExampleScenario.node[3773].appl,1,7,0
ProvidenciaExampleScenario.node[3011].appl,1,36,0
ProvidenciaExampleScenario.node[2919].appl,1,44,0
ProvidenciaExampleScenario.node[3700].appl,1,0,0
ProvidenciaExampleScenario.node[3679].appl,1,1,0
ProvidenciaExampleScenario.node[3767].appl,1,8,0
ProvidenciaExampleScenario.node[2826].appl,1,29,0
ProvidenciaExampleScenario.node[2959].appl,1,41,0
ProvidenciaExampleScenario.node[3759].appl,1,0,0
ProvidenciaExampleScenario.node[3112].appl,1,40,0
ProvidenciaExampleScenario.node[2840].appl,1,39,0
ProvidenciaExampleScenario.node[3490].appl,1,28,0
ProvidenciaExampleScenario.node[3850].appl,1,4,0
ProvidenciaExampleScenario.node[3134].appl,1,40,0
ProvidenciaExampleScenario.node[3720].appl,1,0,0
ProvidenciaExampleScenario.node[3661].appl,1,0,0
ProvidenciaExampleScenario.node[3761].appl,1,3,0
ProvidenciaExampleScenario.node[3862].appl,1,0,0
ProvidenciaExampleScenario.node[3472].appl,1,29,0
ProvidenciaExampleScenario.node[3530].appl,1,9,0
ProvidenciaExampleScenario.node[3828].appl,1,0,0
ProvidenciaExampleScenario.node[3724].appl,1,2,0
ProvidenciaExampleScenario.node[3774].appl,1,2,0
ProvidenciaExampleScenario.node[3739].appl,1,2,0
ProvidenciaExampleScenario.node[3143].appl,1,32,0
ProvidenciaExampleScenario.node[3191].appl,1,30,0
ProvidenciaExampleScenario.node[3806].appl,1,2,0
ProvidenciaExampleScenario.node[3563].appl,1,28,0
ProvidenciaExampleScenario.node[3554].appl,1,9,0
ProvidenciaExampleScenario.node[3887].appl,1,4,0
ProvidenciaExampleScenario.node[3879].appl,1,4,0
ProvidenciaExampleScenario.node[3736].appl,1,2,0
ProvidenciaExampleScenario.node[3610].appl,1,30,0
ProvidenciaExampleScenario.node[2893].appl,1,50,0
ProvidenciaExampleScenario.node[3902].appl,1,3,0
ProvidenciaExampleScenario.node[3855].appl,1,16,0
ProvidenciaExampleScenario.node[3686].appl,1,23,0
ProvidenciaExampleScenario.node[3893].appl,1,3,0
ProvidenciaExampleScenario.node[3866].appl,1,0,0
ProvidenciaExampleScenario.node[3276].appl,1,18,0
ProvidenciaExampleScenario.node[3937].appl,1,4,0
ProvidenciaExampleScenario.node[3690].appl,1,20,0
ProvidenciaExampleScenario.node[3923].appl,1,3,0
ProvidenciaExampleScenario.node[3943].appl,1,0,0
ProvidenciaExampleScenario.node[3694].appl,1,23,0
ProvidenciaExampleScenario.node[3869].appl,1,0,0
ProvidenciaExampleScenario.node[3960].appl,1,4,0
ProvidenciaExampleScenario.node[3947].appl,1,3,0
ProvidenciaExampleScenario.node[3388].appl,1,11,0
ProvidenciaExampleScenario.node[3504].appl,1,32,0
ProvidenciaExampleScenario.node[3511].appl,1,32,0
ProvidenciaExampleScenario.node[3459].appl,1,11,0
ProvidenciaExampleScenario.node[3692].appl,1,28,0
ProvidenciaExampleScenario.node[3034].appl,1,33,0
ProvidenciaExampleScenario.node[3964].appl,1,0,0
ProvidenciaExampleScenario.node[3608].appl,1,0,0
ProvidenciaExampleScenario.node[3514].appl,1,32,0
ProvidenciaExampleScenario.node[3629].appl,1,25,0
ProvidenciaExampleScenario.node[3489].appl,1,34,0
ProvidenciaExampleScenario.node[3968].appl,1,0,0
ProvidenciaExampleScenario.node[3798].appl,1,22,0
ProvidenciaExampleScenario.node[3676].appl,1,22,0
ProvidenciaExampleScenario.node[4077].appl,1,6,0
ProvidenciaExampleScenario.node[2946].appl,1,51,0
ProvidenciaExampleScenario.node[3685].appl,1,23,0
ProvidenciaExampleScenario.node[4002].appl,1,2,0
ProvidenciaExampleScenario.node[3392].appl,1,27,0
ProvidenciaExampleScenario.node[3156].appl,1,32,0
ProvidenciaExampleScenario.node[3010].appl,1,51,0
ProvidenciaExampleScenario.node[3618].appl,1,27,0
ProvidenciaExampleScenario.node[3423].appl,1,38,0
ProvidenciaExampleScenario.node[2911].appl,1,53,0
ProvidenciaExampleScenario.node[3636].appl,1,25,0
ProvidenciaExampleScenario.node[3751].appl,1,18,0
ProvidenciaExampleScenario.node[4024].appl,1,3,0
ProvidenciaExampleScenario.node[3885].appl,1,17,0
ProvidenciaExampleScenario.node[3485].appl,1,26,0
ProvidenciaExampleScenario.node[3770].appl,1,17,0
ProvidenciaExampleScenario.node[4040].appl,1,3,0
ProvidenciaExampleScenario.node[3063].appl,1,34,0
ProvidenciaExampleScenario.node[3251].appl,1,32,0
ProvidenciaExampleScenario.node[3939].appl,1,16,0
ProvidenciaExampleScenario.node[4111].appl,1,5,0
ProvidenciaExampleScenario.node[3269].appl,1,34,0
ProvidenciaExampleScenario.node[3802].appl,1,24,0
ProvidenciaExampleScenario.node[3768].appl,1,19,0
ProvidenciaExampleScenario.node[3407].appl,1,28,0
ProvidenciaExampleScenario.node[2939].appl,1,52,0
ProvidenciaExampleScenario.node[4033].appl,1,2,0
ProvidenciaExampleScenario.node[2381].appl,1,72,0
ProvidenciaExampleScenario.node[2994].appl,1,39,0
ProvidenciaExampleScenario.node[3755].appl,1,23,0
ProvidenciaExampleScenario.node[3713].appl,1,23,0
ProvidenciaExampleScenario.node[3835].appl,1,21,0
ProvidenciaExampleScenario.node[4052].appl,1,2,0
ProvidenciaExampleScenario.node[3401].appl,1,33,0
ProvidenciaExampleScenario.node[3971].appl,1,11,0
ProvidenciaExampleScenario.node[3657].appl,1,25,0
ProvidenciaExampleScenario.node[3042].appl,1,41,0
ProvidenciaExampleScenario.node[3832].appl,1,22,0
ProvidenciaExampleScenario.node[3566].appl,1,19,0
ProvidenciaExampleScenario.node[4001].appl,1,0,0
ProvidenciaExampleScenario.node[3830].appl,1,0,0
ProvidenciaExampleScenario.node[3651].appl,1,26,0
ProvidenciaExampleScenario.node[2971].appl,1,51,0
ProvidenciaExampleScenario.node[3984].appl,1,14,0
ProvidenciaExampleScenario.node[4076].appl,1,0,0
ProvidenciaExampleScenario.node[3071].appl,1,40,0
ProvidenciaExampleScenario.node[4015].appl,1,0,0
ProvidenciaExampleScenario.node[4062].appl,1,2,0
ProvidenciaExampleScenario.node[3360].appl,1,0,0
ProvidenciaExampleScenario.node[3397].appl,1,0,0
ProvidenciaExampleScenario.node[3752].appl,1,2,0
ProvidenciaExampleScenario.node[4031].appl,1,0,0
ProvidenciaExampleScenario.node[3627].appl,1,0,0
ProvidenciaExampleScenario.node[3705].appl,1,0,0
ProvidenciaExampleScenario.node[3794].appl,1,1,0
ProvidenciaExampleScenario.node[3285].appl,1,0,0
ProvidenciaExampleScenario.node[4087].appl,1,2,0
ProvidenciaExampleScenario.node[3267].appl,1,34,0
ProvidenciaExampleScenario.node[4088].appl,1,3,0
ProvidenciaExampleScenario.node[4036].appl,1,0,0
ProvidenciaExampleScenario.node[4059].appl,1,12,0
ProvidenciaExampleScenario.node[3799].appl,1,2,0
ProvidenciaExampleScenario.node[3990].appl,1,0,0
ProvidenciaExampleScenario.node[2785].appl,1,56,0
ProvidenciaExampleScenario.node[3819].appl,1,19,0
ProvidenciaExampleScenario.node[4106].appl,1,3,0
ProvidenciaExampleScenario.node[3754].appl,1,1,0
ProvidenciaExampleScenario.node[4135].appl,1,0,0
ProvidenciaExampleScenario.node[3815].appl,1,19,0
ProvidenciaExampleScenario.node[3454].appl,1,1,0
ProvidenciaExampleScenario.node[3000].appl,1,40,0
ProvidenciaExampleScenario.node[3482].appl,1,2,0
ProvidenciaExampleScenario.node[4108].appl,1,3,0
ProvidenciaExampleScenario.node[3574].appl,1,27,0
ProvidenciaExampleScenario.node[3559].appl,1,16,0
ProvidenciaExampleScenario.node[3430].appl,1,2,0
ProvidenciaExampleScenario.node[3583].appl,1,2,0
ProvidenciaExampleScenario.node[4119].appl,1,2,0
ProvidenciaExampleScenario.node[4016].appl,1,2,0
ProvidenciaExampleScenario.node[3060].appl,1,70,0
ProvidenciaExampleScenario.node[3793].appl,1,2,0
ProvidenciaExampleScenario.node[3911].appl,1,1,0
ProvidenciaExampleScenario.node[3005].appl,1,40,0
ProvidenciaExampleScenario.node[3681].appl,1,30,0
ProvidenciaExampleScenario.node[3181].appl,1,52,0
ProvidenciaExampleScenario.node[3669].appl,1,0,0
ProvidenciaExampleScenario.node[3350].appl,1,37,0
ProvidenciaExampleScenario.node[4043].appl,1,2,0
ProvidenciaExampleScenario.node[3429].appl,1,36,0
ProvidenciaExampleScenario.node[3469].appl,1,34,0
ProvidenciaExampleScenario.node[3749].appl,1,0,0
ProvidenciaExampleScenario.node[3704].appl,1,0,0
ProvidenciaExampleScenario.node[3861].appl,1,2,0
ProvidenciaExampleScenario.node[3926].appl,1,14,0
ProvidenciaExampleScenario.node[3877].appl,1,17,0
ProvidenciaExampleScenario.node[3283].appl,1,46,0
ProvidenciaExampleScenario.node[3317].appl,1,37,0
ProvidenciaExampleScenario.node[3375].appl,1,36,0
ProvidenciaExampleScenario.node[3762].appl,1,19,0
ProvidenciaExampleScenario.node[3848].appl,1,7,0
ProvidenciaExampleScenario.node[3801].appl,1,0,0
ProvidenciaExampleScenario.node[3950].appl,1,11,0
ProvidenciaExampleScenario.node[3055].appl,1,54,0
ProvidenciaExampleScenario.node[3569].appl,1,27,0
ProvidenciaExampleScenario.node[4021].appl,1,17,0
ProvidenciaExampleScenario.node[3917].appl,1,2,0
ProvidenciaExampleScenario.node[3581].appl,1,27,0
ProvidenciaExampleScenario.node[3007].appl,1,40,0
ProvidenciaExampleScenario.node[4025].appl,1,6,0
ProvidenciaExampleScenario.node[2918].appl,1,47,0
ProvidenciaExampleScenario.node[3831].appl,1,2,0
ProvidenciaExampleScenario.node[3845].appl,1,3,0
ProvidenciaExampleScenario.node[3493].appl,1,43,0
ProvidenciaExampleScenario.node[3299].appl,1,47,0
ProvidenciaExampleScenario.node[3139].appl,1,41,0
ProvidenciaExampleScenario.node[3715].appl,1,20,0
ProvidenciaExampleScenario.node[4048].appl,1,3,0
ProvidenciaExampleScenario.node[3859].appl,1,2,0
ProvidenciaExampleScenario.node[3810].appl,1,0,0
ProvidenciaExampleScenario.node[3141].appl,1,52,0
ProvidenciaExampleScenario.node[4214].appl,1,0,0
ProvidenciaExampleScenario.node[3864].appl,1,2,0
ProvidenciaExampleScenario.node[4107].appl,1,2,0
ProvidenciaExampleScenario.node[3349].appl,1,43,0
ProvidenciaExampleScenario.node[3868].appl,1,3,0
ProvidenciaExampleScenario.node[3936].appl,1,3,0
ProvidenciaExampleScenario.node[4142].appl,1,0,0
ProvidenciaExampleScenario.node[3373].appl,1,38,0
ProvidenciaExampleScenario.node[3078].appl,1,48,0
ProvidenciaExampleScenario.node[3468].appl,1,27,0
ProvidenciaExampleScenario.node[3542].appl,1,24,0
ProvidenciaExampleScenario.node[4103].appl,1,3,0
ProvidenciaExampleScenario.node[4012].appl,1,2,0
ProvidenciaExampleScenario.node[3281].appl,1,31,0
ProvidenciaExampleScenario.node[3133].appl,1,31,0
ProvidenciaExampleScenario.node[2991].appl,1,43,0
ProvidenciaExampleScenario.node[3914].appl,1,2,0
ProvidenciaExampleScenario.node[4020].appl,1,1,0
ProvidenciaExampleScenario.node[4139].appl,1,2,0
ProvidenciaExampleScenario.node[3766].appl,1,28,0
ProvidenciaExampleScenario.node[3945].appl,1,2,0
ProvidenciaExampleScenario.node[3946].appl,1,1,0
ProvidenciaExampleScenario.node[4022].appl,1,3,0
ProvidenciaExampleScenario.node[3355].appl,1,37,0
ProvidenciaExampleScenario.node[3526].appl,1,27,0
ProvidenciaExampleScenario.node[4023].appl,1,2,0
ProvidenciaExampleScenario.node[4122].appl,1,2,0
ProvidenciaExampleScenario.node[3821].appl,1,0,0
ProvidenciaExampleScenario.node[3823].appl,1,2,0
ProvidenciaExampleScenario.node[3985].appl,1,2,0
ProvidenciaExampleScenario.node[3907].appl,1,0,0
ProvidenciaExampleScenario.node[3839].appl,1,3,0
ProvidenciaExampleScenario.node[3965].appl,1,0,0
ProvidenciaExampleScenario.node[3587].appl,1,41,0
ProvidenciaExampleScenario.node[3993].appl,1,2,0
ProvidenciaExampleScenario.node[3894].appl,1,0,0
ProvidenciaExampleScenario.node[3995].appl,1,0,0
ProvidenciaExampleScenario.node[3931].appl,1,3,0
ProvidenciaExampleScenario.node[4038].appl,1,2,0
ProvidenciaExampleScenario.node[4058].appl,1,2,0
ProvidenciaExampleScenario.node[4035].appl,1,0,0
ProvidenciaExampleScenario.node[3999].appl,1,0,0
ProvidenciaExampleScenario.node[4138].appl,1,0,0
ProvidenciaExampleScenario.node[3441].appl,1,45,0
ProvidenciaExampleScenario.node[3471].appl,1,49,0
ProvidenciaExampleScenario.node[3790].appl,1,22,0
ProvidenciaExampleScenario.node[4084].appl,1,2,0
ProvidenciaExampleScenario.node[3843].appl,1,0,0
ProvidenciaExampleScenario.node[3208].appl,1,38,0
ProvidenciaExampleScenario.node[4115].appl,1,0,0
ProvidenciaExampleScenario.node[3795].appl,1,0,0
ProvidenciaExampleScenario.node[3989].appl,1,0,0
ProvidenciaExampleScenario.node[4089].appl,1,0,0
ProvidenciaExampleScenario.node[3933].appl,1,0,0
ProvidenciaExampleScenario.node[4215].appl,1,0,0
ProvidenciaExampleScenario.node[3816].appl,1,20,0
ProvidenciaExampleScenario.node[4078].appl,1,0,0
ProvidenciaExampleScenario.node[3818].appl,1,35,0
ProvidenciaExampleScenario.node[3873].appl,1,3,0
ProvidenciaExampleScenario.node[4125].appl,1,3,0
ProvidenciaExampleScenario.node[4197].appl,1,0,0
ProvidenciaExampleScenario.node[4074].appl,1,0,0
ProvidenciaExampleScenario.node[4095].appl,1,0,0
ProvidenciaExampleScenario.node[3888].appl,1,0,0
ProvidenciaExampleScenario.node[4147].appl,1,2,0
ProvidenciaExampleScenario.node[3874].appl,1,0,0
ProvidenciaExampleScenario.node[4141].appl,1,0,0
ProvidenciaExampleScenario.node[4034].appl,1,0,0
ProvidenciaExampleScenario.node[3812].appl,1,35,0
ProvidenciaExampleScenario.node[4154].appl,1,2,0
ProvidenciaExampleScenario.node[3764].appl,1,22,0
ProvidenciaExampleScenario.node[4270].appl,1,0,0
ProvidenciaExampleScenario.node[3860].appl,1,0,0
ProvidenciaExampleScenario.node[3970].appl,1,26,0
ProvidenciaExampleScenario.node[4276].appl,1,0,0
ProvidenciaExampleScenario.node[3957].appl,1,28,0
ProvidenciaExampleScenario.node[3906].appl,1,0,0
ProvidenciaExampleScenario.node[4224].appl,1,2,0
ProvidenciaExampleScenario.node[3959].appl,1,28,0
ProvidenciaExampleScenario.node[4191].appl,1,0,0
ProvidenciaExampleScenario.node[3929].appl,1,0,0
ProvidenciaExampleScenario.node[4070].appl,1,21,0
ProvidenciaExampleScenario.node[3634].appl,1,30,0
ProvidenciaExampleScenario.node[3797].appl,1,1,0
ProvidenciaExampleScenario.node[3395].appl,1,26,0
ProvidenciaExampleScenario.node[3883].appl,1,31,0
ProvidenciaExampleScenario.node[3416].appl,1,45,0
ProvidenciaExampleScenario.node[4182].appl,1,0,0
ProvidenciaExampleScenario.node[3446].appl,1,49,0
ProvidenciaExampleScenario.node[3641].appl,1,31,0
ProvidenciaExampleScenario.node[3846].appl,1,35,0
ProvidenciaExampleScenario.node[3145].appl,1,37,0
ProvidenciaExampleScenario.node[3780].appl,1,32,0
ProvidenciaExampleScenario.node[3954].appl,1,29,0
ProvidenciaExampleScenario.node[3871].appl,1,33,0
ProvidenciaExampleScenario.node[3811].appl,1,2,0
ProvidenciaExampleScenario.node[3576].appl,1,46,0
ProvidenciaExampleScenario.node[3547].appl,1,31,0
ProvidenciaExampleScenario.node[4185].appl,1,0,0
ProvidenciaExampleScenario.node[3452].appl,1,41,0
ProvidenciaExampleScenario.node[4047].appl,1,23,0
ProvidenciaExampleScenario.node[4148].appl,1,0,0
ProvidenciaExampleScenario.node[3863].appl,1,1,0
ProvidenciaExampleScenario.node[3390].appl,1,50,0
ProvidenciaExampleScenario.node[3852].appl,1,0,0
ProvidenciaExampleScenario.node[3615].appl,1,22,0
ProvidenciaExampleScenario.node[3578].appl,1,0,0
ProvidenciaExampleScenario.node[4063].appl,1,0,0
ProvidenciaExampleScenario.node[4026].appl,1,0,0
ProvidenciaExampleScenario.node[3699].appl,1,16,0
ProvidenciaExampleScenario.node[3784].appl,1,26,0
ProvidenciaExampleScenario.node[4229].appl,1,1,0
ProvidenciaExampleScenario.node[3421].appl,1,50,0
ProvidenciaExampleScenario.node[3842].appl,1,36,0
ProvidenciaExampleScenario.node[4079].appl,1,0,0
ProvidenciaExampleScenario.node[4170].appl,1,0,0
ProvidenciaExampleScenario.node[4109].appl,1,0,0
ProvidenciaExampleScenario.node[3974].appl,1,0,0
ProvidenciaExampleScenario.node[3235].appl,1,38,0
ProvidenciaExampleScenario.node[3882].appl,1,15,0
ProvidenciaExampleScenario.node[4246].appl,1,0,0
ProvidenciaExampleScenario.node[4114].appl,1,20,0
ProvidenciaExampleScenario.node[3940].appl,1,18,0
ProvidenciaExampleScenario.node[3778].appl,1,13,0
ProvidenciaExampleScenario.node[4055].appl,1,0,0
ProvidenciaExampleScenario.node[4222].appl,1,2,0
ProvidenciaExampleScenario.node[3607].appl,1,24,0
ProvidenciaExampleScenario.node[3938].appl,1,31,0
ProvidenciaExampleScenario.node[3621].appl,1,28,0
ProvidenciaExampleScenario.node[4156].appl,1,18,0
ProvidenciaExampleScenario.node[3551].appl,1,43,0
ProvidenciaExampleScenario.node[3592].appl,1,28,0
ProvidenciaExampleScenario.node[3928].appl,1,32,0
ProvidenciaExampleScenario.node[4263].appl,1,0,0
ProvidenciaExampleScenario.node[3777].appl,1,11,0
ProvidenciaExampleScenario.node[4261].appl,1,0,0
ProvidenciaExampleScenario.node[3809].appl,1,28,0
ProvidenciaExampleScenario.node[4041].appl,1,18,0
ProvidenciaExampleScenario.node[3502].appl,1,29,0
ProvidenciaExampleScenario.node[3930].appl,1,32,0
ProvidenciaExampleScenario.node[3796].appl,1,2,0
ProvidenciaExampleScenario.node[3515].appl,1,43,0
ProvidenciaExampleScenario.node[4281].appl,1,0,0
ProvidenciaExampleScenario.node[4091].appl,1,13,0
ProvidenciaExampleScenario.node[3631].appl,1,27,0
ProvidenciaExampleScenario.node[4049].appl,1,14,0
ProvidenciaExampleScenario.node[4065].appl,1,25,0
ProvidenciaExampleScenario.node[4341].appl,1,0,0
ProvidenciaExampleScenario.node[4117].appl,1,0,0
ProvidenciaExampleScenario.node[3659].appl,1,29,0
ProvidenciaExampleScenario.node[3717].appl,1,2,0
ProvidenciaExampleScenario.node[4198].appl,1,0,0
ProvidenciaExampleScenario.node[4160].appl,1,19,0
ProvidenciaExampleScenario.node[4094].appl,1,13,0
ProvidenciaExampleScenario.node[4057].appl,1,15,0
ProvidenciaExampleScenario.node[4118].appl,1,11,0
ProvidenciaExampleScenario.node[3829].appl,1,26,0
ProvidenciaExampleScenario.node[4067].appl,1,2,0
ProvidenciaExampleScenario.node[4158].appl,1,0,0
ProvidenciaExampleScenario.node[3895].appl,1,26,0
ProvidenciaExampleScenario.node[4101].appl,1,1,0
ProvidenciaExampleScenario.node[4244].appl,1,5,0
ProvidenciaExampleScenario.node[4064].appl,1,15,0
ProvidenciaExampleScenario.node[3934].appl,1,6,0
ProvidenciaExampleScenario.node[3858].appl,1,0,0
ProvidenciaExampleScenario.node[4285].appl,1,13,0
ProvidenciaExampleScenario.node[4283].appl,1,3,0
ProvidenciaExampleScenario.node[3890].appl,1,0,0
ProvidenciaExampleScenario.node[3649].appl,1,38,0
ProvidenciaExampleScenario.node[3343].appl,1,49,0
ProvidenciaExampleScenario.node[4009].appl,1,28,0
ProvidenciaExampleScenario.node[4307].appl,1,0,0
ProvidenciaExampleScenario.node[4277].appl,1,15,0
