time,RSUExampleScenario.node[5288].veinsmobility.speed
27806.5,0.809263
27807,1.30926
27807.5,1.59337
27808,1.55769
27808.5,1.62522
27809,1.86467
27809.5,2.23389
27810,2.67237
27810.5,3.15864
27811,3.67121
27811.5,4.17749
27812,4.64693
27812.5,4.06895
27813,3.78738
27813.5,3.61274
27814,3.42276
27814.5,3.19437
27815,3.07961
27815.5,2.87603
27816,2.61026
27816.5,0.906896
27817,0
27817.5,0
27818,0
27818.5,0
27819,0
27819.5,0
27820,0
27820.5,0
27821,0
27821.5,0
27822,0.595247
27822.5,1.04544
27823,1.52831
27823.5,1.98658
27824,2.86816
27824.5,0.811574
27825,0
27825.5,0
27826,0
27826.5,0.598282
27827,1.21087
27827.5,1.28627
27828,0.944821
27828.5,0
27829,0
27829.5,0.0837892
27830,0.169385
27830.5,0.75498
27831,0
27831.5,0.841728
27832,0.8888
27832.5,0
27833,0.0782731
27833.5,0.155503
27834,0.232811
27834.5,0.810119
27835,0
27835.5,0.0750612
27836,0.150144
27836.5,0.225225
27837,0.299935
27837.5,0.874645
27838,0.904907
27838.5,0.961339
27839,1.01059
27839.5,1.05054
27840,0.746342
27840.5,0
27841,0.0462288
27841.5,0.309005
27842,0.358541
27842.5,0.644093
27843,0.66933
27843.5,0
27844,0.0399571
27844.5,0.0796974
27845,0.123247
27845.5,0.1597
27846,0.187117
27846.5,0
27847,0.285612
27847.5,0
27848,0.0448124
27848.5,0.0885638
27849,0.131577
27849.5,0.175682
27850,0.220787
27850.5,0.266921
27851,0.314117
27851.5,0.364932
27852,0.729159
27852.5,0
27853,0.0549757
27853.5,0.111024
27854,0.165899
27854.5,0.22051
27855,0.265329
27855.5,0.309381
27856,0.694396
27856.5,0
27857,0.0605468
27857.5,0.125396
27858,0.18897
27858.5,0.24501
27859,0.297421
27859.5,0.334808
27860,0.370171
27860.5,0
27861,0.393197
27861.5,0
27862,0.578131
27862.5,0
27863,0.0858276
27863.5,0.173207
27864,0.760586
27864.5,1.84796
27865,1.71387
27865.5,1.79831
27866,2.1902
27866.5,2.28605
27867,1.52157
27867.5,1.52157
27868,0.909473
27868.5,0
27869,0.0468708
27869.5,0.322197
27870,0.359326
27870.5,0.398313
27871,0.439124
27871.5,0
27872,0.0500535
27872.5,0.101835
27873,0.444058
27873.5,0.482612
27874,0.54111
27874.5,0.600044
27875,0.659088
27875.5,0.718707
27876,1.01364
27876.5,1.31905
27877,1.39125
27877.5,1.46009
27878,1.51948
27878.5,1.55839
27879,0.625423
27879.5,0
27880,0.0326218
27880.5,0.299565
27881,0
27881.5,0.325615
27882,0
27882.5,0.446233
27883,0
27883.5,0.0459311
27884,0.0926592
27884.5,0.140544
27885,0.189468
27885.5,0.23935
27886,0.290258
27886.5,0
27887,0.0472298
27887.5,0.0943865
27888,0.139489
27888.5,0.397484
27889,0.428044
27889.5,0.457776
27890,0.487479
27890.5,0.516934
27891,0
27891.5,0.548759
27892,0
27892.5,0.0639716
27893,0.12651
27893.5,0.18484
27894,0.245598
27894.5,0.312541
27895,0.784556
27895.5,0.819017
27896,0
27896.5,0.0665781
27897,0.131706
27897.5,0.192563
27898,0.254
27898.5,0.315077
27899,0.349287
27899.5,0.406265
27900,0.455594
