time,RSUExampleScenario.node[3317].veinsmobility.speed
27484,5.03581
27484.5,2.78581
27485,2.78581
27485.5,1.85676
27486,1.85676
27486.5,2.35676
27487,2.45584
27487.5,2.75621
27488,2.6441
27488.5,3.032
27489,3.91989
27489.5,5.16989
27490,5.28669
27490.5,5.90348
27491,6.40348
27491.5,5.3079
27492,4.19346
27492.5,2.80375
27493,2.80375
27493.5,0.838498
27494,0.662728
27494.5,0.552926
27495,0.469055
27495.5,0.38584
27496,0.185569
27496.5,0.134511
27497,0.609318
27497.5,0.812868
27498,1.29846
27498.5,1.38156
27499,1.82401
27499.5,2.18727
27500,3.05053
27500.5,4.30053
27501,5.55053
27501.5,6.80053
27502,8.05053
27502.5,9.30053
27503,10.5505
27503.5,10.3537
27504,10.4869
27504.5,10.6122
27505,10.7218
27505.5,10.8085
27506,10.8674
27506.5,10.7459
27507,10.5059
27507.5,10.1983
27508,9.89605
27508.5,9.56845
27509,9.23921
27509.5,9.40997
27510,10.0807
27510.5,11.2515
27511,10.6893
27511.5,10.3875
27512,10.5857
27512.5,0
27513,1
27513.5,2.25
27514,3.5
27514.5,4.75
27515,2.5
27515.5,0.25
27516,0.25
27516.5,0.75
27517,1.75
27517.5,3
27518,4.25
27518.5,5.5
27519,6.75
27519.5,8
27520,9.25
27520.5,9.57816
27521,10.4063
27521.5,11.6563
27522,11.4842
27522.5,11.4732
27523,11.5706
27523.5,11.7088
27524,12.3471
27524.5,13.4854
27525,13.6035
27525.5,13.7117
27526,13.8058
27526.5,13.8937
27527,13.9982
27527.5,14.0877
27528,14.1484
27528.5,11.8984
27529,11.8984
27529.5,12.0336
27530,9.78363
27530.5,7.53363
27531,7.53363
27531.5,6.3229
27532,5.33651
27532.5,4.72273
27533,4.3621
27533.5,4.024
27534,3.78907
27534.5,4.05414
27535,4.81921
27535.5,6.06921
27536,6.0952
27536.5,6.15414
27537,6.14752
27537.5,6.11589
27538,5.08427
27538.5,4.27248
27539,4.27248
27539.5,3.52564
27540,2.93798
27540.5,2.93798
27541,2.33807
27541.5,1.86838
27542,1.50488
27542.5,1.24815
27543,1.06781
27543.5,0.944037
27544,0
27544.5,0.0654697
27545,0.131761
27545.5,0.193299
27546,0.248909
27546.5,0.304151
27547,0.359034
27547.5,0
27548,0.0652345
27548.5,0.604069
27549,0
27549.5,0.540701
27550,0
27550.5,0.613268
27551,0
27551.5,0.064805
27552,0.12927
27552.5,0.193974
27553,0.258659
27553.5,0.322983
27554,0.386771
27554.5,0
27555,0.0623328
27555.5,0.124406
27556,0.186894
27556.5,0.249569
27557,0.312118
27557.5,0.374366
27558,0
27558.5,0.0603144
27559,0.12041
27559.5,0.180988
27560,0.241828
27560.5,0.302622
27561,0.363026
27561.5,0
27562,0.0581064
27562.5,0.11566
27563,0.17414
27563.5,0.232942
27564,0.29166
27564.5,0.320968
27565,0
27565.5,0.0560406
27566,0.111486
27566.5,0.167619
27567,0.223832
27567.5,0.262116
27568,0.293027
27568.5,0
27569,0.0537271
27569.5,0.10685
27570,0.160528
27570.5,0.205043
27571,0.243186
27571.5,0.271314
27572,0
27572.5,0.0490878
27573,0.0984375
27573.5,0.145696
27574,0.18885
27574.5,0.223932
27575,0
27575.5,0.253495
27576,0
27576.5,0.383753
27577,0
27577.5,0.45637
27578,0
27578.5,0.444837
27579,0
27579.5,0.566754
27580,0.97831
27580.5,1.05167
27581,1.45719
27581.5,1.49631
27582,1.55679
27582.5,1.8187
27583,2.14662
27583.5,2.56189
27584,3.08248
27584.5,3.74297
27585,4.635
27585.5,5.64722
27586,6.7468
27586.5,7.94439
27587,9.19439
27587.5,10.4421
27588,11.4029
27588.5,11.5368
27589,11.6701
27589.5,11.7745
27590,11.7065
27590.5,11.4075
27591,10.1086
27591.5,9
27592,9
27592.5,9
27593,9
27593.5,9
27594,9
27594.5,9
27595,9
27595.5,9.5
27596,10.5
27596.5,11.75
27597,13
27597.5,14.25
27598,15.5
27598.5,15.6292
27599,15.5808
27599.5,15.5566
27600,15.5445
27600.5,15.7385
27601,15.6354
27601.5,15.5839
27602,15.5582
27602.5,15.5453
27603,15.5388
27603.5,15.5356
27604,15.534
27604.5,15.5332
27605,15.5328
27605.5,15.5326
27606,15.5325
27606.5,15.5325
27607,15.5324
27607.5,13.2824
27608,11.0324
27608.5,11.0324
27609,11.5324
27609.5,12.5324
27610,13.7824
27610.5,15.0324
27611,16.2824
27611.5,16.0324
27612,15.7824
27612.5,15.6574
27613,15.5949
27613.5,15.5637
27614,15.548
27614.5,15.5402
27615,15.5363
27615.5,15.5344
27616,15.5334
27616.5,15.5329
27617,15.5327
27617.5,15.5325
27618,15.5325
27618.5,15.5324
27619,15.5324
27619.5,15.5324
27620,15.5324
27620.5,15.5324
27621,15.5324
27621.5,15.5324
27622,16.0324
27622.5,15.7824
27623,15.6574
27623.5,15.5949
27624,15.5637
27624.5,15.548
27625,15.5402
27625.5,15.5363
27626,15.5344
27626.5,15.5334
27627,15.5329
27627.5,15.5327
27628,15.5325
27628.5,15.5325
27629,15.5324
