time,RSUExampleScenario.node[45].veinsmobility.speed
27008.5,6.9
27009,8.15
27009.5,9.4
27010,10.85
27010.5,12.1
27011,13.35
27011.5,14.6
27012,15.85
27012.5,15.6
27013,15.4601
27013.5,15.3902
27014,15.3552
27014.5,15.3377
27015,15.329
27015.5,15.2688
27016,15.035
27016.5,14.5936
27017,13.9267
27017.5,13.0276
27018,11.8884
27018.5,10.5864
27019,10.5864
27019.5,10.6269
27020,10.5171
27020.5,10.405
27021,10.2782
27021.5,10.6515
27022,11.5247
27022.5,12.7747
27023,12.5068
27023.5,12.4157
27024,12.4396
27024.5,12.5173
27025,11
27025.5,11
27026,11
27026.5,11
27027,11
27027.5,11
27028,11
27028.5,11
27029,11
27029.5,11
27030,11
27030.5,11
27031,11
27031.5,11
27032,11.5
27032.5,12.5
27033,13.75
27033.5,15
27034,15.1402
27034.5,15.2783
27035,15.4138
27035.5,15.367
27036,15.3436
27036.5,15.3319
27037,15.3261
27037.5,15.3231
27038,15.3217
27038.5,15.3209
27039,15.3206
27039.5,15.3204
27040,15.3203
27040.5,15.3203
27041,15.3202
27041.5,15.3202
27042,15.3202
27042.5,15.5202
27043,15.4202
27043.5,15.1656
27044,14.6492
27044.5,13.798
27045,12.528
27045.5,10.6943
27046,9.14902
27046.5,7.84298
27047,6.73595
27047.5,5.79481
27048,4.99225
27048.5,4.30564
27049,3.71621
27049.5,3.20831
27050,2.76889
27050.5,2.38703
27051,2.05361
27051.5,1.76102
27052,1.50298
27052.5,1.27434
27053,1.071
27053.5,0.889862
27054,0
27054.5,0.063416
27055,0.32509
27055.5,0.35537
27056,0
27056.5,0.0578349
27057,0.113954
27057.5,0.164892
27058,0.20735
27058.5,0.238512
27059,0
27059.5,0.0455907
27060,0.0895997
27060.5,0.12884
27061,0.12469
27061.5,0.120804
27062,0.117155
27062.5,0.418758
27063,1.09827
27063.5,2.06302
27064,3.1704
27064.5,4.34909
27065,0
27065.5,1
27066,0.124718
27066.5,0.124718
27067,0.624718
27067.5,1.62472
27068,2.87472
27068.5,4.12472
27069,5.37472
27069.5,6.62472
27070,7.87472
27070.5,9.12472
27071,10.3747
27071.5,11
27072,11
27072.5,11
27073,11
27073.5,11
27074,11
27074.5,11
27075,11
27075.5,11
27076,11.5
27076.5,12.5
27077,13.75
27077.5,15
27078,15.1445
27078.5,15.2881
27079,15.4303
27079.5,15.3753
27080,15.3477
27080.5,15.534
27081,15.4271
27081.5,15.3737
27082,15.3469
27082.5,15.3336
27083,15.3269
27083.5,15.3236
27084,15.3219
27084.5,15.3211
27085,15.3206
27085.5,15.3204
27086,15.3203
27086.5,15.3203
27087,15.3202
27087.5,15.3202
27088,15.3202
27088.5,15.3202
27089,15.3202
27089.5,15.3202
27090,15.3202
27090.5,15.8202
27091,15.5702
27091.5,15.4452
27092,15.3827
27092.5,15.3515
27093,15.3358
27093.5,15.328
27094,15.3241
27094.5,15.3222
27095,15.3212
27095.5,15.3207
27096,15.3205
27096.5,15.3203
27097,15.3203
27097.5,15.3202
27098,15.3202
27098.5,15.3202
27099,15.3202
27099.5,15.3202
27100,15.3202
27100.5,15.3202
27101,15.8202
