time,ProvidenciaExampleScenario.node[2398].veinsmobility.speed
27352.5,5.4
27353,5.9
27353.5,6.4
27354,6.9
27354.5,6.33008
27355,5.80955
27355.5,5.33032
27356,4.90435
27356.5,4.97837
27357,5.55239
27357.5,6.62641
27358,5.64763
27358.5,4.55765
27359,3.63171
27359.5,2.98378
27360,2.98378
27360.5,2.23661
27361,1.69786
27361.5,1.38762
27362,1.18411
27362.5,1.05377
27363,0.974968
27363.5,0
27364,0.0654998
27364.5,0.134577
27365,0.199144
27365.5,0.267394
27366,0.335852
27366.5,0.372387
27367,0.398903
27367.5,0.42984
27368,0
27368.5,0.477758
27369,0.52439
27369.5,0.572547
27370,0.622231
27370.5,0.957988
27371,1.24195
27371.5,1.2941
27372,1.34568
27372.5,1.39465
27373,1.37254
27373.5,1.4858
27374,1.68199
27374.5,1.85155
27375,2.0494
27375.5,1.02442
27376,1.02442
27376.5,0.918397
27377,0
27377.5,0.758969
27378,1.38663
27378.5,2.51429
27379,3.76429
27379.5,5.01429
27380,6.26429
27380.5,7.51429
27381,8.76429
27381.5,8.90374
27382,9.54319
27382.5,10.6826
27383,11.9326
27383.5,12.0431
27384,11.8632
27384.5,10.6834
27385,8.81931
27385.5,8.81931
27386,6.62796
27386.5,6.62796
27387,5.10947
27387.5,5.10947
27388,5.60947
27388.5,5.58089
27389,5.83211
27389.5,6.58272
27390,6.95803
27390.5,7.77068
27391,8.80201
27391.5,9.94267
27392,10.6889
27392.5,11.0196
27393,11.3124
27393.5,11.5861
27394,12.2933
27394.5,13.0015
27395,13.1215
27395.5,10.8715
27396,8.62152
27396.5,0
27397,1
27397.5,2.25
27398,3.5
27398.5,4.75
27399,6
27399.5,7.25
27400,8.5
27400.5,9.75
27401,11
27401.5,12.25
27402,12.3513
27402.5,12.4239
27403,12.4869
27403.5,12.5761
27404,12.7059
27404.5,13.3357
27405,14.4655
27405.5,12.9046
27406,11.8207
27406.5,10.9994
27407,10.307
27407.5,10.307
27408,9.5539
27408.5,9.5539
27409,9.48386
27409.5,9.38925
27410,8.3325
27410.5,7.46341
27411,6.74413
27411.5,6.74413
27412,6.63089
27412.5,6.53872
27413,6.94655
27413.5,6.83074
27414,6.59267
27414.5,6.26475
27415,5.23224
27415.5,4.46895
27416,4.46895
27416.5,3.74548
27417,3.22232
27417.5,3.11672
27418,2.97515
27418.5,2.46823
27419,2.06924
27419.5,1.73332
27420,1.50842
27420.5,1.34165
27421,1.08998
27421.5,0.903175
27422,0
27422.5,0.073164
27423,0.819763
27423.5,0
27424,0.0721828
27424.5,0.143825
27425,0.212453
27425.5,0.276071
27426,0.82064
27426.5,0.853363
27427,0.88432
27427.5,0.913471
27428,0.940832
27428.5,0
27429,0.0573688
27429.5,0.517598
27430,0.887398
27430.5,1.3483
27431,1.73386
27431.5,2.34845
27432,3.20906
27432.5,4.26436
27433,5.3365
27433.5,6.45731
27434,7.64272
27434.5,7.98591
27435,5.73591
27435.5,5.73591
27436,6.23591
27436.5,7.23591
27437,8.48591
27437.5,8.58799
27438,8.6655
27438.5,8.71226
27439,8.72263
27439.5,8.69181
27440,8.61601
27440.5,8.49204
27441,8.317
27441.5,8.08697
27442,7.79851
27442.5,7.44734
27443,7.027
27443.5,6.52636
27444,5.92372
27444.5,4.32109
27445,2.13142
27445.5,2.13142
27446,0.770817
27446.5,0
27447,0.0452492
27447.5,0.0955063
27448,0.612388
27448.5,1.03319
27449,0.516183
27449.5,0
27450,0.0951994
27450.5,0.690399
27451,0.751465
27451.5,0.823729
27452,0.883197
27452.5,0.944878
27453,1.00706
27453.5,1.56925
27454,1.67379
27454.5,1.58221
27455,1.50277
27455.5,1.42419
27456,1.35753
27456.5,1.79088
27457,1.50154
27457.5,1.25382
27458,1.04511
27458.5,0.873363
27459,0
27459.5,0.0694614
27460,0.140878
27460.5,0.211388
27461,0.276172
27461.5,0.330437
27462,0.372882
27462.5,0.403478
27463,0
27463.5,0.068657
27464,0.138925
27464.5,0.205973
27465,0.265074
27465.5,0.31426
27466,0.352622
27466.5,0.380376
27467,0
27467.5,0.0657738
27468,0.131526
27468.5,0.192419
27469,0.245921
27469.5,0.290272
27470,0.324668
27470.5,0
27471,0.0608177
27471.5,0.120188
27472,0.175287
27472.5,0.233438
27473,0.289566
27473.5,0
27474,0.34637
27474.5,0.686282
27475,1.13581
27475.5,1.63061
27476,2.05456
27476.5,2.47359
27477,2.835
27477.5,3.24564
27478,3.67762
27478.5,4.25512
27479,4.6034
27479.5,4.91443
27480,4.98675
27480.5,5.16766
27481,5.52219
27481.5,5.76229
27482,6.04427
27482.5,6.37873
27483,6.54615
27483.5,6.86228
27484,7.2598
27484.5,7.72723
27485,8.23354
27485.5,8.78651
27486,9.38006
27486.5,9.97343
27487,10.5883
27487.5,8.33833
27488,8.33833
27488.5,8.83833
27489,9.83833
27489.5,11.0078
27490,11.1365
27490.5,11.2472
27491,11.3421
27491.5,11.4225
27492,11.4881
27492.5,11.5382
27493,11.5271
27493.5,11.4033
27494,11.1924
27494.5,10.9349
27495,9.67735
27495.5,9.67735
27496,7.42735
27496.5,5.17735
27497,2.88352
27497.5,1.13288
27498,1.13288
27498.5,1.63288
27499,2.5643
27499.5,3.27892
27500,3.76147
27500.5,4.07404
27501,4.29652
27501.5,4.54869
27502,4.90619
27502.5,5.44382
27503,6.26377
27503.5,7.28975
27504,8.4152
27504.5,9.59879
27505,10.8156
27505.5,12.049
27506,13.2628
27506.5,14.1101
27507,14.5915
27507.5,14.9242
27508,14.7321
27508.5,14.4858
27509,14
27509.5,14
27510,14
27510.5,14
27511,14.5
27511.5,15.5
27512,16.75
27512.5,17.5324
27513,17.9005
27513.5,18.0334
27514,18.1575
27514.5,18.2665
27515,18.3532
27515.5,18.4077
27516,18.4145
27516.5,18.3435
27517,18.107
27517.5,16.8705
27518,16.8705
27518.5,17.3705
27519,17.7964
27519.5,17.9301
27520,18.0523
27520.5,18.1488
27521,18.2693
27521.5,18.3711
27522,18.2868
27522.5,17.6316
27523,17.6316
27523.5,17.9373
27524,17.9111
27524.5,17.8193
27525,17.772
27525.5,17.7477
27526,17.7353
27526.5,17.6688
27527,16.6024
27527.5,15.2991
27528,14
27528.5,14
27529,13.9996
27529.5,14
27530,14
27530.5,14.5
27531,15.5
27531.5,16.7037
27532,17.5093
27532.5,17.8889
27533,18.0195
27533.5,18.1342
27534,18.2195
27534.5,18.2545
27535,18.1946
27535.5,17.8435
27536,17.783
27536.5,17.7527
27537,17.7375
27537.5,17.7298
27538,17.726
27538.5,17.7241
27539,17.7231
27539.5,18.2221
27540,19.2212
