time,ProvidenciaExampleScenario.node[5103].veinsmobility.speed
27794.5,6.9
27795,8.15
27795.5,9.4
27796,8.74075
27796.5,8.74075
27797,9.24075
27797.5,8.56174
27798,8.56174
27798.5,8.6297
27799,8.69273
27799.5,9.25575
27800,10.3188
27800.5,11.5688
27801,11.6379
27801.5,11.7443
27802,12.3507
27802.5,13.4571
27803,14.7071
27803.5,14.8044
27804,14.8235
27804.5,14.7522
27805,14.6954
27805.5,14.6303
27806,14.5565
27806.5,13.4827
27807,11
27807.5,11
27808,11
27808.5,11
27809,11.5
27809.5,12.5
27810,13.75
27810.5,15
27811,16.25
27811.5,16
27812,15.75
27812.5,15.5
27813,15.2616
27813.5,15.1424
27814,15.0828
27814.5,15.053
27815,15.038
27815.5,15.0306
27816,15.0269
27816.5,15.025
27817,15.0241
27817.5,15.0236
27818,14.5972
27818.5,13.8489
27819,13.8489
27819.5,13.9922
27820,14.0825
27820.5,13.2211
27821,12.3538
27821.5,11.5247
27822,10.7335
27822.5,9.67122
27823,8.74743
27823.5,8.74743
27824,7.61948
27824.5,6.08964
27825,6.08964
27825.5,6.58964
27826,5.65432
27826.5,5.65432
27827,5.1184
27827.5,4.60705
27828,4.03429
27828.5,3.32147
27829,2.25702
27829.5,2.25702
27830,1.93961
27830.5,1.73255
27831,1.59493
27831.5,1.5004
27832,0.747887
27832.5,0
27833,0
27833.5,0.179487
27834,0.617869
27834.5,1.22948
27835,1.54997
27835.5,0.40601
27836,0
27836.5,0.0508085
27837,0.0999646
27837.5,0.144136
27838,0.404753
27838.5,0.457053
27839,0.770668
27839.5,0
27840,0.047509
27840.5,0.097804
27841,0.143757
27841.5,0.183212
27842,0.228929
27842.5,0.485799
27843,0
27843.5,0.0501982
27844,0.0991613
27844.5,0.148338
27845,0.194768
27845.5,0.231407
27846,0.260541
27846.5,0
27847,0.0500961
27847.5,0.320826
27848,0.373867
27848.5,0
27849,0.0583719
27849.5,0.115394
27850,0.168475
27850.5,0.215517
27851,0.255235
27851.5,0.287273
27852,0
27852.5,0.0571884
27853,0.113034
27853.5,0.164965
27854,0.210915
27854.5,0.249645
27855,0.280812
27855.5,0
27856,0.0559507
27856.5,0.110554
27857,0.161226
27857.5,0.20587
27858,0.243149
27858.5,0.272551
27859,0
27859.5,0.0504244
27860,0.100255
27860.5,0.14703
27861,0.188678
27861.5,0.221644
27862,0
27862.5,0.0461498
27863,0.0923396
27863.5,0.136119
27864,0.173686
27864.5,0.201389
27865,0
27865.5,0.0417944
27866,0.0829252
27866.5,0.119793
27867,0.150278
27867.5,0
27868,0.036344
27868.5,0.0712833
27869,0.101994
27869.5,0
27870,0.0317637
27870.5,0.0622357
27871,0.0888231
27871.5,0
27872,0.0274564
27872.5,0.0537437
27873,0
27873.5,0.0254411
27874,0
27874.5,0
27875,0
27875.5,0
27876,0
27876.5,0
27877,0
27877.5,0
27878,0
27878.5,0
27879,0
27879.5,0
27880,0.302924
27880.5,0.585214
27881,0.864192
27881.5,1.14399
27882,1.42761
27882.5,1.73248
27883,2.09392
27883.5,2.30612
27884,3.01833
27884.5,3.87273
27885,4.81054
27885.5,5.7196
27886,6.49552
27886.5,7.03405
27887,7.58278
27887.5,8.1002
27888,8.61978
27888.5,9.30196
27889,9.64031
27889.5,10.357
27890,11.3404
27890.5,12.4571
27891,13.7071
27891.5,14.9571
27892,15.6145
27892.5,16.7718
27893,16.5218
27893.5,16.3628
27894,16.2832
27894.5,16.2435
27895,16.2236
27895.5,15.9736
27896,15.7236
27896.5,15.4736
27897,14.2236
27897.5,11.9736
27898,11.9736
27898.5,10.9572
27899,10.2174
27899.5,9.43431
27900,8.48659
