time,ProvidenciaExampleScenario.node[730].veinsmobility.speed
27107,6.9
27107.5,8.15
27108,9.4
27108.5,10.65
27109,11.9
27109.5,13.15
27110,14.4
27110.5,15.65
27111,15.4
27111.5,15.1691
27112,15.0537
27112.5,14.996
27113,14.9671
27113.5,13.9383
27114,12.0878
27114.5,11
27115,11
27115.5,11
27116,11
27116.5,11.5
27117,12.5
27117.5,13.75
27118,15
27118.5,14.9691
27119,14.9537
27119.5,14.946
27120,14.9421
27120.5,14.9402
27121,14.9392
27121.5,14.9388
27122,14.9385
27122.5,14.9384
27123,14.9383
27123.5,14.9383
27124,14.775
27124.5,13.6117
27125,12.5592
27125.5,11.6449
27126,10.8259
27126.5,9.98501
27127,9.98501
27127.5,10.485
27128,10.5758
27128.5,9.59736
27129,9.59736
27129.5,10.0974
27130,11.0974
27130.5,10.2109
27131,10.2109
27131.5,9.39384
27132,8.6595
27132.5,7.86713
27133,7.16316
27133.5,7.16316
27134,6.42613
27134.5,5.77279
27135,5.20291
27135.5,4.68886
27136,4.68886
27136.5,4.12657
27137,3.65268
27137.5,3.67879
27138,3.36768
27138.5,2.86265
27139,2.44798
27139.5,2.11508
27140,1.8228
27140.5,1.59391
27141,1.86501
27141.5,1.6937
27142,1.56229
27142.5,1.45404
27143,0.840074
27143.5,0
27144,0.276977
27144.5,0.303518
27145,0.332984
27145.5,0.365008
27146,0.39655
27146.5,0
27147,0.036691
27147.5,0.0725832
27148,0.109839
27148.5,0.148351
27149,0.405979
27149.5,0
27150,0.040435
27150.5,0.0853272
27151,0.129003
27151.5,0.165979
27152,0.203376
27152.5,0.241732
27153,0
27153.5,0.0452337
27154,0.0935102
27154.5,0.139682
27155,0.17872
27155.5,0.209334
27156,0
27156.5,0.0472502
27157,0.0963342
27157.5,0.142632
27158,0.181587
27158.5,0.211746
27159,0.248663
27159.5,0.283925
27160,0.321012
27160.5,0.633786
27161,0.965849
27161.5,1.34371
27162,1.74463
27162.5,2.19136
27163,2.76772
27163.5,3.70658
27164,4.77324
27164.5,5.98464
27165,7.23464
27165.5,8.48464
27166,9.27384
27166.5,9.82554
27167,10.3072
27167.5,10.7378
27168,10.9525
27168.5,11.2585
27169,11.8479
27169.5,12.9374
27170,14.1874
27170.5,13.8516
27171,14.0158
27171.5,14.6801
27172,15.8443
27172.5,16.8704
27173,14.6204
27173.5,14.6204
27174,15.1204
27174.5,14.8549
27175,14.7553
27175.5,14.7624
27176,14.6812
27176.5,13.6041
27177,12.2766
27177.5,10.6825
27178,8.76046
27178.5,8.76046
27179,6.51046
27179.5,6.51046
27180,5.99587
27180.5,5.33115
27181,4.47385
27181.5,4.01425
27182,3.4856
27182.5,3.39775
27183,3.30329
27183.5,3.37323
27184,3.505
27184.5,3.643
27185,3.66543
27185.5,3.47785
27186,3.2305
27186.5,2.99316
27187,2.99893
27187.5,3.25787
27188,3.58798
27188.5,4.25067
27189,5.39284
27189.5,6.58893
27190,7.81197
27190.5,8.51551
27191,8.92139
27191.5,9.4222
27192,9.74889
27192.5,10.2142
27193,11.0022
27193.5,11.4838
27194,11.8468
27194.5,11.4566
27195,11.2272
27195.5,11
27196,10.9984
27196.5,10.9977
27197,10.9973
27197.5,10.9968
27198,11
27198.5,11.5032
27199,12.5063
27199.5,13.7184
27200,14.9495
27200.5,14.9439
27201,14.9411
27201.5,14.9397
27202,14.939
27202.5,14.9386
27203,14.9384
27203.5,14.9384
27204,14.9383
27204.5,14.9383
27205,14.9383
27205.5,14.9383
27206,14.9383
27206.5,13.9383
27207,11.9383
27207.5,9.68827
27208,9.68827
27208.5,9.23567
27209,8.62937
27209.5,8.39509
27210,8.50974
27210.5,8.19289
27211,7.82834
27211.5,7.73839
27212,7.54013
27212.5,7.23733
27213,6.83752
27213.5,6.34777
27214,5.76962
27214.5,5.09085
27215,4.26639
27215.5,3.19162
27216,3.19162
27216.5,3.45301
27217,3.36774
27217.5,2.87797
27218,2.88821
27218.5,2.97684
27219,2.9301
27219.5,0.680099
27220,0
27220.5,0
27221,0.5
27221.5,1.5
27222,2.75
27222.5,2.84211
27223,2.37814
27223.5,2.41416
27224,2.50087
27224.5,2.56363
27225,3.12638
27225.5,3.07509
27226,3.33409
27226.5,4.08087
27227,4.40365
27227.5,4.52017
27228,4.79014
27228.5,5.50701
27229,6.72388
27229.5,7.97388
27230,9.22388
27230.5,10.4739
27231,11
27231.5,11
27232,11.5
27232.5,12.5
27233,13.75
27233.5,15
27234,14.9691
27234.5,14.9537
27235,14.946
27235.5,14.9421
27236,14.9402
27236.5,14.9392
27237,14.9388
27237.5,14.9385
27238,14.9384
